osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes
"[97719717, 97719695]",,Hirschlachstraße,residential,,False,"[False, True]",246.28,"LINESTRING (10.7850313 49.3354633, 10.7837903 49.3352884, 10.7839571 49.3348307, 10.7846743 49.3349318, 10.78531 49.3350768)",,
97719770,,Hirschlachstraße,residential,,False,True,42.868,"LINESTRING (10.7850313 49.3354633, 10.7848325 49.3358264)",,
97719741,,Arndtstraße,residential,,False,False,157.199,"LINESTRING (10.7850313 49.3354633, 10.785904 49.3356311, 10.7860733 49.3357225, 10.7861719 49.3358275, 10.7862364 49.3359523, 10.7863117 49.3363722)",,
97719745,,Flurstraße,residential,30,False,True,47.049,"LINESTRING (10.7831398 49.341034, 10.7826323 49.341298)",,
97719745,,Flurstraße,residential,30,False,False,86.742,"LINESTRING (10.7831398 49.341034, 10.783236 49.3409793, 10.7840427 49.3405217)",,
97719764,,Ringstraße,residential,30,False,True,182.142,"LINESTRING (10.7831398 49.341034, 10.7832868 49.3411445, 10.7834796 49.3412162, 10.7837129 49.3412138, 10.7844955 49.340948, 10.7847378 49.3411014, 10.7851421 49.3414024)",,
147465333,,Ansbacher Straße,tertiary,50,False,False,18.108,"LINESTRING (10.7865023 49.3351788, 10.7863086 49.3350759)",,2
"[122296009, 97719756, 122296553]",,Ansbacher Straße,tertiary,50,False,True,193.929,"LINESTRING (10.7865023 49.3351788, 10.7867259 49.3353551, 10.786938 49.3355673, 10.7869683 49.3356086, 10.7871286 49.335829, 10.7872043 49.335949, 10.7873184 49.3361131, 10.7873505 49.3361592, 10.7874622 49.336317, 10.7874806 49.3363431, 10.787588 49.3365235, 10.7876337 49.336608, 10.7876556 49.3366485, 10.7876982 49.3367271)",,
97719721,,Jahnstraße,residential,30,False,False,60.709,"LINESTRING (10.7851362 49.3342141, 10.7843259 49.3340753)",,
97719717,,Hirschlachstraße,residential,,False,False,37.548,"LINESTRING (10.7855616 49.3347816, 10.78531 49.3350768)",,
147465333,,Ansbacher Straße,tertiary,50,False,False,263.382,"LINESTRING (10.7855616 49.3347816, 10.783933 49.3344679, 10.7834033 49.3343615, 10.7820848 49.3340909)",,2
147465333,,Ansbacher Straße,tertiary,50,False,True,63.641999999999996,"LINESTRING (10.7855616 49.3347816, 10.7857945 49.3348442, 10.7861118 49.3349715, 10.7863086 49.3350759)",,2
97719705,,Ringstraße,residential,30,False,True,95.613,"LINESTRING (10.7862435 49.3409287, 10.7851421 49.3414024)",,
97719720,,Hohlweg,residential,30,False,False,115.583,"LINESTRING (10.7862435 49.3409287, 10.786159 49.3419667)",,
97719705,,Ringstraße,residential,30,False,False,146.731,"LINESTRING (10.7862435 49.3409287, 10.7868919 49.3409443, 10.7874707 49.3407571, 10.7879317 49.3403881)",,
97719720,,Hohlweg,residential,30,False,True,55.906,"LINESTRING (10.7862435 49.3409287, 10.7862474 49.3407702, 10.7861039 49.3405098, 10.786079 49.3404442)",,
97719770,,Hirschlachstraße,residential,,False,False,42.868,"LINESTRING (10.7848325 49.3358264, 10.7850313 49.3354633)",,
97719720,,Hohlweg,residential,30,False,True,115.583,"LINESTRING (10.786159 49.3419667, 10.7862435 49.3409287)",,
97719740,,Betzendorfer Straße,residential,30,False,False,225.92,"LINESTRING (10.786159 49.3419667, 10.7865615 49.3417502, 10.7886378 49.3407345)",,
97719734,,Westhöhe,residential,30,True,False,147.783,"LINESTRING (10.786079 49.3404442, 10.7840427 49.3405217)",,
97719720,,Hohlweg,residential,30,False,False,55.906000000000006,"LINESTRING (10.786079 49.3404442, 10.7861039 49.3405098, 10.7862474 49.3407702, 10.7862435 49.3409287)",,
97719720,,Hohlweg,residential,30,False,True,94.12899999999999,"LINESTRING (10.786079 49.3404442, 10.7860628 49.3401526, 10.7860778 49.3399406, 10.7861161 49.339599)",,
97719727,,Birkenstraße,residential,30,False,True,66.013,"LINESTRING (10.786079 49.3404442, 10.7864765 49.3404496, 10.7869821 49.3405083)",,
97719745,,Flurstraße,residential,30,False,False,182.613,"LINESTRING (10.7840427 49.3405217, 10.7847822 49.340127, 10.7854786 49.3398929, 10.7861161 49.339599)",,
97719745,,Flurstraße,residential,30,False,True,86.742,"LINESTRING (10.7840427 49.3405217, 10.783236 49.3409793, 10.7831398 49.341034)",,
97719755,,Sudetendeutsche Straße,residential,30,False,False,171.611,"LINESTRING (10.7840427 49.3405217, 10.7831348 49.3405313, 10.782542 49.3405901, 10.7820174 49.3406669, 10.7819148 49.3404671)",,
97719768,,Jahnstraße,residential,30,False,False,75.791,"LINESTRING (10.7845988 49.3334173, 10.7843259 49.3340753)",,
97719708,,Sportplatzstraße,residential,30,False,False,44.428,"LINESTRING (10.7845988 49.3334173, 10.7849599 49.3334714, 10.7851968 49.3334373)",,
97719708,,Sportplatzstraße,residential,30,False,True,195.214,"LINESTRING (10.7845988 49.3334173, 10.7830196 49.3331654, 10.7828817 49.333192, 10.7826019 49.3334683, 10.782362 49.3336901)",,
97719721,,Jahnstraße,residential,30,False,True,148.611,"LINESTRING (10.782362 49.3336901, 10.7843259 49.3340753)",,
97719708,,Sportplatzstraße,residential,30,False,False,195.214,"LINESTRING (10.782362 49.3336901, 10.7826019 49.3334683, 10.7828817 49.333192, 10.7830196 49.3331654, 10.7845988 49.3334173)",,
97719708,,Sportplatzstraße,residential,30,False,True,49.077,"LINESTRING (10.782362 49.3336901, 10.7822073 49.3338916, 10.782111 49.3340172, 10.7821004 49.3340469, 10.7820848 49.3340909)",,
97719705,,Ringstraße,residential,30,False,False,95.613,"LINESTRING (10.7851421 49.3414024, 10.7862435 49.3409287)",,
97719764,,Ringstraße,residential,30,False,False,182.142,"LINESTRING (10.7851421 49.3414024, 10.7847378 49.3411014, 10.7844955 49.340948, 10.7837129 49.3412138, 10.7834796 49.3412162, 10.7832868 49.3411445, 10.7831398 49.341034)",,
97719764,,Ringstraße,residential,30,False,True,247.759,"LINESTRING (10.7851421 49.3414024, 10.7847681 49.3415556, 10.7839836 49.3418743, 10.7837102 49.3419352, 10.7833993 49.3419416, 10.7830657 49.3418991, 10.782829 49.3418073, 10.7826758 49.3416621, 10.7826074 49.3414661, 10.7826323 49.341298)",,
120827294,,Turmstraße,residential,30,False,False,55.602,"LINESTRING (10.7886778 49.33738, 10.788001 49.3376157)",,
120827294,,Turmstraße,residential,30,False,True,26.375,"LINESTRING (10.7886778 49.33738, 10.7890019 49.337272)",,
120830926,,,residential,30,False,False,17.505,"LINESTRING (10.7886778 49.33738, 10.7887768 49.3375236)",,
120827294,,Turmstraße,residential,30,False,True,55.602,"LINESTRING (10.788001 49.3376157, 10.7886778 49.33738)",,
42789870,,Mühlgasse,residential,,False,True,56.575,"LINESTRING (10.7922406 49.3372433, 10.7923758 49.3373934, 10.7923984 49.3374185, 10.7925512 49.3374975, 10.7927976 49.3375756)",,
120828048,,Pfarrgasse,residential,30,False,False,55.760999999999996,"LINESTRING (10.7922406 49.3372433, 10.7923705 49.3372727, 10.7924803 49.3372863, 10.7927055 49.337316, 10.7928478 49.3373214, 10.7929957 49.3373249)",,
120828048,,Pfarrgasse,residential,30,False,True,166.124,"LINESTRING (10.7922406 49.3372433, 10.7921495 49.3372085, 10.7918931 49.3371482, 10.7917334 49.3371664, 10.7913856 49.3372505, 10.7910995 49.3373844, 10.7907128 49.3376285, 10.7906161 49.3376873, 10.7903613 49.3378517)",,
123239228,,Am Sonnenfeld,residential,20,False,False,70.097,"LINESTRING (10.7828115 49.3389074, 10.7828203 49.3388512, 10.782866 49.3387564, 10.7829397 49.3386839, 10.7830577 49.338607, 10.7832079 49.3385537, 10.783338 49.3385275, 10.7834547 49.3385074)",,
"[220735986, 911587427, 121991062]",,Am Philosophenweg,residential,20,False,True,293.13200000000006,"LINESTRING (10.7828115 49.3389074, 10.7835422 49.3389867, 10.7840541 49.3390018, 10.7845784 49.338985, 10.7848523 49.3389735, 10.7851092 49.3389567, 10.7852813 49.3389399, 10.7854191 49.3389264, 10.7854319 49.3389252, 10.7856206 49.3389067, 10.7861247 49.338857, 10.7862135 49.3388773, 10.7864249 49.3389829, 10.7867724 49.3389775)",,
122141301,,Sommerkellerstraße,residential,30,False,False,118.10900000000001,"LINESTRING (10.791252 49.3410921, 10.7911389 49.3410945, 10.7908241 49.3411527, 10.7906504 49.3412069, 10.7902849 49.34142, 10.7898983 49.3412065)",,
122273839,,Bahnhofstraße,residential,30,False,True,39.274,"LINESTRING (10.791252 49.3410921, 10.791321 49.3410438, 10.7915849 49.3409431, 10.7917065 49.3409049)",,
122141301,,Sommerkellerstraße,residential,30,False,True,118.10900000000001,"LINESTRING (10.7898983 49.3412065, 10.7902849 49.34142, 10.7906504 49.3412069, 10.7908241 49.3411527, 10.7911389 49.3410945, 10.791252 49.3410921)",,
"[122897445, 122897108, 122897149]",,Lindenplatz,residential,30,False,True,32.5,"LINESTRING (10.7889221 49.3379038, 10.7889607 49.3378814, 10.7890383 49.3378368, 10.7891359 49.3377895, 10.7892959 49.3377488)",,
"[141656240, 141656237]",,Lindenplatz,residential,30,False,True,98.04800000000002,"LINESTRING (10.7889221 49.3379038, 10.7886445 49.337914, 10.7886944 49.3382057, 10.7888312 49.3381973, 10.7888184 49.3379874, 10.7889221 49.3379038)",,
"[141656240, 141656237]",,Lindenplatz,residential,30,False,False,98.04799999999999,"LINESTRING (10.7889221 49.3379038, 10.7888184 49.3379874, 10.7888312 49.3381973, 10.7886944 49.3382057, 10.7886445 49.337914, 10.7889221 49.3379038)",,
123239232,,Am Sonnenfeld,residential,20,False,True,19.837,"LINESTRING (10.7832019 49.3377515, 10.7834741 49.3377707)",,
220735987,,Am Sonnenfeld,residential,20,False,False,51.179,"LINESTRING (10.7832019 49.3377515, 10.7832045 49.3379483, 10.7832361 49.337985, 10.7833708 49.3380532, 10.7834426 49.338153)",,
123239232,,Am Sonnenfeld,residential,20,False,False,19.837,"LINESTRING (10.7834741 49.3377707, 10.7832019 49.3377515)",,
123239232,,Am Sonnenfeld,residential,20,False,True,29.306,"LINESTRING (10.7834741 49.3377707, 10.7838587 49.3378523)",,
123239232,,Am Sonnenfeld,residential,20,False,False,29.306,"LINESTRING (10.7838587 49.3378523, 10.7834741 49.3377707)",,
123239235,,Am Sonnenfeld,residential,20,False,True,39.923,"LINESTRING (10.7834426 49.338153, 10.7834654 49.3382011, 10.7834681 49.3382692, 10.7834399 49.3383496, 10.7834547 49.3385074)",,
220735987,,Am Sonnenfeld,residential,20,False,True,51.179,"LINESTRING (10.7834426 49.338153, 10.7833708 49.3380532, 10.7832361 49.337985, 10.7832045 49.3379483, 10.7832019 49.3377515)",,
123239228,,Am Sonnenfeld,residential,20,False,True,24.592,"LINESTRING (10.783786 49.3384593, 10.7834547 49.3385074)",,
123239228,,Am Sonnenfeld,residential,20,False,False,24.592,"LINESTRING (10.7834547 49.3385074, 10.783786 49.3384593)",,
123239228,,Am Sonnenfeld,residential,20,False,True,70.09700000000001,"LINESTRING (10.7834547 49.3385074, 10.783338 49.3385275, 10.7832079 49.3385537, 10.7830577 49.338607, 10.7829397 49.3386839, 10.782866 49.3387564, 10.7828203 49.3388512, 10.7828115 49.3389074)",,
123239235,,Am Sonnenfeld,residential,20,False,False,39.923,"LINESTRING (10.7834547 49.3385074, 10.7834399 49.3383496, 10.7834681 49.3382692, 10.7834654 49.3382011, 10.7834426 49.338153)",,
97719708,,Sportplatzstraße,residential,30,False,False,49.077,"LINESTRING (10.7820848 49.3340909, 10.7821004 49.3340469, 10.782111 49.3340172, 10.7822073 49.3338916, 10.782362 49.3336901)",,
147465333,,Ansbacher Straße,tertiary,50,False,True,263.382,"LINESTRING (10.7820848 49.3340909, 10.7834033 49.3343615, 10.783933 49.3344679, 10.7855616 49.3347816)",,2
120830926,,,residential,30,False,True,17.505,"LINESTRING (10.7887768 49.3375236, 10.7886778 49.33738)",,
120831836,,Spitalgasse,residential,30,False,True,73.485,"LINESTRING (10.7896792 49.3383418, 10.7896867 49.3382118, 10.7895597 49.3380657, 10.7894379 49.3379608, 10.7892959 49.3377488)",,
147465333,,Ansbacher Straße,tertiary,50,False,True,18.108,"LINESTRING (10.7863086 49.3350759, 10.7865023 49.3351788)",,2
1020853409,,Altendettelsauer Straße,residential,30,True,False,22.271,"LINESTRING (10.7863086 49.3350759, 10.7865584 49.3349592)",,
147465333,,Ansbacher Straße,tertiary,50,False,False,63.641999999999996,"LINESTRING (10.7863086 49.3350759, 10.7861118 49.3349715, 10.7857945 49.3348442, 10.7855616 49.3347816)",,2
97719728,,Altendettelsauer Straße,residential,30,False,True,15.363,"LINESTRING (10.7865584 49.3349592, 10.7866602 49.3350804)",,
97719728,,Altendettelsauer Straße,residential,30,False,False,195.98200000000003,"LINESTRING (10.7865584 49.3349592, 10.7864796 49.3348654, 10.785731 49.3339913, 10.7855354 49.3337714, 10.7851968 49.3334373)",,
