osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,tunnel,junction
350990831,Traunring,residential,50,False,False,35.479,"LINESTRING (12.6016203 47.960027, 12.6017156 47.9601415, 12.6017789 47.9602176, 12.6018247 47.9603137)",,,,
350990831,Traunring,residential,50,False,True,99.91699999999999,"LINESTRING (12.6016203 47.960027, 12.6013946 47.9597625, 12.601274 47.9596213, 12.6010524 47.9594227, 12.6008997 47.9592705)",,,,
320704166,Kantstraße,secondary,50,False,False,60.397,"LINESTRING (12.590626 47.9669883, 12.5904574 47.966457)",St 2096,,,
"[24570242, 658588668, 178208501]","['Dr.-Johannes-Heidenhain-Straße', 'Marktstraße']",residential,,False,False,232.06900000000002,"LINESTRING (12.5913924 47.9642596, 12.5926209 47.9642641, 12.5929017 47.964256, 12.5933804 47.9641651, 12.5934431 47.9640838, 12.5934417 47.9640127, 12.5933645 47.9638918, 12.5932632 47.9637301, 12.5931693 47.963617, 12.593121 47.9635595, 12.5930697 47.9634892)",,,,
"[755620193, 546395426, 546395427, 320704165, 202174058]",Kantstraße,secondary,50,False,True,223.68699999999998,"LINESTRING (12.5913924 47.9642596, 12.5911917 47.9645191, 12.5909986 47.9647688, 12.590867 47.964944, 12.590849 47.9649712, 12.5908078 47.9650335, 12.5906879 47.9652471, 12.5905551 47.9656537, 12.5904939 47.9658669, 12.5904445 47.9661477)",St 2096,3,,
"[460605233, 546395428]",Kantstraße,secondary,50,False,False,101.353,"LINESTRING (12.5913924 47.9642596, 12.5914641 47.9641757, 12.5916423 47.9639555, 12.5917553 47.963816, 12.5919966 47.9634439)",St 2096,3,,
178208501,Marktstraße,residential,,False,True,90.043,"LINESTRING (12.5922129 47.9629316, 12.5923389 47.9629933, 12.5924744 47.9630593, 12.592735 47.9631909, 12.5927858 47.9632285, 12.5928322 47.9632641, 12.5930056 47.9634101, 12.5930697 47.9634892)",,,,
254087051,Rathausplatz,secondary,50,False,False,50.230999999999995,"LINESTRING (12.5922129 47.9629316, 12.592264 47.9628388, 12.5922852 47.9627994, 12.5922988 47.9627713, 12.5923678 47.9626288, 12.5924511 47.9625096)",St 2096,2,,
"[1046877874, 1059334507, 460602022]",Kantstraße,secondary,50,False,True,59.292,"LINESTRING (12.5922129 47.9629316, 12.5921753 47.9630443, 12.5921385 47.9631547, 12.5920785 47.9632953, 12.5919966 47.9634439)",St 2096,4,,
"[320704171, 320704172, 150445365]",Münchener Straße,residential,,False,False,186.714,"LINESTRING (12.5972916 47.9657495, 12.597367 47.9657951, 12.5976286 47.9659533, 12.5977897 47.9660508, 12.597805 47.9660688, 12.5979204 47.9662045, 12.5979313 47.9662304, 12.5979552 47.9662873, 12.5980512 47.9665162, 12.5982317 47.9670173, 12.5983464 47.9672166)",,,,
