osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,ref,lanes,tunnel
45789671,Ulmer Straße,secondary,50,False,True,88.344,"LINESTRING (9.5884447 48.7072953, 9.5886314 48.7072806, 9.5889478 48.7072556, 9.5889813 48.7072536, 9.5891469 48.7072439, 9.5892894 48.7072355, 9.5893493 48.707232, 9.5896423 48.7072147)",,,,,
23241852,Zeppelinstraße,residential,30,False,False,58.509,"LINESTRING (9.5864333 48.7070757, 9.5865635 48.7069774, 9.5866267 48.7069296, 9.5867118 48.7068654, 9.5867587 48.70683, 9.5869474 48.7067204, 9.586986 48.7066979)",,,,,
28481529,Poststraße,residential,30,False,True,201.56500000000003,"LINESTRING (9.5864333 48.7070757, 9.5862737 48.7072684, 9.5860719 48.7074282, 9.5858149 48.7075197, 9.5856031 48.7075712, 9.5854698 48.7076037, 9.5853741 48.707627, 9.5851171 48.7076795, 9.5848275 48.7077386, 9.5841727 48.7078541, 9.5840885 48.7078689)",,,,,
817313166,Ulmer Straße,secondary,50,False,False,101.737,"LINESTRING (9.5864333 48.7070757, 9.5859527 48.7068997, 9.5858332 48.706856, 9.585718 48.7068023, 9.5854487 48.7066767, 9.5852806 48.7065737)",,,,,
817313167,Ulmer Straße,secondary,50,False,True,71.112,"LINESTRING (9.5864333 48.7070757, 9.5864666 48.7070821, 9.5865263 48.7070937, 9.5869007 48.7071661, 9.5870178 48.7071888, 9.5873697 48.7072389)",,,,,
"[61497908, 828829468]",Schorndorfer Straße,secondary,50,False,True,103.814,"LINESTRING (9.5849507 48.7064494, 9.5848414 48.7064991, 9.5845618 48.7065833, 9.5844866 48.7066168, 9.5842179 48.7067249, 9.5841516 48.7067508, 9.5841014 48.7067728, 9.5840399 48.7067925, 9.5839311 48.7068318, 9.5838808 48.7068499, 9.5837207 48.7069074)",,,,,
"[4402793, 1268215335]",,secondary,,True,False,22.744000000000003,"LINESTRING (9.5849507 48.7064494, 9.584927 48.7064191, 9.5849197 48.7063854, 9.5849297 48.7063519, 9.5849557 48.7063225, 9.584995 48.7063003, 9.5850431 48.7062879)",roundabout,,,,
23241851,Hessestraße,residential,30,False,False,22.29,"LINESTRING (9.5913957 48.7049218, 9.5916125 48.7050622)",,,,,
45944593,Schulstraße,residential,30,False,False,132.966,"LINESTRING (9.5913957 48.7049218, 9.5913302 48.7050501, 9.5912498 48.7052228, 9.5911948 48.7053409, 9.5911558 48.7055063, 9.5911204 48.7056561, 9.5911122 48.7056912, 9.5910782 48.705835, 9.5910698 48.7058707, 9.5910185 48.7060881)",,,,,
"[170416992, 170416993, 840548437]",Uhlandstraße,residential,30,False,True,61.998,"LINESTRING (9.5913957 48.7049218, 9.5912886 48.7048835, 9.590874 48.7047353, 9.5908252 48.7047221, 9.5906414 48.7046721)",,yes,,,
4057054,Moltkestraße,residential,30,False,True,24.004,"LINESTRING (9.5878639 48.7045989, 9.5876745 48.7044229)",,,,,
145664500,Uhlandstraße,residential,30,False,False,101.32200000000002,"LINESTRING (9.5878639 48.7045989, 9.5879955 48.7045917, 9.5884199 48.7045684, 9.5884781 48.7045652, 9.5886996 48.7045531, 9.5887144 48.7045526, 9.5891538 48.7045372, 9.589241 48.7045341)",,,,,
278109111,Moltkestraße,residential,30,False,False,65.501,"LINESTRING (9.5878639 48.7045989, 9.5879316 48.704993, 9.5879349 48.7050122, 9.5879645 48.7051842)",,,,,
4057254,Kirchstraße,residential,30,False,False,50.473,"LINESTRING (9.5855517 48.7047401, 9.5856824 48.7047437, 9.5856999 48.7047419, 9.5858908 48.7047222, 9.5859093 48.7047203, 9.5862327 48.7046869)",,,,,
"[13268002, 488700232, 170419629, 25372440, 8209148]",Sparwieser Straße,residential,50,False,True,105.096,"LINESTRING (9.5855517 48.7047401, 9.5855093 48.7048196, 9.5854408 48.7048747, 9.585344 48.7049343, 9.5849544 48.7051392, 9.5849224 48.7051531, 9.5846163 48.7053303, 9.584537 48.7053901)",,yes,,,
32552004,Sparwieser Straße,tertiary,50,False,False,15.595,"LINESTRING (9.5855517 48.7047401, 9.5855339 48.7046768, 9.5855045 48.704634, 9.5854804 48.7046099)",,,K 1415,,
4057054,Moltkestraße,residential,30,False,False,24.004,"LINESTRING (9.5876745 48.7044229, 9.5878639 48.7045989)",,,,,
840548436,Kirchstraße,residential,30,False,False,11.224,"LINESTRING (9.5876745 48.7044229, 9.5878072 48.7043727)",,,,,
"[547516449, 4057254]",Kirchstraße,residential,30,False,True,110.279,"LINESTRING (9.5876745 48.7044229, 9.587366 48.7045008, 9.5871662 48.7045512, 9.5870555 48.7045792, 9.5869844 48.7045972, 9.5862327 48.7046869)",,,,,
"[1154794353, 177840493]",Schorndorfer Straße,secondary,50,True,False,50.748999999999995,"LINESTRING (9.5824504 48.7080153, 9.5824291 48.7079748, 9.5823862 48.7079075, 9.5822251 48.7077502, 9.5821749 48.7077054, 9.5820883 48.7076296)",,,L 1225,"['2', '1']",
4057224,Schorndorfer Straße,secondary,50,False,True,82.16199999999999,"LINESTRING (9.5837207 48.7069074, 9.5832962 48.7070098, 9.5831315 48.7070495, 9.5830436 48.7070845, 9.5829099 48.7071378, 9.5827414 48.7072445)",,,,,
"[28481528, 547516452]",Bahnhofstraße,residential,30,False,False,110.34899999999999,"LINESTRING (9.5837207 48.7069074, 9.5838253 48.7071195, 9.5838691 48.7072414, 9.5839755 48.7075267, 9.5839874 48.7075587, 9.5840885 48.7078689)",,,,,
"[828829468, 61497908]",Schorndorfer Straße,secondary,50,False,False,103.81399999999998,"LINESTRING (9.5837207 48.7069074, 9.5838808 48.7068499, 9.5839311 48.7068318, 9.5840399 48.7067925, 9.5841014 48.7067728, 9.5841516 48.7067508, 9.5842179 48.7067249, 9.5844866 48.7066168, 9.5845618 48.7065833, 9.5848414 48.7064991, 9.5849507 48.7064494)",,,,,
45944593,Schulstraße,residential,30,False,True,132.96599999999998,"LINESTRING (9.5910185 48.7060881, 9.5910698 48.7058707, 9.5910782 48.705835, 9.5911122 48.7056912, 9.5911204 48.7056561, 9.5911558 48.7055063, 9.5911948 48.7053409, 9.5912498 48.7052228, 9.5913302 48.7050501, 9.5913957 48.7049218)",,,,,
51862203,Römerstraße,residential,30,False,True,69.06400000000001,"LINESTRING (9.5910185 48.7060881, 9.5910982 48.7060834, 9.5912873 48.7060722, 9.5913046 48.7060711, 9.5915521 48.7060565, 9.5919559 48.7060325)",,,,,
840548440,Schulstraße,residential,30,False,False,61.333000000000006,"LINESTRING (9.5910185 48.7060881, 9.5910005 48.7061414, 9.5909818 48.7062082, 9.5909387 48.7063622, 9.5909031 48.7064894, 9.5908957 48.7065157, 9.5907904 48.706609)",,,,,
4057506,Esslinger Straße,secondary,50,False,True,213.22699999999998,"LINESTRING (9.5792627 48.7080563, 9.5796964 48.707982, 9.5802362 48.7079299, 9.5810783 48.7078267, 9.5817004 48.7077284, 9.582042 48.7076449, 9.5820883 48.7076296)",,,,,
28134754,Plochinger Straße,unclassified,50,False,False,79.65599999999999,"LINESTRING (9.5792627 48.7080563, 9.5792846 48.7081112, 9.5794662 48.7084081, 9.5796561 48.7086247, 9.5797352 48.708697)",,,,,
547516450,Schulstraße,residential,30,False,False,59.089,"LINESTRING (9.5907904 48.706609, 9.5908076 48.7067651, 9.5908111 48.7067967, 9.5908258 48.7069294, 9.5908489 48.707139)",,,,,
"[812893689, 817313175]",Zeppelinstraße,residential,30,False,True,90.614,"LINESTRING (9.5907904 48.706609, 9.5907104 48.7066133, 9.59062 48.7066181, 9.5904464 48.7066273, 9.5903377 48.7066331, 9.5903067 48.7066347, 9.5902597 48.7066373, 9.5900548 48.7066488, 9.5899259 48.706656, 9.5895598 48.7066766)",,,,,
840548440,Schulstraße,residential,30,False,True,61.333000000000006,"LINESTRING (9.5907904 48.706609, 9.5908957 48.7065157, 9.5909031 48.7064894, 9.5909387 48.7063622, 9.5909818 48.7062082, 9.5910005 48.7061414, 9.5910185 48.7060881)",,,,,
25372439,Stuttgarter Straße,residential,30,False,False,88.61999999999999,"LINESTRING (9.5808007 48.7063284, 9.58088 48.7061806, 9.5808884 48.7061649, 9.5809623 48.7060024, 9.5809984 48.705923, 9.5810252 48.7058642, 9.5810721 48.7057611, 9.5811157 48.7056652, 9.5811601 48.7055677)",,,,,
28134755,Brückenstraße,residential,30,False,True,90.87,"LINESTRING (9.5808007 48.7063284, 9.5809533 48.7063897, 9.5810614 48.7064348, 9.5813614 48.7065599, 9.5815046 48.7066196, 9.5815554 48.7066408, 9.5818491 48.7067633)",,,,,
28760204,Kirchheimer Straße,residential,30,False,False,65.357,"LINESTRING (9.5808007 48.7063284, 9.5806238 48.7062169, 9.5805289 48.7061596, 9.580199 48.7059602, 9.5801473 48.705929)",,,,,
25372439,Stuttgarter Straße,residential,30,False,True,60.678,"LINESTRING (9.581449 48.7050568, 9.581334 48.705251, 9.5812998 48.7053016, 9.5812799 48.705331, 9.5812627 48.705361, 9.5812327 48.7054226, 9.5811934 48.705499, 9.5811601 48.7055677)",,,,,
46269418,Stuttgarter Straße,residential,30,False,False,16.983,"LINESTRING (9.581449 48.7050568, 9.5814826 48.7050287, 9.5816227 48.7049571)",,,,,
61419918,Wehrstraße,residential,30,False,True,60.474000000000004,"LINESTRING (9.581449 48.7050568, 9.5812605 48.7050412, 9.5811179 48.7050294, 9.5809561 48.7050386, 9.5807686 48.7050493, 9.5806293 48.7050572)",,,,,
"[186756928, 186756929, 186756518]",Sparwieser Straße,tertiary,50,False,True,189.684,"LINESTRING (9.5794022 48.7018188, 9.5796122 48.7018865, 9.579732 48.7019136, 9.5799222 48.7019457, 9.580082 48.7019559, 9.5802642 48.7019598, 9.5805195 48.70195, 9.5807496 48.7019297, 9.5809695 48.701899, 9.5811414 48.7018744, 9.5815303 48.7017949, 9.5818952 48.7017049)",,,K 1415,2,
27104733,Baislingstraße,residential,30,False,False,50.650999999999996,"LINESTRING (9.5796047 48.7042791, 9.5794646 48.7041857, 9.579385 48.7041666, 9.5792829 48.704142, 9.5791331 48.7041299, 9.5790457 48.7041229, 9.5789874 48.7041182)",,,,,
"[840548403, 61419919]",Ziegelbergweg,residential,30,False,False,344.298,"LINESTRING (9.5796047 48.7042791, 9.579803 48.7042171, 9.5800976 48.7041301, 9.5808755 48.7038136, 9.5812883 48.7036373, 9.5817429 48.7034846, 9.5824846 48.7032706, 9.5830292 48.7030811, 9.5833667 48.702891, 9.5834188 48.7028654, 9.5835079 48.7028215, 9.5835989 48.7027958, 9.5836877 48.7027864)",,,,,
"[61419919, 27104735]","['Ziegelbergweg', 'Meisenstraße']",residential,30,False,True,45.181000000000004,"LINESTRING (9.5841777 48.7029977, 9.5840775 48.7029106, 9.5839823 48.7028521, 9.5839556 48.7028377, 9.5839155 48.702816, 9.5838292 48.7027965, 9.5836877 48.7027864)",,,,,
"[840548405, 32552004, 186756517]",Sparwieser Straße,tertiary,50,False,False,388.069,"LINESTRING (9.5841777 48.7029977, 9.5845965 48.7027365, 9.5846177 48.7027192, 9.5846979 48.7026535, 9.5847731 48.7025675, 9.5847867 48.7025427, 9.5848469 48.7024318, 9.584878 48.7022826, 9.5848606 48.7020956, 9.584784 48.7019153, 9.5847282 48.7018105, 9.5846443 48.7016942, 9.5844772 48.7015485, 9.5842541 48.7013996, 9.5840892 48.7013135, 9.5839445 48.7012525, 9.5837972 48.701217, 9.5835269 48.70119, 9.5832732 48.7012258, 9.5830706 48.7012928, 9.5828167 48.7013961, 9.5824411 48.7015412, 9.5820816 48.7016511)",,yes,K 1415,2,
32552004,Sparwieser Straße,tertiary,50,False,True,134.972,"LINESTRING (9.5841777 48.7029977, 9.5840982 48.7030452, 9.5839533 48.7031511, 9.5838768 48.7032434, 9.5838435 48.7033418, 9.583823 48.7034679, 9.5838517 48.7035676, 9.5839 48.7036704, 9.5840239 48.7037956, 9.5842125 48.7039311, 9.584363 48.7040068)",,,K 1415,,
812893690,Schillerstraße,residential,30,False,False,60.14,"LINESTRING (9.5896423 48.7072147, 9.5895598 48.7066766)",,,,,
45789671,Ulmer Straße,secondary,50,False,False,88.344,"LINESTRING (9.5896423 48.7072147, 9.5893493 48.707232, 9.5892894 48.7072355, 9.5891469 48.7072439, 9.5889813 48.7072536, 9.5889478 48.7072556, 9.5886314 48.7072806, 9.5884447 48.7072953)",,,,,
812893691,Ulmer Straße,secondary,50,False,True,88.93699999999998,"LINESTRING (9.5896423 48.7072147, 9.5897418 48.7072085, 9.5900876 48.7071868, 9.5901296 48.7071841, 9.5903215 48.7071721, 9.5904296 48.7071653, 9.5905598 48.7071571, 9.5907793 48.7071434, 9.5908489 48.707139)",,,,,
812893690,Schillerstraße,residential,30,False,True,60.14,"LINESTRING (9.5895598 48.7066766, 9.5896423 48.7072147)",,,,,
23241739,Schillerstraße,residential,30,False,False,88.045,"LINESTRING (9.5895598 48.7066766, 9.5894815 48.7061446, 9.5894438 48.7058885)",,,,,
23241852,Zeppelinstraße,residential,30,False,True,92.929,"LINESTRING (9.5895598 48.7066766, 9.5892546 48.7066949, 9.5888818 48.7067173, 9.5887111 48.7067276, 9.5882986 48.7067524)",,,,,
"[812893689, 817313175]",Zeppelinstraße,residential,30,False,False,90.61399999999999,"LINESTRING (9.5895598 48.7066766, 9.5899259 48.706656, 9.5900548 48.7066488, 9.5902597 48.7066373, 9.5903067 48.7066347, 9.5903377 48.7066331, 9.5904464 48.7066273, 9.59062 48.7066181, 9.5907104 48.7066133, 9.5907904 48.706609)",,,,,
23241851,Hessestraße,residential,30,False,True,78.77000000000001,"LINESTRING (9.5919559 48.7060325, 9.5919421 48.7059193, 9.5919388 48.7058925, 9.591934 48.705853, 9.5919229 48.7057628, 9.5919201 48.7057396, 9.5919154 48.7057011, 9.5919115 48.7056693, 9.5918989 48.7055664, 9.5918935 48.705522, 9.591878 48.7053951, 9.5918696 48.7053264)",,,,,
51862203,Römerstraße,residential,30,False,False,69.064,"LINESTRING (9.5919559 48.7060325, 9.5915521 48.7060565, 9.5913046 48.7060711, 9.5912873 48.7060722, 9.5910982 48.7060834, 9.5910185 48.7060881)",,,,,
145664489,Filsecker Straße,residential,30,False,False,50.288,"LINESTRING (9.5896078 48.7038273, 9.5895828 48.7034588, 9.5895315 48.7033826)",,,,,
840548436,Kirchstraße,residential,30,False,False,47.685,"LINESTRING (9.5896078 48.7038273, 9.5896483 48.70383, 9.5898269 48.7038418, 9.5900055 48.7038537, 9.5900319 48.7038528, 9.5902553 48.7038456)",,,,,
840548436,Kirchstraße,residential,30,False,True,145.96300000000002,"LINESTRING (9.5896078 48.7038273, 9.5895561 48.703836, 9.5893785 48.7038661, 9.5892751 48.7038836, 9.589226 48.7038919, 9.5890862 48.7039389, 9.5889751 48.7039763, 9.5887321 48.704058, 9.5886288 48.7040927, 9.5884465 48.7041541, 9.5879182 48.7043348, 9.5879003 48.7043409, 9.5878072 48.7043727)",,,,,
26513034,Filsecker Straße,residential,30,False,False,84.9,"LINESTRING (9.5895315 48.7033826, 9.589341 48.7032949, 9.5892781 48.703266, 9.5891184 48.7031532, 9.5890225 48.7030229, 9.5889911 48.7027633)",,,,,
46269422,Filsecker Straße,residential,30,False,False,37.275000000000006,"LINESTRING (9.5895315 48.7033826, 9.5897633 48.7031261, 9.5897917 48.7030947)",,,,,
145664489,Filsecker Straße,residential,30,False,True,50.288,"LINESTRING (9.5895315 48.7033826, 9.5895828 48.7034588, 9.5896078 48.7038273)",,,,,
26513038,Wörthstraße,residential,30,False,False,33.894,"LINESTRING (9.5903344 48.7043725, 9.5906053 48.7043559, 9.5907943 48.7043443)",,,,,
145664501,Wörthstraße,residential,30,False,False,29.402,"LINESTRING (9.5903344 48.7043725, 9.5902119 48.7044439, 9.5900215 48.7045373)",,,,,
145664501,Wörthstraße,residential,30,False,True,59.024,"LINESTRING (9.5903344 48.7043725, 9.5903434 48.704309, 9.5903028 48.7040955, 9.5902871 48.7040127, 9.5902553 48.7038456)",,,,,
27556087,Helfensteinstraße,residential,,False,True,78.746,"LINESTRING (9.5818945 48.7006886, 9.5817271 48.7007651, 9.5816556 48.7007989, 9.5814476 48.7011506, 9.5813521 48.7012736)",,,,,
618263535,Grünenbergstraße,residential,30,False,False,70.22800000000001,"LINESTRING (9.5818945 48.7006886, 9.5820472 48.701104, 9.582072 48.7011716, 9.5821059 48.7013043)",,,,,
840548404,Sparwieser Straße,tertiary,50,False,False,14.93,"LINESTRING (9.5820816 48.7016511, 9.5818952 48.7017049)",,,K 1415,,
618263535,Grünenbergstraße,residential,30,False,True,38.629999999999995,"LINESTRING (9.5820816 48.7016511, 9.5820985 48.7015389, 9.5821026 48.7014101, 9.5821059 48.7013043)",,,,,
"[32552004, 840548405, 186756517]",Sparwieser Straße,tertiary,50,False,True,388.06899999999996,"LINESTRING (9.5820816 48.7016511, 9.5824411 48.7015412, 9.5828167 48.7013961, 9.5830706 48.7012928, 9.5832732 48.7012258, 9.5835269 48.70119, 9.5837972 48.701217, 9.5839445 48.7012525, 9.5840892 48.7013135, 9.5842541 48.7013996, 9.5844772 48.7015485, 9.5846443 48.7016942, 9.5847282 48.7018105, 9.584784 48.7019153, 9.5848606 48.7020956, 9.584878 48.7022826, 9.5848469 48.7024318, 9.5847867 48.7025427, 9.5847731 48.7025675, 9.5846979 48.7026535, 9.5846177 48.7027192, 9.5845965 48.7027365, 9.5841777 48.7029977)",,yes,K 1415,2,
46269422,Filsecker Straße,residential,30,False,True,37.275000000000006,"LINESTRING (9.5897917 48.7030947, 9.5897633 48.7031261, 9.5895315 48.7033826)",,,,,
145664490,Kirchstraße,residential,30,False,False,82.967,"LINESTRING (9.5901777 48.7031091, 9.5902516 48.7031564, 9.5903554 48.7032074, 9.5903977 48.7032397, 9.5904726 48.7032969, 9.5905745 48.7034265, 9.5905782 48.7034484, 9.5906206 48.7036983, 9.5906307 48.7037529)",,,,,
32558988,Kirchstraße,residential,30,False,True,29.413,"LINESTRING (9.5906307 48.7037529, 9.590598 48.703761, 9.5904306 48.7038023, 9.5903403 48.7038246, 9.5902553 48.7038456)",,,,,
145664490,Kirchstraße,residential,30,False,True,82.96699999999998,"LINESTRING (9.5906307 48.7037529, 9.5906206 48.7036983, 9.5905782 48.7034484, 9.5905745 48.7034265, 9.5904726 48.7032969, 9.5903977 48.7032397, 9.5903554 48.7032074, 9.5902516 48.7031564, 9.5901777 48.7031091)",,,,,
278109111,Moltkestraße,residential,30,False,False,35.257,"LINESTRING (9.5879645 48.7051842, 9.5880312 48.7054982)",,,,,
31890839,Oberdorfstraße,residential,30,False,False,59.403999999999996,"LINESTRING (9.5879645 48.7051842, 9.5876143 48.7051908, 9.5874909 48.7051931, 9.5873052 48.7051966, 9.5871553 48.7051994)",,,,,
31890839,Oberdorfstraße,residential,30,False,True,143.73,"LINESTRING (9.5879645 48.7051842, 9.5884287 48.7051189, 9.5885176 48.7051043, 9.5887765 48.7050616, 9.5888362 48.7050529, 9.5890443 48.7050226, 9.5893916 48.704972, 9.5897187 48.7049244, 9.5898756 48.7049015)",,,,,
278109111,Moltkestraße,residential,30,False,True,65.501,"LINESTRING (9.5879645 48.7051842, 9.5879349 48.7050122, 9.5879316 48.704993, 9.5878639 48.7045989)",,,,,
26513036,Olgastraße,residential,30,False,False,60.91,"LINESTRING (9.5871934 48.7057466, 9.5871704 48.7054156, 9.5871553 48.7051994)",,,,,
26513037,Charlottenstraße,residential,30,False,False,42.143,"LINESTRING (9.5871934 48.7057466, 9.587084 48.7057507, 9.5868826 48.7057581, 9.5866196 48.7057594)",,,,,
"[26513037, 278109111]","['Moltkestraße', 'Charlottenstraße']",residential,30,False,True,81.566,"LINESTRING (9.5871934 48.7057466, 9.5872906 48.7057364, 9.5874494 48.7057198, 9.5875113 48.7057133, 9.5877237 48.705691, 9.5877624 48.705687, 9.5880081 48.7056612, 9.5880533 48.7056565, 9.5880312 48.7054982)",,,,,
26513037,Charlottenstraße,residential,30,False,True,42.143,"LINESTRING (9.5866196 48.7057594, 9.5868826 48.7057581, 9.587084 48.7057507, 9.5871934 48.7057466)",,,,,
26513036,Olgastraße,residential,30,False,True,60.91,"LINESTRING (9.5871553 48.7051994, 9.5871704 48.7054156, 9.5871934 48.7057466)",,,,,
31890839,Oberdorfstraße,residential,30,False,False,117.196,"LINESTRING (9.5871553 48.7051994, 9.5870994 48.7052006, 9.5867677 48.7052075, 9.5867003 48.7052089, 9.5865786 48.7052115, 9.5863896 48.7052155, 9.5863323 48.7051698, 9.5863088 48.7049041, 9.5862628 48.7047728, 9.5862327 48.7046869)",,,,,
31890839,Oberdorfstraße,residential,30,False,True,59.403999999999996,"LINESTRING (9.5871553 48.7051994, 9.5873052 48.7051966, 9.5874909 48.7051931, 9.5876143 48.7051908, 9.5879645 48.7051842)",,,,,
"[547516449, 4057254]",Kirchstraße,residential,30,False,False,110.279,"LINESTRING (9.5862327 48.7046869, 9.5869844 48.7045972, 9.5870555 48.7045792, 9.5871662 48.7045512, 9.587366 48.7045008, 9.5876745 48.7044229)",,,,,
4057254,Kirchstraße,residential,30,False,True,50.473,"LINESTRING (9.5862327 48.7046869, 9.5859093 48.7047203, 9.5858908 48.7047222, 9.5856999 48.7047419, 9.5856824 48.7047437, 9.5855517 48.7047401)",,,,,
31890839,Oberdorfstraße,residential,30,False,True,117.19600000000001,"LINESTRING (9.5862327 48.7046869, 9.5862628 48.7047728, 9.5863088 48.7049041, 9.5863323 48.7051698, 9.5863896 48.7052155, 9.5865786 48.7052115, 9.5867003 48.7052089, 9.5867677 48.7052075, 9.5870994 48.7052006, 9.5871553 48.7051994)",,,,,
27104733,Baislingstraße,residential,30,False,True,50.650999999999996,"LINESTRING (9.5789874 48.7041182, 9.5790457 48.7041229, 9.5791331 48.7041299, 9.5792829 48.704142, 9.579385 48.7041666, 9.5794646 48.7041857, 9.5796047 48.7042791)",,,,,
28134756,Karlstraße,residential,30,False,True,17.244,"LINESTRING (9.5898756 48.7049015, 9.5899258 48.705053)",,,,,
31890839,Oberdorfstraße,residential,30,False,False,143.73000000000002,"LINESTRING (9.5898756 48.7049015, 9.5897187 48.7049244, 9.5893916 48.704972, 9.5890443 48.7050226, 9.5888362 48.7050529, 9.5887765 48.7050616, 9.5885176 48.7051043, 9.5884287 48.7051189, 9.5879645 48.7051842)",,,,,
31890839,Oberdorfstraße,residential,30,False,True,65.261,"LINESTRING (9.5898756 48.7049015, 9.5901541 48.7048547, 9.5902427 48.7048398, 9.5905124 48.7047945, 9.5905351 48.7047907, 9.5906414 48.7046721)",,,,,
31890839,Oberdorfstraße,residential,30,False,False,65.261,"LINESTRING (9.5906414 48.7046721, 9.5905351 48.7047907, 9.5905124 48.7047945, 9.5902427 48.7048398, 9.5901541 48.7048547, 9.5898756 48.7049015)",,,,,
"[170416992, 170416993, 840548437]",Uhlandstraße,residential,30,False,False,61.998,"LINESTRING (9.5906414 48.7046721, 9.5908252 48.7047221, 9.590874 48.7047353, 9.5912886 48.7048835, 9.5913957 48.7049218)",,yes,,,
840548437,Uhlandstraße,residential,30,False,True,47.896,"LINESTRING (9.5906414 48.7046721, 9.5906108 48.7046653, 9.5903755 48.7046132, 9.5901207 48.7045586, 9.5900215 48.7045373)",,,,,
23241851,Hessestraße,residential,30,False,True,22.29,"LINESTRING (9.5916125 48.7050622, 9.5913957 48.7049218)",,,,,
23241851,Hessestraße,residential,30,False,False,36.483,"LINESTRING (9.5916125 48.7050622, 9.5918532 48.7052299, 9.5918696 48.7053264)",,,,,
27104737,Hegelweg,residential,30,False,False,125.863,"LINESTRING (9.5916125 48.7050622, 9.5919643 48.7049059, 9.5920569 48.7048648, 9.5921121 48.7048464, 9.5923748 48.7047588, 9.5923881 48.7048577, 9.5923941 48.7049023, 9.5924137 48.7050472, 9.5924478 48.7053)",,,,,
153884318,Goethestraße,residential,30,False,True,42.53,"LINESTRING (9.5924478 48.7053, 9.5918696 48.7053264)",,,,,
27104737,Hegelweg,residential,30,False,True,125.86299999999999,"LINESTRING (9.5924478 48.7053, 9.5924137 48.7050472, 9.5923941 48.7049023, 9.5923881 48.7048577, 9.5923748 48.7047588, 9.5921121 48.7048464, 9.5920569 48.7048648, 9.5919643 48.7049059, 9.5916125 48.7050622)",,,,,
153884318,Goethestraße,residential,30,False,False,42.53,"LINESTRING (9.5918696 48.7053264, 9.5924478 48.7053)",,,,,
23241851,Hessestraße,residential,30,False,False,78.77,"LINESTRING (9.5918696 48.7053264, 9.591878 48.7053951, 9.5918935 48.705522, 9.5918989 48.7055664, 9.5919115 48.7056693, 9.5919154 48.7057011, 9.5919201 48.7057396, 9.5919229 48.7057628, 9.591934 48.705853, 9.5919388 48.7058925, 9.5919421 48.7059193, 9.5919559 48.7060325)",,,,,
23241851,Hessestraße,residential,30,False,True,36.483,"LINESTRING (9.5918696 48.7053264, 9.5918532 48.7052299, 9.5916125 48.7050622)",,,,,
