osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width,tunnel
23603409,2,Dr.-Georg-Durst-Straße,residential,50,False,False,5.066,"LINESTRING (8.1203962 49.7420551, 8.1203834 49.7420999)",,,,
30983525,,Keltenstraße,residential,,False,False,101.738,"LINESTRING (8.1203962 49.7420551, 8.1190266 49.7418232)",,,,
23603409,2,Dr.-Georg-Durst-Straße,residential,50,False,True,86.42599999999999,"LINESTRING (8.1203962 49.7420551, 8.1205434 49.7417064, 8.1206396 49.7414784, 8.1207291 49.7413085)",,,,
"[23603409, 289273109]",2,Dr.-Georg-Durst-Straße,residential,50,False,False,62.332,"LINESTRING (8.1196979 49.7437921, 8.119618 49.7441048, 8.1196367 49.7442679, 8.1196475 49.7443176, 8.1196587 49.7443466)",,,,
23603409,2,Dr.-Georg-Durst-Straße,residential,50,False,True,150.197,"LINESTRING (8.1196979 49.7437921, 8.1197649 49.7436435, 8.1199897 49.7430533, 8.1202265 49.7424854)",,,,
83076733,2,Römerstraße,primary,50,False,False,156.507,"LINESTRING (8.1180351 49.7444566, 8.1173908 49.7443926, 8.1169601 49.7443128, 8.1165215 49.7441908, 8.1162293 49.7440942, 8.1159851 49.7440161)",B 271,,,
"[83076733, 983294310]",2,Römerstraße,primary,50,False,True,107.985,"LINESTRING (8.1180351 49.7444566, 8.118402 49.7444797, 8.1189353 49.7445112, 8.1193849 49.7445105, 8.1194651 49.7445048, 8.1195308 49.7444925)",B 271,,,
23619837,,Kirchenplatz,residential,,False,False,50.349,"LINESTRING (8.1132938 49.7435608, 8.1132598 49.7435714, 8.113229 49.7435896, 8.1131981 49.7436156, 8.1130148 49.7439647)",,,,
"[236036243, 217168358]",,Bleichstraße,residential,,False,True,59.035,"LINESTRING (8.1132938 49.7435608, 8.1132523 49.7435323, 8.1130651 49.7434969, 8.1125236 49.7433905)",,,,
289273107,,Bleichstraße,residential,,False,False,131.208,"LINESTRING (8.1132938 49.7435608, 8.1133564 49.7435636, 8.1136718 49.7436215, 8.1150407 49.7439005)",,,,
33126523,,Käfiggasse,living_street,,False,False,119.55,"LINESTRING (8.1130148 49.7439647, 8.1146037 49.7442836)",,,,
23619837,,Kirchenplatz,residential,,False,False,72.50600000000001,"LINESTRING (8.1130148 49.7439647, 8.1129487 49.7441287, 8.1128667 49.7443555, 8.1128333 49.7444736, 8.1127931 49.7445689, 8.1127741 49.7445972)",,,,
23619837,,Kirchenplatz,residential,,False,True,50.349000000000004,"LINESTRING (8.1130148 49.7439647, 8.1131981 49.7436156, 8.113229 49.7435896, 8.1132598 49.7435714, 8.1132938 49.7435608)",,,,
