osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,width,access
6077094,True,1,Hauptstraße,secondary,30,False,99.659,"LINESTRING (7.2094977 50.8398127, 7.2096546 50.8399505, 7.2097122 50.8399872, 7.2098026 50.8400448, 7.2099158 50.8401111, 7.2099721 50.840138, 7.2105423 50.8404107)",,,,
246071677,False,,Hauptstraße,secondary,,True,33.58,"LINESTRING (7.2094977 50.8398127, 7.2094094 50.8397343, 7.2092253 50.8395645)",,,,
958952967,False,2,Kirchstraße,secondary,30,True,33.307,"LINESTRING (7.2094977 50.8398127, 7.2094045 50.8398484, 7.2090859 50.8399613)",K 20,,,
7870629,False,3,Kirchstraße,secondary,30,False,37.368,"LINESTRING (7.2086186 50.8401215, 7.2087249 50.8400915, 7.2088481 50.8400471, 7.2090859 50.8399613)",K 20,,,
156167406,True,1,,secondary,30,False,20.052999999999997,"LINESTRING (7.2086186 50.8401215, 7.2086352 50.840156, 7.2086321 50.840192, 7.2086097 50.8402252, 7.2085707 50.8402516, 7.2085198 50.8402679)",K 20,roundabout,,
7873210,True,1,,secondary,30,False,11.967,"LINESTRING (7.208321 50.8402097, 7.2083094 50.8401838, 7.2083086 50.8401569, 7.2083188 50.8401308, 7.2083393 50.8401072)",K 20,roundabout,,
119266143,False,1,Kirchstraße,tertiary,30,True,71.539,"LINESTRING (7.208321 50.8402097, 7.20811 50.8402827, 7.2079896 50.840321, 7.2077054 50.8404107, 7.2074097 50.8404969)",K 20,,,
"[26126225, 321498508, 321498509]",False,,Hauptstraße,secondary,,False,140.34,"LINESTRING (7.2078203 50.836507, 7.2078863 50.836593, 7.2078953 50.8366074, 7.2079142 50.8366472, 7.2079805 50.836772, 7.2080563 50.8369259, 7.2081639 50.8371941, 7.2082886 50.8375052, 7.2083035 50.8375381, 7.2083838 50.8377159)",L 16,,,
1236774799,True,,,secondary,,False,16.762,"LINESTRING (7.2078203 50.836507, 7.2077762 50.8365085, 7.2077271 50.8364992, 7.2076952 50.8364847, 7.2076654 50.8364583, 7.207653 50.836426)",,roundabout,,
26126248,False,,Auelsweg,residential,,False,74.036,"LINESTRING (7.207653 50.836426, 7.2074897 50.8364145, 7.2073092 50.836431, 7.207125 50.8364602, 7.2069825 50.8364827, 7.2066227 50.8365393)",,,,
1236774800,True,,,secondary,,False,15.107999999999999,"LINESTRING (7.207653 50.836426, 7.2076563 50.8364025, 7.2076741 50.8363755, 7.207687 50.8363646, 7.2077236 50.8363459, 7.207784 50.8363349)",,roundabout,,
