osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
"[321382096, 10564233, 753501172, 1219086381]","['2', '3']",L 14,Wilhelmsplatz,secondary,50,False,False,69.184,"LINESTRING (12.2427142 53.3125633, 12.2428872 53.3125642, 12.2430081 53.3125648, 12.2432239 53.312566, 12.2433088 53.3125664, 12.2433919 53.3125684, 12.2435204 53.3125719, 12.243754 53.3125871)",,
98707291,3,B 103,Marktstraße,primary,50,False,False,33.260999999999996,"LINESTRING (12.2427142 53.3125633, 12.2426825 53.3126479, 12.242566 53.3128486)",,
"[5205024, 990145516]",2,B 103,Pritzwalker Straße,primary,50,False,False,178.363,"LINESTRING (12.2427142 53.3125633, 12.2426678 53.3124508, 12.2425925 53.3123398, 12.2424427 53.3121862, 12.2422792 53.3120186, 12.2419302 53.3116608, 12.2418697 53.3115987, 12.2414705 53.3111894, 12.2414393 53.3111575)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,30.501,"LINESTRING (12.242566 53.3128486, 12.2424148 53.3131076)",,
98707291,3,B 103,Marktstraße,primary,50,False,True,33.260999999999996,"LINESTRING (12.242566 53.3128486, 12.2426825 53.3126479, 12.2427142 53.3125633)",,
"[98707288, 1008534612, 753500205, 753500031]",,,"['Wallstraße', 'Hagenstraße']",residential,30,False,"[False, True]",226.56699999999998,"LINESTRING (12.242566 53.3128486, 12.2424775 53.3128287, 12.2413318 53.3125717, 12.2406433 53.3124513, 12.2398185 53.3123325, 12.2397365 53.3123395, 12.2396799 53.3123523, 12.2394932 53.3125029, 12.2394594 53.312539)",,
98707297,,,Kurze Straße,residential,50,False,False,107.936,"LINESTRING (12.2421639 53.3135449, 12.2436697 53.3139095)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,78.808,"LINESTRING (12.2421639 53.3135449, 12.2417742 53.3142143)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,51.403,"LINESTRING (12.2421639 53.3135449, 12.2424148 53.3131076)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,50.661,"LINESTRING (12.2417742 53.3142143, 12.2415339 53.3146467)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,78.808,"LINESTRING (12.2417742 53.3142143, 12.2421639 53.3135449)",,
98707285,,,Mittelstraße,residential,30,True,False,213.77800000000002,"LINESTRING (12.2417742 53.3142143, 12.2397607 53.3137725, 12.2387787 53.3135141)",,
98707293,,,Kirchstraße,residential,50,True,False,185.22899999999998,"LINESTRING (12.2417742 53.3142143, 12.243406 53.3145307, 12.2436697 53.3139095)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,32.294,"LINESTRING (12.2415339 53.3146467, 12.2413836 53.3149229)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,50.661,"LINESTRING (12.2415339 53.3146467, 12.2417742 53.3142143)",,
120633897,,,Kirchplatz,residential,50,False,False,86.13600000000001,"LINESTRING (12.2415339 53.3146467, 12.2421187 53.3147681, 12.2422891 53.3148639, 12.2426597 53.3150095)",,
98707282,,,Rathenaustraße,residential,30,True,False,191.57600000000002,"LINESTRING (12.2410323 53.3155873, 12.2396032 53.3151788, 12.2388365 53.3149569, 12.238697 53.3149334, 12.2385439 53.3149114, 12.2383988 53.3149068)",,
"[233276120, 387555918]",2,B 103,Marktstraße,primary,50,False,False,54.596000000000004,"LINESTRING (12.2410323 53.3155873, 12.2409211 53.3158811, 12.2408766 53.316069)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,77.48500000000001,"LINESTRING (12.2410323 53.3155873, 12.2411762 53.3152983, 12.2413349 53.3150088, 12.2413836 53.3149229)",,
"[233276120, 387555918]",2,B 103,Marktstraße,primary,50,False,True,54.596000000000004,"LINESTRING (12.2408766 53.316069, 12.2409211 53.3158811, 12.2410323 53.3155873)",,
"[1008135475, 1008123075, 1008135476, 233276118]",1,,Hagenstraße,residential,30,True,False,151.389,"LINESTRING (12.2408766 53.316069, 12.2408254 53.3160612, 12.240795 53.3160566, 12.2407621 53.3160516, 12.2400219 53.3159373, 12.2399108 53.315913, 12.2397996 53.3158835, 12.2396627 53.3158471, 12.2389138 53.3156056, 12.2387841 53.3155544)",,
"[233276114, 55898090]",,,Wilhelmsplatz,residential,50,False,False,76.79400000000001,"LINESTRING (12.243754 53.3125871, 12.2437719 53.3125396, 12.2439653 53.3124455, 12.2446656 53.3121849)",8,
321382095,,L 14,Wilhelmsplatz,secondary,50,False,False,71.343,"LINESTRING (12.243754 53.3125871, 12.2440037 53.3126228, 12.2443825 53.3127118, 12.2445691 53.3127673, 12.2447465 53.3128246)",,
"[321382096, 10564233, 753501172, 1219086381]","['2', '3']",L 14,Wilhelmsplatz,secondary,50,False,True,69.184,"LINESTRING (12.243754 53.3125871, 12.2435204 53.3125719, 12.2433919 53.3125684, 12.2433088 53.3125664, 12.2432239 53.312566, 12.2430081 53.3125648, 12.2428872 53.3125642, 12.2427142 53.3125633)",,
120633897,,,Kirchplatz,residential,50,False,True,86.136,"LINESTRING (12.2426597 53.3150095, 12.2422891 53.3148639, 12.2421187 53.3147681, 12.2415339 53.3146467)",,
"[5205024, 990145516]",2,B 103,Pritzwalker Straße,primary,50,False,True,178.363,"LINESTRING (12.2414393 53.3111575, 12.2414705 53.3111894, 12.2418697 53.3115987, 12.2419302 53.3116608, 12.2422792 53.3120186, 12.2424427 53.3121862, 12.2425925 53.3123398, 12.2426678 53.3124508, 12.2427142 53.3125633)",,
"[978756812, 870426044, 55898087]",,,Gartenstraße,residential,50,False,False,102.78,"LINESTRING (12.2414393 53.3111575, 12.2413589 53.311186, 12.2411048 53.3112761, 12.2409192 53.3113418, 12.2407824 53.3113904, 12.2407257 53.3114104, 12.2406332 53.3114432, 12.2405155 53.311485, 12.2403605 53.3115001, 12.2401811 53.3115154, 12.2401384 53.3115191, 12.2400581 53.3115453)",4,
"[753489984, 233276116]",,,"['Bahnhofstraße', 'Eisenbahnstraße']",residential,50,False,True,198.941,"LINESTRING (12.2465745 53.311061, 12.2466317 53.3114775, 12.244904 53.3120991, 12.2446656 53.3121849)",8,
"[233276114, 55898090]",,,Wilhelmsplatz,residential,50,False,True,76.794,"LINESTRING (12.2446656 53.3121849, 12.2439653 53.3124455, 12.2437719 53.3125396, 12.243754 53.3125871)",8,
"[753489984, 233276116]",,,"['Bahnhofstraße', 'Eisenbahnstraße']",residential,50,False,False,198.94100000000003,"LINESTRING (12.2446656 53.3121849, 12.244904 53.3120991, 12.2466317 53.3114775, 12.2465745 53.311061)",8,
"[1003552384, 23091407, 1003552240, 1003552241, 1003552242, 1003552239]",,,Wilhelmsplatz,residential,50,True,False,71.84700000000001,"LINESTRING (12.2446656 53.3121849, 12.2447318 53.312511, 12.2447397 53.3125501, 12.2447652 53.3126756, 12.244772 53.3127094, 12.2447792 53.3127448, 12.2447465 53.3128246)",5,
321382095,,L 14,Wilhelmsplatz,secondary,50,False,True,71.343,"LINESTRING (12.2447465 53.3128246, 12.2445691 53.3127673, 12.2443825 53.3127118, 12.2440037 53.3126228, 12.243754 53.3125871)",,
"[888624125, 1008360191]",,L 14,"['Wilhelmsplatz', 'Freyensteiner Straße']",secondary,50,False,False,170.51399999999998,"LINESTRING (12.2447465 53.3128246, 12.244855 53.3128679, 12.2451445 53.3130065, 12.2455086 53.3131808, 12.2457974 53.3132996, 12.2459172 53.3133453, 12.2461971 53.3134204, 12.2462596 53.3134393, 12.2468742 53.3135856, 12.2469386 53.3135976)",,
"[801961300, 801961301, 120633895]",,,Hagenplatz,living_street,,False,False,38.452000000000005,"LINESTRING (12.2373998 53.3141413, 12.237629 53.3141097, 12.2377573 53.3141047, 12.2377724 53.3141068, 12.23791 53.3141268, 12.2379287 53.3141294, 12.2379668 53.3141335)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,51.403,"LINESTRING (12.2424148 53.3131076, 12.2421639 53.3135449)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,30.501,"LINESTRING (12.2424148 53.3131076, 12.242566 53.3128486)",,
753500031,,,Hagenstraße,residential,30,False,True,54.187,"LINESTRING (12.2387787 53.3135141, 12.2390541 53.3130554)",,
"[98707298, 753500031]",,,Hagenstraße,residential,30,False,False,66.932,"LINESTRING (12.2387787 53.3135141, 12.2387607 53.3135454, 12.2387469 53.3135694, 12.2384728 53.3140876)",,
98707297,,,Kurze Straße,residential,50,False,True,107.936,"LINESTRING (12.2436697 53.3139095, 12.2421639 53.3135449)",,
98707292,,,Bergstraße,residential,50,False,False,123.77699999999999,"LINESTRING (12.2436697 53.3139095, 12.2437782 53.3138306, 12.2437911 53.3137478, 12.2437502 53.3135754, 12.2436963 53.3134283, 12.2435947 53.3133699, 12.2434221 53.3133135, 12.2432658 53.3132772, 12.2427875 53.3131819)",,
233276120,2,B 103,Marktstraße,primary,50,False,True,32.294,"LINESTRING (12.2413836 53.3149229, 12.2415339 53.3146467)",,
233276120,2,B 103,Marktstraße,primary,50,False,False,77.485,"LINESTRING (12.2413836 53.3149229, 12.2413349 53.3150088, 12.2411762 53.3152983, 12.2410323 53.3155873)",,
"[98707296, 98707306]",,,,unclassified,"['50', '30']",False,True,14.561,"LINESTRING (12.238554 53.3155837, 12.2385812 53.3155566, 12.2385839 53.3155533, 12.2386498 53.3154661)",,yes
213515470,,,Birkenweg,residential,50,False,True,249.45000000000002,"LINESTRING (12.2484865 53.3117591, 12.2487697 53.312228, 12.249142 53.3128332, 12.2495099 53.3134181, 12.249532 53.3134851, 12.2495383 53.3135316, 12.2495272 53.3135904, 12.249494 53.3136815, 12.2494159 53.3138841)",,
213515470,,,Birkenweg,residential,50,False,False,249.45,"LINESTRING (12.2494159 53.3138841, 12.249494 53.3136815, 12.2495272 53.3135904, 12.2495383 53.3135316, 12.249532 53.3134851, 12.2495099 53.3134181, 12.249142 53.3128332, 12.2487697 53.312228, 12.2484865 53.3117591)",,
"[1008360192, 1159712249, 1008360191]",,L 14,Freyensteiner Straße,secondary,50,False,True,168.37800000000001,"LINESTRING (12.2494159 53.3138841, 12.2492932 53.3138799, 12.249036 53.3138712, 12.2489646 53.3138688, 12.2484992 53.313839, 12.24845 53.3138359, 12.2480779 53.3137938, 12.248061 53.3137919, 12.24788 53.3137659, 12.2477139 53.3137421, 12.2469386 53.3135976)",,
233276123,,,Gartenstraße,residential,50,False,False,68.931,"LINESTRING (12.2393885 53.3110143, 12.2394172 53.311056, 12.2394768 53.3111372, 12.239625 53.3113222, 12.2398184 53.3115784)",,
