osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,junction
16306158,Industriestraße,residential,False,False,194.89800000000002,"LINESTRING (9.3966575 54.6682956, 9.3967957 54.6681393, 9.3970077 54.6678996, 9.3970304 54.667747, 9.3969311 54.6675774, 9.3964423 54.6671061, 9.3962041 54.6667028)",,,,,
448832440,Stapelholmer Weg,secondary,False,True,167.91899999999998,"LINESTRING (9.3981197 54.6615827, 9.3974429 54.6608914, 9.3972677 54.6607124, 9.3970989 54.66054, 9.3968333 54.6602686)",2,L 247,50,,
"[522846561, 521740981, 521740982]",Stapelholmer Weg,secondary,False,True,241.82999999999998,"LINESTRING (9.3981197 54.6615827, 9.3983959 54.6618596, 9.3985281 54.6619921, 9.3986196 54.6620839, 9.3986711 54.6621356, 9.398983 54.6624487, 9.3990574 54.6625234, 9.3991896 54.6626599, 9.3992403 54.6627123, 9.3997597 54.6632487, 9.3999774 54.6634735)",2,L 247,50,,
1068134758,Am Bahnhof,residential,False,False,51.219,"LINESTRING (9.3981197 54.6615827, 9.3977874 54.6616866, 9.3974191 54.6618017)",,,,,
52292762,Am Bahnhof,unclassified,False,False,243.243,"LINESTRING (9.3968646 54.661975, 9.3965364 54.6615378, 9.3963298 54.6612626, 9.3960359 54.6608709, 9.3958597 54.6606362, 9.3958433 54.6605573, 9.3959094 54.6605065, 9.395947 54.6604968, 9.3968333 54.6602686)",,,,,
161324730,Am Bahnhof,residential,False,False,318.317,"LINESTRING (9.3968646 54.661975, 9.3971064 54.6622817, 9.3972234 54.6624692, 9.3973927 54.6627474, 9.3985185 54.6644307, 9.3986441 54.6644984, 9.3988248 54.6645709)",,,30,,
1068134758,Am Bahnhof,residential,False,True,40.536,"LINESTRING (9.3968646 54.661975, 9.3971493 54.661886, 9.3974191 54.6618017)",,,,,
90110116,Theodor-Storm-Straße,residential,False,False,217.718,"LINESTRING (9.407952 54.6672236, 9.4075677 54.6673412, 9.407134 54.6675604, 9.4069296 54.6676294, 9.4066956 54.6676791, 9.4060879 54.6678083, 9.4049226 54.6680559)",2,,30,,
"[1038326888, 55705717, 1000654557]",Flensburger Straße,secondary,False,"[False, True]",160.28300000000002,"LINESTRING (9.407952 54.6672236, 9.4078387 54.667059, 9.4078153 54.6670253, 9.4077457 54.6669251, 9.407647 54.6667845, 9.4073938 54.6664403, 9.4071544 54.6661104, 9.4069962 54.6658924)",2,L 247,50,,
1037196803,Flensburger Straße,secondary,False,True,35.857,"LINESTRING (9.4067926 54.6655922, 9.4069962 54.6658924)",2,L 247,50,,
52304000,Flensburger Straße,residential,False,False,68.565,"LINESTRING (9.4067926 54.6655922, 9.4062367 54.6658964, 9.406304 54.666066)",,,,,
"[1037196796, 522846559]",Flensburger Straße,secondary,False,False,124.93,"LINESTRING (9.4067926 54.6655922, 9.4063941 54.664936, 9.4061271 54.6645368)",2,L 247,50,,
23756642,Dorfstraße,secondary,False,False,14.392,"LINESTRING (9.4061271 54.6645368, 9.406052 54.6644836, 9.4059728 54.6644437)",2,L 247,50,,
"[1037196796, 522846559]",Flensburger Straße,secondary,False,True,124.93,"LINESTRING (9.4061271 54.6645368, 9.4063941 54.664936, 9.4067926 54.6655922)",2,L 247,50,,
