osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,ref,access
197983311,Beuchaer Straße,unclassified,False,True,177.79100000000003,"LINESTRING (12.602067 51.3316541, 12.6023227 51.3316454, 12.602392 51.3316427, 12.602547 51.3316351, 12.6029881 51.3316165, 12.6031406 51.3316201, 12.603314 51.3316371, 12.603533 51.3316717, 12.60409 51.3317426, 12.6041596 51.3317511, 12.6043489 51.3317773, 12.6045917 51.3318108)",,,,,
147555131,Hauptstraße,residential,False,False,76.441,"LINESTRING (12.6089995 51.3338998, 12.6091322 51.333872, 12.6094023 51.3338306, 12.6095207 51.333825, 12.6099764 51.333798, 12.6100818 51.3337926)",1,20,5,,
"[667058730, 117699682]",Markt,residential,True,False,100.564,"LINESTRING (12.6089995 51.3338998, 12.6090267 51.3339583, 12.6089966 51.3340707, 12.6089631 51.334162, 12.6089634 51.3342899, 12.6089911 51.3344546, 12.6090393 51.3345534, 12.6091971 51.3347068, 12.6092579 51.3347489)",,30,,,
117699683,Rathausgasse,residential,True,False,96.499,"LINESTRING (12.6083307 51.3356294, 12.6083689 51.3355669, 12.6086265 51.3347823)",,,,,
"[1208692015, 172186671]",Mathildenstraße,residential,False,True,126.67299999999999,"LINESTRING (12.6083307 51.3356294, 12.6084276 51.3356204, 12.6088542 51.335639, 12.6090833 51.3356411, 12.6094577 51.3356364, 12.6099434 51.3356108, 12.6100387 51.3356038, 12.6101488 51.3355958)",,,,,
"[671648045, 324317878]",Rathausgasse,tertiary,False,False,154.581,"LINESTRING (12.6083307 51.3356294, 12.6082959 51.3357586, 12.6082273 51.335989, 12.6081747 51.3361892, 12.6081289 51.3364083, 12.6081097 51.3366249, 12.6080866 51.3369731, 12.608084 51.3370086)","['2', '1']",50,7,K 8367,
"[177082635, 671648046]",Mathildenstraße,tertiary,False,True,84.208,"LINESTRING (12.6083307 51.3356294, 12.6081498 51.3355905, 12.607794 51.3355369, 12.60755 51.3354877, 12.6071832 51.3353905)","['2', '1']",50,"['7', '5']",K 8367,
"[172186671, 1208692015]",Mathildenstraße,residential,False,False,126.67299999999999,"LINESTRING (12.6101488 51.3355958, 12.6100387 51.3356038, 12.6099434 51.3356108, 12.6094577 51.3356364, 12.6090833 51.3356411, 12.6088542 51.335639, 12.6084276 51.3356204, 12.6083307 51.3356294)",,,,,
"[1208692016, 24499072]",Leipziger Straße,residential,False,True,121.07499999999999,"LINESTRING (12.6101488 51.3355958, 12.6101703 51.3356533, 12.6103171 51.3360458, 12.6104982 51.3364879, 12.610534 51.3366568)",,,,,
24499156,Kleine Windmühlengasse,residential,False,False,63.486999999999995,"LINESTRING (12.6118895 51.3347873, 12.6117395 51.3347955, 12.6113673 51.3348187, 12.6111352 51.3348332, 12.61098 51.3348429)",,,,,
25336686,Große Windmühlengasse,residential,False,True,106.053,"LINESTRING (12.6118895 51.3347873, 12.6119114 51.3349074, 12.6123109 51.335702)",,,,,
744495310,Leipziger Straße,residential,True,False,76.721,"LINESTRING (12.6099655 51.3349154, 12.6101488 51.3355958)",,,,,
24499156,Kleine Windmühlengasse,residential,False,True,70.944,"LINESTRING (12.6099655 51.3349154, 12.6104238 51.334881, 12.6108099 51.3348521, 12.6109415 51.334845, 12.61098 51.3348429)",,,,,
123114492,Markt,residential,False,False,52.68,"LINESTRING (12.6099655 51.3349154, 12.6098326 51.3348891, 12.6097879 51.3348824, 12.6096499 51.3348567, 12.6095721 51.3348415, 12.6092579 51.3347489)",,,,,
28003401,Markt,residential,True,False,48.193999999999996,"LINESTRING (12.6092579 51.3347489, 12.6091464 51.334828, 12.6086265 51.3347823)",,,,,
123114492,Markt,residential,False,True,52.68,"LINESTRING (12.6092579 51.3347489, 12.6095721 51.3348415, 12.6096499 51.3348567, 12.6097879 51.3348824, 12.6098326 51.3348891, 12.6099655 51.3349154)",,,,,
147555131,Hauptstraße,residential,False,True,76.441,"LINESTRING (12.6100818 51.3337926, 12.6099764 51.333798, 12.6095207 51.333825, 12.6094023 51.3338306, 12.6091322 51.333872, 12.6089995 51.3338998)",1,20,5,,
147555132,Hauptstraße,living_street,False,False,111.27499999999999,"LINESTRING (12.6100818 51.3337926, 12.6101722 51.3338213, 12.6102971 51.3338251, 12.6104875 51.3337891, 12.610868 51.3337166, 12.6112519 51.3336508, 12.6116178 51.3335857)",1,,5,,
666743154,Bahnhofstraße,residential,False,False,209.659,"LINESTRING (12.6100818 51.3337926, 12.6100772 51.3337025, 12.6099935 51.3334238, 12.6098852 51.333145, 12.6097996 51.3330002, 12.60968 51.3326407, 12.6094817 51.3320575, 12.6094518 51.331952)",,,,,
28003704,Pappelallee,residential,False,False,82.718,"LINESTRING (12.6072956 51.3335374, 12.6071964 51.3335712, 12.6068931 51.3336479, 12.6067772 51.3336683, 12.6066304 51.3336941, 12.6061676 51.3337677)",1,30,,,
136201029,Beuchaer Straße,unclassified,False,False,244.94400000000002,"LINESTRING (12.6072956 51.3335374, 12.6071726 51.3333954, 12.6071379 51.333315, 12.6070754 51.3330278, 12.607029 51.3328774, 12.6069242 51.332728, 12.6068506 51.3326648, 12.6062867 51.3323177, 12.6059312 51.3321502, 12.605783 51.3320929, 12.6054848 51.3319986, 12.6052101 51.3319342)",1,30,6,,
1120840732,Beuchaer Straße,unclassified,False,True,54.372,"LINESTRING (12.6072956 51.3335374, 12.6075126 51.3336818, 12.6075863 51.3337405, 12.6076459 51.3338229, 12.6076492 51.3338828, 12.6076259 51.3339471)",1,30,6,,
27717294,Wurzener Straße,tertiary,False,False,56.627,"LINESTRING (12.6107692 51.3371444, 12.610534 51.3366568)",2,50,,K 8367,
32554104,Zeititzer Weg,residential,False,False,323.503,"LINESTRING (12.6107692 51.3371444, 12.6108742 51.3371322, 12.6109346 51.3371354, 12.6110625 51.3371618, 12.6122779 51.33741, 12.6127726 51.3375259, 12.6131163 51.3375888, 12.6133499 51.3376021, 12.614109 51.3376187, 12.61422 51.3376024, 12.6143067 51.337564, 12.6148375 51.3373365, 12.6151108 51.3372193)",,,,,
"[51717849, 51717850]","['Gartengasse', 'Schulstraße']",living_street,False,True,325.426,"LINESTRING (12.6116178 51.3335857, 12.6115834 51.3334748, 12.6114784 51.3329502, 12.6114492 51.3326158, 12.6114425 51.3325397, 12.6114152 51.3322285, 12.6114101 51.3321698, 12.6113978 51.3319433, 12.6113739 51.3318717, 12.6111355 51.3318816, 12.6109633 51.3318888, 12.6108473 51.3318936, 12.6104034 51.3319121, 12.6102366 51.331919, 12.6096135 51.331946, 12.609558 51.3319484, 12.6094518 51.331952)",1,,"['6', '4']",,
147555132,Hauptstraße,living_street,False,True,111.275,"LINESTRING (12.6116178 51.3335857, 12.6112519 51.3336508, 12.610868 51.3337166, 12.6104875 51.3337891, 12.6102971 51.3338251, 12.6101722 51.3338213, 12.6100818 51.3337926)",1,,5,,
200835780,Hauptstraße,living_street,False,False,169.05100000000002,"LINESTRING (12.6116178 51.3335857, 12.6136229 51.3332537, 12.6137587 51.3332439, 12.613981 51.3332436)",1,,5,,yes
1039907408,Große Windmühlengasse,living_street,True,False,135.31199999999998,"LINESTRING (12.6116178 51.3335857, 12.6117058 51.3338031, 12.6117428 51.3339634, 12.6117467 51.3340624, 12.6118213 51.3343125, 12.6118609 51.3344755, 12.6118826 51.334655, 12.6118895 51.3347873)",,,3,,
28004893,Damaschkestraße,residential,False,False,10.261,"LINESTRING (12.6065975 51.3388109, 12.6065049 51.338739)",,,,,
666557515,Leipziger Straße,secondary,False,True,127.636,"LINESTRING (12.6065975 51.3388109, 12.6069292 51.3385883, 12.6072874 51.3383479, 12.6074323 51.3382507, 12.6075262 51.3381877, 12.6076431 51.3381204, 12.6077726 51.3380645, 12.6079138 51.3380201)",2,50,,S 45,
198690272,Braustraße,secondary,False,False,6.966,"LINESTRING (12.613981 51.3332436, 12.6139741 51.3333061)",1,30,5.5,S 45,yes
200835780,Hauptstraße,living_street,False,True,169.05100000000002,"LINESTRING (12.613981 51.3332436, 12.6137587 51.3332439, 12.6136229 51.3332537, 12.6116178 51.3335857)",1,,5,,yes
666433001,Grimmaischer Platz,secondary,False,True,78.42,"LINESTRING (12.613981 51.3332436, 12.6140267 51.33314, 12.6141637 51.3329551, 12.6143856 51.3327116, 12.6144825 51.3326152)",1,50,6,S 45,
136201030,Beuchaer Straße,unclassified,True,False,76.708,"LINESTRING (12.6076259 51.3339471, 12.6077363 51.3339721, 12.6078518 51.3339865, 12.6087188 51.3339501)",,30,,,
1120840732,Beuchaer Straße,unclassified,False,False,54.372,"LINESTRING (12.6076259 51.3339471, 12.6076492 51.3338828, 12.6076459 51.3338229, 12.6075863 51.3337405, 12.6075126 51.3336818, 12.6072956 51.3335374)",1,30,6,,
177082635,Mathildenstraße,tertiary,False,False,17.76,"LINESTRING (12.6042198 51.3340161, 12.6044065 51.3341252)",1,50,5,K 8367,
