osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,bridge
4920733,Haselgrund,residential,30,False,False,54.579,"LINESTRING (10.4722603 53.4990515, 10.4714382 53.4990092)",,,,
25915456,Feldstraße,residential,30,False,False,51.934,"LINESTRING (10.4715988 53.501523, 10.4715806 53.5015852, 10.4715441 53.5017095, 10.4714922 53.5019085, 10.471439 53.501978)",,,,
275659959,Hamburger Straße,primary,50,False,True,167.39499999999998,"LINESTRING (10.4715988 53.501523, 10.4720937 53.5015892, 10.4725725 53.5016322, 10.4729228 53.50166, 10.473149 53.5016833, 10.4732913 53.501701, 10.4734348 53.5017257, 10.4737008 53.5017775, 10.47405 53.5018694)",2,B 207;B 404,6,
"[1257230052, 495081676]",Gülzower Straße,secondary,50,False,True,114.709,"LINESTRING (10.4715988 53.501523, 10.471794 53.501032, 10.4718137 53.5009205, 10.471815 53.5008423, 10.4717973 53.5006823, 10.4717507 53.5005081)",3,,,
244041428,,primary,50,False,False,8.522,"LINESTRING (10.474162 53.5019073, 10.47405 53.5018694)",2,B 207;B 404,6,
158782329,,primary,50,True,False,164.66799999999998,"LINESTRING (10.474162 53.5019073, 10.474331 53.5019368, 10.4744557 53.5019839, 10.4745769 53.5020323, 10.4747789 53.502153, 10.4750257 53.5023285, 10.4752389 53.5025327, 10.4755978 53.5029007, 10.4756202 53.5029239, 10.4756524 53.503032)",2,B 207;B 404,6,
159185669,,primary,50,False,False,120.89800000000001,"LINESTRING (10.4805185 53.5050693, 10.4805125 53.5051839, 10.4805096 53.5052423, 10.4804947 53.5053193, 10.4804669 53.5053907, 10.4803849 53.5054936, 10.4803058 53.5055638, 10.4802173 53.5056212, 10.4800938 53.5056912, 10.4797426 53.505869, 10.4796021 53.5059426)",2,B 404,,
"[689398776, 996495723, 355492909]",Kerntangente,primary,50,False,True,113.64999999999999,"LINESTRING (10.4805185 53.5050693, 10.4807698 53.5050684, 10.4810353 53.5050677, 10.4815061 53.5050525, 10.4818636 53.5050304, 10.4822289 53.5049927)","['4', '2', '3']",,,
"[996495724, 784599949, 996495725]",,primary,50,False,True,363.24100000000004,"LINESTRING (10.4805185 53.5050693, 10.4795098 53.5050542, 10.4790491 53.5050454, 10.4787561 53.505043, 10.4785837 53.5050418, 10.4784282 53.5050454, 10.4782652 53.5050554, 10.4781023 53.5050692, 10.4779494 53.5050841, 10.4777639 53.5051121, 10.4775632 53.5051526, 10.477348 53.5052073, 10.477138 53.5052679, 10.4769288 53.5053397, 10.4766673 53.5054382, 10.4764159 53.5055498, 10.4759988 53.5057425, 10.475744 53.5058749, 10.4755198 53.5060075)","['2', '3']",B 404,,
25915456,Feldstraße,residential,30,False,True,51.934,"LINESTRING (10.471439 53.501978, 10.4714922 53.5019085, 10.4715441 53.5017095, 10.4715806 53.5015852, 10.4715988 53.501523)",,,,
32814187,Hans-Böckler-Straße,residential,30,False,False,89.994,"LINESTRING (10.4754333 53.4998109, 10.4753966 53.499478, 10.4753829 53.4993565, 10.4753772 53.4992792, 10.4753713 53.499198, 10.4754061 53.4990038)",,,,
"[32814186, 689398775]",Frankfurter Straße,residential,30,False,True,296.3310000000001,"LINESTRING (10.4754333 53.4998109, 10.4756291 53.4998604, 10.4757257 53.4998987, 10.4758196 53.4999737, 10.475864 53.5000738, 10.4758738 53.5001486, 10.4758763 53.5001673, 10.4758859 53.5002401, 10.4759154 53.5005576, 10.475953 53.5007746, 10.4760925 53.501333, 10.4761193 53.5015739, 10.476079 53.5017669, 10.4760495 53.5018754, 10.4760343 53.5019073, 10.4760039 53.5019711, 10.4758331 53.502316)",,,,
32814189,Uhlenhorst,residential,30,False,True,155.944,"LINESTRING (10.4813387 53.4996363, 10.4813083 53.5001849, 10.4813121 53.5005967, 10.4813217 53.5009255, 10.4813396 53.5009732, 10.4813979 53.501027)",,,,
32814190,Allensteiner Straße,residential,,False,False,277.526,"LINESTRING (10.4792109 53.5008583, 10.4797446 53.5006975, 10.4799191 53.5006344, 10.4799567 53.5005062, 10.4799097 53.5001337, 10.479902 53.5000585, 10.4798941 53.4995262, 10.4798916 53.4994847, 10.4798919 53.4993666, 10.479892 53.4993207, 10.4787183 53.4992508)",,,,
