osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,tunnel
4015871,St 2418,Dr.-Martin-Luther-Straße,secondary,50,False,True,80.352,"LINESTRING (10.0703766 49.6625411, 10.0700712 49.6625522, 10.0697797 49.6625683, 10.069267 49.6626159)",,,,
223898598,,Am Ladehof,residential,,False,True,95.32700000000001,"LINESTRING (10.0703766 49.6625411, 10.0701632 49.6624612, 10.0693749 49.662469, 10.0693082 49.6624782, 10.0692706 49.6625291, 10.069267 49.6626159)",,,,
24233465,,Am Ladehof,primary_link,50,False,False,56.655,"LINESTRING (10.0703766 49.6625411, 10.0703936 49.6624811, 10.0704137 49.6624188, 10.0704339 49.6623213, 10.0704548 49.6621985, 10.0704584 49.6621148, 10.0704476 49.6620359)",2,,,
47248540,B 13,Frickenhäuser Straße,primary,50,False,False,18.579,"LINESTRING (10.0665291 49.6683735, 10.066445 49.6684374, 10.0663488 49.6684925)",3,,,
"[24244450, 24244451, 371702727, 172197875, 777168087, 777168088]",B 13,Jahnstraße,primary,50,False,True,443.816,"LINESTRING (10.0665291 49.6683735, 10.0665907 49.6682617, 10.0666209 49.6681552, 10.0672481 49.666069, 10.0676013 49.6648651, 10.067619 49.6648047, 10.0677151 49.6644581)",2,yes,,
777168108,St 2270,Frickenhäuser Straße,secondary,50,True,False,48.271,"LINESTRING (10.0665291 49.6683735, 10.0666189 49.6684578, 10.0667501 49.6685547, 10.0669185 49.6686287, 10.067019 49.6686575)",1,,,
192754476,,Sandstraße,residential,50,False,True,27.881,"LINESTRING (10.0634364 49.6686765, 10.0634077 49.668596, 10.0634124 49.6684279)",3,,,
223041596,B 13,Würzburger Straße,primary,50,False,False,163.388,"LINESTRING (10.0634364 49.6686765, 10.0631512 49.6687801, 10.062813 49.6689089, 10.0625712 49.6690019, 10.0620263 49.6691712, 10.0616134 49.6692904, 10.0614169 49.6693437)",2,,,
"[766415435, 766415436]",B 13,Frickenhäuser Straße,primary,50,False,True,34.730000000000004,"LINESTRING (10.0634364 49.6686765, 10.0636113 49.668622, 10.0636897 49.6686014, 10.0638011 49.668576, 10.0638833 49.6685602)",2,,,
"[28702978, 1263045735, 1263045703]",,Am Alten Berg,residential,30,False,False,81.11900000000001,"LINESTRING (10.0634364 49.6686765, 10.063488 49.6688207, 10.0634943 49.6688384, 10.0635368 49.669047, 10.0635939 49.6693275, 10.0635932 49.6693975)","['2', '3']",,,
96056939,B 13,Jahnstraße,primary,50,False,False,20.411,"LINESTRING (10.0680354 49.6635881, 10.0679528 49.6637637)",2,,,
96056952,B 13,Jahnstraße,primary,50,False,True,27.656,"LINESTRING (10.0680354 49.6635881, 10.0681529 49.6633513)",2,,,
"[40661626, 55464358, 371702726]",,Alte Mainbrücke,"['unclassified', 'residential', 'living_street']","['20', 'walk']",True,False,286.29600000000005,"LINESTRING (10.0634124 49.6684279, 10.0634166 49.6683583, 10.0634741 49.6673961, 10.0634742 49.6671642, 10.0634556 49.6665607, 10.0634078 49.6660886, 10.0634031 49.666061, 10.0633242 49.6658617)",,yes,,
192754476,,Sandstraße,residential,50,False,False,27.881,"LINESTRING (10.0634124 49.6684279, 10.0634077 49.668596, 10.0634364 49.6686765)",3,,,
"[777168104, 114187486]",,Sandstraße,unclassified,50,False,False,12.516,"LINESTRING (10.0634124 49.6684279, 10.0634669 49.6684362, 10.0635195 49.6684461, 10.063579 49.6684598)",2,,,
27719173,,Hauptstraße,living_street,walk,False,True,40.418,"LINESTRING (10.0676449 49.6633235, 10.0675611 49.6633396, 10.0674895 49.6633597, 10.067349 49.6634244, 10.067206 49.6634514, 10.0671337 49.6634636)",,,,
"[27719688, 23214185, 23214186, 777285302, 777285304]",,Marktbreiter Straße,tertiary,50,False,False,136.632,"LINESTRING (10.0676449 49.6633235, 10.0676356 49.6632936, 10.0676367 49.6632503, 10.0676607 49.6632068, 10.0677223 49.6631559, 10.0677957 49.6631172, 10.0678676 49.6630917, 10.0679927 49.6630563, 10.0681305 49.6630289, 10.0682802 49.6630185, 10.0683835 49.6630186, 10.0684774 49.6630236, 10.0686694 49.6630383, 10.068968 49.6630796, 10.0691754 49.663135, 10.0692536 49.6631559)",2,yes,,
43015972,,,tertiary,50,False,True,11.902000000000001,"LINESTRING (10.0676449 49.6633235, 10.0676687 49.6633701, 10.0677329 49.6634105)",2,,,
215660143,,Marktbreiter Straße,tertiary,50,False,True,28.245,"LINESTRING (10.0697903 49.6633099, 10.0694311 49.6632076)",2,,,
