osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,tunnel
25020433,,Heinrichstraße,residential,50,False,True,4.684,"LINESTRING (12.0767093 50.8737574, 12.0767349 50.8737963)",,,
765529215,2,Heinrichstraße,residential,50,False,False,96.294,"LINESTRING (12.0767093 50.8737574, 12.0761688 50.8729614)",,,
"[23610969, 357259713, 1177047809]",1,Rudolf-Diener-Straße,living_street,,True,False,39.83,"LINESTRING (12.0807855 50.8784849, 12.0808339 50.8785116, 12.0808622 50.8785272, 12.081074 50.8786442, 12.0811975 50.8787124, 12.0812154 50.8787183)",,,
23880130,,Schloßstraße,living_street,,False,False,128.934,"LINESTRING (12.0807855 50.8784849, 12.0798789 50.8791589, 12.0795955 50.8793685)",,,
"[910142640, 1177047810, 173009162, 910142500]",2,Dr.-Eckener-Straße,"['living_street', 'residential']",50,False,True,102.333,"LINESTRING (12.0807855 50.8784849, 12.0807476 50.8784652, 12.0806111 50.8783941, 12.080405 50.8783452, 12.080118 50.8783105, 12.0798691 50.8782483, 12.0797814 50.8782049, 12.0797233 50.8781762, 12.0796474 50.8781153, 12.0796129 50.8780269)",,,
173009161,,Rudolf-Diener-Straße,living_street,walk,False,False,44.622,"LINESTRING (12.0812154 50.8787183, 12.0816025 50.878843, 12.0817858 50.8788956)",,,
370753869,2,De-Smit-Straße,secondary,50,True,False,84.95700000000001,"LINESTRING (12.0782488 50.8788893, 12.0776174 50.8783817, 12.0774957 50.8782911)",,,
765529215,2,Heinrichstraße,residential,50,False,True,96.294,"LINESTRING (12.0761688 50.8729614, 12.0767093 50.8737574)",,,
"[23375233, 333931471]",1,Schmelzhüttenstraße,residential,,True,False,135.886,"LINESTRING (12.082182 50.8729823, 12.0821244 50.8729686, 12.0804661 50.8726331, 12.0803383 50.8726086)",,,
159639455,3,,secondary_link,,False,True,15.046,"LINESTRING (12.082182 50.8729823, 12.0822487 50.8729983, 12.0822955 50.8730094, 12.0823823 50.8730306)",,,
"[370751826, 837288006]",1,Reichsstraße,secondary,50,True,False,76.099,"LINESTRING (12.082182 50.8729823, 12.0822332 50.8728761, 12.0824659 50.8723928, 12.0824974 50.8723275)",,,
25522884,,Nicolaiberg,residential,50,False,False,98.91900000000001,"LINESTRING (12.0854763 50.8769648, 12.0863559 50.8771434, 12.0865565 50.8771763, 12.0865816 50.8771804, 12.0866693 50.8771766, 12.0868233 50.8771397)",,,
1254734170,,Nicolaiberg,residential,50,False,True,53.519,"LINESTRING (12.0854763 50.8769648, 12.0853162 50.8772847, 12.0852433 50.8773673, 12.0851768 50.8773968)",,,
23253522,2,Ludwig-Jahn-Straße,secondary,50,False,True,70.546,"LINESTRING (12.0882955 50.8775799, 12.0879019 50.8774379, 12.0875333 50.8773463, 12.0873822 50.877322)",,,
25845754,,Arndtstraße,residential,30,False,False,190.56,"LINESTRING (12.0882955 50.8775799, 12.0883315 50.8775387, 12.0896047 50.8760784)",,,
"[1159702450, 370771245]","['2', '3']",Ludwig-Jahn-Straße,secondary,50,False,False,118.23599999999999,"LINESTRING (12.0882955 50.8775799, 12.0889335 50.8778149, 12.0897536 50.878113)",,,
161937264,2,Bauvereinstraße,secondary,50,False,False,27.652,"LINESTRING (12.0900551 50.8782149, 12.089906 50.8784451)",,,
161937479,3,Ludwig-Jahn-Straße,secondary,50,False,True,23.997,"LINESTRING (12.0900551 50.8782149, 12.0897536 50.878113)",,,
333931470,,Schmelzhüttenstraße,residential,,False,True,124.354,"LINESTRING (12.0786451 50.8722788, 12.079501 50.8724379, 12.0802525 50.8725899, 12.0803383 50.8726086)",,,
765529217,,Talstraße,residential,,False,True,107.905,"LINESTRING (12.0786451 50.8722788, 12.0786217 50.8723312, 12.0781889 50.8732055)",,,
141511293,,Mühlengasse,living_street,,False,False,128.343,"LINESTRING (12.0841813 50.8733988, 12.084261 50.8733014, 12.0847709 50.8723076)",,,
141511293,,Mühlengasse,living_street,,False,True,138.56599999999997,"LINESTRING (12.0841813 50.8733988, 12.084106 50.8734676, 12.0835375 50.8739804, 12.0832408 50.8744247, 12.0831795 50.8744632)",,,
"[182460228, 370751764, 370751766, 370751768, 173155199]","['4', '3']",Ernst-Weber-Straße,"['living_street', 'residential']",,False,False,132.74800000000002,"LINESTRING (12.0841813 50.8733988, 12.0840479 50.8733772, 12.0837638 50.8733245, 12.083148 50.873194, 12.0827118 50.8730994, 12.0825326 50.873064, 12.0824817 50.8730539, 12.0823823 50.8730306)",,,
25845754,,Arndtstraße,residential,30,False,True,190.56,"LINESTRING (12.0896047 50.8760784, 12.0883315 50.8775387, 12.0882955 50.8775799)",,,
"[1254734194, 357259710]",,Hohe Straße,residential,30,False,False,71.097,"LINESTRING (12.0896047 50.8760784, 12.089442 50.8760522, 12.088623 50.87592)",,,
25011520,,Greizer Straße,living_street,,False,False,31.898,"LINESTRING (12.0870673 50.8723077, 12.086991 50.8725905)",,,
24366623,,Robert-Koch-Straße,residential,50,False,False,64.626,"LINESTRING (12.0870673 50.8723077, 12.0874783 50.8723621, 12.0878082 50.8724058, 12.0879687 50.872427)",,,
24366623,,Robert-Koch-Straße,residential,50,False,True,64.626,"LINESTRING (12.0879687 50.872427, 12.0878082 50.8724058, 12.0874783 50.8723621, 12.0870673 50.8723077)",,,
24366629,,Richterstraße,residential,50,False,False,155.895,"LINESTRING (12.0879687 50.872427, 12.0878545 50.8734721, 12.087812 50.8738255)",,,
309750102,,Robert-Koch-Straße,residential,50,False,False,28.442999999999998,"LINESTRING (12.0879687 50.872427, 12.0880856 50.8724421, 12.088369 50.8724665)",,,
24366625,,Körnerstraße,residential,50,False,True,105.631,"LINESTRING (12.0892383 50.8741294, 12.087812 50.8738255)",,,
182460197,,Kurze Straße,residential,50,False,True,94.946,"LINESTRING (12.0892383 50.8741294, 12.0890211 50.8749722)",,,
182460196,,Kleiststraße,residential,50,False,True,59.286,"LINESTRING (12.0898431 50.8750956, 12.0890211 50.8749722)",,,
"[357259714, 154276898, 32452516]",,Schillerstraße,residential,50,False,False,126.857,"LINESTRING (12.0898431 50.8750956, 12.0889335 50.8755923, 12.0886671 50.8758742, 12.088623 50.87592)",,,
27140442,,Greizer Straße,living_street,,False,False,40.197,"LINESTRING (12.086772 50.873409, 12.0873378 50.8734656)",,,
"[25011520, 266078346]",,Greizer Straße,living_street,,False,"[False, True]",46.497,"LINESTRING (12.086772 50.873409, 12.0866791 50.8734591, 12.0864707 50.8734377, 12.0861461 50.8734027)",,,
25011520,,Greizer Straße,living_street,,False,True,92.30199999999999,"LINESTRING (12.086772 50.873409, 12.0869387 50.8727843, 12.086991 50.8725905)",,,
25020433,,Heinrichstraße,residential,50,False,False,4.684,"LINESTRING (12.0767349 50.8737963, 12.0767093 50.8737574)",,,
25020432,,Heinrichstraße,residential,50,True,False,83.76800000000001,"LINESTRING (12.0767349 50.8737963, 12.0767981 50.8738623, 12.0768766 50.8739344, 12.0770018 50.8740566, 12.0771617 50.8742173, 12.0772725 50.8743055, 12.0772878 50.8743185, 12.0773641 50.8743831, 12.0773946 50.8743983, 12.0774206 50.8744091)",,,
25098807,,,living_street,walk,False,False,115.45500000000001,"LINESTRING (12.0784741 50.8787741, 12.0785877 50.8786961, 12.0786343 50.8786645, 12.0788223 50.8785351, 12.0794335 50.8781154, 12.0796129 50.8780269)",,,
24018093,,Dr.-Eckener-Straße,residential,50,False,True,90.968,"LINESTRING (12.0796129 50.8780269, 12.0795979 50.8778824, 12.0795426 50.8778024, 12.0790242 50.877506, 12.0788534 50.8774096)",,,
25098807,,,living_street,walk,False,True,115.45499999999998,"LINESTRING (12.0796129 50.8780269, 12.0794335 50.8781154, 12.0788223 50.8785351, 12.0786343 50.8786645, 12.0785877 50.8786961, 12.0784741 50.8787741)",,,
"[910142640, 173009162, 1177047810, 910142500]",2,Dr.-Eckener-Straße,"['residential', 'living_street']",50,False,False,102.33299999999998,"LINESTRING (12.0796129 50.8780269, 12.0796474 50.8781153, 12.0797233 50.8781762, 12.0797814 50.8782049, 12.0798691 50.8782483, 12.080118 50.8783105, 12.080405 50.8783452, 12.0806111 50.8783941, 12.0807476 50.8784652, 12.0807855 50.8784849)",,,
"[161937481, 370751829]",3,Stadtgraben,secondary,50,False,True,99.82300000000001,"LINESTRING (12.0830266 50.8746928, 12.0825777 50.8745982, 12.0820934 50.8744975, 12.0820451 50.8744875, 12.0819394 50.8744654, 12.0818931 50.8744557, 12.0816755 50.8744117)",,,
"[368769240, 368769241, 370751830]","['2', '3']",Stadtgraben,secondary,50,False,False,224.62,"LINESTRING (12.0830266 50.8746928, 12.0831377 50.8747184, 12.0833912 50.8747769, 12.0837165 50.8748288, 12.0839329 50.8748453, 12.08407 50.8748505, 12.084318 50.8748585, 12.0846949 50.8748265, 12.0848801 50.874797, 12.0850363 50.8747656, 12.0852379 50.8747259, 12.0855436 50.8746596, 12.0858732 50.8746107, 12.0860314 50.8745948, 12.0860919 50.8745897, 12.0861359 50.8745859)",,,
969389008,,Burgstraße,residential,,False,False,81.58,"LINESTRING (12.0830266 50.8746928, 12.0830056 50.874764, 12.082854 50.8750188, 12.0824678 50.8753221)",,,
28723931,,Zschochernstraße,residential,,False,False,76.50999999999999,"LINESTRING (12.0881887 50.8796159, 12.0883783 50.8796592, 12.0883237 50.8797901, 12.0882923 50.8798524, 12.0882456 50.8798732, 12.0881775 50.8798686, 12.0881309 50.8798481, 12.0881014 50.879814, 12.0881103 50.8797715, 12.0881887 50.8796159)",,,
28723931,,Zschochernstraße,residential,,False,True,76.51,"LINESTRING (12.0881887 50.8796159, 12.0881103 50.8797715, 12.0881014 50.879814, 12.0881309 50.8798481, 12.0881775 50.8798686, 12.0882456 50.8798732, 12.0882923 50.8798524, 12.0883237 50.8797901, 12.0883783 50.8796592, 12.0881887 50.8796159)",,,
"[28723931, 25280829]",,"['Uhlandstraße', 'Zschochernstraße']",residential,,False,True,217.11800000000002,"LINESTRING (12.0881887 50.8796159, 12.0881105 50.8795943, 12.0879783 50.8795714, 12.0877806 50.8795371, 12.0875947 50.8795405, 12.0870546 50.8794339, 12.0863895 50.8793054, 12.0862606 50.8792943, 12.0862026 50.8794756, 12.0861854 50.8795011, 12.0858907 50.879938)",,,
"[1255600650, 54521653]",,Zschochernstraße,living_street,walk,False,False,193.079,"LINESTRING (12.0863761 50.8789251, 12.0871925 50.8791875, 12.0882265 50.8793808, 12.0889487 50.8795247)",,,
765529217,,Talstraße,residential,,False,False,124.47200000000001,"LINESTRING (12.0776535 50.8742727, 12.0781062 50.8733689, 12.0781889 50.8732055)",,,
"[1213246929, 1053384991]",1,Talstraße,residential,,True,False,16.766000000000002,"LINESTRING (12.0776535 50.8742727, 12.0776513 50.8743328, 12.0776472 50.874373, 12.0776437 50.8743951, 12.0776376 50.874423)",,,
53161942,,Schillerstraße,residential,30,False,False,81.74799999999999,"LINESTRING (12.0872795 50.8774467, 12.0869048 50.8779964, 12.0868182 50.8781218)",,,
"[25845752, 25370740, 1197828364]",,"['Bauvereinstraße', 'Hußstraße']",residential,30,False,False,281.617,"LINESTRING (12.0868182 50.8781218, 12.0869743 50.8781636, 12.0878509 50.8783983, 12.0887189 50.8786306, 12.0893403 50.878797, 12.089371 50.8788137, 12.0893888 50.8788323, 12.0893805 50.8788738, 12.0892631 50.8790566, 12.0891041 50.8792722, 12.0890612 50.8793076, 12.0889869 50.8793826, 12.0889446 50.8794659, 12.088941 50.8794974, 12.0889487 50.8795247)",,,
25522493,,Webergasse,residential,30,False,False,23.323999999999998,"LINESTRING (12.0868182 50.8781218, 12.0867708 50.8781899, 12.086688 50.8783148)",,,
53161942,,Schillerstraße,residential,30,False,True,81.74799999999999,"LINESTRING (12.0868182 50.8781218, 12.0869048 50.8779964, 12.0872795 50.8774467)",,,
25522493,,Webergasse,residential,30,False,True,23.323999999999998,"LINESTRING (12.086688 50.8783148, 12.0867708 50.8781899, 12.0868182 50.8781218)",,,
1254734170,,Nicolaiberg,residential,50,False,False,53.519,"LINESTRING (12.0851768 50.8773968, 12.0852433 50.8773673, 12.0853162 50.8772847, 12.0854763 50.8769648)",,,
"[27114992, 25844556]",,Schuhgasse,residential,50,False,False,80.46199999999999,"LINESTRING (12.0849607 50.8765112, 12.0847952 50.8764859, 12.0838434 50.8763482)",,,
25844556,,Schuhgasse,residential,50,False,True,62.768,"LINESTRING (12.0849607 50.8765112, 12.0850348 50.8765148, 12.085103 50.8765169, 12.0852146 50.8765127, 12.0852987 50.8765071, 12.0853545 50.8764987, 12.0854086 50.876482, 12.0855642 50.8763818, 12.0856484 50.8763611, 12.0857062 50.8763598, 12.0857733 50.8763645)",,,
27114989,,Rittergasse,residential,,False,False,84.545,"LINESTRING (12.0849607 50.8765112, 12.0849486 50.8765804, 12.0847615 50.8769618, 12.0845927 50.8772331)",,,
321018450,2,Bauvereinstraße,residential,30,False,False,20.552999999999997,"LINESTRING (12.0889487 50.8795247, 12.0889836 50.8795389, 12.0890346 50.8795487, 12.089227 50.8795785)",,,
"[25845752, 25370740, 1197828364]",,"['Bauvereinstraße', 'Hußstraße']",residential,30,False,True,281.61699999999996,"LINESTRING (12.0889487 50.8795247, 12.088941 50.8794974, 12.0889446 50.8794659, 12.0889869 50.8793826, 12.0890612 50.8793076, 12.0891041 50.8792722, 12.0892631 50.8790566, 12.0893805 50.8788738, 12.0893888 50.8788323, 12.089371 50.8788137, 12.0893403 50.878797, 12.0887189 50.8786306, 12.0878509 50.8783983, 12.0869743 50.8781636, 12.0868182 50.8781218)",,,
"[1255600650, 54521653]",,Zschochernstraße,living_street,walk,False,True,193.079,"LINESTRING (12.0889487 50.8795247, 12.0882265 50.8793808, 12.0871925 50.8791875, 12.0863761 50.8789251)",,,
27114727,,Heinrichstraße,living_street,walk,False,True,109.568,"LINESTRING (12.0774537 50.8756378, 12.0774025 50.8749149, 12.077391 50.8747513, 12.0773842 50.8746534)",,,
1176201688,,Florian-Geyer-Straße,residential,,False,True,65.897,"LINESTRING (12.0824678 50.8753221, 12.0821573 50.8747628)",,,
25098813,,Burgstraße,residential,,False,False,74.68400000000001,"LINESTRING (12.0824678 50.8753221, 12.0823854 50.8754194, 12.0823655 50.8754429, 12.082267 50.8756235, 12.0822515 50.8756714, 12.0821798 50.8759435, 12.0821749 50.8759622)",,,
27114762,,Florian-Geyer-Straße,residential,,False,False,60.12,"LINESTRING (12.0824678 50.8753221, 12.0825776 50.8753705, 12.0829419 50.8754731, 12.0830707 50.8755011, 12.0832567 50.8755171)",,,
969389008,,Burgstraße,residential,,False,True,81.58,"LINESTRING (12.0824678 50.8753221, 12.082854 50.8750188, 12.0830056 50.874764, 12.0830266 50.8746928)",,,
27114761,,Florian-Geyer-Straße,residential,,False,False,74.414,"LINESTRING (12.0832567 50.8755171, 12.0833604 50.8752409, 12.0834665 50.8751794, 12.0836054 50.8751897, 12.083542 50.875392)",,,
27114762,,Florian-Geyer-Straße,residential,,False,False,39.382000000000005,"LINESTRING (12.0832567 50.8755171, 12.0837728 50.875574, 12.0838094 50.8755787)",,,
27114762,,Florian-Geyer-Straße,residential,,False,True,60.11999999999999,"LINESTRING (12.0832567 50.8755171, 12.0830707 50.8755011, 12.0829419 50.8754731, 12.0825776 50.8753705, 12.0824678 50.8753221)",,,
1176201688,,Florian-Geyer-Straße,residential,,False,False,65.897,"LINESTRING (12.0821573 50.8747628, 12.0824678 50.8753221)",,,
333893090,,Greizer Straße,residential,50,True,False,5.576,"LINESTRING (12.0854998 50.8769169, 12.0854763 50.8769648)",,,
1213886405,,Greizer Straße,residential,50,False,True,64.352,"LINESTRING (12.0854998 50.8769169, 12.0856587 50.876596, 12.0857733 50.8763645)",,,
27114989,,Rittergasse,residential,,False,True,84.545,"LINESTRING (12.0845927 50.8772331, 12.0847615 50.8769618, 12.0849486 50.8765804, 12.0849607 50.8765112)",,,
"[765563552, 35275363, 396970261]",,Heinrichstraße,residential,,True,False,166.193,"LINESTRING (12.0802978 50.8762355, 12.0802519 50.8762109, 12.0799867 50.8760695, 12.0794977 50.8757864, 12.0793208 50.8756849, 12.0791493 50.8755865, 12.0788418 50.87541, 12.0787831 50.8753764, 12.0785188 50.8752499)",no,,
318307203,2,Reichsstraße,secondary,50,False,False,19.798000000000002,"LINESTRING (12.0802978 50.8762355, 12.0802857 50.8762529, 12.0802637 50.8762837, 12.0801865 50.8763991)",,,
"[370751808, 370751801, 370751818, 35275369]","['4', '2', '3']",Reichsstraße,secondary,50,False,True,208.85,"LINESTRING (12.0802978 50.8762355, 12.0803412 50.8761821, 12.0803632 50.8761573, 12.0803994 50.8761163, 12.0806367 50.8758478, 12.0808104 50.8756554, 12.0809242 50.8755293, 12.0810028 50.8754333, 12.081041 50.8753858, 12.0811984 50.8751525, 12.0812874 50.875021, 12.0813718 50.8748786, 12.0814447 50.8747247, 12.0814914 50.8746199, 12.0815065 50.8745846, 12.0815311 50.874534)",,,
1103318833,2,De-Smit-Straße,secondary,50,True,False,56.03200000000001,"LINESTRING (12.0770408 50.8778833, 12.0772134 50.8779493, 12.0773334 50.878041, 12.0773588 50.8780606, 12.0774195 50.8781118, 12.077586 50.8782434)",,,
172489777,,Tivolistraße,residential,,False,False,52.903,"LINESTRING (12.0782205 50.8799018, 12.0777518 50.8802745)",,,
891368095,,Tivolistraße,residential,,True,False,100.591,"LINESTRING (12.0782205 50.8799018, 12.0768512 50.8796336)",,,
172489777,,Tivolistraße,residential,,False,True,53.996,"LINESTRING (12.076674 50.8809899, 12.0771187 50.8806604, 12.0771896 50.8806323)",,,
172489777,,Tivolistraße,residential,,False,False,53.996,"LINESTRING (12.0771896 50.8806323, 12.0771187 50.8806604, 12.076674 50.8809899)",,,
172489777,,Tivolistraße,residential,,False,True,57.173,"LINESTRING (12.0771896 50.8806323, 12.0773346 50.8805958, 12.0774951 50.8804842, 12.0777518 50.8802745)",,,
172489777,,Tivolistraße,residential,,False,True,52.903,"LINESTRING (12.0777518 50.8802745, 12.0782205 50.8799018)",,,
27139355,,Tivolistraße,residential,,False,False,101.315,"LINESTRING (12.0777518 50.8802745, 12.0776318 50.8802123, 12.0772506 50.8800214, 12.0769832 50.8798876, 12.0768843 50.8798321, 12.0768381 50.8797865, 12.0768512 50.8796336)",,,
172489777,,Tivolistraße,residential,,False,False,57.173,"LINESTRING (12.0777518 50.8802745, 12.0774951 50.8804842, 12.0773346 50.8805958, 12.0771896 50.8806323)",,,
32452513,,Turmstraße,residential,50,False,False,71.353,"LINESTRING (12.0893345 50.8722881, 12.0892312 50.8722782, 12.0886443 50.8724064, 12.088369 50.8724665)",,,
32452513,,Turmstraße,residential,50,False,True,71.353,"LINESTRING (12.088369 50.8724665, 12.0886443 50.8724064, 12.0892312 50.8722782, 12.0893345 50.8722881)",,,
309750102,,Robert-Koch-Straße,residential,50,False,True,28.442999999999998,"LINESTRING (12.088369 50.8724665, 12.0880856 50.8724421, 12.0879687 50.872427)",,,
161937264,2,Bauvereinstraße,secondary,50,False,True,27.652,"LINESTRING (12.089906 50.8784451, 12.0900551 50.8782149)",,,
27140312,1,Bauvereinstraße,secondary,50,True,False,38.87,"LINESTRING (12.089906 50.8784451, 12.0898901 50.8783367, 12.0898682 50.8782791, 12.0898343 50.8782173, 12.0897536 50.878113)",,,
"[161937266, 370771229]",3,Bauvereinstraße,secondary,50,False,False,107.624,"LINESTRING (12.089906 50.8784451, 12.0895755 50.8789969, 12.0893689 50.8793517)",,,
161937479,3,Ludwig-Jahn-Straße,secondary,50,False,False,23.997,"LINESTRING (12.0897536 50.878113, 12.0900551 50.8782149)",,,
"[1159702450, 370771245]","['2', '3']",Ludwig-Jahn-Straße,secondary,50,False,True,118.23599999999999,"LINESTRING (12.0897536 50.878113, 12.0889335 50.8778149, 12.0882955 50.8775799)",,,
27140442,,Greizer Straße,living_street,,False,True,40.197,"LINESTRING (12.0873378 50.8734656, 12.086772 50.873409)",,,
