osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,access
34959610,True,1,K 28,Süderhofenden,secondary,50,False,11.114,"LINESTRING (9.4375274 54.7868403, 9.4374557 54.7869313)",,,
"[129025227, 5037733, 127974845]",True,2,K 28,Hafendamm,primary,50,False,79.024,"LINESTRING (9.4375274 54.7868403, 9.4376481 54.7868734, 9.4380886 54.786987, 9.4384663 54.7870727, 9.4386587 54.7871218)",,,
"[5037792, 1201417311]",False,"['4', '3']",L 249,Schützenkuhle,primary,50,False,106.42,"LINESTRING (9.4328103 54.7802294, 9.4325902 54.7802032, 9.432513 54.7801925, 9.4324312 54.7801786, 9.4323018 54.7801523, 9.431818 54.7800486, 9.4312399 54.7799247)",,,
23967768,True,2,L 249,Schützenkuhle,primary,50,False,129.479,"LINESTRING (9.4328103 54.7802294, 9.4329276 54.7802192, 9.4330434 54.7802095, 9.4331514 54.7802018, 9.4332714 54.7801917, 9.4333955 54.7801778, 9.4335034 54.780162, 9.4337093 54.780126, 9.433897 54.7800921, 9.4344833 54.7799939, 9.4345301 54.7799871, 9.4346427 54.7799713, 9.434695 54.7799674, 9.4347712 54.7799646)",,,
"[378956050, 24972863]",False,"['2', '3']",,Am Pferdewasser,residential,,False,199.76200000000003,"LINESTRING (9.4328103 54.7802294, 9.4327813 54.7802988, 9.4327572 54.7803457, 9.4327005 54.7804467, 9.4326589 54.7805589, 9.4326697 54.7806695, 9.4327008 54.7808819, 9.432753 54.7809978, 9.4328357 54.7810843, 9.4329343 54.7811533, 9.4330669 54.7812169, 9.4332049 54.7812801, 9.4332966 54.7813558, 9.4333533 54.7814201, 9.4333889 54.7814968, 9.433405 54.7816108, 9.4333462 54.7818727)",,,
27097299,False,,,Niedermai,residential,50,True,154.176,"LINESTRING (9.4374435 54.7804258, 9.4368362 54.7801455, 9.4367338 54.7800982, 9.4365622 54.78001, 9.4362334 54.7798409, 9.4361073 54.7797731, 9.4359787 54.7797389, 9.4358177 54.7797184, 9.4354735 54.7797379)",,,
"[1156376576, 32551883, 198685165]",False,,K 8,Bahnhofstraße,secondary,50,False,102.857,"LINESTRING (9.4374435 54.7804258, 9.437552 54.780319, 9.4376368 54.7802325, 9.4377371 54.7801034, 9.4379124 54.7798102, 9.4380538 54.7795736)",,,
514392681,True,2,K 8,Bahnhofstraße,secondary,50,False,54.42400000000001,"LINESTRING (9.4374435 54.7804258, 9.4374047 54.7806248, 9.4374047 54.7807308, 9.4374087 54.7807803, 9.4374188 54.7808209, 9.437425 54.780836, 9.4374362 54.7808634, 9.4374581 54.7809107)",,,
1201940301,True,2,K 8,Bahnhofstraße,secondary,50,False,43.365,"LINESTRING (9.4374435 54.7804258, 9.4373809 54.7805424, 9.4372653 54.7806811, 9.4371964 54.7807381, 9.4371432 54.7807704)",,,
19066224,True,,,Doktor-Todsen-Straße,residential,20,False,104.792,"LINESTRING (9.4367561 54.782506, 9.4368463 54.7821969, 9.4369033 54.7820621, 9.4370054 54.7819127, 9.4373166 54.7816362)",,,
"[208784308, 27140318, 27140327]",True,2,K 11,Schleswiger Straße,secondary,50,False,81.60499999999999,"LINESTRING (9.435308 54.7790104, 9.4353195 54.7790985, 9.4353651 54.7792959, 9.4354735 54.7797379)",yes,,
"[424099552, 23416591]",True,"['2', '3']",L 249,Friedrich-Ebert-Straße,primary,50,False,88.828,"LINESTRING (9.4355461 54.780245, 9.4356687 54.7803008, 9.4357643 54.7803362, 9.4358175 54.7803557, 9.4358799 54.7803781, 9.436008 54.7804199, 9.4362866 54.7805029, 9.4367488 54.7806379)",,,
87700214,True,1,,Neumarkt,tertiary,50,False,42.567,"LINESTRING (9.4355461 54.780245, 9.4355527 54.780288, 9.4355635 54.7803083, 9.4355761 54.7803205, 9.4355969 54.7803313, 9.4356522 54.7803494, 9.4357831 54.7803926, 9.4358624 54.7804216, 9.4358879 54.7804342, 9.4359027 54.7804446, 9.4359073 54.7804581, 9.4359007 54.7804713, 9.4358687 54.7805177)",,,
24046288,True,2,K 28,Süderhofenden,primary,50,False,10.906,"LINESTRING (9.4372917 54.7868842, 9.4373668 54.7867962)",,,
"[1236319003, 211240321, 34958795]",True,2,,Rathausstraße,residential,,False,46.431,"LINESTRING (9.4372917 54.7868842, 9.4370808 54.7868233, 9.4367873 54.7867386, 9.4366581 54.7866841)",,12,
23482620,False,,,Wilhelmstraße,residential,50,True,10.102,"LINESTRING (9.4386587 54.7871218, 9.4385962 54.7872052)",,,
"[136747344, 23482620, 86120662]",False,2,,Wilhelmstraße,residential,50,False,23.916,"LINESTRING (9.4386587 54.7871218, 9.4387063 54.7870696, 9.4387553 54.7870217, 9.4388372 54.786933)",,,
129025231,False,,,Wilhelmstraße,residential,30,True,56.37,"LINESTRING (9.4395938 54.7854596, 9.4393671 54.7859494)",,8,
24663213,False,,,Karlstraße,residential,30,True,117.573,"LINESTRING (9.4395938 54.7854596, 9.4394974 54.7854419, 9.4394434 54.7854051, 9.4394302 54.7853566, 9.4394849 54.7852101, 9.4395391 54.7850649, 9.4396826 54.7846807, 9.4397605 54.7846075, 9.4399318 54.7845318)",,6,
24663213,False,,,Karlstraße,residential,30,False,117.573,"LINESTRING (9.4399318 54.7845318, 9.4397605 54.7846075, 9.4396826 54.7846807, 9.4395391 54.7850649, 9.4394849 54.7852101, 9.4394302 54.7853566, 9.4394434 54.7854051, 9.4394974 54.7854419, 9.4395938 54.7854596)",,6,
490646197,False,,,Plankemai,residential,30,True,88.053,"LINESTRING (9.4399318 54.7845318, 9.4400433 54.7846212, 9.440201 54.7847154, 9.4403771 54.7848022, 9.4406597 54.7849112, 9.4410153 54.7849941)",,6,
23967767,False,3,K 16,Stuhrsallee,secondary,,False,20.874,"LINESTRING (9.4274376 54.7868889, 9.4277326 54.7868095)",,,
167483331,False,3,K 9,Selckstraße,secondary,,True,25.737000000000002,"LINESTRING (9.4274376 54.7868889, 9.427477 54.7869356, 9.4276133 54.787097)",,,
"[404700827, 110952412]",False,3,,Wrangelstraße,residential,30,True,102.094,"LINESTRING (9.4274376 54.7868889, 9.4269429 54.787055, 9.4266711 54.7871567, 9.4261462 54.7874201)",,,
24971315,False,,,Kanonenberg,residential,,False,172.73399999999995,"LINESTRING (9.4292071 54.7850971, 9.4294003 54.7851066, 9.4294494 54.7851016, 9.429487 54.785095, 9.4295252 54.7850671, 9.4295817 54.785004, 9.4297458 54.7848206, 9.430042 54.7844895, 9.4301316 54.7843894, 9.4301564 54.7843623, 9.4303849 54.7841078, 9.4304575 54.7840515, 9.4305377 54.7840061, 9.4305884 54.7839913, 9.4306721 54.7839722, 9.4307678 54.7839716)",,,
167483349,False,2,K 16,Stuhrsallee,secondary,30,False,242.62199999999999,"LINESTRING (9.4292071 54.7850971, 9.4292348 54.7848979, 9.4292312 54.7847718, 9.4292289 54.784694, 9.4291964 54.7845031, 9.4291746 54.784375, 9.4291534 54.7842502, 9.4291478 54.7841685, 9.4291407 54.7840636, 9.4291409 54.7838113, 9.4291761 54.7835402, 9.4292567 54.7829206)",,,
"[1156698009, 1156698010, 167483349, 404700826]",False,"['2', '3']",K 16,Stuhrsallee,secondary,30,True,215.312,"LINESTRING (9.4292071 54.7850971, 9.4291684 54.7852403, 9.4291335 54.7853354, 9.4290475 54.7855017, 9.4289401 54.7856545, 9.4287574 54.7858745, 9.4281111 54.7865397, 9.42793 54.786701, 9.4277326 54.7868095)",,,
23416611,True,2,L 249,Neumarkt,primary,50,False,40.626999999999995,"LINESTRING (9.4347712 54.7799646, 9.4348385 54.7799663, 9.4348932 54.7799723, 9.4349545 54.7799837, 9.4350102 54.779996, 9.4350638 54.7800111, 9.4351255 54.7800316, 9.4352097 54.7800666, 9.4352616 54.78009, 9.4353244 54.7801238)",,,
120865334,True,2,K 28,Hafendamm,primary,50,False,11.747,"LINESTRING (9.4374557 54.7869313, 9.4372917 54.7868842)",,,
60981252,False,,L 249,Heinrichstraße,secondary,50,False,8.936,"LINESTRING (9.4394292 54.7818015, 9.4393019 54.7818342)",,,
"[60981248, 23416593]",True,,K 28,"['Süderhofenden', 'Friedrich-Ebert-Straße']",primary,50,False,104.24200000000002,"LINESTRING (9.4394292 54.7818015, 9.4394832 54.7818569, 9.4396051 54.7820937, 9.4396047 54.7823966, 9.4395965 54.7825716, 9.4395911 54.7826123, 9.4395768 54.7827201)",,,
"[127974849, 129025228, 127974852, 1156376567]",False,2,L 249,Heinrichstraße,secondary,50,True,99.535,"LINESTRING (9.4394292 54.7818015, 9.439535 54.7817808, 9.4395974 54.7817686, 9.4396913 54.7817559, 9.4397447 54.7817533, 9.4398597 54.7817546, 9.4399333 54.7817555, 9.4403441 54.781775, 9.4403688 54.7817762, 9.4409657 54.7818046)",,,
61413094,True,,,Angelburger Straße,residential,50,False,9.6,"LINESTRING (9.4395768 54.7827201, 9.4394288 54.7827071)",,,
"[34953096, 571962883, 571962884]",True,"['4', '2', '3']",K 28,Süderhofenden,primary,50,False,284.817,"LINESTRING (9.4395768 54.7827201, 9.4395647 54.7827947, 9.4395497 54.782862, 9.4394884 54.7831152, 9.4394198 54.7833037, 9.4393616 54.7834311, 9.4392868 54.7835475, 9.4391277 54.7837211, 9.4387746 54.7840593, 9.4386546 54.7842072, 9.4385336 54.7843664, 9.438502 54.7844212, 9.4384535 54.7845281, 9.438427 54.7846132, 9.4384039 54.7847207, 9.4383804 54.7851437)",,,
"[24398155, 37695836]",False,2,,Viktoriastraße,residential,"['50', '30']",False,120.821,"LINESTRING (9.4409657 54.7818046, 9.440943 54.7819888, 9.4406488 54.7828746)",,,destination
24398158,False,,,Waitzstraße,residential,30,True,159.855,"LINESTRING (9.4409657 54.7818046, 9.4406874 54.7808587, 9.4405781 54.7805683, 9.4405115 54.7803914)",,6,
"[127974849, 127974852, 129025228, 1156376567]",False,2,L 249,Heinrichstraße,secondary,50,False,99.53500000000001,"LINESTRING (9.4409657 54.7818046, 9.4403688 54.7817762, 9.4403441 54.781775, 9.4399333 54.7817555, 9.4398597 54.7817546, 9.4397447 54.7817533, 9.4396913 54.7817559, 9.4395974 54.7817686, 9.439535 54.7817808, 9.4394292 54.7818015)",,,
"[23416594, 34958878]",True,2,K 28,"['Süderhofenden', 'Friedrich-Ebert-Straße']",primary,50,False,98.929,"LINESTRING (9.4394288 54.7827071, 9.4394361 54.7826068, 9.4394511 54.7824029, 9.4394508 54.7820857, 9.4394028 54.7819509, 9.4393019 54.7818342)",,,
272458276,False,,,Südergraben,residential,30,False,208.412,"LINESTRING (9.4324973 54.7824724, 9.4315309 54.7822865, 9.4312902 54.7822493, 9.4303913 54.7821638, 9.4302918 54.7821552, 9.4295451 54.7820848, 9.429334 54.7820649)",,,
"[272458276, 1156698014]",False,,,Südergraben,residential,30,True,48.454,"LINESTRING (9.4324973 54.7824724, 9.4329624 54.7825622, 9.4331742 54.7826542)",,,
"[1156698011, 680438711]",False,,,Reepschlägerbahn,residential,30,True,341.299,"LINESTRING (9.4324973 54.7824724, 9.4322381 54.782884, 9.4320554 54.7831213, 9.4318432 54.7834043, 9.4315204 54.7839099, 9.4313761 54.7840863, 9.4311302 54.7843099, 9.4304671 54.7853038)",,,
167483349,False,2,K 16,Stuhrsallee,secondary,30,False,38.352000000000004,"LINESTRING (9.429334 54.7820649, 9.4293246 54.7818509, 9.4293188 54.7817201)",,,
167483349,False,2,K 16,Stuhrsallee,secondary,30,True,95.35300000000001,"LINESTRING (9.429334 54.7820649, 9.4293299 54.7824324, 9.4292567 54.7829206)",,,
272458276,False,,,Südergraben,residential,30,True,208.412,"LINESTRING (9.429334 54.7820649, 9.4295451 54.7820848, 9.4302918 54.7821552, 9.4303913 54.7821638, 9.4312902 54.7822493, 9.4315309 54.7822865, 9.4324973 54.7824724)",,,
5486971,False,,,Friesische Straße,residential,30,False,110.24799999999999,"LINESTRING (9.4293188 54.7817201, 9.4291436 54.7816897, 9.4286419 54.7815676, 9.4277282 54.7813452)",,,
24971982,False,,,Friesische Straße,residential,30,False,94.47200000000001,"LINESTRING (9.4293188 54.7817201, 9.42962 54.7817441, 9.4298108 54.7817593, 9.4301794 54.7817842, 9.4304526 54.781793, 9.4305404 54.7817958, 9.4307842 54.7817997)",,,
167483349,False,2,K 16,Stuhrsallee,secondary,30,True,38.352000000000004,"LINESTRING (9.4293188 54.7817201, 9.4293246 54.7818509, 9.429334 54.7820649)",,,
1201417312,False,3,K 16,Schützenkuhle,secondary,30,True,35.528999999999996,"LINESTRING (9.4293188 54.7817201, 9.4293312 54.7815898, 9.4293616 54.7814856, 9.4293856 54.7814034)",,,
"[378956050, 24972863]",False,"['2', '3']",,Am Pferdewasser,residential,,True,199.762,"LINESTRING (9.4333462 54.7818727, 9.433405 54.7816108, 9.4333889 54.7814968, 9.4333533 54.7814201, 9.4332966 54.7813558, 9.4332049 54.7812801, 9.4330669 54.7812169, 9.4329343 54.7811533, 9.4328357 54.7810843, 9.432753 54.7809978, 9.4327008 54.7808819, 9.4326697 54.7806695, 9.4326589 54.7805589, 9.4327005 54.7804467, 9.4327572 54.7803457, 9.4327813 54.7802988, 9.4328103 54.7802294)",,,
"[87700792, 61334273]",False,,,"['Friesische Straße', 'Rote Straße']",residential,30,"[False, True]",217.579,"LINESTRING (9.4333462 54.7818727, 9.4335575 54.7819322, 9.4335802 54.7819386, 9.4337822 54.7820252, 9.4339489 54.7821152, 9.434152 54.7822312, 9.4343045 54.782295, 9.4345602 54.7823633, 9.4348154 54.782409, 9.4350109 54.7824222, 9.4356342 54.7824364, 9.4357622 54.7819759)",,,
"[24971982, 1156698015]",False,,,Friesische Straße,residential,30,True,168.83,"LINESTRING (9.4333462 54.7818727, 9.433224 54.7818513, 9.4330494 54.7818208, 9.432317 54.78169, 9.4321381 54.7816771, 9.4319531 54.7816801, 9.4317934 54.781696, 9.4313427 54.7817622, 9.4311352 54.7817851, 9.430944 54.7817971, 9.4307842 54.7817997)",,,
24398158,False,,,Waitzstraße,residential,30,False,159.85500000000002,"LINESTRING (9.4405115 54.7803914, 9.4405781 54.7805683, 9.4406874 54.7808587, 9.4409657 54.7818046)",,6,
