osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access,tunnel
145348850,Bernadottestraße,residential,30,False,False,113.00200000000001,"LINESTRING (12.0803964 49.9998252, 12.0804558 49.99973, 12.0805856 49.9994849, 12.0807059 49.9992822, 12.0808018 49.9991206, 12.0809545 49.9988746)",,,,,
147371838,Flottmannstraße,residential,50,False,True,93.54799999999999,"LINESTRING (12.0803964 49.9998252, 12.0803422 49.9999252, 12.0802982 50.0000472, 12.0802962 50.0001487, 12.0803495 50.0005028, 12.0803767 50.0006547)",,,,,
"[257985529, 257985530]",Waldershofer Straße,secondary,50,False,False,128.74699999999999,"LINESTRING (12.0803964 49.9998252, 12.0805854 49.9998784, 12.0807259 49.9999122, 12.080736 49.9999146, 12.0808641 49.9999455, 12.0809916 49.9999716, 12.0812024 49.9999949, 12.0818853 50.0000268, 12.0821471 50.000053)",3,St 2177,,,
"[257978579, 224142453]",Fikentscherstraße,tertiary,50,True,False,96.97200000000001,"LINESTRING (12.0906603 50.0015858, 12.0904045 50.0015994, 12.090333 50.0016, 12.0902329 50.001602, 12.0900105 50.0016063, 12.0897652 50.0016052, 12.0896151 50.001596, 12.089459 50.0015778, 12.0893285 50.0015512, 12.0893149 50.0015484)",2,,,,
"[226270512, 640914377, 31049401, 147428933]",,residential,,False,True,54.056,"LINESTRING (12.0906603 50.0015858, 12.0906968 50.0014837, 12.09071 50.001461, 12.0907528 50.0013872, 12.0907948 50.0013458, 12.0908444 50.0012967, 12.0909546 50.0012097, 12.0910217 50.0011706)",,,yes,,
33112921,Leopoldstraße,residential,,False,True,77.18299999999999,"LINESTRING (12.0841355 49.9998342, 12.0842111 50.0004001, 12.0842216 50.0004434, 12.0842524 50.000463, 12.0842903 50.0004687, 12.0843347 50.0004615)",,,,,
232310132,Leopoldstraße,tertiary,50,False,True,40.523,"LINESTRING (12.0841355 49.9998342, 12.0844018 49.9998458, 12.0846995 49.9998699)",,,,,
"[257980561, 257980562]",Leopoldstraße,tertiary,50,False,False,144.37400000000002,"LINESTRING (12.0841355 49.9998342, 12.0838683 49.9998526, 12.0836297 49.9998793, 12.0832924 49.999917, 12.0828192 49.9999708, 12.0823599 50.0000111, 12.0821471 50.000053)",3,,,,
25791628,Dammstraße,tertiary,50,False,True,35.123999999999995,"LINESTRING (12.0821471 50.000053, 12.0822261 50.000183, 12.0822473 50.0002062, 12.0823553 50.0003385)",,,,,
145348881,Reiserbergstraße,residential,30,True,False,125.123,"LINESTRING (12.0821471 50.000053, 12.0822249 49.9999751, 12.082268 49.9999124, 12.0823744 49.9995217, 12.0824535 49.9992531, 12.0825472 49.9989652)",,,,,
