osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,bridge
4866404,L 77,Südring,secondary,50,False,False,61.019,"LINESTRING (6.1637526 51.6728896, 6.1635154 51.6728616, 6.1631861 51.6728479, 6.1628736 51.6728334)",,,
4943066,,Weezer Straße,residential,50,False,True,144.644,"LINESTRING (6.1637526 51.6728896, 6.1636447 51.6729965, 6.1632937 51.6733652, 6.1632056 51.6734544, 6.163174 51.6734883, 6.163114 51.6735544, 6.1628174 51.6738646, 6.162746 51.6739153, 6.1626297 51.6739831)",,,
"[4943065, 117729147]",,Voßheider Straße,residential,30,False,False,61.766,"LINESTRING (6.1626297 51.6739831, 6.1626807 51.6740227, 6.1627686 51.6740627, 6.162849 51.6740827, 6.1634476 51.6741789)",,,
4943066,,Weezer Straße,residential,50,False,False,144.644,"LINESTRING (6.1626297 51.6739831, 6.162746 51.6739153, 6.1628174 51.6738646, 6.163114 51.6735544, 6.163174 51.6734883, 6.1632056 51.6734544, 6.1632937 51.6733652, 6.1636447 51.6729965, 6.1637526 51.6728896)",,,
40542639,,Voßstraße,residential,50,False,True,93.69,"LINESTRING (6.1626297 51.6739831, 6.1625324 51.6740295, 6.1624729 51.6740578, 6.1621358 51.6742017, 6.1617483 51.6743227, 6.1616701 51.6743362, 6.1614371 51.674362)",,,
37554342,,Am Voßtor,residential,,False,True,110.88199999999999,"LINESTRING (6.1634476 51.6741789, 6.1633054 51.6746043, 6.1629269 51.6749852, 6.1628315 51.6750842)",,,
107047399,,Voßheider Straße,residential,30,False,False,66.184,"LINESTRING (6.1634476 51.6741789, 6.1635578 51.6741899, 6.1643967 51.6742675)",,,
"[4943065, 117729147]",,Voßheider Straße,residential,30,False,True,61.766,"LINESTRING (6.1634476 51.6741789, 6.162849 51.6740827, 6.1627686 51.6740627, 6.1626807 51.6740227, 6.1626297 51.6739831)",,,
"[4943069, 10481150]",,"['Markt', 'Mühlenstraße']",residential,50,True,False,74.81899999999999,"LINESTRING (6.1559166 51.6764461, 6.1557957 51.6763481, 6.1556173 51.6762083, 6.1553762 51.6760293, 6.1553033 51.6760063, 6.1552368 51.676013, 6.1551785 51.6760406)",,,
"[4943073, 157735892, 4943070]",,"['Markt', 'Steinstraße']",residential,50,True,False,178.36,"LINESTRING (6.1559166 51.6764461, 6.1560112 51.6763916, 6.1565 51.6761672, 6.1567626 51.6760645, 6.1570849 51.6759602, 6.1572823 51.6759065, 6.1575612 51.6758462, 6.1578743 51.6757863, 6.158025 51.6757674, 6.1582047 51.6757458)",,,
"[418118521, 36730922]",,Kirchhof,living_street,,False,False,85.844,"LINESTRING (6.1559166 51.6764461, 6.155863 51.6764835, 6.1555578 51.6767204, 6.1558129 51.6768697, 6.1560427 51.6770118)",,,
"[4943072, 4943291]",,"['Bahnhofstraße', 'Am Steintor']",residential,50,True,False,60.727999999999994,"LINESTRING (6.1582047 51.6757458, 6.158217 51.6757983, 6.1582672 51.6759001, 6.1582942 51.6759548, 6.1583526 51.6760501, 6.1584204 51.6761509, 6.1585161 51.6762532)",,,
10481159,,Adolf-Kolping-Straße,residential,,False,True,53.19,"LINESTRING (6.1541653 51.6767964, 6.1537753 51.6765729, 6.1536017 51.6764698)",,,
343527452,,Mühlenstraße,residential,50,False,False,141.77499999999998,"LINESTRING (6.1541653 51.6767964, 6.1541222 51.6768335, 6.1539806 51.6769525, 6.153675 51.6772119, 6.1532459 51.6775236, 6.1528665 51.6777832)",,,
25515399,,Jakobstraße,residential,30,False,True,45.577,"LINESTRING (6.1528665 51.6777832, 6.1523629 51.6775177)",,,
343527452,,Mühlenstraße,residential,50,False,True,141.775,"LINESTRING (6.1528665 51.6777832, 6.1532459 51.6775236, 6.153675 51.6772119, 6.1539806 51.6769525, 6.1541222 51.6768335, 6.1541653 51.6767964)",,,
10903385,L 265,Arnold-Janssen-Straße,tertiary,50,False,False,64.30099999999999,"LINESTRING (6.1538329 51.6739271, 6.153809 51.6738851, 6.1537191 51.6737154, 6.1536582 51.6735488, 6.153634 51.6734542, 6.1536324 51.6733657)",2,,
343541846,L 77,Südring,secondary,50,False,True,146.863,"LINESTRING (6.1538329 51.6739271, 6.1541113 51.6738511, 6.1543488 51.6737631, 6.1546865 51.6736073, 6.1551621 51.6734205, 6.1556497 51.6732434)",2,,
178706554,,Frauenstraße,living_street,,False,True,48.274,"LINESTRING (6.1548978 51.6748548, 6.1553155 51.6752032)",,,
117729142,,Hinter der Mauer,residential,30,True,False,72.449,"LINESTRING (6.1548978 51.6748548, 6.1545205 51.6750822, 6.1541809 51.6753301)",,,
