osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction
264185334,2,B 2,primary,70,False,True,41.812,"LINESTRING (11.1927413 49.579488, 11.1928901 49.5795293, 11.1929607 49.5795467, 11.1932809 49.5796256)",,
264185348,,,unclassified,,True,False,23.087,"LINESTRING (11.1927413 49.579488, 11.1927506 49.5795929, 11.1926843 49.579686)",,
264165452,,B 2,primary,70,False,True,5.501,"LINESTRING (11.1985623 49.5806016, 11.1986352 49.5806162)",,
4388896,1,,residential,50,True,False,20.973,"LINESTRING (11.1985623 49.5806016, 11.1985071 49.5805385, 11.1985089 49.5804796, 11.1985129 49.5804225)",Dr.-Otto-Leich-Straße,
146208852,2,B 2,primary,70,False,False,71.967,"LINESTRING (11.1985623 49.5806016, 11.198397 49.5805761, 11.1975925 49.5804483)",,
34645858,,,unclassified,,True,False,43.714,"LINESTRING (11.1924672 49.5798291, 11.1925524 49.5796782, 11.1926158 49.5795651, 11.1927413 49.579488)",,
157080723,,,residential,,False,True,37.075,"LINESTRING (11.2028606 49.5800458, 11.2031753 49.5797821)",Pettensiedler Straße,
146208927,,,residential,,True,False,24.346,"LINESTRING (11.2028606 49.5800458, 11.2028816 49.580071, 11.2028879 49.580094, 11.2028818 49.5801224, 11.2028647 49.5801446, 11.2028333 49.5801648, 11.2027907 49.5801773, 11.2027466 49.5801791, 11.2027082 49.5801723)",Pettensiedler Straße,roundabout
146208927,,,residential,,True,False,18.843,"LINESTRING (11.2026438 49.5800639, 11.2026683 49.58004, 11.2027065 49.5800222, 11.2027493 49.5800147, 11.2027902 49.5800166, 11.2028308 49.5800281, 11.2028606 49.5800458)",Pettensiedler Straße,roundabout
"[1250855632, 1250855633, 146208894]",,,residential,,False,True,149.079,"LINESTRING (11.2026438 49.5800639, 11.2014789 49.5797446, 11.2013519 49.5797098, 11.2012699 49.5796873, 11.2010592 49.5796295, 11.2008167 49.5795477, 11.2007499 49.5795271)",Pettensiedler Straße,
26366804,,,residential,,False,False,46.077999999999996,"LINESTRING (11.2024317 49.5805459, 11.2024492 49.5805222, 11.2027082 49.5801723)",Pettensiedler Straße,
26366804,,,residential,,False,True,46.077999999999996,"LINESTRING (11.2027082 49.5801723, 11.2024492 49.5805222, 11.2024317 49.5805459)",Pettensiedler Straße,
146208927,,,residential,,True,False,14.257000000000001,"LINESTRING (11.2027082 49.5801723, 11.2026716 49.5801561, 11.2026475 49.580135, 11.2026342 49.5801076, 11.2026363 49.5800789, 11.2026438 49.5800639)",Pettensiedler Straße,roundabout
26366805,,,residential,,False,False,66.488,"LINESTRING (11.203908 49.5801452, 11.2031753 49.5797821)",Pettensiedler Straße,
26366805,,,residential,,False,True,66.488,"LINESTRING (11.2031753 49.5797821, 11.203908 49.5801452)",Pettensiedler Straße,
157080723,,,residential,,False,False,37.075,"LINESTRING (11.2031753 49.5797821, 11.2028606 49.5800458)",Pettensiedler Straße,
157080723,,,residential,,False,True,81.437,"LINESTRING (11.2031753 49.5797821, 11.2034885 49.5795023, 11.2036488 49.5793633, 11.2037453 49.5793061, 11.2038156 49.5792859, 11.2038793 49.5792809, 11.2039343 49.5792902)",Pettensiedler Straße,
157080723,,,residential,,False,False,81.437,"LINESTRING (11.2039343 49.5792902, 11.2038793 49.5792809, 11.2038156 49.5792859, 11.2037453 49.5793061, 11.2036488 49.5793633, 11.2034885 49.5795023, 11.2031753 49.5797821)",Pettensiedler Straße,
264165457,2,,residential,50,False,True,105.695,"LINESTRING (11.1998944 49.5796963, 11.1997042 49.5797673, 11.1993571 49.5798652, 11.1991968 49.5799328, 11.1989645 49.5800482, 11.1987563 49.580208, 11.1987271 49.5802431)",Dr.-Otto-Leich-Straße,
364794907,,,residential,,True,False,33.448,"LINESTRING (11.1998944 49.5796963, 11.2000048 49.579619, 11.2000821 49.5795689, 11.2001418 49.5795144, 11.2001712 49.5794599)",Dr.-Otto-Leich-Straße,
"[1250855641, 141394125]",,,residential,,False,True,227.76100000000002,"LINESTRING (11.1969268 49.5786764, 11.1982662 49.5788905, 11.1995183 49.5791323, 11.1997366 49.5791979, 11.1999469 49.5792621)",,
"[1250855641, 141394125]",,,residential,,False,False,227.76100000000002,"LINESTRING (11.1999469 49.5792621, 11.1997366 49.5791979, 11.1995183 49.5791323, 11.1982662 49.5788905, 11.1969268 49.5786764)",,
1250855634,,,residential,,True,False,21.029,"LINESTRING (11.1999469 49.5792621, 11.2000705 49.5792801, 11.2002304 49.5793065)",,
264165460,1,,residential,50,True,False,25.416000000000004,"LINESTRING (11.1985129 49.5804225, 11.1985718 49.5803515, 11.1987271 49.5802431)",Dr.-Otto-Leich-Straße,
146208852,2,B 2,primary,70,False,True,71.967,"LINESTRING (11.1975925 49.5804483, 11.198397 49.5805761, 11.1985623 49.5806016)",,
"[264165450, 264165451, 264185326]","['2', '3']",B 2,primary,70,False,"[False, True]",324.26800000000003,"LINESTRING (11.1975925 49.5804483, 11.1969689 49.5803578, 11.195511 49.5800853, 11.1939081 49.5797786, 11.1932809 49.5796256)",,
264165460,1,,residential,50,True,False,68.209,"LINESTRING (11.1975925 49.5804483, 11.1977317 49.5804426, 11.1979902 49.5804626, 11.1982073 49.5804822, 11.1982986 49.5804845, 11.198395 49.5804623, 11.198434 49.580453, 11.1985129 49.5804225)",Dr.-Otto-Leich-Straße,
