osmid,oneway,name,highway,maxspeed,width,reversed,length,ref,geometry,lanes,tunnel
"[28515210, 28515212, 137533990, 26494815]",False,"['Münzstraße', 'Auf der Münze']",residential,30,3,False,37.277,,"LINESTRING (7.7694328 50.0607632, 7.7693778 50.0607628, 7.7692679 50.0607621, 7.7692498 50.0607646, 7.7690651 50.0607725, 7.7689247 50.060776, 7.7689116 50.0607752)",,building_passage
1022093401,False,,primary,50,,False,107.846,B 9,"LINESTRING (7.7694328 50.0607632, 7.7694487 50.0605655, 7.7694755 50.0600532, 7.7694884 50.059794)",2,
28207918,False,Auf der Münze,residential,30,3,False,54.522,,"LINESTRING (7.7689116 50.0607752, 7.7681484 50.0607942)",,
"[28515210, 28515212, 137533990, 26494815]",False,"['Münzstraße', 'Auf der Münze']",residential,30,3,True,37.277,,"LINESTRING (7.7689116 50.0607752, 7.7689247 50.060776, 7.7690651 50.0607725, 7.7692498 50.0607646, 7.7692679 50.0607621, 7.7693778 50.0607628, 7.7694328 50.0607632)",,building_passage
"[28248458, 28837477]",False,Langstraße,residential,30,3,True,53.199999999999996,,"LINESTRING (7.7689116 50.0607752, 7.7689125 50.0607214, 7.768807 50.0603022)",,
26494817,False,Bauerstraße,residential,30,3,True,52.051,,"LINESTRING (7.7688175 50.0592731, 7.7680886 50.0592609)",,
28248458,False,Langstraße,residential,30,3,False,59.114000000000004,,"LINESTRING (7.7688175 50.0592731, 7.7688138 50.0593064, 7.768784 50.0594752, 7.7687682 50.0598034)",,
28248458,False,Langstraße,residential,30,3,True,69.179,,"LINESTRING (7.7688175 50.0592731, 7.7688497 50.0589464, 7.7688786 50.0586522)",,
28248458,False,Langstraße,residential,30,3,False,31.899,,"LINESTRING (7.7690689 50.0577151, 7.7690069 50.0579992)",,
"[28607139, 28691188]",True,Zollstraße,residential,,"['2.5', '2.2']",False,56.751000000000005,,"LINESTRING (7.7690689 50.0577151, 7.7691693 50.0577335, 7.769423 50.0577459, 7.7698502 50.0578022)",,
"[28515100, 137533629, 28515102]",True,Kranenstraße,residential,30,3,False,51.367000000000004,,"LINESTRING (7.7695894 50.0587179, 7.7693558 50.0587074, 7.7692728 50.058701, 7.7690916 50.0586745, 7.7690079 50.0586635, 7.7688786 50.0586522)",,
1022093401,False,,primary,50,,False,103.56,B 9,"LINESTRING (7.7695894 50.0587179, 7.7696795 50.0583215, 7.7698502 50.0578022)",2,
1022093401,False,,primary,50,,True,119.947,B 9,"LINESTRING (7.7695894 50.0587179, 7.7695556 50.0588639, 7.7694884 50.059794)",2,
29043792,False,Fleischstraße,residential,30,4,False,53.004,,"LINESTRING (7.768807 50.0603022, 7.768067 50.0602631)",,
"[28248458, 28837477]",False,Langstraße,residential,30,3,False,53.199999999999996,,"LINESTRING (7.768807 50.0603022, 7.7689125 50.0607214, 7.7689116 50.0607752)",,
28248458,False,Langstraße,residential,30,3,True,55.535,,"LINESTRING (7.768807 50.0603022, 7.7688064 50.0602932, 7.768771 50.0598261, 7.7687682 50.0598034)",,
28676616,False,Oberstraße,tertiary,30,,False,35.234,K 21,"LINESTRING (7.768067 50.0602631, 7.7680508 50.0599464)",,
29043792,False,Fleischstraße,residential,30,4,True,53.004,,"LINESTRING (7.768067 50.0602631, 7.768807 50.0603022)",,
28676616,False,Oberstraße,tertiary,30,,True,59.45700000000001,K 21,"LINESTRING (7.768067 50.0602631, 7.7681427 50.0605913, 7.7681484 50.0607942)",,
28248458,False,Langstraße,residential,30,3,True,31.899,,"LINESTRING (7.7690069 50.0579992, 7.7690689 50.0577151)",,
28676625,False,Spurgasse,residential,30,,False,44.189,,"LINESTRING (7.7690069 50.0579992, 7.7683936 50.0579454)",,
28248458,False,Langstraße,residential,30,3,False,73.189,,"LINESTRING (7.7690069 50.0579992, 7.7688941 50.0585569, 7.7688786 50.0586522)",,
28676625,False,Spurgasse,residential,30,,True,44.189,,"LINESTRING (7.7683936 50.0579454, 7.7690069 50.0579992)",,
28676616,False,Oberstraße,tertiary,30,,True,35.234,K 21,"LINESTRING (7.7680508 50.0599464, 7.768067 50.0602631)",,
28515110,False,Blücherstraße,secondary,,,True,48.086,L 224,"LINESTRING (7.7680508 50.0599464, 7.7680059 50.0599508, 7.7677791 50.0599648, 7.7675642 50.0599813, 7.7675289 50.059985, 7.7673828 50.0600008)",,
819884444,False,Oberstraße,secondary,30,4,False,13.138,,"LINESTRING (7.7680508 50.0599464, 7.7680662 50.0599293, 7.7680656 50.0598309)",,
"[159342616, 4963333]",False,Oberstraße,secondary,30,4,False,63.499,,"LINESTRING (7.7680656 50.0598309, 7.7680658 50.0597423, 7.7680542 50.059685, 7.7680648 50.0595488, 7.7680886 50.0592609)",,
819884444,False,Oberstraße,secondary,30,4,True,13.138,,"LINESTRING (7.7680656 50.0598309, 7.7680662 50.0599293, 7.7680508 50.0599464)",,
1022093401,False,,primary,50,,False,95.85300000000001,B 9,"LINESTRING (7.7698502 50.0578022, 7.7698782 50.0577258, 7.7700207 50.0572926, 7.770147 50.0569616)",2,
1022093401,False,,primary,50,,True,103.56,B 9,"LINESTRING (7.7698502 50.0578022, 7.7696795 50.0583215, 7.7695894 50.0587179)",2,
