osmid,oneway,name,highway,maxspeed,width,reversed,length,ref,geometry,lanes,tunnel
28121238,True,Zollstraße,residential,30,2.5,False,49.498,,"LINESTRING (7.7683899 50.057625, 7.7690689 50.0577151)",,
"[25533948, 819884446]",False,Mainzer Straße,secondary,"['50', '30']",,False,115.678,L 224,"LINESTRING (7.7683899 50.057625, 7.7685214 50.0572148, 7.7685605 50.0570747, 7.7686723 50.0568461, 7.7688145 50.0566246)",,
28687753,False,Oberstraße,secondary,30,4,True,109.77499999999999,,"LINESTRING (7.7683899 50.057625, 7.7682998 50.0579344, 7.768207 50.0582911, 7.7681423 50.058579, 7.7681387 50.0585988)",,
"[1064817512, 664612781, 24559799]",False,Bahnstraße,tertiary,,5,False,106.54799999999997,K 21,"LINESTRING (7.7688145 50.0566246, 7.7689755 50.0566299, 7.769359 50.0566564, 7.7694173 50.0566654, 7.7694582 50.0566725, 7.7695159 50.0566856, 7.769553 50.056694, 7.7696257 50.0567129, 7.7697719 50.0567598, 7.7699084 50.0568365, 7.7700144 50.0569193, 7.7700848 50.0569546, 7.770147 50.0569616)",,
"[25533948, 819884446]",False,Mainzer Straße,secondary,"['50', '30']",,True,115.678,L 224,"LINESTRING (7.7688145 50.0566246, 7.7686723 50.0568461, 7.7685605 50.0570747, 7.7685214 50.0572148, 7.7683899 50.057625)",,
"[1064817512, 664612781, 24559799]",False,Bahnstraße,tertiary,,5,True,106.548,K 21,"LINESTRING (7.770147 50.0569616, 7.7700848 50.0569546, 7.7700144 50.0569193, 7.7699084 50.0568365, 7.7697719 50.0567598, 7.7696257 50.0567129, 7.769553 50.056694, 7.7695159 50.0566856, 7.7694582 50.0566725, 7.7694173 50.0566654, 7.769359 50.0566564, 7.7689755 50.0566299, 7.7688145 50.0566246)",,
1022093401,False,,primary,50,,True,95.85300000000001,B 9,"LINESTRING (7.770147 50.0569616, 7.7700207 50.0572926, 7.7698782 50.0577258, 7.7698502 50.0578022)",2,
28676617,False,Blücherstraße,residential,,5,True,22.105,,"LINESTRING (7.7673828 50.0600008, 7.767227 50.0601726)",,
28515110,False,Blücherstraße,secondary,,,False,48.086,L 224,"LINESTRING (7.7673828 50.0600008, 7.7675289 50.059985, 7.7675642 50.0599813, 7.7677791 50.0599648, 7.7680059 50.0599508, 7.7680508 50.0599464)",,
28515110,False,Blücherstraße,secondary,,,True,50.455,L 224,"LINESTRING (7.7673828 50.0600008, 7.7672951 50.0599973, 7.7666893 50.0599159)",,
28207918,False,Auf der Münze,residential,30,3,True,54.522,,"LINESTRING (7.7681484 50.0607942, 7.7689116 50.0607752)",,
28676616,False,Oberstraße,tertiary,30,,False,59.45700000000001,K 21,"LINESTRING (7.7681484 50.0607942, 7.7681427 50.0605913, 7.768067 50.0602631)",,
28676617,False,Blücherstraße,residential,,5,False,22.105,,"LINESTRING (7.767227 50.0601726, 7.7673828 50.0600008)",,
"[26494812, 1192914318]",True,Rosenstraße,residential,,2.5,False,96.947,,"LINESTRING (7.767227 50.0601726, 7.7676017 50.0605213, 7.767719 50.0606082, 7.7677871 50.0606408, 7.7679365 50.0607154, 7.7681484 50.0607942)",,
26494812,True,Rosenstraße,residential,,2.5,False,48.682,,"LINESTRING (7.7666893 50.0599159, 7.7667807 50.0600014, 7.766798 50.0600074, 7.7669129 50.060047, 7.7670072 50.0600795, 7.767227 50.0601726)",,
28515110,False,Blücherstraße,secondary,,,False,50.455,L 224,"LINESTRING (7.7666893 50.0599159, 7.7672951 50.0599973, 7.7673828 50.0600008)",,
28515103,True,Marktstraße,residential,30,,False,50.249,,"LINESTRING (7.7687682 50.0598034, 7.7680656 50.0598309)",,
28248458,False,Langstraße,residential,30,3,False,55.535000000000004,,"LINESTRING (7.7687682 50.0598034, 7.768771 50.0598261, 7.7688064 50.0602932, 7.768807 50.0603022)",,
28248458,False,Langstraße,residential,30,3,True,59.114000000000004,,"LINESTRING (7.7687682 50.0598034, 7.768784 50.0594752, 7.7688138 50.0593064, 7.7688175 50.0592731)",,
"[28515104, 819884443, 137533630, 28515103]",True,Marktstraße,residential,30,3.4,False,51.466,,"LINESTRING (7.7694884 50.059794, 7.7693879 50.0597965, 7.7693083 50.0597951, 7.769262 50.0597954, 7.7690443 50.0597945, 7.7688891 50.0597955, 7.7688074 50.0598005, 7.7687682 50.0598034)",,building_passage
1022093401,False,,primary,50,,False,119.947,B 9,"LINESTRING (7.7694884 50.059794, 7.7695556 50.0588639, 7.7695894 50.0587179)",2,
1022093401,False,,primary,50,,True,107.846,B 9,"LINESTRING (7.7694884 50.059794, 7.7694755 50.0600532, 7.7694487 50.0605655, 7.7694328 50.0607632)",2,
26494817,False,Bauerstraße,residential,30,3,False,52.051,,"LINESTRING (7.7680886 50.0592609, 7.7688175 50.0592731)",,
"[159342616, 28687752]",False,Oberstraße,secondary,30,"['2.5', '4']",False,73.819,,"LINESTRING (7.7680886 50.0592609, 7.768091 50.0589321, 7.7680952 50.0588571, 7.7681007 50.0587794, 7.7681387 50.0585988)",,
"[159342616, 4963333]",False,Oberstraße,secondary,30,4,True,63.498999999999995,,"LINESTRING (7.7680886 50.0592609, 7.7680648 50.0595488, 7.7680542 50.059685, 7.7680658 50.0597423, 7.7680656 50.0598309)",,
"[28687752, 159342616]",False,Oberstraße,secondary,30,"['2.5', '4']",True,73.81899999999999,,"LINESTRING (7.7681387 50.0585988, 7.7681007 50.0587794, 7.7680952 50.0588571, 7.768091 50.0589321, 7.7680886 50.0592609)",,
28687753,False,Oberstraße,secondary,30,4,False,109.775,,"LINESTRING (7.7681387 50.0585988, 7.7681423 50.058579, 7.768207 50.0582911, 7.7682998 50.0579344, 7.7683899 50.057625)",,
28515100,True,Kranenstraße,residential,30,3,False,53.152,,"LINESTRING (7.7688786 50.0586522, 7.7681387 50.0585988)",,
28248458,False,Langstraße,residential,30,3,False,69.179,,"LINESTRING (7.7688786 50.0586522, 7.7688497 50.0589464, 7.7688175 50.0592731)",,
28248458,False,Langstraße,residential,30,3,True,73.189,,"LINESTRING (7.7688786 50.0586522, 7.7688941 50.0585569, 7.7690069 50.0579992)",,
