osmid,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,width,junction,access
"[638451383, 24927602, 32112310, 638451382, 22330814]",unclassified,20,False,False,443.6409999999999,yes,"LINESTRING (6.5746991 50.9941927, 6.5748043 50.9941701, 6.5748895 50.9941526, 6.5754396 50.9940398, 6.5754889 50.9941481, 6.5755542 50.9942783, 6.5756284 50.9944262, 6.5756919 50.9945529, 6.5757245 50.9946177, 6.5757762 50.9946708, 6.5758339 50.9946941, 6.5758901 50.9946941, 6.5759487 50.9946824, 6.5763818 50.9945218, 6.5766828 50.9944048, 6.5767761 50.994288, 6.5768876 50.9940754, 6.5769887 50.9939515, 6.577124 50.993822, 6.5771968 50.9937723, 6.5773356 50.9937134, 6.5775775 50.9936642, 6.5777814 50.9936082, 6.5779529 50.9935231, 6.5780994 50.9933935, 6.5782983 50.9931689, 6.578401 50.9930506, 6.5786001 50.9928099, 6.5786673 50.9927261)",,,,
"[32107947, 316116053, 32107878]",residential,30,False,"[False, True]",89.922,yes,"LINESTRING (6.5746991 50.9941927, 6.5746617 50.9941207, 6.5746466 50.9940917, 6.5745787 50.9939609, 6.5744533 50.9936791, 6.5743226 50.9934543, 6.5743039 50.9934237)","['Lindenstraße', 'Christophorusbrücke']",6,,
"[32107880, 316116053]",residential,30,False,True,113.545,,"LINESTRING (6.5746991 50.9941927, 6.5747377 50.9942774, 6.5747536 50.9943066, 6.5748268 50.9944492, 6.5750705 50.994846, 6.5752381 50.9951554)","['Lindenstraße', 'Graf-Salm-Straße']",6,,
27247711,residential,,False,False,88.313,,"LINESTRING (6.5706673 50.9971317, 6.570756 50.9971787, 6.5708401 50.9972246, 6.5710718 50.9973511, 6.5716217 50.9976513)",Wiesenstraße,7,,
27247726,residential,,False,False,90.42200000000001,,"LINESTRING (6.5706673 50.9971317, 6.5707843 50.9969968, 6.5708539 50.9968926, 6.5709003 50.9968196, 6.5708937 50.9967619, 6.5708705 50.9966917, 6.5708904 50.9965936, 6.5709169 50.9965304, 6.5709068 50.9964322, 6.5708915 50.9963572)",Matthias-Lammet-Straße,,,
32088524,residential,,False,False,88.314,,"LINESTRING (6.581232 50.9996288, 6.5799701 50.9996399)",Weiherstraße,5,,
32088524,residential,,False,True,22.727,,"LINESTRING (6.581232 50.9996288, 6.5813035 50.9995485, 6.5814364 50.9994735)",Weiherstraße,5,,
32088522,living_street,,False,False,252.056,,"LINESTRING (6.5817157 50.9997602, 6.5820462 50.9996486, 6.5827862 50.9997498, 6.5828552 50.9997209, 6.5828969 50.9995843, 6.5829 50.9995612, 6.5829034 50.9995361, 6.5829438 50.9993398, 6.5829122 50.9993016, 6.5823118 50.9991438, 6.5821707 50.9991695, 6.5813253 50.9989605)",Vetschauer Straße,5,,
365885379,residential,,False,False,37.397,,"LINESTRING (6.5817157 50.9997602, 6.5816595 50.9996997, 6.5814364 50.9994735)",Friedhofstraße,6,,
32088531,residential,,False,False,232.12599999999998,,"LINESTRING (6.5814367 50.9982847, 6.5816398 50.998328, 6.5820813 50.9984631, 6.582833 50.9986917, 6.5834489 50.9988795, 6.5835361 50.9989394, 6.5835519 50.9989898, 6.5835512 50.9991289, 6.5834489 50.9994192, 6.5834024 50.999534)",Am Sandberg,5,,
32088535,residential,,False,False,82.18900000000001,,"LINESTRING (6.5814367 50.9982847, 6.5815829 50.9978717, 6.5816354 50.9977234, 6.5816774 50.9976057, 6.5816575 50.9975641)",Friedhofstraße,6,,
32088535,residential,,False,True,75.744,,"LINESTRING (6.5814367 50.9982847, 6.5813634 50.9985153, 6.5813408 50.9987, 6.5813272 50.998842, 6.5813253 50.9989605)",Friedhofstraße,6,,
32088522,living_street,,False,True,252.05599999999998,,"LINESTRING (6.5813253 50.9989605, 6.5821707 50.9991695, 6.5823118 50.9991438, 6.5829122 50.9993016, 6.5829438 50.9993398, 6.5829034 50.9995361, 6.5829 50.9995612, 6.5828969 50.9995843, 6.5828552 50.9997209, 6.5827862 50.9997498, 6.5820462 50.9996486, 6.5817157 50.9997602)",Vetschauer Straße,5,,
32088535,residential,,False,False,75.744,,"LINESTRING (6.5813253 50.9989605, 6.5813272 50.998842, 6.5813408 50.9987, 6.5813634 50.9985153, 6.5814367 50.9982847)",Friedhofstraße,6,,
32088535,residential,,False,True,58.611000000000004,,"LINESTRING (6.5813253 50.9989605, 6.5813183 50.9992457, 6.5813347 50.9993236, 6.5813622 50.9993757, 6.5814364 50.9994735)",Friedhofstraße,6,,
32088524,residential,,False,False,22.727,,"LINESTRING (6.5814364 50.9994735, 6.5813035 50.9995485, 6.581232 50.9996288)",Weiherstraße,5,,
32088535,residential,,False,False,58.611,,"LINESTRING (6.5814364 50.9994735, 6.5813622 50.9993757, 6.5813347 50.9993236, 6.5813183 50.9992457, 6.5813253 50.9989605)",Friedhofstraße,6,,
365885379,residential,,False,True,37.397,,"LINESTRING (6.5814364 50.9994735, 6.5816595 50.9996997, 6.5817157 50.9997602)",Friedhofstraße,6,,
32088531,residential,,False,True,232.12599999999998,,"LINESTRING (6.5834024 50.999534, 6.5834489 50.9994192, 6.5835512 50.9991289, 6.5835519 50.9989898, 6.5835361 50.9989394, 6.5834489 50.9988795, 6.582833 50.9986917, 6.5820813 50.9984631, 6.5816398 50.998328, 6.5814367 50.9982847)",Am Sandberg,5,,
1032940692,residential,,False,False,19.886,,"LINESTRING (6.5833048 50.9978749, 6.5834832 50.9977357)",Johannesstraße,5,,
1032940693,residential,,False,False,121.31700000000001,,"LINESTRING (6.5833048 50.9978749, 6.5829862 50.9977772, 6.5825627 50.9976775, 6.5817344 50.9975585, 6.5816575 50.9975641)",Kölner Straße,6,,
32088540,residential,,False,True,87.55200000000002,,"LINESTRING (6.5804546 50.9973844, 6.5807002 50.9973907, 6.5811792 50.9974652, 6.5812087 50.9974698, 6.5812582 50.9974775, 6.581302 50.9974843, 6.5813483 50.9974915, 6.5816006 50.9975307, 6.5816575 50.9975641)",Kölner Straße,6,,
41958859,residential,,False,False,46.243,,"LINESTRING (6.5804546 50.9973844, 6.5802933 50.9974013, 6.5801221 50.9974056, 6.5800921 50.9974063, 6.5798843 50.9974021, 6.5798008 50.9974196)",Kölner Straße,6,,
80677803,living_street,,False,True,125.945,,"LINESTRING (6.5804546 50.9973844, 6.5804597 50.9972776, 6.5805255 50.9968962, 6.580563 50.9966969, 6.5806356 50.9962578)",Bergheimer Straße,5,,
32107816,residential,,True,False,20.526,,"LINESTRING (6.5798008 50.9974196, 6.5797904 50.9974496, 6.5797642 50.9974756, 6.5797254 50.9974943, 6.5796787 50.9975035, 6.5796299 50.9975019, 6.5795849 50.9974898)",,,roundabout,
41958859,residential,,False,True,46.242999999999995,,"LINESTRING (6.5798008 50.9974196, 6.5798843 50.9974021, 6.5800921 50.9974063, 6.5801221 50.9974056, 6.5802933 50.9974013, 6.5804546 50.9973844)",Kölner Straße,6,,
1032940692,residential,,False,True,19.886,,"LINESTRING (6.5834832 50.9977357, 6.5833048 50.9978749)",Johannesstraße,5,,
32090533,living_street,,False,True,56.817,,"LINESTRING (6.5822264 50.9943361, 6.5822728 50.99423, 6.5827457 50.9939614)",Bergheimer Straße,5,,
32090546,living_street,,False,False,165.845,,"LINESTRING (6.5822264 50.9943361, 6.5820514 50.9944117, 6.581694 50.9947253, 6.5807946 50.9955154)",Bergheimer Straße,5,,
365728057,residential,,False,True,88.95400000000001,,"LINESTRING (6.5822264 50.9943361, 6.5823309 50.9943627, 6.5827478 50.9943971, 6.5834799 50.9944549)",Am Tripskreuz,5,,
32090533,living_street,,False,False,56.817,,"LINESTRING (6.5827457 50.9939614, 6.5822728 50.99423, 6.5822264 50.9943361)",Bergheimer Straße,5,,
32090544,living_street,,False,False,130.37,,"LINESTRING (6.5826343 50.9956997, 6.5807946 50.9955154)",Schloßallee,4,,
32090544,living_street,,False,True,130.37,,"LINESTRING (6.5807946 50.9955154, 6.5826343 50.9956997)",Schloßallee,4,,
1032940702,living_street,,False,False,83.298,,"LINESTRING (6.5807946 50.9955154, 6.5806356 50.9962578)",Bergheimer Straße,5,,
