osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,bridge
4077945,Reinerzauer Steige,residential,30,False,True,274.95,"LINESTRING (8.3990874 48.3455641, 8.3992879 48.3455663, 8.4004673 48.345813, 8.4014293 48.3459936, 8.4017727 48.346046, 8.4020579 48.3460567, 8.402364 48.3460456, 8.4026695 48.3459476)",,,,
4077947,Reinerzauer Steige,residential,50,False,False,28.285,"LINESTRING (8.3980367 48.3464435, 8.3978729 48.3466734)",,,,
"[366537041, 4077946]",Reinerzauer Steige,residential,30,True,False,251.89000000000001,"LINESTRING (8.3980367 48.3464435, 8.3979809 48.3463726, 8.397892 48.3463101, 8.3977683 48.346306, 8.3975721 48.3463752, 8.397444 48.3464268, 8.3973144 48.3464471, 8.3972433 48.3464308, 8.397186 48.3463762, 8.3971909 48.346301, 8.3973332 48.3461907, 8.3974033 48.3461664, 8.3976058 48.3460962, 8.3977943 48.3459735, 8.3980562 48.3458283, 8.3983023 48.3457372, 8.3988675 48.3455986, 8.3990874 48.3455641)",,,,
25165540,Otto-Müller-Straße,residential,50,False,False,19.517,"LINESTRING (8.3980367 48.3464435, 8.398096 48.34639, 8.3982291 48.3463262)",,,,
31521436,Ludwig-Trick-Straße,residential,,False,True,29.129,"LINESTRING (8.3967753 48.3477163, 8.3970375 48.3479119)",,,,
4077947,Reinerzauer Steige,residential,50,False,True,143.533,"LINESTRING (8.3967753 48.3477163, 8.397065 48.3475688, 8.3972542 48.3474215, 8.3975639 48.3470056, 8.3978729 48.3466734)",,,,
26554511,Schießhausstraße,residential,,False,True,54.956,"LINESTRING (8.3985195 48.342446, 8.3983603 48.342529, 8.3979875 48.3427898)",,,,
792978569,Hauptstraße,primary,50,False,False,91.33,"LINESTRING (8.3985195 48.342446, 8.3987602 48.3426741, 8.3993098 48.3430755)",2,B 294;B 462,,
"[184169306, 5944980]",Bahnhofstraße,residential,30,True,False,236.73800000000006,"LINESTRING (8.4001733 48.3439984, 8.4000398 48.3440522, 8.3999461 48.3440643, 8.3997968 48.3440522, 8.399531 48.3440307, 8.3994185 48.3440224, 8.3992818 48.3440132, 8.3990135 48.3439958, 8.3989261 48.3439678, 8.3987912 48.343898, 8.3986856 48.3438229, 8.3986301 48.3437851, 8.3983063 48.343565, 8.3981967 48.3435014, 8.3976072 48.3431199, 8.3975807 48.3430699)",,,,
184170283,Hauptstraße,primary,50,False,False,43.561,"LINESTRING (8.4001733 48.3439984, 8.4002508 48.3440788, 8.4003641 48.3441644, 8.4005453 48.3443012)",2,B 294;B 462,,
