osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width
49831080,False,2,St 2205,Coburger Straße,secondary,50,True,66.737,"LINESTRING (10.7807601 50.3410228, 10.7816846 50.3411327)",,
27254409,True,,,Ernststraße,residential,,False,96.884,"LINESTRING (10.7807601 50.3410228, 10.7808155 50.3408011, 10.7808229 50.340646, 10.780814 50.3404946, 10.7808005 50.3403062, 10.7807908 50.3401548)",,
281398909,False,,St 2205,Coburger Straße,secondary,30,False,12.303,"LINESTRING (10.7807601 50.3410228, 10.7806884 50.3410209, 10.7805869 50.341018)",,
45522777,False,,St 2205,Markt,secondary,30,False,9.975,"LINESTRING (10.7789209 50.3413394, 10.7787804 50.3413419)",,
34176607,False,,St 2205,Coburger Straße,secondary,30,True,23.231,"LINESTRING (10.7789209 50.3413394, 10.7789919 50.3413355, 10.7790918 50.3413178, 10.7792321 50.3412798)",,
45522780,False,,,Kirchgasse,living_street,,False,77.98100000000001,"LINESTRING (10.7789209 50.3413394, 10.7790633 50.3414872, 10.7793598 50.3418709, 10.7793883 50.3419692)",,
27290722,False,,,Eisfelder Straße,residential,,False,91.657,"LINESTRING (10.7734763 50.3419204, 10.7731167 50.3411287)",,
856076688,False,,St 2205,Hildburghäuser Straße,secondary,50,True,101.12,"LINESTRING (10.7734763 50.3419204, 10.7748689 50.3417278)",,
75315309,False,2,CO 4,Heldburger Straße,tertiary,50,False,90.775,"LINESTRING (10.7775925 50.3388978, 10.7775273 50.3380825)",,
27290727,False,,,Gerbergasse,residential,,True,43.628,"LINESTRING (10.7775925 50.3388978, 10.7772065 50.3389579, 10.777014 50.3390224)",,
75315309,False,2,CO 4,Heldburger Straße,tertiary,50,True,73.811,"LINESTRING (10.7775925 50.3388978, 10.7776459 50.3394038, 10.7776729 50.3395595)",,
49831080,False,2,St 2205,Coburger Straße,secondary,50,False,66.737,"LINESTRING (10.7816846 50.3411327, 10.7807601 50.3410228)",,
"[24638426, 314673522]",False,2,CO 4,Heldritter Straße,tertiary,30,False,109.969,"LINESTRING (10.7816846 50.3411327, 10.7816921 50.3412336, 10.7816713 50.3413478, 10.7816392 50.341461, 10.7816114 50.3415368, 10.7815191 50.3417113, 10.7812588 50.3420707)",,
