osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,bridge,access
28069832,Obere Sandstraße,residential,30,False,False,247.631,"LINESTRING (11.0676524 50.1432998, 11.0689782 50.1436429, 11.0695903 50.1438014, 11.0702445 50.1440036, 11.0708345 50.1441913)",,,,
28069832,Obere Sandstraße,residential,30,False,True,247.63099999999997,"LINESTRING (11.0708345 50.1441913, 11.0702445 50.1440036, 11.0695903 50.1438014, 11.0689782 50.1436429, 11.0676524 50.1432998)",,,,
376784072,Friedhofstraße,residential,30,False,False,58.143,"LINESTRING (11.0708345 50.1441913, 11.070645 50.1444177, 11.0704971 50.144587, 11.0704587 50.1446274, 11.0704358 50.1446472)",,,,
376784072,Friedhofstraße,residential,30,False,True,58.143,"LINESTRING (11.0704358 50.1446472, 11.0704587 50.1446274, 11.0704971 50.144587, 11.070645 50.1444177, 11.0708345 50.1441913)",,,,
376784073,Friedhofstraße,residential,30,False,False,91.934,"LINESTRING (11.0704358 50.1446472, 11.070289 50.1447535, 11.0701903 50.1448142, 11.0698627 50.1450158, 11.0694979 50.1452134)",,,,
202951922,Untere Burgbergstraße,unclassified,50,False,False,8.981,"LINESTRING (11.0668953 50.142336, 11.0669489 50.1424091)",,,,
28069846,Emil-Wilhelm-Straße,residential,50,False,False,100.161,"LINESTRING (11.0668953 50.142336, 11.0666979 50.1423671, 11.0663412 50.1423503, 11.0655422 50.1421749)",,,,
202951922,Untere Burgbergstraße,unclassified,50,False,True,48.449,"LINESTRING (11.0668953 50.142336, 11.0666223 50.1420629, 11.0665458 50.1419629)",,,,
28069846,Emil-Wilhelm-Straße,residential,50,False,True,100.161,"LINESTRING (11.0655422 50.1421749, 11.0663412 50.1423503, 11.0666979 50.1423671, 11.0668953 50.142336)",,,,
28069847,Kirchenrat-Friedrich-Straße,residential,,False,True,115.89699999999999,"LINESTRING (11.0698288 50.1463705, 11.0693586 50.146248, 11.0683971 50.1458813)",,,,
28069848,Ottostraße,residential,,False,False,116.301,"LINESTRING (11.068639 50.145559, 11.0701303 50.145984)",,,,
171766673,Friedhofstraße,residential,50,False,False,23.554,"LINESTRING (11.068639 50.145559, 11.0683363 50.1456441)",,,,
171766673,Friedhofstraße,residential,50,False,True,72.30600000000001,"LINESTRING (11.068639 50.145559, 11.0690968 50.1453873, 11.0694979 50.1452134)",,,,
28069848,Ottostraße,residential,,False,True,116.301,"LINESTRING (11.0701303 50.145984, 11.068639 50.145559)",,,,
"[373627999, 319835453, 373627998, 171659607]",Kronacher Straße,tertiary,50,False,False,114.189,"LINESTRING (11.0702689 50.147841, 11.0693958 50.1476707, 11.0692253 50.1476379, 11.0690277 50.147593, 11.0687496 50.1475172)",2,,,
628565844,Kirchgasse,residential,30,False,True,40.288,"LINESTRING (11.0638072 50.1474966, 11.0642961 50.1473146)",,,,
28069861,Kirchgasse,residential,30,False,False,53.098,"LINESTRING (11.0638072 50.1474966, 11.063765 50.1475252, 11.0632956 50.1478438)",,,,
"[628565842, 628565843, 28069860]",Hirtenstraße,residential,30,True,False,91.71600000000001,"LINESTRING (11.0638072 50.1474966, 11.0634845 50.14727, 11.0632983 50.1471435, 11.0629042 50.1469097)",,,,
28069861,Kirchgasse,residential,30,False,False,10.888000000000002,"LINESTRING (11.0632956 50.1478438, 11.063254 50.1478918, 11.0632214 50.1479294)",,,,
28069861,Kirchgasse,residential,30,False,True,53.098,"LINESTRING (11.0632956 50.1478438, 11.063765 50.1475252, 11.0638072 50.1474966)",,,,
"[27252344, 30670092]",,residential,,False,False,97.53399999999999,"LINESTRING (11.0632956 50.1478438, 11.0635485 50.1479293, 11.0636139 50.1479344, 11.0636816 50.1479266, 11.06404 50.1478176, 11.064274 50.1477465, 11.0645223 50.1476474)",,,,
23240500,Lange Straße,residential,30,False,False,335.724,"LINESTRING (11.0621468 50.1414301, 11.0618921 50.1414984, 11.0616115 50.1415971, 11.0609827 50.1418595, 11.0591243 50.1427804, 11.0585171 50.1431373, 11.05843 50.1431912, 11.0583737 50.1432183)",,,,
"[23240500, 502427006]",Lange Straße,residential,"['50', '30']",False,True,254.114,"LINESTRING (11.0621468 50.1414301, 11.0627143 50.1413178, 11.0630675 50.1412718, 11.0635231 50.1412521, 11.0639804 50.1412535, 11.0644811 50.1412615, 11.0646518 50.1412809, 11.064667 50.1412826, 11.0649061 50.1413329, 11.0651985 50.1414115, 11.0652913 50.1414474, 11.0653728 50.141479, 11.065556 50.1415738)",,,,
552989559,Obere Brunnengasse,residential,30,False,False,97.423,"LINESTRING (11.0621468 50.1414301, 11.0622093 50.1415385, 11.0622284 50.1416935, 11.0624703 50.1422784)",,,,
1230964605,Bäckergasse,residential,,False,False,11.456,"LINESTRING (11.0628574 50.1486256, 11.0627079 50.1485877)",,,,
4899524,Bäckergasse,residential,,False,True,265.82599999999996,"LINESTRING (11.0628574 50.1486256, 11.0630609 50.1486346, 11.0637208 50.1485744, 11.0642072 50.1485936, 11.0643403 50.1486237, 11.0656639 50.1489789, 11.0659469 50.1490741, 11.066302 50.1492783)",,,,
39597181,Schneidmühlweg,residential,,False,False,107.964,"LINESTRING (11.0628574 50.1486256, 11.0628161 50.1488841, 11.0627904 50.1490553, 11.0627511 50.1492458, 11.0626249 50.1495207, 11.0625951 50.149578)",,,,
4899530,Coburger Straße,residential,30,False,False,24.408,"LINESTRING (11.0618902 50.1482045, 11.0617758 50.1484114)",,,,
"[376784070, 376784071, 4899530, 46346097, 231620472, 13044763]",Coburger Straße,residential,30,False,True,163.20199999999997,"LINESTRING (11.0618902 50.1482045, 11.0620071 50.1480707, 11.0620704 50.1479982, 11.0624749 50.1476197, 11.0625285 50.1475738, 11.062575 50.1475142, 11.0626165 50.1474692, 11.0626916 50.1473524, 11.0627264 50.1472714, 11.0627638 50.1471384, 11.0627781 50.1470607, 11.062827 50.1469796, 11.0629042 50.1469097)",1,yes,,
"[29184531, 29184532, 442929823]","['Mühlgasse', 'Schneidmühlweg']",residential,,False,False,114.35400000000001,"LINESTRING (11.0618902 50.1482045, 11.0619597 50.1482067, 11.062078 50.1481364, 11.0621665 50.1481106, 11.0622332 50.1481116, 11.0628661 50.1482592, 11.0627079 50.1485877)",,,,
1230964605,Bäckergasse,residential,,False,True,11.456,"LINESTRING (11.0627079 50.1485877, 11.0628574 50.1486256)",,,,
1230964606,Bäckergasse,residential,,False,False,18.706,"LINESTRING (11.0627079 50.1485877, 11.0624589 50.1485344)",,,,
"[29184531, 29184532, 442929823]","['Mühlgasse', 'Schneidmühlweg']",residential,,False,True,114.35399999999998,"LINESTRING (11.0627079 50.1485877, 11.0628661 50.1482592, 11.0622332 50.1481116, 11.0621665 50.1481106, 11.062078 50.1481364, 11.0619597 50.1482067, 11.0618902 50.1482045)",,,,
171663414,Coburger Straße,residential,30,False,True,8.144,"LINESTRING (11.0614052 50.149324, 11.0614714 50.1492643)",2,,,
"[376674704, 50717668, 50717670]",Coburger Straße,residential,30,False,False,43.032,"LINESTRING (11.0614052 50.149324, 11.0613385 50.149375, 11.0612424 50.1494483, 11.0610671 50.1495931, 11.0610303 50.1496272)",2,,yes,
50717668,Coburger Straße,residential,30,False,False,23.617,"LINESTRING (11.0610303 50.1496272, 11.0608253 50.1497941)",2,,,
"[376674704, 50717668, 50717670]",Coburger Straße,residential,30,False,True,43.032,"LINESTRING (11.0610303 50.1496272, 11.0610671 50.1495931, 11.0612424 50.1494483, 11.0613385 50.149375, 11.0614052 50.149324)",2,,yes,
28069861,Kirchgasse,residential,30,False,True,10.888000000000002,"LINESTRING (11.0632214 50.1479294, 11.063254 50.1478918, 11.0632956 50.1478438)",,,,
"[316623639, 238086711]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,False,62.508,"LINESTRING (11.0632214 50.1479294, 11.0634211 50.1479862, 11.0636685 50.1480546, 11.0638213 50.1480865, 11.0640444 50.1481185)","['2', '3']",,,
"[316623640, 8877523, 238086711]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,True,208.36200000000002,"LINESTRING (11.0632214 50.1479294, 11.0630296 50.1478618, 11.0623547 50.1476297, 11.0619192 50.1474804, 11.0617465 50.1474023, 11.0615972 50.1473172, 11.0615012 50.1472252, 11.0614778 50.1471226, 11.0614828 50.1470511, 11.0614842 50.1470418, 11.0614978 50.1469523, 11.0615005 50.1469341, 11.0615366 50.146822, 11.0615448 50.1467572, 11.0615089 50.1466808)",2,,,
628565845,Kirchgasse,residential,30,False,False,57.991,"LINESTRING (11.0650448 50.1471135, 11.0647438 50.147214, 11.0642961 50.1473146)",,,,
8877525,Marktplatz,residential,50,False,True,37.218,"LINESTRING (11.0661936 50.1467516, 11.0664454 50.1468362, 11.0666562 50.146907)",,,,
30670094,Mauergasse,residential,30,True,False,159.089,"LINESTRING (11.0661936 50.1467516, 11.0658531 50.1471131, 11.0657869 50.1471548, 11.0656802 50.1472016, 11.065109 50.1474387, 11.0645223 50.1476474)",,,,destination
"[235038691, 376784068, 376784075, 376784084, 376784085, 8877526, 8877527, 319835454]","['Coburger Straße', 'Marktplatz']",residential,30,False,False,206.11800000000002,"LINESTRING (11.0661936 50.1467516, 11.0659802 50.1466818, 11.0657568 50.1466061, 11.0655319 50.1465324, 11.0653271 50.1464653, 11.065221 50.146438, 11.0648935 50.1463633, 11.0647652 50.1463368, 11.0645108 50.1463007, 11.0642664 50.1463023, 11.0641148 50.146308, 11.0640068 50.1463214, 11.0637542 50.1463985, 11.0635446 50.1465119)",,,,
30670096,Pabstenweg,residential,,False,False,89.184,"LINESTRING (11.0665424 50.1470038, 11.0660338 50.1473511, 11.0659531 50.1474172, 11.0659184 50.1474822, 11.0659128 50.1475418, 11.0659247 50.1475852, 11.0659751 50.1476466)",,,,
32785221,Stadtknechtsgasse,residential,,False,True,106.555,"LINESTRING (11.0631131 50.1456438, 11.0631259 50.1456306, 11.0634445 50.1452997, 11.0635273 50.1452492, 11.0635953 50.1452149, 11.0636997 50.1451958, 11.0637744 50.1451912, 11.0638707 50.1451958, 11.0642338 50.1452745)",,,,
32785221,Stadtknechtsgasse,residential,,False,False,106.55499999999999,"LINESTRING (11.0642338 50.1452745, 11.0638707 50.1451958, 11.0637744 50.1451912, 11.0636997 50.1451958, 11.0635953 50.1452149, 11.0635273 50.1452492, 11.0634445 50.1452997, 11.0631259 50.1456306, 11.0631131 50.1456438)",,,,
32785221,Stadtknechtsgasse,residential,,False,True,54.986999999999995,"LINESTRING (11.0642338 50.1452745, 11.0646782 50.1454358, 11.064897 50.1455269)",,,,
32785222,Am Kastenboden,residential,,False,True,91.03399999999999,"LINESTRING (11.0642338 50.1452745, 11.0642054 50.1453578, 11.0641863 50.1454318, 11.0641929 50.1455122, 11.0642205 50.145557, 11.064291 50.1456055, 11.0643806 50.1456404, 11.0644962 50.1456717, 11.0645811 50.1456744, 11.0646556 50.1456671, 11.064734 50.1456453, 11.0648117 50.1455975, 11.064897 50.1455269)",,,,
32785221,Stadtknechtsgasse,residential,,False,False,54.986999999999995,"LINESTRING (11.064897 50.1455269, 11.0646782 50.1454358, 11.0642338 50.1452745)",,,,
32785222,Am Kastenboden,residential,,False,False,91.03399999999999,"LINESTRING (11.064897 50.1455269, 11.0648117 50.1455975, 11.064734 50.1456453, 11.0646556 50.1456671, 11.0645811 50.1456744, 11.0644962 50.1456717, 11.0643806 50.1456404, 11.064291 50.1456055, 11.0642205 50.145557, 11.0641929 50.1455122, 11.0641863 50.1454318, 11.0642054 50.1453578, 11.0642338 50.1452745)",,,,
32785221,Stadtknechtsgasse,residential,,False,True,87.62599999999999,"LINESTRING (11.064897 50.1455269, 11.0649881 50.1455656, 11.0653542 50.1456856, 11.0656548 50.145753, 11.0657322 50.1457558, 11.0657917 50.1457466, 11.0658404 50.1457267, 11.0659749 50.1456369)",,,,
32785221,Stadtknechtsgasse,residential,,False,False,87.62599999999999,"LINESTRING (11.0659749 50.1456369, 11.0658404 50.1457267, 11.0657917 50.1457466, 11.0657322 50.1457558, 11.0656548 50.145753, 11.0653542 50.1456856, 11.0649881 50.1455656, 11.064897 50.1455269)",,,,
"[319890489, 659482158, 376784079]",Langheimer Straße,unclassified,50,False,False,102.14299999999997,"LINESTRING (11.0659749 50.1456369, 11.066445 50.1459023, 11.0664744 50.1459179, 11.0665837 50.145976, 11.0667436 50.1460696, 11.0667919 50.1461161, 11.0668472 50.1461704, 11.0668857 50.1462301, 11.0669134 50.1463056)",2,,,
"[319890489, 552989563, 552989564]",Langheimer Straße,unclassified,50,False,True,163.742,"LINESTRING (11.0659749 50.1456369, 11.0658364 50.1455522, 11.065788 50.1455157, 11.0657313 50.1454611, 11.0656933 50.1454065, 11.0656636 50.1453466, 11.0656306 50.145245, 11.0656226 50.1451649, 11.065635 50.1450615, 11.0656557 50.1449685, 11.0656809 50.1449008, 11.0657133 50.1448329, 11.0657499 50.1447667, 11.0660639 50.1444102, 11.066132 50.1443072)",2,,,
999342704,Ringgasse,living_street,,False,False,60.273999999999994,"LINESTRING (11.0618294 50.1453632, 11.06158 50.1455654, 11.0614872 50.1456974, 11.0614413 50.1458338)",,,,
27252808,Ringgasse,living_street,,True,False,89.821,"LINESTRING (11.0614413 50.1458338, 11.0614282 50.1459002, 11.0614204 50.1459401, 11.0613833 50.146132, 11.0614616 50.1463201, 11.0615 50.1464241, 11.0616436 50.1466081)",,,,
51350538,Farbgasse,residential,,False,False,69.213,"LINESTRING (11.0614413 50.1458338, 11.0619397 50.1459151, 11.0623747 50.1460049)",,,,
999342704,Ringgasse,living_street,,False,True,60.274,"LINESTRING (11.0614413 50.1458338, 11.0614872 50.1456974, 11.06158 50.1455654, 11.0618294 50.1453632)",,,,
51350538,Farbgasse,residential,,False,False,42.324,"LINESTRING (11.0623747 50.1460049, 11.062756 50.1461005, 11.0629293 50.1461411)",,,,
51350538,Farbgasse,residential,,False,True,69.213,"LINESTRING (11.0623747 50.1460049, 11.0619397 50.1459151, 11.0614413 50.1458338)",,,,
51350539,Judengasse,living_street,,False,True,88.298,"LINESTRING (11.0623747 50.1460049, 11.0620732 50.1464226, 11.0618824 50.1465263, 11.0617573 50.1465707, 11.0616436 50.1466081)",,,,
51350539,Judengasse,living_street,,False,True,12.549,"LINESTRING (11.0616436 50.1466081, 11.0615089 50.1466808)",,,,
51350539,Judengasse,living_street,,False,False,88.298,"LINESTRING (11.0616436 50.1466081, 11.0617573 50.1465707, 11.0618824 50.1465263, 11.0620732 50.1464226, 11.0623747 50.1460049)",,,,
"[225560279, 25522958, 25522959]","['Pabstenweg', 'Gabelsbergerstraße']",residential,50,False,True,181.50199999999998,"LINESTRING (11.0677464 50.1486379, 11.0673816 50.1485829, 11.0668882 50.1485128, 11.0667594 50.1484798, 11.06665 50.1484124, 11.0665582 50.1483372, 11.0664421 50.1482313, 11.0663571 50.1481436, 11.0661629 50.1478907, 11.0659988 50.1476774, 11.0659751 50.1476466)",,,,
"[171659607, 319835453, 373627998, 373627999]",Kronacher Straße,tertiary,50,False,True,114.18900000000001,"LINESTRING (11.0687496 50.1475172, 11.0690277 50.147593, 11.0692253 50.1476379, 11.0693958 50.1476707, 11.0702689 50.147841)",2,,,
"[504431066, 697925493, 238061959]",Kronacher Straße,tertiary,50,False,False,96.571,"LINESTRING (11.0687496 50.1475172, 11.0683915 50.1474153, 11.0681478 50.1473451, 11.0679941 50.1473009, 11.067751 50.1472323, 11.0676296 50.1471999, 11.0675747 50.147192, 11.0675008 50.1471976)","['2', '3']",,,
"[659378267, 89364535]",Myconiusstraße,residential,50,True,False,143.98199999999997,"LINESTRING (11.0687496 50.1475172, 11.0685834 50.1477701, 11.0683123 50.1480723, 11.0677946 50.1485897, 11.0677464 50.1486379)",,,,
206490636,Bürgerweg,tertiary,50,False,False,21.395,"LINESTRING (11.0646406 50.1479914, 11.0646164 50.1480237, 11.0646082 50.1480391, 11.0645993 50.1480582, 11.0645778 50.1481175, 11.0645646 50.1481764)",3,,,
"[238061952, 238061953, 238061954, 225560285]",Bürgerweg,tertiary,50,False,True,104.184,"LINESTRING (11.0646406 50.1479914, 11.0647357 50.1479388, 11.0648538 50.1478978, 11.0651942 50.1478497, 11.0653653 50.1478321, 11.0655018 50.1478119, 11.0655978 50.1477877, 11.0656753 50.1477628, 11.0658703 50.1476866, 11.0659301 50.1476644, 11.0659751 50.1476466)",3,,,
198419358,,tertiary_link,50,True,False,44.835,"LINESTRING (11.0640444 50.1481185, 11.0641831 50.1480935, 11.0643776 50.1480431, 11.0644283 50.14803, 11.0646406 50.1479914)",,,,
"[206490634, 225560287]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,False,37.623,"LINESTRING (11.0640444 50.1481185, 11.0643477 50.1481534, 11.0644143 50.1481611, 11.0645646 50.1481764)",,,,
"[238086711, 316623639]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,True,62.507999999999996,"LINESTRING (11.0640444 50.1481185, 11.0638213 50.1480865, 11.0636685 50.1480546, 11.0634211 50.1479862, 11.0632214 50.1479294)","['2', '3']",,,
29184530,Wöhrdstraße,unclassified,50,False,True,69.128,"LINESTRING (11.0607146 50.1478009, 11.0608431 50.1479632, 11.0610177 50.1480958, 11.0611269 50.1482317, 11.0611695 50.1483417)",,,,
198419482,,residential,,False,True,163.18599999999998,"LINESTRING (11.0607146 50.1478009, 11.0605462 50.1477573, 11.06044 50.1477381, 11.0603249 50.1477427, 11.0601867 50.1477665, 11.0600996 50.1478028, 11.0599684 50.1479507, 11.0603633 50.1481327, 11.0605489 50.1482188, 11.0607497 50.148285, 11.0611695 50.1483417)",,,,
"[548057540, 28069823]","['Walter-Großmann-Allee', 'Burgberg']",residential,30,False,False,183.76999999999998,"LINESTRING (11.0622272 50.1446966, 11.0621768 50.1443745, 11.062127 50.1440565, 11.0621105 50.1439019, 11.0620801 50.1437904, 11.0619831 50.1436569, 11.0618783 50.1435386, 11.0617764 50.1434714, 11.0617013 50.1434401, 11.0616684 50.1434152, 11.0616537 50.1433853, 11.0616445 50.1433483, 11.0616566 50.1431431)",,,,
376784062,Am Stadtgraben,residential,50,False,False,28.932000000000002,"LINESTRING (11.0622272 50.1446966, 11.0620771 50.1446218, 11.0619829 50.1445871, 11.0618775 50.1445745)",2,,,
"[376784064, 28138354, 376784062, 376784063]",Am Stadtgraben,residential,50,False,True,335.761,"LINESTRING (11.0622272 50.1446966, 11.0623035 50.1447253, 11.06236 50.1447317, 11.0624457 50.1447171, 11.0627629 50.1446548, 11.0629378 50.14464, 11.0630951 50.1446477, 11.063122 50.144649, 11.0632951 50.1446706, 11.06358 50.1447061, 11.063685 50.1447126, 11.0637714 50.144718, 11.0639626 50.144712, 11.0641429 50.1446823, 11.0645429 50.1445742, 11.0646645 50.1445219, 11.0647971 50.1444369, 11.0653885 50.1439637, 11.0654774 50.1438995, 11.065576 50.1438443, 11.0656859 50.1437999, 11.0657669 50.1437679, 11.0658948 50.1437189, 11.0660796 50.1436636, 11.0661931 50.1436439, 11.0662663 50.143645)",2,,,
202951914,,residential,,False,True,76.131,"LINESTRING (11.0674427 50.1452826, 11.0675889 50.1453898, 11.0683363 50.1456441)",,,,
171766673,Friedhofstraße,residential,50,False,False,24.235,"LINESTRING (11.0683363 50.1456441, 11.0680262 50.1457336)",,,,
171766673,Friedhofstraße,residential,50,False,True,23.554,"LINESTRING (11.0683363 50.1456441, 11.068639 50.145559)",,,,
202951914,,residential,,False,False,76.131,"LINESTRING (11.0683363 50.1456441, 11.0675889 50.1453898, 11.0674427 50.1452826)",,,,
28069847,Kirchenrat-Friedrich-Straße,residential,,False,True,31.117,"LINESTRING (11.0683971 50.1458813, 11.0680262 50.1457336)",,,,
202951908,,residential,,False,False,35.304,"LINESTRING (11.0683971 50.1458813, 11.0681207 50.1461448)",,,,
28069847,Kirchenrat-Friedrich-Straße,residential,,False,False,115.89699999999999,"LINESTRING (11.0683971 50.1458813, 11.0693586 50.146248, 11.0698288 50.1463705)",,,,
202951908,,residential,,False,True,35.304,"LINESTRING (11.0681207 50.1461448, 11.0683971 50.1458813)",,,,
763419367,Langheimer Straße,unclassified,50,False,True,11.837,"LINESTRING (11.0662663 50.143645, 11.0663058 50.1435416)",2,,,
"[376784064, 28138354, 376784062, 376784063]",Am Stadtgraben,residential,50,False,False,335.7610000000001,"LINESTRING (11.0662663 50.143645, 11.0661931 50.1436439, 11.0660796 50.1436636, 11.0658948 50.1437189, 11.0657669 50.1437679, 11.0656859 50.1437999, 11.065576 50.1438443, 11.0654774 50.1438995, 11.0653885 50.1439637, 11.0647971 50.1444369, 11.0646645 50.1445219, 11.0645429 50.1445742, 11.0641429 50.1446823, 11.0639626 50.144712, 11.0637714 50.144718, 11.063685 50.1447126, 11.06358 50.1447061, 11.0632951 50.1446706, 11.063122 50.144649, 11.0630951 50.1446477, 11.0629378 50.14464, 11.0627629 50.1446548, 11.0624457 50.1447171, 11.06236 50.1447317, 11.0623035 50.1447253, 11.0622272 50.1446966)",2,,,
376784081,Langheimer Straße,unclassified,50,False,False,74.26400000000001,"LINESTRING (11.0662663 50.143645, 11.066244 50.1437551, 11.0661748 50.1441348, 11.066132 50.1443072)",2,,,
51350539,Judengasse,living_street,,False,False,12.549,"LINESTRING (11.0615089 50.1466808, 11.0616436 50.1466081)",,,,
"[316623640, 8877523, 238086711]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,False,208.36200000000002,"LINESTRING (11.0615089 50.1466808, 11.0615448 50.1467572, 11.0615366 50.146822, 11.0615005 50.1469341, 11.0614978 50.1469523, 11.0614842 50.1470418, 11.0614828 50.1470511, 11.0614778 50.1471226, 11.0615012 50.1472252, 11.0615972 50.1473172, 11.0617465 50.1474023, 11.0619192 50.1474804, 11.0623547 50.1476297, 11.0630296 50.1478618, 11.0632214 50.1479294)",2,,,
"[10794753, 10794754, 238024921, 529169804, 319811898, 4899536, 8877523, 316623637, 316623638, 238024917, 319811897, 316623642, 319811901]","['Zweigstraße', 'Conrad-Wagner-Straße', 'Bürgermeister-Doktor-Hauptmann-Ring']",tertiary,50,False,True,347.37400000000014,"LINESTRING (11.0615089 50.1466808, 11.0614776 50.1466427, 11.0613745 50.1465656, 11.0609133 50.146302, 11.0606024 50.1461292, 11.0604522 50.1460458, 11.0602834 50.1459494, 11.0602234 50.1459156, 11.0601703 50.1458837, 11.0601444 50.1458697, 11.0601005 50.145846, 11.0600414 50.1458145, 11.0600282 50.1458075, 11.0599847 50.1457853, 11.0599088 50.1457464, 11.0598162 50.1456993, 11.0597457 50.1456631, 11.0596391 50.1456084, 11.0594965 50.1455353, 11.0592885 50.1454497, 11.0591663 50.1454023, 11.0589305 50.1453302, 11.0587424 50.1452652, 11.0586807 50.1452276, 11.0586465 50.1451852, 11.0586256 50.1451179, 11.0586343 50.1450506, 11.0586505 50.1449578, 11.0586673 50.1448621, 11.0586768 50.1447527, 11.0586844 50.1446644, 11.0586767 50.1445832, 11.0586736 50.1445498, 11.0586707 50.1445194, 11.0586254 50.1444568)","['4', '2', '3']",,,
554277653,Schloßstraße,residential,30,False,True,6.511,"LINESTRING (11.0616566 50.1431431, 11.0615704 50.1431237)",,,,
"[548057540, 28069823]","['Walter-Großmann-Allee', 'Burgberg']",residential,30,False,True,183.77,"LINESTRING (11.0616566 50.1431431, 11.0616445 50.1433483, 11.0616537 50.1433853, 11.0616684 50.1434152, 11.0617013 50.1434401, 11.0617764 50.1434714, 11.0618783 50.1435386, 11.0619831 50.1436569, 11.0620801 50.1437904, 11.0621105 50.1439019, 11.062127 50.1440565, 11.0621768 50.1443745, 11.0622272 50.1446966)",,,,
"[552989560, 552989561]",Burgberg,residential,30,False,False,66.254,"LINESTRING (11.0616566 50.1431431, 11.061866 50.1431935, 11.0619526 50.1432057, 11.062018 50.1432048, 11.062109 50.1431984, 11.0621833 50.1431885, 11.0623339 50.1431481, 11.0625348 50.1430887)",,,,
4899524,Bäckergasse,residential,,False,False,265.82599999999996,"LINESTRING (11.066302 50.1492783, 11.0659469 50.1490741, 11.0656639 50.1489789, 11.0643403 50.1486237, 11.0642072 50.1485936, 11.0637208 50.1485744, 11.0630609 50.1486346, 11.0628574 50.1486256)",,,,
1230964606,Bäckergasse,residential,,False,True,18.706,"LINESTRING (11.0624589 50.1485344, 11.0627079 50.1485877)",,,,
