osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,width
"[23795584, 138366398, 780355991]",Rotschauer Straße,residential,False,True,94.135,yes,"LINESTRING (12.3010432 50.618631, 12.3012276 50.6188719, 12.3013533 50.6190361, 12.3013757 50.6190651, 12.3014083 50.6191073, 12.3014606 50.6191749, 12.3016401 50.619388)",,,,
"[362553539, 362553540, 362553541]",Rosa-Luxemburg-Straße,primary,False,False,99.01400000000001,,"LINESTRING (12.3010432 50.618631, 12.3013065 50.6185499, 12.3013666 50.6185308, 12.3015899 50.6184561, 12.3022991 50.6182337)",2,B 94,50,
14837684,Kleiner Anger,residential,False,False,24.836,,"LINESTRING (12.3022991 50.6182337, 12.3021405 50.6180343)",,,,
"[264196896, 362553542, 114571678, 138366231]",Rosa-Luxemburg-Straße,primary,False,False,194.87399999999997,,"LINESTRING (12.3022991 50.6182337, 12.3027753 50.6180922, 12.3029783 50.6180377, 12.3031458 50.6180062, 12.3033214 50.6179815, 12.3035487 50.6179652, 12.3037852 50.6179658, 12.3039924 50.6179753, 12.304203 50.6179971, 12.3044989 50.6180395, 12.3046372 50.6180559, 12.3047086 50.6180644, 12.3047855 50.6180738, 12.3048676 50.6180776, 12.3049641 50.6180683)",,B 94,50,
"[362553539, 362553540, 362553541]",Rosa-Luxemburg-Straße,primary,False,True,99.01400000000001,,"LINESTRING (12.3022991 50.6182337, 12.3015899 50.6184561, 12.3013666 50.6185308, 12.3013065 50.6185499, 12.3010432 50.618631)",2,B 94,50,
114571691,Altstadt,primary,False,False,28.792,,"LINESTRING (12.3049641 50.6180683, 12.3050714 50.6180458, 12.305161 50.618011, 12.3053165 50.6179417)",3,B 94,50,
"[264196896, 114571678, 362553542, 138366231]",Rosa-Luxemburg-Straße,primary,False,True,194.874,,"LINESTRING (12.3049641 50.6180683, 12.3048676 50.6180776, 12.3047855 50.6180738, 12.3047086 50.6180644, 12.3046372 50.6180559, 12.3044989 50.6180395, 12.304203 50.6179971, 12.3039924 50.6179753, 12.3037852 50.6179658, 12.3035487 50.6179652, 12.3033214 50.6179815, 12.3031458 50.6180062, 12.3029783 50.6180377, 12.3027753 50.6180922, 12.3022991 50.6182337)",,B 94,50,
362565092,Am Graben,residential,False,True,38.8,,"LINESTRING (12.3049641 50.6180683, 12.3050513 50.6181994, 12.3051275 50.6184003)",3,,,
14837684,Kleiner Anger,residential,False,True,24.836,,"LINESTRING (12.3021405 50.6180343, 12.3022991 50.6182337)",,,,
14837684,Kleiner Anger,residential,False,False,112.244,,"LINESTRING (12.3021405 50.6180343, 12.3020394 50.6180308, 12.3019014 50.6180851, 12.301624 50.6182374, 12.3013611 50.6183494, 12.3011951 50.6183853, 12.3010152 50.6184018, 12.300731 50.6184257)",,,,
226077354,Kurze Straße,residential,False,False,44.82,,"LINESTRING (12.300731 50.6184257, 12.3008478 50.6180295)",,,,
14837684,Kleiner Anger,residential,False,False,61.580999999999996,,"LINESTRING (12.300731 50.6184257, 12.3002417 50.6184698, 12.2999581 50.6184883, 12.2998647 50.6184916)",,,,
14837684,Kleiner Anger,residential,False,True,112.244,,"LINESTRING (12.300731 50.6184257, 12.3010152 50.6184018, 12.3011951 50.6183853, 12.3013611 50.6183494, 12.301624 50.6182374, 12.3019014 50.6180851, 12.3020394 50.6180308, 12.3021405 50.6180343)",,,,
14837684,Kleiner Anger,residential,False,True,61.580999999999996,,"LINESTRING (12.2998647 50.6184916, 12.2999581 50.6184883, 12.3002417 50.6184698, 12.300731 50.6184257)",,,,
14837686,Rotschauer Weg,residential,False,False,116.756,,"LINESTRING (12.2998647 50.6184916, 12.2996619 50.6184666, 12.2992147 50.6183755, 12.2985562 50.6182023, 12.2983229 50.6181215)",,,50,
23794616,Fritz-Schneider-Straße,residential,False,False,118.093,,"LINESTRING (12.2981741 50.6210027, 12.2983068 50.6215417, 12.2984355 50.6220517)",,,,
23795577,Marienstraße,residential,False,True,99.548,,"LINESTRING (12.2981741 50.6210027, 12.2991793 50.6208891, 12.2995633 50.6208457)",,,,
44834136,Weststraße,residential,True,False,11.432,,"LINESTRING (12.2988382 50.6237016, 12.2989983 50.6236857)",,,,
44834141,Fritz-Schneider-Straße,residential,True,False,185.647,,"LINESTRING (12.2988382 50.6237016, 12.2984355 50.6220517)",,,,
23794616,Fritz-Schneider-Straße,residential,False,True,118.093,,"LINESTRING (12.2984355 50.6220517, 12.2983068 50.6215417, 12.2981741 50.6210027)",,,,
"[949092736, 23795016]",Bahnhofstraße,residential,False,True,102.07499999999999,,"LINESTRING (12.2984355 50.6220517, 12.2984874 50.6220469, 12.299102 50.6219852, 12.2996124 50.6219339, 12.2998643 50.6219069)",,,30,
23795016,Bahnhofstraße,residential,False,False,48.275,,"LINESTRING (12.3005377 50.6218297, 12.2998643 50.6219069)",,,30,
23794662,Weinholdstraße,residential,False,False,74.98,,"LINESTRING (12.3005377 50.6218297, 12.3006308 50.6222423, 12.3006884 50.6224972)",,,,
23795016,Bahnhofstraße,residential,False,True,128.137,,"LINESTRING (12.3005377 50.6218297, 12.3009451 50.621807, 12.302349 50.6218698)",,,30,
76706043,Weinholdstraße,residential,True,False,101.049,,"LINESTRING (12.3009074 50.6234927, 12.301153 50.624388)",,,,7
"[76562480, 23903486]","['Zenkergasse', 'Theatergasse']",residential,False,False,132.45100000000002,,"LINESTRING (12.3009074 50.6234927, 12.3011424 50.6234497, 12.3015805 50.6237444, 12.3020871 50.6242873)",,,,
23794769,Albertistraße,residential,True,False,66.838,,"LINESTRING (12.301153 50.624388, 12.3020871 50.6242873)",,,,
949092725,Weinholdstraße,residential,True,False,101.591,,"LINESTRING (12.301153 50.624388, 12.3013878 50.6252894)",,,,
"[221162600, 44834147]","['Höferstraße', 'Weinholdstraße']",residential,False,"[False, True]",201.50100000000003,,"LINESTRING (12.3013878 50.6252894, 12.3015535 50.6260505, 12.3025531 50.6259191, 12.3028373 50.6258265, 12.3031106 50.6257405)",,,,
353858432,Humboldtstraße,residential,True,False,149.401,,"LINESTRING (12.3013878 50.6252894, 12.2998969 50.6254449, 12.2992979 50.6255073)",,,50,
"[949092724, 23794718]",Humboldtstraße,residential,True,False,115.409,,"LINESTRING (12.3030022 50.6251211, 12.3028733 50.6251339, 12.3013878 50.6252894)",,,"['50', '30']",
23902579,Zwickauer Straße,residential,False,False,69.35799999999999,,"LINESTRING (12.3030022 50.6251211, 12.3030378 50.6253795, 12.3030674 50.6255944, 12.3031106 50.6257405)",2,,50,
1030555547,Zwickauer Straße,residential,False,True,107.4,,"LINESTRING (12.3030022 50.6251211, 12.3029635 50.6248955, 12.3028375 50.6241609)",,,50,
23795449,Solbrigstraße,residential,False,True,95.204,,"LINESTRING (12.2992979 50.6255073, 12.2995417 50.6263494)",,,,
140793016,Oststraße,residential,True,False,111.12,,"LINESTRING (12.3028375 50.6241609, 12.3029489 50.6240938, 12.3035014 50.6240574, 12.3043645 50.6240114)",,,,
1030555547,Zwickauer Straße,residential,False,False,107.4,,"LINESTRING (12.3028375 50.6241609, 12.3029635 50.6248955, 12.3030022 50.6251211)",,,50,
949092737,Weststraße,residential,True,False,4.166,,"LINESTRING (12.2987797 50.6237067, 12.2988382 50.6237016)",,,,
665086417,Bahnhofstraße,residential,False,True,5.768,,"LINESTRING (12.3033282 50.6219111, 12.3033894 50.6218767)",,,30,
