osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,junction
28576540,Bollnbach,residential,False,True,33.069,,,,"LINESTRING (7.9531061 50.7793167, 7.9527507 50.7795115)",,
120852881,Hauptstraße,secondary,False,False,58.633,2,L 284,50,"LINESTRING (7.9531061 50.7793167, 7.9531581 50.7793512, 7.9536788 50.7797)",,
120852881,Hauptstraße,secondary,False,True,109.764,2,L 284,50,"LINESTRING (7.9531061 50.7793167, 7.9528134 50.7791207, 7.9524335 50.7789298, 7.9521821 50.7788332, 7.9518784 50.7787165)",,
120852881,Hauptstraße,secondary,False,True,84.70400000000001,2,L 284,50,"LINESTRING (7.9545218 50.7802435, 7.954172 50.7800372, 7.9536788 50.7797)",,
409288470,Bahnhofsweg,residential,False,False,73.309,,,,"LINESTRING (7.9545218 50.7802435, 7.9550735 50.7798017, 7.955168 50.7797261)",,
775067738,Schneiderstraße,secondary,False,False,63.896,2,L 284,50,"LINESTRING (7.9545218 50.7802435, 7.9548419 50.7803936, 7.9552955 50.7805414)",,
409288467,Körnerstraße,residential,False,True,21.717,,,,"LINESTRING (7.9490854 50.7772891, 7.9490833 50.7774844)",,
25461992,Friedrichstraße,residential,False,True,63.354,,,,"LINESTRING (7.9488331 50.7766237, 7.9479407 50.7765451)",,
28331365,Mühlenberg,residential,False,False,56.714,,,,"LINESTRING (7.9488331 50.7766237, 7.9488082 50.7761139)",,
"[25461992, 39998623]",Friedrichstraße,residential,False,False,30.288,,,,"LINESTRING (7.9488331 50.7766237, 7.9489385 50.776633, 7.9492611 50.7766542)",,
25461992,Friedrichstraße,residential,False,False,53.289,,,,"LINESTRING (7.9471928 50.7764676, 7.9479407 50.7765451)",,
969445860,Friedrichstraße,residential,False,True,23.185,,,,"LINESTRING (7.9471928 50.7764676, 7.9468661 50.7764394)",,
93793134,Homscheidstraße,residential,False,False,45.926,,,,"LINESTRING (7.9471928 50.7764676, 7.9471726 50.7764201, 7.9469668 50.7761851, 7.946915 50.7760957)",,
"[93793120, 93793138]",Homscheidstraße,residential,False,True,30.966,,,,"LINESTRING (7.9471928 50.7764676, 7.947225 50.7765786, 7.9472605 50.7767427)",yes,
25462109,Bornseifen,residential,False,True,111.342,,,,"LINESTRING (7.9492611 50.7766542, 7.9492749 50.7765898, 7.9496732 50.7761158, 7.9499548 50.7757581)",,
34002763,Friedrichstraße,residential,False,False,115.233,,,,"LINESTRING (7.9492611 50.7766542, 7.9494573 50.7766712, 7.949891 50.776749, 7.9501956 50.7768658, 7.9507415 50.7770694)",,
"[25461992, 39998623]",Friedrichstraße,residential,False,True,30.288,,,,"LINESTRING (7.9492611 50.7766542, 7.9489385 50.776633, 7.9488331 50.7766237)",,
"[34002765, 775061279]",Hauptstraße,secondary,False,False,80.24,2,L 284,50,"LINESTRING (7.9476543 50.7781074, 7.9478039 50.7780528, 7.9479899 50.7780425, 7.9483243 50.7780491, 7.9487714 50.7780431)",,
218783395,Glockenfeld,secondary,False,False,29.886,2,L 285,50,"LINESTRING (7.9476543 50.7781074, 7.9475351 50.778055, 7.9473457 50.7779247)",,
218783395,Glockenfeld,secondary,False,False,26.926,2,L 285,50,"LINESTRING (7.9473457 50.7779247, 7.9470551 50.777767)",,
218783395,Glockenfeld,secondary,False,True,29.886,2,L 285,50,"LINESTRING (7.9473457 50.7779247, 7.9475351 50.778055, 7.9476543 50.7781074)",,
28582681,Auf der Hardt,residential,False,True,133.135,,,,"LINESTRING (7.946915 50.7760957, 7.9488082 50.7761139)",,
93793134,Homscheidstraße,residential,False,False,60.552,,,,"LINESTRING (7.946915 50.7760957, 7.9469242 50.7760137, 7.9470998 50.7758947, 7.9471626 50.7758218, 7.9472494 50.7756123)",,
93793134,Homscheidstraße,residential,False,True,45.926,,,,"LINESTRING (7.946915 50.7760957, 7.9469668 50.7761851, 7.9471726 50.7764201, 7.9471928 50.7764676)",,
28300839,Jahnstraße,residential,False,False,121.254,,,,"LINESTRING (7.9574631 50.7770208, 7.9573564 50.777002, 7.9558169 50.7769591, 7.9557445 50.7769635)",,
28300839,Jahnstraße,residential,False,True,80.379,,,,"LINESTRING (7.9574631 50.7770208, 7.9575764 50.7770783, 7.9584536 50.7773791)",,
28300863,Malscheidstraße,residential,False,True,81.435,,,,"LINESTRING (7.9574631 50.7770208, 7.9575723 50.7769384, 7.9582385 50.7764769)",,
41978205,Malscheidstraße,residential,False,True,117.542,,,,"LINESTRING (7.9574631 50.7770208, 7.9570775 50.7774735, 7.9566803 50.7779548)",,
28300868,Dammerweg,residential,False,False,62.231,,,,"LINESTRING (7.9555273 50.7764601, 7.9546574 50.7765632)",,
28300874,Glück-Auf-Straße,residential,False,False,34.037,,,,"LINESTRING (7.9555273 50.7764601, 7.9556604 50.7767544)",,
28300868,Dammerweg,residential,False,True,51.197,,,,"LINESTRING (7.9555273 50.7764601, 7.9558197 50.7764247, 7.9562492 50.776407)",,
28300868,Dammerweg,residential,False,True,62.231,,,,"LINESTRING (7.9546574 50.7765632, 7.9555273 50.7764601)",,
28300877,Tiergartenweg,residential,False,False,53.731,,,,"LINESTRING (7.9546574 50.7765632, 7.9546675 50.7765143, 7.9546554 50.7762837, 7.954556 50.7760905)",,
28331327,,residential,False,True,104.38499999999999,,,,"LINESTRING (7.9546574 50.7765632, 7.9545971 50.7766564, 7.9543872 50.7767721, 7.9534947 50.7771181)",,
28331352,Strackenweg,residential,False,False,115.025,,,,"LINESTRING (7.9546574 50.7765632, 7.9534864 50.776426, 7.9530556 50.7763556)",,
28300877,Tiergartenweg,residential,False,True,23.522,,,,"LINESTRING (7.9570631 50.7744365, 7.9567516 50.7745136)",,
28300874,Glück-Auf-Straße,residential,False,True,65.43599999999999,,,,"LINESTRING (7.955289 50.7774743, 7.9557275 50.7770096, 7.9557445 50.7769635)",,
28331130,Strutweg,residential,False,False,47.976,,,,"LINESTRING (7.955289 50.7774743, 7.9551027 50.7774327, 7.95464 50.7773413)",,
28331130,Strutweg,residential,False,True,111.54599999999999,,,,"LINESTRING (7.955289 50.7774743, 7.9560442 50.7777567, 7.9566803 50.7779548)",,
28331348,Steinweg,residential,False,False,74.336,,,,"LINESTRING (7.9507415 50.7770694, 7.9511582 50.776455)",,
34002763,Friedrichstraße,residential,False,False,132.774,,,,"LINESTRING (7.9507415 50.7770694, 7.951582 50.7773755, 7.9518865 50.7774719, 7.9521931 50.7775076, 7.9524493 50.7774621)",,
34002763,Friedrichstraße,residential,False,True,115.233,,,,"LINESTRING (7.9507415 50.7770694, 7.9501956 50.7768658, 7.949891 50.776749, 7.9494573 50.7766712, 7.9492611 50.7766542)",,
53533165,Dammerweg,residential,False,True,82.862,,,,"LINESTRING (7.9534947 50.7771181, 7.9524493 50.7774621)",,
28331130,Strutweg,residential,False,True,84.269,,,,"LINESTRING (7.9534947 50.7771181, 7.9536563 50.7771512, 7.95464 50.7773413)",,
28331327,,residential,False,False,104.38499999999999,,,,"LINESTRING (7.9534947 50.7771181, 7.9543872 50.7767721, 7.9545971 50.7766564, 7.9546574 50.7765632)",,
28331359,Luisenstraße,residential,False,False,59.42700000000001,,,,"LINESTRING (7.9534947 50.7771181, 7.953372 50.7771029, 7.9527201 50.7769094)",,
28331130,Strutweg,residential,False,False,44.628,,,,"LINESTRING (7.957741 50.7781664, 7.9571297 50.7780584)",,
28331203,Bataviaweg,residential,False,False,100.868,,,,"LINESTRING (7.957741 50.7781664, 7.9584536 50.7773791)",,
28331236,Haldenweg,residential,False,True,56.076,,,,"LINESTRING (7.9575374 50.7752145, 7.9581762 50.7755164)",,
28331236,Haldenweg,residential,False,False,37.216,,,,"LINESTRING (7.9575374 50.7752145, 7.9571654 50.7750217, 7.9571324 50.7749994)",,
28331348,Steinweg,residential,False,False,57.019,,,,"LINESTRING (7.9516061 50.7759212, 7.9519852 50.7754679)",,
28331352,Strackenweg,residential,False,False,112.699,,,,"LINESTRING (7.9516061 50.7759212, 7.9504461 50.7752218)",,
28331348,Steinweg,residential,False,True,67.19800000000001,,,,"LINESTRING (7.9516061 50.7759212, 7.9511968 50.776405, 7.9511582 50.776455)",,
28331352,Strackenweg,residential,False,True,112.816,,,,"LINESTRING (7.9516061 50.7759212, 7.9523792 50.7761655, 7.9530556 50.7763556)",,
28300459,Kesselstruth,residential,False,False,101.124,,,,"LINESTRING (7.9527964 50.7744683, 7.9534467 50.7748076, 7.9538712 50.7750713)",,
28331348,Steinweg,residential,False,True,124.953,,,,"LINESTRING (7.9527964 50.7744683, 7.9526988 50.7745748, 7.9520101 50.7754382, 7.9519852 50.7754679)",,
25462109,Bornseifen,residential,False,False,68.918,,,,"LINESTRING (7.9504461 50.7752218, 7.9499548 50.7757581)",,
28331352,Strackenweg,residential,False,True,112.699,,,,"LINESTRING (7.9504461 50.7752218, 7.9516061 50.7759212)",,
25462109,Bornseifen,residential,False,True,43.480000000000004,,,,"LINESTRING (7.9504461 50.7752218, 7.9505954 50.7749938, 7.9506443 50.7748529)",,
28331359,Luisenstraße,residential,False,False,120.889,,,,"LINESTRING (7.9527201 50.7769094, 7.9511582 50.776455)",,
28331383,Mozartstraße,residential,False,False,65.944,,,,"LINESTRING (7.9527201 50.7769094, 7.9530556 50.7763556)",,
28331359,Luisenstraße,residential,False,True,59.42700000000001,,,,"LINESTRING (7.9527201 50.7769094, 7.953372 50.7771029, 7.9534947 50.7771181)",,
28331348,Steinweg,residential,False,True,74.336,,,,"LINESTRING (7.9511582 50.776455, 7.9507415 50.7770694)",,
28331359,Luisenstraße,residential,False,True,120.889,,,,"LINESTRING (7.9511582 50.776455, 7.9527201 50.7769094)",,
28331348,Steinweg,residential,False,False,67.19800000000001,,,,"LINESTRING (7.9511582 50.776455, 7.9511968 50.776405, 7.9516061 50.7759212)",,
28331359,Luisenstraße,residential,False,False,115.505,,,,"LINESTRING (7.9511582 50.776455, 7.9510747 50.7764219, 7.9502366 50.7758656, 7.9499548 50.7757581)",,
25462109,Bornseifen,residential,False,True,68.918,,,,"LINESTRING (7.9499548 50.7757581, 7.9504461 50.7752218)",,
25462109,Bornseifen,residential,False,False,111.342,,,,"LINESTRING (7.9499548 50.7757581, 7.9496732 50.7761158, 7.9492749 50.7765898, 7.9492611 50.7766542)",,
28331359,Luisenstraße,residential,False,False,81.088,,,,"LINESTRING (7.9499548 50.7757581, 7.9489169 50.7756485, 7.9488163 50.7756433)",,
28331359,Luisenstraße,residential,False,True,115.505,,,,"LINESTRING (7.9499548 50.7757581, 7.9502366 50.7758656, 7.9510747 50.7764219, 7.9511582 50.776455)",,
93793134,Homscheidstraße,residential,False,False,93.176,,,,"LINESTRING (7.9472494 50.7756123, 7.9475487 50.774796)",,
28331359,Luisenstraße,residential,False,True,110.255,,,,"LINESTRING (7.9472494 50.7756123, 7.9487599 50.7756383, 7.9488163 50.7756433)",,
"[969445859, 75107093]",Luisenstraße,residential,False,True,202.72,,,,"LINESTRING (7.9472494 50.7756123, 7.9466403 50.7754526, 7.9464271 50.7754093, 7.9463453 50.7754057, 7.9463214 50.7754093, 7.9462354 50.7754694, 7.9462021 50.7755846, 7.9462252 50.7757511, 7.9463058 50.7759756, 7.9464208 50.7760954, 7.9466195 50.7762353, 7.9467613 50.7763097, 7.9468141 50.7763374, 7.9468573 50.7763703, 7.9468697 50.7763884, 7.9468661 50.7764394)",,
93793134,Homscheidstraße,residential,False,True,60.552,,,,"LINESTRING (7.9472494 50.7756123, 7.9471626 50.7758218, 7.9470998 50.7758947, 7.9469242 50.7760137, 7.946915 50.7760957)",,
28331359,Luisenstraße,residential,False,False,110.255,,,,"LINESTRING (7.9488163 50.7756433, 7.9487599 50.7756383, 7.9472494 50.7756123)",,
28331359,Luisenstraße,residential,False,True,81.088,,,,"LINESTRING (7.9488163 50.7756433, 7.9489169 50.7756485, 7.9499548 50.7757581)",,
28331365,Mühlenberg,residential,False,False,92.583,,,,"LINESTRING (7.9488163 50.7756433, 7.9488176 50.7754695, 7.9487266 50.7748132)",,
28331365,Mühlenberg,residential,False,True,52.351,,,,"LINESTRING (7.9488163 50.7756433, 7.9488096 50.7756892, 7.9488082 50.7761139)",,
28331382,Im Leinenfeld,residential,False,True,134.918,,,,"LINESTRING (7.9506443 50.7748529, 7.9487266 50.7748132)",,
25462109,Bornseifen,residential,False,False,43.480000000000004,,,,"LINESTRING (7.9506443 50.7748529, 7.9505954 50.7749938, 7.9504461 50.7752218)",,
28331382,Im Leinenfeld,residential,False,False,54.619,,,,"LINESTRING (7.9506443 50.7748529, 7.9507827 50.7748785, 7.951298 50.7751105)",,
28331348,Steinweg,residential,False,True,57.019,,,,"LINESTRING (7.9519852 50.7754679, 7.9516061 50.7759212)",,
28331382,Im Leinenfeld,residential,False,False,106.373,,,,"LINESTRING (7.9519852 50.7754679, 7.9533372 50.7758971)",,
28331382,Im Leinenfeld,residential,False,True,62.564,,,,"LINESTRING (7.9519852 50.7754679, 7.951298 50.7751105)",,
28331348,Steinweg,residential,False,False,124.953,,,,"LINESTRING (7.9519852 50.7754679, 7.9520101 50.7754382, 7.9526988 50.7745748, 7.9527964 50.7744683)",,
28582751,Grubenweg,residential,False,False,136.226,,,,"LINESTRING (7.954556 50.7760905, 7.9563703 50.7756608)",,
28300877,Tiergartenweg,residential,False,False,80.439,,,,"LINESTRING (7.954556 50.7760905, 7.9543037 50.7757777, 7.9542787 50.7757047, 7.954278 50.7756264, 7.9543474 50.7755419, 7.9544839 50.7754528)",,
28300877,Tiergartenweg,residential,False,True,53.731,,,,"LINESTRING (7.954556 50.7760905, 7.9546554 50.7762837, 7.9546675 50.7765143, 7.9546574 50.7765632)",,
28331382,Im Leinenfeld,residential,False,True,89.637,,,,"LINESTRING (7.954556 50.7760905, 7.9544556 50.7760861, 7.9539241 50.7760602, 7.9533372 50.7758971)",,
28582751,Grubenweg,residential,False,False,90.997,,,,"LINESTRING (7.9563703 50.7756608, 7.9571324 50.7749994)",,
28582751,Grubenweg,residential,False,True,136.226,,,,"LINESTRING (7.9563703 50.7756608, 7.954556 50.7760905)",,
41977969,Grubenweg,residential,True,False,83.41,,,,"LINESTRING (7.9563703 50.7756608, 7.9562492 50.776407)",,
