osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,width,tunnel,access,lanes
24388564,Heinrich-Vogl-Straße,residential,30,False,False,159.22099999999998,,"LINESTRING (11.2743937 47.9098715, 11.2747056 47.9102944, 11.2749989 47.9107499, 11.2752088 47.9110826, 11.2752729 47.911176)",,4,,,
"[911577656, 914202698, 24388563, 237947085]",Heinrich-Vogl-Straße,residential,30,False,True,182.32799999999997,,"LINESTRING (11.2743937 47.9098715, 11.2744725 47.9098418, 11.2746828 47.9097623, 11.2747568 47.9097235, 11.2748088 47.9096684, 11.2748764 47.909509, 11.2748939 47.9094099, 11.2749128 47.9092863, 11.274889 47.9091341, 11.2748302 47.9089622, 11.2747417 47.9088251, 11.2744934 47.908527, 11.2744539 47.9084524)",,,yes,,
25189766,Heinrich-Vogl-Straße,residential,,False,True,45.897,,"LINESTRING (11.2744539 47.9084524, 11.2741456 47.9080951)",,,,,
24388562,Heinrich-Vogl-Straße,residential,30,False,True,30.080999999999996,,"LINESTRING (11.2744539 47.9084524, 11.2744559 47.9083699, 11.2744927 47.9082902, 11.2745804 47.9082037)",,,,,
"[911577656, 914202698, 24388563, 237947085]",Heinrich-Vogl-Straße,residential,30,False,False,182.328,,"LINESTRING (11.2744539 47.9084524, 11.2744934 47.908527, 11.2747417 47.9088251, 11.2748302 47.9089622, 11.274889 47.9091341, 11.2749128 47.9092863, 11.2748939 47.9094099, 11.2748764 47.909509, 11.2748088 47.9096684, 11.2747568 47.9097235, 11.2746828 47.9097623, 11.2744725 47.9098418, 11.2743937 47.9098715)",,,yes,,
"[24388602, 24388603]",Traubinger Straße,residential,30,False,False,205.412,,"LINESTRING (11.2767005 47.9127354, 11.2768755 47.9125542, 11.2770656 47.9123805, 11.2772098 47.9122487, 11.2778051 47.9117677, 11.2779834 47.9116261, 11.2784091 47.9112881)",,,,,
911888192,Heinrich-Vogl-Straße,residential,30,False,True,103.49000000000001,,"LINESTRING (11.2767005 47.9127354, 11.2763585 47.9124444, 11.276194 47.9122838, 11.2760817 47.9121742, 11.2758854 47.9119825)",,4,,,
27417942,Gröberweg,residential,,False,False,113.747,,"LINESTRING (11.2768314 47.9053977, 11.2767014 47.9054273, 11.2765781 47.9054314, 11.2761858 47.9054438, 11.275702 47.9054771, 11.27543 47.9055026, 11.2753198 47.905514)",,,,,
212397953,Hauptstraße,secondary,50,False,False,290.43500000000006,St 2063,"LINESTRING (11.2768314 47.9053977, 11.2769482 47.9054912, 11.2775617 47.9058945, 11.277794 47.9060699, 11.2780801 47.9063018, 11.2783021 47.9064817, 11.2783549 47.9065245, 11.278518 47.9066907, 11.2786781 47.9068589, 11.2787933 47.9069855, 11.2791428 47.9073994, 11.2791919 47.9074579)",,,,,
"[911577655, 237947398, 237947399]",Beringerweg,residential,,False,True,69.94,,"LINESTRING (11.2737162 47.9091636, 11.2738309 47.9092245, 11.2740327 47.909473, 11.2740788 47.909541, 11.2741735 47.9096644, 11.2742 47.909694)",yes,4,,,
27149511,Greinwaldstraße,residential,30,False,False,78.507,,"LINESTRING (11.2770732 47.9102826, 11.2778137 47.91008, 11.2780484 47.9100158)",,,,,
911577659,Kirchenstraße,residential,30,False,True,45.199,,"LINESTRING (11.2770732 47.9102826, 11.2771671 47.9104922, 11.27726 47.9106692)",,,,,
1230725141,Kirchenstraße,residential,30,False,False,77.16499999999999,,"LINESTRING (11.2770732 47.9102826, 11.2769179 47.9098821, 11.2768754 47.9097027, 11.2768524 47.9096054)",,,,,
24388564,Heinrich-Vogl-Straße,residential,30,False,True,159.221,,"LINESTRING (11.2752729 47.911176, 11.2752088 47.9110826, 11.2749989 47.9107499, 11.2747056 47.9102944, 11.2743937 47.9098715)",,4,,,
26222533,Kustermannstraße,residential,30,False,False,132.268,,"LINESTRING (11.2752729 47.911176, 11.2749306 47.9112299, 11.2743552 47.9113179, 11.2740696 47.9113199, 11.2735224 47.9113237)",,,,,
"[237947400, 26222538, 26221661]",Kustermannstraße,residential,30,True,False,80.043,,"LINESTRING (11.2752729 47.911176, 11.2753448 47.9111628, 11.2755543 47.9111289, 11.2763165 47.9110062)",,,yes,,
911888192,Heinrich-Vogl-Straße,residential,30,False,False,100.806,,"LINESTRING (11.2752729 47.911176, 11.2755204 47.9115505, 11.2755486 47.9115929, 11.2756681 47.9117465, 11.2758854 47.9119825)",,4,,,
26222533,Kustermannstraße,residential,30,False,True,132.268,,"LINESTRING (11.2735224 47.9113237, 11.2740696 47.9113199, 11.2743552 47.9113179, 11.2749306 47.9112299, 11.2752729 47.911176)",,,,,
27417952,Lorenzweg,residential,,False,False,85.39099999999999,,"LINESTRING (11.2735224 47.9113237, 11.273315 47.9108862, 11.273746 47.9107769)",,,,,
27149327,Marienstraße,residential,,False,False,5.926,,"LINESTRING (11.2831476 47.9102559, 11.2831573 47.9103088)",,,,,
27149327,Marienstraße,residential,,False,True,5.926,,"LINESTRING (11.2831573 47.9103088, 11.2831476 47.9102559)",,,,,
734111080,Marienstraße,residential,,False,False,19.557,,"LINESTRING (11.2831573 47.9103088, 11.2831924 47.9104831)",,,,,
5116780,Marienstraße,residential,,False,True,190.608,,"LINESTRING (11.2831573 47.9103088, 11.2822278 47.9102398, 11.281524 47.9103251, 11.2814171 47.910342, 11.2808525 47.9104312, 11.2806423 47.9104675)",,,,,
734111080,Marienstraße,residential,,False,True,19.557,,"LINESTRING (11.2831924 47.9104831, 11.2831573 47.9103088)",,,,,
27149512,Greinwaldstraße,residential,30,True,False,70.294,,"LINESTRING (11.2802995 47.9094522, 11.2798958 47.9095073, 11.279785 47.9095224, 11.2793974 47.9096274)",,,,,
640111683,Hauptstraße,secondary,50,False,True,86.789,St 2063,"LINESTRING (11.2802995 47.9094522, 11.280281 47.9093749, 11.2802058 47.9090185, 11.2801553 47.9086779)",,,,,
"[1245849357, 914202653]",Hauptstraße,secondary,50,False,False,55.591,St 2063,"LINESTRING (11.2802995 47.9094522, 11.2803504 47.909667, 11.2803917 47.9098111, 11.280395 47.9098227, 11.2804528 47.9099404)",,,,,
27149511,Greinwaldstraße,residential,30,False,True,78.507,,"LINESTRING (11.2780484 47.9100158, 11.2778137 47.91008, 11.2770732 47.9102826)",,,,,
27149515,Pommernstraße,living_street,,False,False,14.843,,"LINESTRING (11.2742947 47.9059862, 11.2744893 47.9059579)",,,,,
27149516,Pommernstraße,living_street,,False,True,25.408,,"LINESTRING (11.2742947 47.9059862, 11.2741334 47.9057849)",,,,,
27149518,Pommernstraße,living_street,,False,False,16.673,,"LINESTRING (11.2742947 47.9059862, 11.2741033 47.9060638)",,,,,
27149515,Pommernstraße,living_street,,False,True,14.843,,"LINESTRING (11.2744893 47.9059579, 11.2742947 47.9059862)",,,,,
27149516,Pommernstraße,living_street,,False,False,25.408,,"LINESTRING (11.2741334 47.9057849, 11.2742947 47.9059862)",,,,,
27149516,Pommernstraße,living_street,,False,True,5.294,,"LINESTRING (11.2741334 47.9057849, 11.2740978 47.9057437)",,,,,
27149517,Pommernstraße,living_street,,False,False,21.92,,"LINESTRING (11.2741334 47.9057849, 11.2738823 47.9058875)",,,,,
27149517,Pommernstraße,living_street,,False,True,21.92,,"LINESTRING (11.2738823 47.9058875, 11.2741334 47.9057849)",,,,,
27149518,Pommernstraße,living_street,,False,True,16.673,,"LINESTRING (11.2741033 47.9060638, 11.2742947 47.9059862)",,,,,
262219963,Hauptstraße,secondary,50,False,True,91.71199999999999,St 2063,"LINESTRING (11.2823019 47.9127912, 11.2817768 47.9122598, 11.281616 47.9121065)",,,,,
24388220,Hörmannstraße,residential,,False,False,24.859,,"LINESTRING (11.2753279 47.9096763, 11.275463 47.9096608, 11.2756506 47.9096217)",,,,,
"[27187434, 914202654]",Schlösserweg,residential,,False,True,121.09899999999999,,"LINESTRING (11.2806174 47.9070629, 11.2805718 47.9071245, 11.2803715 47.9073538, 11.2803052 47.9074653, 11.2801661 47.9076578, 11.2800917 47.9077313, 11.2800138 47.907785, 11.2799549 47.9078084, 11.2798653 47.9078314, 11.2797521 47.9078925, 11.2796983 47.9079261)",,,,,
"[27149329, 1053237697]","['Schlösserweg', 'Graf-Vieregg-Straße']",residential,,False,False,177.484,,"LINESTRING (11.2812412 47.9072891, 11.2814678 47.9073816, 11.2815292 47.9073992, 11.2816109 47.9074489, 11.2816666 47.9074765, 11.2817438 47.9075415, 11.2817339 47.9075786, 11.2816302 47.9076146, 11.2811126 47.9077831, 11.2808163 47.9078758, 11.2807477 47.9079095, 11.2807188 47.9079783, 11.2807936 47.9081274, 11.2808327 47.9082565, 11.2808277 47.908288)",,,,,
1230725141,Kirchenstraße,residential,30,False,False,14.963,,"LINESTRING (11.2768524 47.9096054, 11.276831 47.9094716)",,,,,
27211308,Fiedererstraße,residential,,False,False,189.852,,"LINESTRING (11.2768524 47.9096054, 11.2772181 47.9095507, 11.2785552 47.9093505, 11.2786841 47.9093456, 11.2787683 47.9093902, 11.2789611 47.9097469)",,,,destination,
1230725141,Kirchenstraße,residential,30,False,True,77.16499999999999,,"LINESTRING (11.2768524 47.9096054, 11.2768754 47.9097027, 11.2769179 47.9098821, 11.2770732 47.9102826)",,,,,
"[27149512, 914202649]",Greinwaldstraße,residential,30,True,False,74.308,,"LINESTRING (11.2789611 47.9097469, 11.2787578 47.9098066, 11.278242 47.909958, 11.2781905 47.9099734, 11.2780484 47.9100158)",,,,,
27211308,Fiedererstraße,residential,,False,True,189.852,,"LINESTRING (11.2789611 47.9097469, 11.2787683 47.9093902, 11.2786841 47.9093456, 11.2785552 47.9093505, 11.2772181 47.9095507, 11.2768524 47.9096054)",,,,destination,
25188454,Beringerweg,residential,,False,True,24.454,,"LINESTRING (11.2742 47.909694, 11.2743937 47.9098715)",,4,,,
"[237947399, 237947398, 911577655]",Beringerweg,residential,,False,False,69.94,,"LINESTRING (11.2742 47.909694, 11.2741735 47.9096644, 11.2740788 47.909541, 11.2740327 47.909473, 11.2738309 47.9092245, 11.2737162 47.9091636)",yes,4,,,
5116858,Bräuhausstraße,residential,,True,False,15.098,,"LINESTRING (11.2744547 47.9054693, 11.2742976 47.9053836)",,,,,
27417942,Gröberweg,residential,,False,True,64.9,,"LINESTRING (11.2744547 47.9054693, 11.2747293 47.9054609, 11.2750059 47.905485, 11.2753198 47.905514)",,,,,
27417942,Gröberweg,residential,,False,False,64.89999999999999,,"LINESTRING (11.2753198 47.905514, 11.2750059 47.905485, 11.2747293 47.9054609, 11.2744547 47.9054693)",,,,,
27417942,Gröberweg,residential,,False,True,113.747,,"LINESTRING (11.2753198 47.905514, 11.27543 47.9055026, 11.275702 47.9054771, 11.2761858 47.9054438, 11.2765781 47.9054314, 11.2767014 47.9054273, 11.2768314 47.9053977)",,,,,
27569252,Gröberweg,residential,,False,False,67.107,,"LINESTRING (11.2753198 47.905514, 11.2752547 47.905295, 11.2750772 47.9049339)",,,,,
27569252,Gröberweg,residential,,False,True,67.107,,"LINESTRING (11.2750772 47.9049339, 11.2752547 47.905295, 11.2753198 47.905514)",,,,,
27569253,Bräuhausstraße,residential,,False,False,98.12,,"LINESTRING (11.2747455 47.9062708, 11.2734797 47.906513)",,,,,
5116858,Bräuhausstraße,residential,,True,False,93.759,,"LINESTRING (11.2747455 47.9062708, 11.2747227 47.9059932, 11.2746998 47.9058295, 11.2746632 47.9057147, 11.2745977 47.9056147, 11.2744547 47.9054693)",,,,,
27569253,Bräuhausstraße,residential,,False,True,98.12,,"LINESTRING (11.2734797 47.906513, 11.2747455 47.9062708)",,,,,
171029255,Oskar-Schüler-Straße,residential,,False,True,113.089,,"LINESTRING (11.2797313 47.9123728, 11.2798064 47.9117903, 11.2800853 47.9118047, 11.2801194 47.9115609)",,,,,
171031176,Barbaraweg,residential,,False,False,131.463,,"LINESTRING (11.2797313 47.9123728, 11.2799428 47.9123265, 11.2801359 47.9122672, 11.2804468 47.9121044, 11.280772 47.9119341, 11.2809151 47.911816, 11.2810455 47.9116388)",,,,yes,
"[171031176, 533110110, 533110111]",Barbaraweg,residential,20,False,True,148.356,,"LINESTRING (11.2797313 47.9123728, 11.2793585 47.9125477, 11.2793021 47.9125742, 11.2788408 47.9127396, 11.2786845 47.9127319, 11.2786061 47.9127303, 11.2783432 47.9128166, 11.2783057 47.9128993, 11.2780616 47.913)",,,,yes,1
25528265,Oskar-Schüler-Straße,residential,30,False,False,131.228,,"LINESTRING (11.2801194 47.9115609, 11.2795066 47.9114859, 11.2790108 47.9114152, 11.2784091 47.9112881)",,,,,
25528265,Oskar-Schüler-Straße,residential,30,False,True,63.44199999999999,,"LINESTRING (11.2801194 47.9115609, 11.2806995 47.9115858, 11.2809673 47.9115631)",,,,,
171029255,Oskar-Schüler-Straße,residential,,False,False,113.089,,"LINESTRING (11.2801194 47.9115609, 11.2800853 47.9118047, 11.2798064 47.9117903, 11.2797313 47.9123728)",,,,,
27149516,Pommernstraße,living_street,,False,False,5.294,,"LINESTRING (11.2740978 47.9057437, 11.2741334 47.9057849)",,,,,
27149516,Pommernstraße,living_street,,False,True,24.972,,"LINESTRING (11.2740978 47.9057437, 11.2739055 47.9055598)",,,,,
200604599,,living_street,,False,False,21.449,,"LINESTRING (11.2740978 47.9057437, 11.2743781 47.9057001)",,,,,
200604599,,living_street,,False,True,21.449,,"LINESTRING (11.2743781 47.9057001, 11.2740978 47.9057437)",,,,,
"[27187434, 914202654]",Schlösserweg,residential,,False,False,121.09899999999999,,"LINESTRING (11.2796983 47.9079261, 11.2797521 47.9078925, 11.2798653 47.9078314, 11.2799549 47.9078084, 11.2800138 47.907785, 11.2800917 47.9077313, 11.2801661 47.9076578, 11.2803052 47.9074653, 11.2803715 47.9073538, 11.2805718 47.9071245, 11.2806174 47.9070629)",,,,,
944064479,Hauptstraße,secondary,50,False,False,74.651,St 2063,"LINESTRING (11.2796983 47.9079261, 11.2799869 47.9081786, 11.2801202 47.908337, 11.2801568 47.9084243, 11.2801729 47.9085043)",,,,,
"[262219962, 1229990146]",Hauptstraße,secondary,50,False,True,64.309,St 2063,"LINESTRING (11.2796983 47.9079261, 11.2795849 47.9078247, 11.2793933 47.9076485, 11.2791919 47.9074579)",,,,,
24388217,Kirchenstraße,residential,30,False,True,119.0,,"LINESTRING (11.27726 47.9106692, 11.277285 47.9107104, 11.2774434 47.9109444, 11.2775264 47.911053, 11.2776034 47.9111065, 11.2777337 47.9111565, 11.2782169 47.9112586, 11.2784091 47.9112881)",,,,,
24388218,Kustermannstraße,residential,,False,False,79.767,,"LINESTRING (11.27726 47.9106692, 11.276499 47.910926, 11.2763165 47.9110062)",,,,,
911577659,Kirchenstraße,residential,30,False,False,45.199,,"LINESTRING (11.27726 47.9106692, 11.2771671 47.9104922, 11.2770732 47.9102826)",,,,,
5116859,Pommernstraße,residential,30,False,True,4.545,,"LINESTRING (11.2738549 47.9055826, 11.2739055 47.9055598)",,,,,
5116859,Pommernstraße,residential,30,False,False,4.545,,"LINESTRING (11.2739055 47.9055598, 11.2738549 47.9055826)",,,,,
5116859,Pommernstraße,residential,30,False,True,35.187,,"LINESTRING (11.2739055 47.9055598, 11.2742976 47.9053836)",,,,,
27149516,Pommernstraße,living_street,,False,False,24.972,,"LINESTRING (11.2739055 47.9055598, 11.2740978 47.9057437)",,,,,
