osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel,access,width
"[31861970, 17582589]",3,Oskar-Wittmann-Straße,tertiary,30,False,"[False, True]",92.74199999999999,"LINESTRING (11.1820433 48.7373164, 11.1821387 48.73746, 11.1822729 48.7376287, 11.182303 48.7376508, 11.1823396 48.737664, 11.1823849 48.7376709, 11.1824187 48.7376692, 11.1829682 48.737567)",,,,,
23234449,,Schrannenstraße,living_street,,True,False,87.247,"LINESTRING (11.1820433 48.7373164, 11.1823197 48.7373174, 11.1823599 48.7373032, 11.1824136 48.7372767, 11.1825078 48.7371853, 11.1827808 48.7368086)",,,,,
"[1077876612, 299982376, 12160841, 135581162, 12160824]","['2', '3']","['Schlagbrückchen', 'Elisenbrücke', 'Elisenplatz']",secondary,50,False,True,154.43699999999998,"LINESTRING (11.1820433 48.7373164, 11.1818687 48.7373442, 11.1816342 48.7374188, 11.1815837 48.73747, 11.1815684 48.7375069, 11.1815655 48.7375545, 11.1815882 48.7376355, 11.1816539 48.7378504, 11.1816684 48.7379391, 11.1816927 48.7384998)",St 2035,yes,,,
513318083,3,Luitpoldstraße,secondary,50,False,True,58.931000000000004,"LINESTRING (11.1820433 48.7373164, 11.1820051 48.7372188, 11.1820025 48.7371968, 11.1819962 48.7371428, 11.1819655 48.7368824, 11.1819341 48.736793)",St 2035,,,,
"[425218065, 12160818]",3,Theresienstraße,secondary,50,False,False,240.64100000000002,"LINESTRING (11.1797184 48.7344537, 11.1795283 48.7344784, 11.179279 48.7345109, 11.1786633 48.7345541, 11.1786268 48.7345567, 11.1780951 48.7345789, 11.1780062 48.7345821, 11.177259 48.7346091, 11.1769665 48.7346043, 11.1766401 48.7345929, 11.1764527 48.7345837)",St 2035,,,,
425218063,3,Luitpoldstraße,secondary,50,False,True,143.216,"LINESTRING (11.1797184 48.7344537, 11.1798172 48.7345626, 11.179829 48.7345752, 11.1799219 48.7346737, 11.180136 48.7348524, 11.1804685 48.7350764, 11.1805889 48.7351576, 11.1809621 48.7354411)",St 2035,,,,
425218064,3,Münchener Straße,secondary,50,False,False,61.851,"LINESTRING (11.1797184 48.7344537, 11.1799254 48.7343989, 11.1804866 48.7342246)",,,,,
23233640,,Gärtnerstraße,living_street,,False,False,16.032,"LINESTRING (11.182567 48.7332913, 11.1824837 48.733158)",,,,,
622814781,,Münchener Straße,secondary,50,False,True,11.951,"LINESTRING (11.182567 48.7332913, 11.1824353 48.7333546)",,,,,
"[622814777, 986612493]","['2', '3']",Münchener Straße,secondary,50,False,False,31.323,"LINESTRING (11.182567 48.7332913, 11.1827118 48.733225, 11.1829494 48.733172)",,,,,
30496261,,Münchener Straße,secondary,50,False,False,50.027,"LINESTRING (11.1839071 48.7330919, 11.184428 48.73301, 11.1845621 48.7329709)",,,,,
30496261,,Münchener Straße,secondary,50,False,True,70.88199999999999,"LINESTRING (11.1839071 48.7330919, 11.1830797 48.7331514, 11.1830345 48.7331563, 11.1829494 48.733172)",,,,,
1077876608,,Münchener Straße,secondary,50,False,False,9.386,"LINESTRING (11.1845621 48.7329709, 11.1846694 48.7329249)",,,,,
18078841,,Neuhofstraße,residential,30,False,False,164.329,"LINESTRING (11.1845621 48.7329709, 11.1847036 48.7335633, 11.1848215 48.7340484, 11.1848479 48.7341542, 11.1848897 48.7343217, 11.1849051 48.7344311)",,,,,
30496261,,Münchener Straße,secondary,50,False,True,50.027,"LINESTRING (11.1845621 48.7329709, 11.184428 48.73301, 11.1839071 48.7330919)",,,,,
1077876608,,Münchener Straße,secondary,50,False,True,9.386,"LINESTRING (11.1846694 48.7329249, 11.1845621 48.7329709)",,,,,
4267572,,Eybstraße,residential,30,True,False,101.016,"LINESTRING (11.1804866 48.7342246, 11.1804702 48.7340704, 11.1804534 48.7333166)",,,,,
10880232,,Münchener Straße,secondary,50,False,False,130.585,"LINESTRING (11.1804866 48.7342246, 11.1808379 48.7341192, 11.181175 48.7340109, 11.1815181 48.7338188, 11.1819572 48.7335795)",,,,,
425218064,3,Münchener Straße,secondary,50,False,True,61.851,"LINESTRING (11.1804866 48.7342246, 11.1799254 48.7343989, 11.1797184 48.7344537)",,,,,
31861970,,Oskar-Wittmann-Straße,tertiary,30,False,False,44.863,"LINESTRING (11.1829682 48.737567, 11.1831775 48.7375249, 11.183372 48.7375121, 11.1835689 48.7375221)",,,,,
"[31861970, 17582589]",3,Oskar-Wittmann-Straße,tertiary,30,False,"[False, True]",92.74199999999999,"LINESTRING (11.1829682 48.737567, 11.1824187 48.7376692, 11.1823849 48.7376709, 11.1823396 48.737664, 11.182303 48.7376508, 11.1822729 48.7376287, 11.1821387 48.73746, 11.1820433 48.7373164)",,,,,
260603908,,Adlerstraße,residential,30,False,False,58.087,"LINESTRING (11.1857299 48.7365946, 11.1855353 48.7365262, 11.1852638 48.7365035, 11.1849661 48.7365106)",,,,,
"[1077876616, 1077876615]",,Theo-Lauber-Straße,residential,30,False,True,24.2,"LINESTRING (11.1857299 48.7365946, 11.1858505 48.7366695, 11.1859687 48.7367448)",,,,,
260603908,,Adlerstraße,residential,30,False,False,20.263,"LINESTRING (11.1849661 48.7365106, 11.1846898 48.7365106)",,,,,
23234454,,Adlerstraße,living_street,30,False,False,42.842,"LINESTRING (11.1849661 48.7365106, 11.1849645 48.7366982, 11.1849437 48.7368954)",,,,,
260603908,,Adlerstraße,residential,30,False,True,58.086999999999996,"LINESTRING (11.1849661 48.7365106, 11.1852638 48.7365035, 11.1855353 48.7365262, 11.1857299 48.7365946)",,,,,
260603908,,Adlerstraße,residential,30,False,True,20.263,"LINESTRING (11.1846898 48.7365106, 11.1849661 48.7365106)",,,,,
17582596,,Spitalplatz,residential,30,False,False,79.155,"LINESTRING (11.1846898 48.7365106, 11.1846522 48.7363107, 11.1845664 48.7361197, 11.1844571 48.7359902, 11.1844119 48.735941, 11.184329 48.7358508)",,,,,
23233650,,Schießhausstraße,residential,,False,False,22.961,"LINESTRING (11.1833449 48.734771, 11.1836545 48.7347403)",,,,,
23234446,,Hirschenstraße,residential,30,False,False,35.283,"LINESTRING (11.1833449 48.734771, 11.1835675 48.7350523)",,,,,
18091964,,Schäfflerstraße,residential,30,False,True,93.52799999999999,"LINESTRING (11.1833449 48.734771, 11.1829446 48.7343207, 11.1827054 48.7340433)",,,,,
507821181,,Rosenstraße,living_street,,True,False,39.774,"LINESTRING (11.1833449 48.734771, 11.1830826 48.7348165, 11.1829237 48.7348576, 11.1828301 48.7348816)",,,,,
24675812,,Rosenstraße,living_street,,True,False,21.076,"LINESTRING (11.1828301 48.7348816, 11.1825628 48.7349512)",,,,,
162504628,,Mazillisstraße,living_street,,True,False,137.86599999999999,"LINESTRING (11.1828301 48.7348816, 11.1829661 48.7354172, 11.183057 48.7357785, 11.1831391 48.7361046)",,,,,
18618963,,Färberstraße,living_street,,True,False,160.811,"LINESTRING (11.1825628 48.7349512, 11.18241 48.7345355, 11.1823542 48.7343788, 11.182245 48.7340195, 11.1820711 48.7336109, 11.182031 48.7335497)",,,,,
24675812,,Rosenstraße,living_street,,True,False,131.595,"LINESTRING (11.1825628 48.7349512, 11.1819264 48.7350999, 11.181785 48.735133, 11.1816955 48.7351535, 11.1813298 48.7352371, 11.1812462 48.7352741, 11.1811765 48.7352994, 11.1811151 48.7353217, 11.1809621 48.7354411)",,,,,
17588388,,Schmidstraße,living_street,,True,False,132.234,"LINESTRING (11.182898 48.7361196, 11.1827573 48.7355971, 11.1827152 48.7354491, 11.1825628 48.7349512)",,,,,
23208352,,Weinstraße,living_street,,False,False,18.094,"LINESTRING (11.182898 48.7361196, 11.1829394 48.7361288, 11.1831181 48.7361071, 11.1831391 48.7361046)",,,,,
23234448,,Pfalzstraße,living_street,,True,False,26.544,"LINESTRING (11.1827808 48.7368086, 11.1831204 48.7368398, 11.1831394 48.7368409)",,,,,
"[1107980836, 5110725]",2,Luitpoldstraße,secondary,50,False,False,61.499,"LINESTRING (11.1819341 48.736793, 11.1818976 48.7366995, 11.1818259 48.7365589, 11.1817479 48.7364153, 11.1817149 48.7363597, 11.181658 48.7362714)",St 2035,,,,
23234448,,Pfalzstraße,living_street,,True,False,62.117000000000004,"LINESTRING (11.1819341 48.736793, 11.1821598 48.7367975, 11.1827808 48.7368086)",,,,,
513318083,3,Luitpoldstraße,secondary,50,False,False,58.931,"LINESTRING (11.1819341 48.736793, 11.1819655 48.7368824, 11.1819962 48.7371428, 11.1820025 48.7371968, 11.1820051 48.7372188, 11.1820433 48.7373164)",St 2035,,,,
507816298,,Münchener Straße,secondary,50,False,False,6.346,"LINESTRING (11.1819572 48.7335795, 11.182031 48.7335497)",,,,,
10880232,,Münchener Straße,secondary,50,False,True,130.585,"LINESTRING (11.1819572 48.7335795, 11.1815181 48.7338188, 11.181175 48.7340109, 11.1808379 48.7341192, 11.1804866 48.7342246)",,,,,
"[18091955, 425218061]",3,Fünfzehnerstraße,secondary,50,False,False,121.69999999999999,"LINESTRING (11.1764527 48.7345837, 11.1764017 48.734443, 11.1763724 48.734362, 11.176279 48.7341043, 11.1762736 48.7340839, 11.1762214 48.7338874, 11.1761362 48.7335102)",St 2035,,,,
"[425218065, 12160818]",3,Theresienstraße,secondary,50,False,True,240.641,"LINESTRING (11.1764527 48.7345837, 11.1766401 48.7345929, 11.1769665 48.7346043, 11.177259 48.7346091, 11.1780062 48.7345821, 11.1780951 48.7345789, 11.1786268 48.7345567, 11.1786633 48.7345541, 11.179279 48.7345109, 11.1795283 48.7344784, 11.1797184 48.7344537)",St 2035,,,,
"[423967520, 425264604]",3,Donauwörther Straße,secondary,50,False,False,191.577,"LINESTRING (11.1764527 48.7345837, 11.1761993 48.7345529, 11.1758699 48.7345129, 11.1753948 48.7344498, 11.1750996 48.7344241, 11.1750421 48.7344186, 11.1748316 48.7343985, 11.1741272 48.7344062, 11.1738653 48.7344082)",,,,,
"[18091956, 425264605]",3,Wolfgang-Wilhelm-Platz,residential,50,False,True,52.06999999999999,"LINESTRING (11.1764527 48.7345837, 11.1764513 48.7347122, 11.1764488 48.7349496, 11.1764431 48.7350519)",,,,,
"[18091956, 425264605]",3,Wolfgang-Wilhelm-Platz,residential,50,False,False,52.07,"LINESTRING (11.1764431 48.7350519, 11.1764488 48.7349496, 11.1764513 48.7347122, 11.1764527 48.7345837)",,,,,
"[1077890692, 18091959]",,Wolfgang-Wilhelm-Platz,residential,30,True,False,83.388,"LINESTRING (11.1764431 48.7350519, 11.1764594 48.7354882, 11.176428 48.7356109, 11.1764092 48.735642, 11.1762817 48.7356781, 11.1761856 48.7356688)",,,,,
18091957,,Wolfgang-Wilhelm-Platz,residential,30,True,False,71.148,"LINESTRING (11.1761856 48.7356688, 11.1762108 48.7356075, 11.1762949 48.7354035, 11.1764431 48.7350519)",,,,,
18091958,,Wolfgang-Wilhelm-Platz,residential,30,False,False,21.471,"LINESTRING (11.1761856 48.7356688, 11.1761542 48.7357233, 11.1761193 48.7357598, 11.1760791 48.7357909, 11.1760277 48.7358287)",,,,,
1077890696,,Frauenplatz,residential,30,False,False,37.752,"LINESTRING (11.1760277 48.7358287, 11.1755465 48.7357081)",,,,,
18091958,,Wolfgang-Wilhelm-Platz,residential,30,False,True,21.471,"LINESTRING (11.1760277 48.7358287, 11.1760791 48.7357909, 11.1761193 48.7357598, 11.1761542 48.7357233, 11.1761856 48.7356688)",,,,,
