osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
"[37232779, 1208228934]",2,Hallesche Straße,tertiary,50,False,True,110.14999999999998,"LINESTRING (11.5505463 51.5269411, 11.55056 51.526921, 11.5505777 51.5269002, 11.5505963 51.5268823, 11.5506189 51.5268657, 11.5506603 51.5268421, 11.5507038 51.5268217, 11.5515727 51.5264509, 11.5516099 51.5264317, 11.5516287 51.5264213, 11.5516607 51.5264001, 11.5516828 51.5263845, 11.5517705 51.526323)",,,
"[1208228936, 26356802]",,Plan,tertiary,50,False,False,55.410999999999994,"LINESTRING (11.5505463 51.5269411, 11.5504559 51.5270857, 11.5503185 51.527256, 11.5502645 51.5273087, 11.5502522 51.5273193, 11.5502311 51.5273352, 11.5502059 51.5273523, 11.5501672 51.5273752)",,,
388995924,,Badergasse,residential,,False,False,26.477,"LINESTRING (11.5497168 51.5275807, 11.5493588 51.5274965)",,,
34257404,,Lindenallee,tertiary,50,False,True,45.621,"LINESTRING (11.5497168 51.5275807, 11.5501625 51.5278455, 11.5501941 51.5278638)",,,
180569967,,Plan,residential,50,False,False,85.85000000000001,"LINESTRING (11.5497168 51.5275807, 11.549561 51.5276493, 11.5494355 51.5277064, 11.5493721 51.5277361, 11.5492597 51.5277897, 11.5491615 51.5278407, 11.5490751 51.5278888, 11.5489628 51.527957, 11.548894 51.527999, 11.5487674 51.5280755)",,,
388995939,3,Plan,tertiary,50,False,True,38.675,"LINESTRING (11.5497168 51.5275807, 11.5499876 51.5274659, 11.5501003 51.5274108, 11.5501672 51.5273752)",,,
36231918,1,Rammtorstraße,residential,,True,False,202.55800000000005,"LINESTRING (11.5421374 51.5248799, 11.5423931 51.5252894, 11.5425429 51.5254134, 11.5426184 51.5254665, 11.5426914 51.5255034, 11.5428999 51.5256089, 11.5433437 51.5257861, 11.5438298 51.526004, 11.5439183 51.5260412, 11.5440744 51.5261033, 11.5441393 51.5261293)",,,
28893919,,Rathausstraße,residential,,True,False,17.39,"LINESTRING (11.5462144 51.5268242, 11.5461639 51.5269774)",,,
36231918,1,Rammtorstraße,residential,,True,False,88.807,"LINESTRING (11.5462144 51.5268242, 11.5462767 51.5268319, 11.5464445 51.5268431, 11.5466068 51.526854, 11.5468168 51.526868, 11.5468688 51.5268715, 11.547435 51.5269076, 11.5474691 51.5269098, 11.5474902 51.5269113)",,,
"[344805040, 344805044, 344805037]",1,Rammtorstraße,residential,,True,False,31.242,"LINESTRING (11.5474902 51.5269113, 11.5475517 51.5270597, 11.5475765 51.5271206, 11.5475987 51.527184)",yes,,
388995938,,Petristraße,residential,50,False,True,31.481000000000005,"LINESTRING (11.5474902 51.5269113, 11.5476139 51.52692, 11.5478855 51.5269436, 11.547904 51.5269449, 11.547917 51.5269444, 11.5479292 51.5269412, 11.5479382 51.5269368)",,,
