osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,ref,junction,width
33059304,Höhenstraße,residential,30,False,False,50.376,"LINESTRING (8.8083315 48.9976149, 8.8090214 48.997634)",,,,,
32400410,Höhenstraße,residential,30,False,True,66.964,"LINESTRING (8.8083315 48.9976149, 8.8081853 48.9971152, 8.808205 48.9970227)",,,,,
"[33059304, 32089680, 76254560, 32089685]","['Im Schänzle', 'Höhenstraße']",residential,"['50', '30']",False,"[False, True]",536.95,"LINESTRING (8.8083315 48.9976149, 8.8081433 48.9976144, 8.8078002 48.9975929, 8.807629 48.9975686, 8.8074679 48.9975195, 8.807346 48.9974634, 8.8072635 48.9973643, 8.8072491 48.9972722, 8.8072517 48.9971473, 8.8072783 48.9970254, 8.8072814 48.9968173, 8.8072558 48.9967648, 8.8072027 48.9966793, 8.8070371 48.9965669, 8.8069112 48.9965145, 8.8067864 48.9964892, 8.8061843 48.9964696, 8.8060197 48.9964506, 8.8059164 48.9964279, 8.8056029 48.9963544, 8.8053174 48.9962937, 8.8050236 48.996305, 8.8048483 48.996384, 8.804776 48.9964642, 8.8047397 48.9965628, 8.8047445 48.9966477, 8.8048487 48.9967618, 8.8050479 48.9968675, 8.8052886 48.9969512, 8.8053904 48.9970047, 8.8054735 48.9970692, 8.8055586 48.9972018, 8.8055996 48.9973148, 8.8055896 48.9974311, 8.8055629 48.9975056, 8.8055178 48.997581, 8.8054538 48.9976422, 8.8053995 48.9976839, 8.8053686 48.9977206, 8.8053543 48.9977616)",,,,,
4818854,August-Kienzle-Straße,residential,30,False,False,66.98599999999999,"LINESTRING (8.8016418 48.9977818, 8.801957 48.9972793, 8.8019912 48.9972247)",,,,,
4818854,August-Kienzle-Straße,residential,30,False,True,134.35399999999998,"LINESTRING (8.8016418 48.9977818, 8.8013349 48.9983363, 8.8012134 48.9985331, 8.8011963 48.9985608, 8.8010108 48.9989167)",,,,,
25639796,Salzachweg,residential,30,False,False,234.684,"LINESTRING (8.8016418 48.9977818, 8.7996648 48.9968713, 8.7989299 48.9966616)",destination,,,,
127913989,Seehausweg,residential,30,False,True,174.849,"LINESTRING (8.7989299 48.9966616, 8.7981577 48.9981502)",,,,,
25639796,Salzachweg,residential,30,False,True,234.684,"LINESTRING (8.7989299 48.9966616, 8.7996648 48.9968713, 8.8016418 48.9977818)",destination,,,,
127913989,Seehausweg,residential,30,False,False,31.262,"LINESTRING (8.7989299 48.9966616, 8.7990349 48.9964444, 8.7990594 48.9963936)",,,,,
33059298,Füllensgasse,residential,30,False,True,51.574,"LINESTRING (8.8095615 48.9986557, 8.8092449 48.9990704)",,2,,,
24781205,Füllensgasse,residential,30,False,True,33.004,"LINESTRING (8.8092449 48.9990704, 8.8090306 48.9993318)",,2,,,
33059298,Füllensgasse,residential,30,False,False,51.574,"LINESTRING (8.8092449 48.9990704, 8.8095615 48.9986557)",,2,,,
25639807,Silahopp,residential,30,False,True,274.00699999999995,"LINESTRING (8.8092449 48.9990704, 8.8097539 48.9992342, 8.8098365 48.9992608, 8.8098863 48.9992742, 8.8099349 48.9992701, 8.8099632 48.9992567, 8.8099881 48.9992287, 8.8099851 48.999199, 8.8099907 48.9991534, 8.8100151 48.9991012, 8.8100619 48.9990144, 8.8101295 48.9989009, 8.8102034 48.9987829, 8.8104095 48.9985394, 8.8105416 48.9983641, 8.8106351 48.9982608, 8.8107186 48.9981879, 8.8104931 48.998056, 8.8104076 48.998011, 8.8103388 48.9979831, 8.8102963 48.9979726, 8.8102385 48.997961, 8.8101611 48.9979505, 8.8100502 48.9979495, 8.8099697 48.9979539, 8.8099067 48.9979604, 8.809805 48.9979813, 8.8097087 48.9980115)",,,,,
32639860,Ötisheimer Weg,residential,30,False,True,48.626000000000005,"LINESTRING (8.8092449 48.9990704, 8.8088417 48.9989442, 8.8086533 48.9988699)",,,,,
"[32048344, 32048345]",Knittlinger Steige,residential,"['50', '30']",False,True,222.33100000000002,"LINESTRING (8.8005332 49.0020992, 8.800555 49.0020718, 8.800814 49.0017456, 8.8009677 49.0015521, 8.8010678 49.0014437, 8.8012028 49.0013245, 8.8013099 49.0012543, 8.8013737 49.0012168, 8.801698 49.0010671, 8.8025864 49.0006947)",,,,,
29333528,Keplerstraße,residential,30,False,False,3.953,"LINESTRING (8.8047361 48.9998111, 8.804691 48.9998308)",,,,,
32048353,Hilsenbeuerstraße,residential,30,False,True,119.411,"LINESTRING (8.8047361 48.9998111, 8.8048232 48.9997314, 8.8048823 48.9996279, 8.8049374 48.9992871, 8.805033 48.9987683)",,,,,
127913984,Hilsenbeuerstraße,residential,30,False,False,58.356,"LINESTRING (8.8047361 48.9998111, 8.8047668 48.9998898, 8.8047432 48.9999841, 8.8045547 49.0003094)",,,,,
32048337,Seehausweg,residential,30,False,False,81.989,"LINESTRING (8.7976817 48.9988149, 8.7978055 48.9985784, 8.798072 48.9982797, 8.7981577 48.9981502)",,,,,
249185984,Keplerstraße,residential,30,False,True,340.941,"LINESTRING (8.7976817 48.9988149, 8.797828 48.998819, 8.7985248 48.9988082, 8.7990803 48.998871, 8.8001255 48.9989898, 8.8009138 48.9991775, 8.8009588 48.9991882, 8.8018147 48.9994072, 8.8021857 48.9995061)",,,,,
127913989,Seehausweg,residential,30,False,False,174.849,"LINESTRING (8.7981577 48.9981502, 8.7989299 48.9966616)",,,,,
32046275,Schleifhäusleweg,residential,30,False,False,85.86099999999999,"LINESTRING (8.7981577 48.9981502, 8.7975758 48.9981284, 8.7974364 48.9981041, 8.7972873 48.998075, 8.7970033 48.9980244)",,,,,
32048337,Seehausweg,residential,30,False,True,81.989,"LINESTRING (8.7981577 48.9981502, 8.798072 48.9982797, 8.7978055 48.9985784, 8.7976817 48.9988149)",,,,,
33059304,Höhenstraße,residential,30,False,True,50.376,"LINESTRING (8.8090214 48.997634, 8.8083315 48.9976149)",,,,,
32400414,Höhenstraße,residential,30,False,False,45.091,"LINESTRING (8.8090214 48.997634, 8.8088877 48.9972962, 8.8089105 48.9972417)",,,,,
33059304,Höhenstraße,residential,30,False,False,48.041,"LINESTRING (8.8090214 48.997634, 8.8093797 48.9976353, 8.809523 48.9976362, 8.809677 48.9976165)",,,,,
32400420,Höhenstraße,residential,30,False,False,22.521,"LINESTRING (8.809677 48.9976165, 8.8096122 48.9974684, 8.8096157 48.99742)",,,,,
33059304,Höhenstraße,residential,30,False,False,74.393,"LINESTRING (8.809677 48.9976165, 8.8098647 48.9975767, 8.8100304 48.9975343, 8.8102245 48.997468, 8.8103566 48.9974086, 8.8104981 48.9973229, 8.8105518 48.9972904)",,,,,
33059304,Höhenstraße,residential,30,False,True,48.041,"LINESTRING (8.809677 48.9976165, 8.809523 48.9976362, 8.8093797 48.9976353, 8.8090214 48.997634)",,,,,
