osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
27524272,St 2420,secondary,False,False,49.122,"LINESTRING (10.1398746 49.6980892, 10.1403125 49.6982072, 10.1405053 49.6982587)",,,
34346040,,unclassified,False,True,170.033,"LINESTRING (10.1398746 49.6980892, 10.1399387 49.6979866, 10.1399651 49.6979529, 10.1400053 49.6979321, 10.1402414 49.6978791, 10.140354 49.697854, 10.140456 49.6978184, 10.1406196 49.6976953, 10.140751 49.6975617, 10.140893 49.6974059, 10.1410139 49.6972693, 10.1413156 49.6969493)",,,
"[27524273, 514269735]",,"['unclassified', 'residential']",False,"[False, True]",157.536,"LINESTRING (10.1398746 49.6980892, 10.1395453 49.6980145, 10.1392059 49.6979401, 10.1389165 49.6978766, 10.1378221 49.6975957)",Michelfelder Straße,,
1106499569,St 2420,secondary,True,False,18.846,"LINESTRING (10.1398746 49.6980892, 10.1399168 49.6981767, 10.139881 49.698251)",,,
27524455,,residential,False,False,14.471,"LINESTRING (10.1354569 49.6946677, 10.1356566 49.6946835)",Neubaustraße,,
27524451,,residential,False,False,61.287000000000006,"LINESTRING (10.1354569 49.6946677, 10.1356582 49.6942456, 10.1357266 49.6941455)",Hauptstraße,,
27524451,,residential,False,True,121.53399999999999,"LINESTRING (10.1354569 49.6946677, 10.1350948 49.6954501, 10.135015 49.695665, 10.1350084 49.6957201)",Hauptstraße,,
"[27524457, 27524459]",,residential,False,"[False, True]",442.40200000000004,"LINESTRING (10.1354569 49.6946677, 10.1347844 49.6945305, 10.1340562 49.694398, 10.134027 49.6944445, 10.1336657 49.6951775, 10.133503 49.6954859, 10.1334784 49.6959205, 10.1332976 49.6960512, 10.1332105 49.696222, 10.1332358 49.6965843, 10.1332304 49.6968289, 10.1332973 49.6973173)","['Untere Maingasse', 'Güntherstraße']",,
27524434,,residential,False,False,85.93799999999999,"LINESTRING (10.1337636 49.6981171, 10.1337371 49.6977555, 10.1337463 49.6974471, 10.1337547 49.6974002, 10.1337837 49.6973483)",Kitzinger Straße,,
"[27524459, 34346031]",,residential,False,"[False, True]",108.538,"LINESTRING (10.1337636 49.6981171, 10.1336166 49.6981332, 10.1334116 49.6980163, 10.1333906 49.6978876, 10.1332973 49.6973173)",Untere Maingasse,,
