osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,width,tunnel,access,junction
"[23175266, 476256166, 997767534]",L 183,Steinstraße,secondary,False,False,153.035,"['2', '3']",50,"LINESTRING (6.8001671 50.9959293, 6.7999914 50.9961644, 6.7999681 50.9962032, 6.799843 50.9963976, 6.7997202 50.9965888, 6.7996426 50.9967324, 6.7996172 50.9967824, 6.7994321 50.9971345, 6.7993792 50.9972116)",,,,
23175266,L 183,Steinstraße,secondary,False,True,165.237,,,"LINESTRING (6.8001671 50.9959293, 6.8002109 50.9958831, 6.8003858 50.9956986, 6.8006397 50.9955094, 6.8009942 50.9953286, 6.8014103 50.9951932, 6.8018662 50.9950989, 6.8019999 50.9950827)",,,,
"[33620002, 829358659]",,Jakobstraße,living_street,False,True,112.498,,,"LINESTRING (6.8001671 50.9959293, 6.8007892 50.9961194, 6.8012429 50.996258, 6.8016389 50.9963287)",,,,
"[943304514, 30759092]",K 24,Steinstraße,tertiary,False,False,180.072,3,50,"LINESTRING (6.7991784 50.9975212, 6.7991005 50.9976245, 6.799074 50.9976596, 6.7990359 50.9977102, 6.7989726 50.9977942, 6.7988796 50.9979175, 6.7987985 50.9980251, 6.7987599 50.998073, 6.7986679 50.9982059, 6.7986493 50.9982307, 6.7986221 50.9982669, 6.798583 50.998319, 6.7984504 50.9984719, 6.7982794 50.9986935, 6.7981713 50.9988683, 6.7981613 50.9988847, 6.7981017 50.9989905)",,,,
"[388941218, 817493326]",L 183,Steinstraße,secondary,False,True,37.201,3,50,"LINESTRING (6.7991784 50.9975212, 6.799213 50.9974645, 6.7992645 50.9973942, 6.7993063 50.9973336, 6.7993792 50.9972116)",,,,
691659586,L 183,Rathausstraße,secondary,False,True,85.967,3,50,"LINESTRING (6.7991784 50.9975212, 6.79929 50.9976263, 6.7993774 50.9977043, 6.7994918 50.9977976, 6.7999219 50.9981361)",,,,
904208089,K 25,Rathausstraße,tertiary,False,True,40.013999999999996,3,50,"LINESTRING (6.7991784 50.9975212, 6.7990624 50.9973838, 6.7989255 50.9971986)",,,,
160502879,K 24,Steinstraße,tertiary,False,False,10.382,,,"LINESTRING (6.7979099 50.9994053, 6.7978563 50.9994513, 6.7978177 50.9994783)",,,,
160502879,K 24,Steinstraße,tertiary,False,True,48.34299999999999,,,"LINESTRING (6.7979099 50.9994053, 6.7979747 50.9993226, 6.7979961 50.9992656, 6.7980184 50.9991834, 6.7980319 50.9991227, 6.798047 50.9990941, 6.7981017 50.9989905)",,,,
23175265,K 24,Venloer Straße,tertiary,False,True,47.486,3,,"LINESTRING (6.7972055 50.9996606, 6.797277 50.9996374, 6.7973151 50.9996251, 6.7975543 50.9995534, 6.7976394 50.9995337, 6.7977103 50.999518, 6.7978177 50.9994783)",,,,
23733538,,Bergheimer Straße,residential,False,False,95.469,,,"LINESTRING (6.7972055 50.9996606, 6.7966209 50.999266, 6.7963314 50.9990845, 6.7962988 50.9990261)",,,,
24860780,,Everhardstraße,residential,True,False,72.82400000000001,,30,"LINESTRING (6.8016591 51.001176, 6.8016127 51.0011803, 6.801445 51.0011977, 6.8009645 51.0012834, 6.8009425 51.0012907, 6.8006869 51.001389)",,,,
31978890,L 183,Worringer Straße,secondary,False,True,129.669,,50,"LINESTRING (6.8016591 51.001176, 6.8016688 51.001276, 6.8017047 51.0015093, 6.8016904 51.0017864, 6.8015383 51.0023324)",,,,
460613942,L 183,Auf dem Driesch,secondary,False,False,38.858999999999995,,50,"LINESTRING (6.8016591 51.001176, 6.8016427 51.0009504, 6.8017018 51.0008325)",,,,
460613942,L 183,Auf dem Driesch,secondary,False,True,38.858999999999995,,50,"LINESTRING (6.8017018 51.0008325, 6.8016427 51.0009504, 6.8016591 51.001176)",,,,
710695141,L 183,Auf dem Driesch,secondary,False,False,35.256,,50,"LINESTRING (6.8017018 51.0008325, 6.8018134 51.0006894, 6.8019258 51.0005485)",,,,
710695141,L 183,Auf dem Driesch,secondary,False,True,6.961,,50,"LINESTRING (6.8019712 51.0004928, 6.8019258 51.0005485)",,,,
23238601,,Escher Straße,residential,True,False,111.53699999999999,,30,"LINESTRING (6.8019712 51.0004928, 6.8017699 51.0004264, 6.8011645 51.0003069, 6.8005653 51.0002737, 6.8004382 51.0002927)",,,,
23447618,L 183,Auf dem Driesch,secondary,False,False,102.904,,50,"LINESTRING (6.8019712 51.0004928, 6.802116 51.0003103, 6.8021959 51.0001996, 6.802264 51.0000552, 6.8022893 50.9998915, 6.8022832 50.9997376, 6.8022367 50.9996101)",,,,
904208080,L 183,Auf dem Driesch,secondary,False,False,27.906,,50,"LINESTRING (6.8022367 50.9996101, 6.8020318 50.9993948)",,,,
23447618,L 183,Auf dem Driesch,secondary,False,True,102.904,,50,"LINESTRING (6.8022367 50.9996101, 6.8022832 50.9997376, 6.8022893 50.9998915, 6.802264 51.0000552, 6.8021959 51.0001996, 6.802116 51.0003103, 6.8019712 51.0004928)",,,,
25507494,,Kanalstraße,residential,False,False,128.029,,,"LINESTRING (6.8022367 50.9996101, 6.8023027 50.9996026, 6.8025042 50.9996068, 6.8032884 50.9996437, 6.8034331 50.999644, 6.8037174 50.9996215, 6.8040516 50.9995722)",,,,
23442705,,Alte Kölner Straße,residential,False,True,155.449,,30,"LINESTRING (6.7999219 50.9981361, 6.7993849 50.9984616, 6.7990506 50.998651, 6.7988249 50.998772, 6.7985939 50.9989153, 6.7986329 50.9989547, 6.7987345 50.9990365, 6.7988428 50.999116)",,,,
691659586,L 183,Rathausstraße,secondary,False,False,85.967,3,50,"LINESTRING (6.7999219 50.9981361, 6.7994918 50.9977976, 6.7993774 50.9977043, 6.79929 50.9976263, 6.7991784 50.9975212)",,,,
"[388941212, 691659589]",,Alte Kölner Straße,residential,False,False,120.09,,30,"LINESTRING (6.7999219 50.9981361, 6.8003207 50.9979049, 6.8003356 50.9978965, 6.8003955 50.9978629, 6.8004029 50.9978588, 6.8007585 50.9977016, 6.801027 50.9975829, 6.8013107 50.9975195)",,,,
"[23244128, 1047291852, 1047291855]",L 183,Rathausstraße,secondary,False,True,62.459,2,50,"LINESTRING (6.7999219 50.9981361, 6.8000546 50.9982322, 6.8003074 50.9984024, 6.8003779 50.9984487, 6.8004335 50.9984803, 6.8005398 50.9985407)",,,,
23635481,,Lindenstraße,residential,False,True,59.818,,,"LINESTRING (6.8057764 50.9966167, 6.8051507 50.9962502)",,,,
23238598,,Venloer Straße,tertiary,False,False,36.671,,50,"LINESTRING (6.8057764 50.9966167, 6.8057333 50.9966909, 6.8056374 50.9968746, 6.8056454 50.9969318)",,,,
"[905110513, 904208077, 23238598]",,Venloer Straße,tertiary,False,True,81.706,,50,"LINESTRING (6.8057764 50.9966167, 6.8058296 50.9965379, 6.8058995 50.9964487, 6.8059578 50.9963931, 6.8060132 50.9963415, 6.8060368 50.9963233, 6.8060966 50.9962823, 6.8062932 50.9961768, 6.8063691 50.9961379, 6.8063966 50.996123, 6.8064624 50.9960379)",,,,
23238598,,Venloer Straße,tertiary,False,True,36.67100000000001,,50,"LINESTRING (6.8056454 50.9969318, 6.8056374 50.9968746, 6.8057333 50.9966909, 6.8057764 50.9966167)",,,,
388941217,,Orrer Straße,tertiary,False,True,76.284,,50,"LINESTRING (6.8056454 50.9969318, 6.8057521 50.9969965, 6.8065284 50.9973322)",,,,
"[905110512, 31978869]",,Venloer Straße,residential,False,False,50.292,,20,"LINESTRING (6.8056454 50.9969318, 6.8055702 50.9970141, 6.8055434 50.9970389, 6.8054474 50.997128, 6.8052877 50.9972414, 6.8052014 50.9972826)",,,,
23734365,,Bachstraße,residential,False,True,68.74,,,"LINESTRING (6.8033014 50.997688, 6.8033228 50.9975639, 6.8033887 50.9973016, 6.8034437 50.9972275, 6.8035885 50.9971134)",,,,
"[755412387, 31978869]",,Venloer Straße,residential,False,False,92.98,,20,"LINESTRING (6.8033014 50.997688, 6.8030818 50.9977169, 6.8020791 50.9980081)",7,,,
31978869,,Venloer Straße,residential,False,True,142.20000000000002,,20,"LINESTRING (6.8033014 50.997688, 6.8037994 50.9976228, 6.8040404 50.9975906, 6.8043416 50.9975524, 6.8046449 50.9974928, 6.804821 50.9974468, 6.8050134 50.9973625, 6.8052014 50.9972826)",,,,
23238599,,Venloer Straße,residential,True,False,74.13000000000001,,20,"LINESTRING (6.7988428 50.999116, 6.798114 50.9993961, 6.7980127 50.9994062, 6.7979099 50.9994053)",,,,
23442705,,Alte Kölner Straße,residential,False,False,155.449,,30,"LINESTRING (6.7988428 50.999116, 6.7987345 50.9990365, 6.7986329 50.9989547, 6.7985939 50.9989153, 6.7988249 50.998772, 6.7990506 50.998651, 6.7993849 50.9984616, 6.7999219 50.9981361)",,,,
"[687619237, 905110511]",,Venloer Straße,residential,False,True,134.913,,20,"LINESTRING (6.7988428 50.999116, 6.7990498 50.9990439, 6.7993091 50.99895, 6.7995128 50.9988792, 6.7999756 50.9987263, 6.8003113 50.998612, 6.8003503 50.9985987, 6.8003802 50.9985894, 6.8005398 50.9985407)",,,,
23238602,,Escher Straße,residential,False,False,89.37700000000001,,30,"LINESTRING (6.8004382 51.0002927, 6.8003892 51.0002383, 6.8002503 51.0001968, 6.7998851 51.0000959, 6.7993119 50.9999387)",,,,
"[23238603, 688083284]",,Barbarastraße,residential,True,False,115.924,,30,"LINESTRING (6.8004382 51.0002927, 6.8004686 51.0003782, 6.8005255 51.0004773, 6.8006005 51.0005628, 6.8006808 51.0006143, 6.8007769 51.0006435, 6.8009312 51.0006842, 6.8015945 51.0008071, 6.8017018 51.0008325)",,,,
23238602,,Escher Straße,residential,False,False,43.3,,30,"LINESTRING (6.7993119 50.9999387, 6.7987273 50.9998111)",,,,
25507579,,Am Jürgenshof,residential,False,True,44.524,,30,"LINESTRING (6.7993119 50.9999387, 6.7996201 50.9995884)",,,,
23238602,,Escher Straße,residential,False,True,89.37700000000001,,30,"LINESTRING (6.7993119 50.9999387, 6.7998851 51.0000959, 6.8002503 51.0001968, 6.8003892 51.0002383, 6.8004382 51.0002927)",,,,
23238602,,Escher Straße,residential,False,True,43.3,,30,"LINESTRING (6.7987273 50.9998111, 6.7993119 50.9999387)",,,,
23462937,,Paul-Decker-Platz,residential,False,False,77.81300000000002,,30,"LINESTRING (6.7987273 50.9998111, 6.7980676 50.9996952, 6.7979276 50.9995918, 6.7979049 50.9995683, 6.7978177 50.9994783)",,,,
904845528,,Hackenbroicher Straße,residential,False,False,174.421,,30,"LINESTRING (6.7987273 50.9998111, 6.7984314 51.0004012, 6.7982895 51.0007213, 6.7982586 51.0007974, 6.7982554 51.0008053, 6.79812 51.0011516, 6.7980941 51.001325)",,,,
319114741,,Am Kleekamp,residential,False,True,149.42,,,"LINESTRING (6.8036828 50.9949174, 6.802669 50.9937348)",,,,
927275584,,Johannisstraße,residential,False,False,26.695,,,"LINESTRING (6.8036828 50.9949174, 6.8034154 50.9950886)",,,,
23660526,,Johannisstraße,living_street,False,True,58.609,,,"LINESTRING (6.8036828 50.9949174, 6.8041456 50.9947835, 6.8043655 50.9947347, 6.8044594 50.9947259)",,,,
927275584,,Johannisstraße,residential,False,True,26.695,,,"LINESTRING (6.8034154 50.9950886, 6.8036828 50.9949174)",,,,
23175266,L 183,Steinstraße,secondary,False,False,165.23700000000002,,,"LINESTRING (6.8019999 50.9950827, 6.8018662 50.9950989, 6.8014103 50.9951932, 6.8009942 50.9953286, 6.8006397 50.9955094, 6.8003858 50.9956986, 6.8002109 50.9958831, 6.8001671 50.9959293)",,,,
23175266,L 183,Steinstraße,secondary,False,True,333.88100000000003,,,"LINESTRING (6.8019999 50.9950827, 6.8023058 50.9950634, 6.8026735 50.9950753, 6.8028077 50.9950925, 6.8030482 50.9951367, 6.8031316 50.995152, 6.8033716 50.9952006, 6.8039853 50.9953479, 6.8048521 50.9955582, 6.8051352 50.9956283, 6.8054118 50.995704, 6.8057049 50.9957976, 6.8058282 50.9958391, 6.8061566 50.9959456, 6.8063157 50.9959928, 6.8064624 50.9960379)",,,,
23255281,,Zur Alten Wassermühle,residential,False,False,36.251000000000005,,,"LINESTRING (6.8019999 50.9950827, 6.8019756 50.9949958, 6.8018096 50.9947822)",,,,
23255283,,Anemonenweg,residential,False,False,85.082,,30,"LINESTRING (6.8091449 50.9942326, 6.8087442 50.9940919, 6.8084927 50.9940093, 6.8080857 50.9938574)",,,,
23255283,,Anemonenweg,residential,False,True,111.01299999999998,,30,"LINESTRING (6.8091449 50.9942326, 6.8093367 50.994591, 6.809632 50.9951425, 6.8096409 50.9951591, 6.8096514 50.9951787)",,,,
