osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
23135052,Bautzener Straße,residential,False,False,12.364999999999998,"LINESTRING (14.18152 51.1300171, 14.1815203 51.1299795, 14.1815209 51.1299059)",,,,,
23202140,Hellmuth-Muntschick-Straße,secondary,False,False,84.549,"LINESTRING (14.18152 51.1300171, 14.1814422 51.1300236, 14.1813417 51.1300321, 14.1811944 51.1300321, 14.1810582 51.1300294, 14.1803133 51.1299856)",2,S 111,50,,
259895235,Bautzener Straße,secondary,False,True,225.3,"LINESTRING (14.18152 51.1300171, 14.181609 51.130027, 14.1816783 51.1300475, 14.1818552 51.1301516, 14.1820426 51.1302981, 14.1824424 51.1306092, 14.1827132 51.1308246, 14.1832797 51.1312752, 14.1835587 51.1314971, 14.1836087 51.1315369)",2,S 111,50,,
105704730,Hellmuth-Muntschick-Straße,secondary,False,True,103.64699999999999,"LINESTRING (14.1784311 51.1299055, 14.1785162 51.1299443, 14.1786384 51.129966, 14.1789559 51.1299755, 14.1794014 51.1299537, 14.1798892 51.129969)",2,S 111,50,,
379167604,Kamenzer Straße,secondary,False,False,20.422,"LINESTRING (14.1784311 51.1299055, 14.1783529 51.1299619, 14.1782943 51.1300644)",3,,50,,
"[23202139, 886176396, 314155414]",Kamenzer Straße,secondary,False,False,52.363,"LINESTRING (14.1784311 51.1299055, 14.1783866 51.129874, 14.1783242 51.1298299, 14.178117 51.129638, 14.177993 51.129524)",3,S 111,50,,
23202133,Am Lutherpark,secondary,False,False,95.668,"LINESTRING (14.177993 51.129524, 14.1778241 51.1293682, 14.1777293 51.1292221, 14.1776806 51.1289878, 14.177638 51.1287112)",2,S 111,50,,
"[23757179, 826967789]",Kamenzer Straße,residential,False,True,68.355,"LINESTRING (14.177993 51.129524, 14.1781097 51.1294581, 14.178204 51.1294049, 14.1782669 51.1293438, 14.1782679 51.1291847, 14.1782683 51.1291126, 14.1783554 51.1289917)",2,,20,,
"[23202139, 886176396, 314155414]",Kamenzer Straße,secondary,False,True,52.363,"LINESTRING (14.177993 51.129524, 14.178117 51.129638, 14.1783242 51.1298299, 14.1783866 51.129874, 14.1784311 51.1299055)",3,S 111,50,,
23202127,Dresdener Straße,secondary,False,False,143.39600000000002,"LINESTRING (14.1774868 51.1264193, 14.1774754 51.1263889, 14.1765534 51.1257966, 14.1760608 51.1254973)",3,S 111,50,,
"[165933222, 587306703]",Lutherstraße,secondary,False,True,84.858,"LINESTRING (14.1774868 51.1264193, 14.1774677 51.1264535, 14.1770876 51.1268109, 14.1769622 51.1269315, 14.1768288 51.1270598)",2,S 111,50,,
"[406047785, 525142274, 23198470]",Dresdener Straße,residential,False,True,37.739,"LINESTRING (14.1774868 51.1264193, 14.177625 51.1264642, 14.1778957 51.1266092, 14.177917 51.1266218)",,,"['50', '20']",,
23202127,Dresdener Straße,secondary,False,True,143.39600000000002,"LINESTRING (14.1760608 51.1254973, 14.1765534 51.1257966, 14.1774754 51.1263889, 14.1774868 51.1264193)",3,S 111,50,,
"[23202176, 26613740, 26613741]",Beethovenstraße,tertiary,False,False,209.18699999999998,"LINESTRING (14.1760608 51.1254973, 14.1770257 51.1247739, 14.1772114 51.1246346, 14.1773468 51.1245331, 14.177414 51.1244827, 14.1776011 51.1243373, 14.1779082 51.1240985, 14.1779945 51.1240638)",2,K 7260,50,yes,
136987543,Steinweg,residential,False,True,28.887,"LINESTRING (14.1760608 51.1254973, 14.1758833 51.1256325, 14.1757709 51.1256792)",2,,,,
175485888,Altmarkt,residential,True,False,36.256,"LINESTRING (14.1798641 51.1282326, 14.1794619 51.1280262)",,,20,,
