osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access,bridge,width
"[337761856, 27632959]",Nordpromenade,residential,False,False,383.68800000000005,"LINESTRING (13.2424634 51.6949891, 13.2418283 51.6950476, 13.2413905 51.6950796, 13.2409013 51.6951008, 13.2402833 51.6951008, 13.2399234 51.6951069, 13.2396869 51.695106, 13.2394245 51.6951064, 13.2391658 51.6951067, 13.2389184 51.6950881, 13.2388079 51.6950723, 13.238747 51.6950636, 13.2386665 51.6950409, 13.2386168 51.6950266, 13.2383693 51.6949572, 13.2383326 51.69495, 13.2381212 51.6948803, 13.2379622 51.6948311, 13.237925 51.6948195, 13.2378543 51.6947976, 13.237652 51.6947406, 13.2375711 51.6947178, 13.2370571 51.6946366)",,,,,,
796419423,Ludwig-Jahn-Straße,residential,False,True,19.858,"LINESTRING (13.2370571 51.6946366, 13.2371213 51.6944625)",2,50,,,,
"[337761856, 27632959]",Nordpromenade,residential,False,True,383.68800000000005,"LINESTRING (13.2370571 51.6946366, 13.2375711 51.6947178, 13.237652 51.6947406, 13.2378543 51.6947976, 13.237925 51.6948195, 13.2379622 51.6948311, 13.2381212 51.6948803, 13.2383326 51.69495, 13.2383693 51.6949572, 13.2386168 51.6950266, 13.2386665 51.6950409, 13.238747 51.6950636, 13.2388079 51.6950723, 13.2389184 51.6950881, 13.2391658 51.6951067, 13.2394245 51.6951064, 13.2396869 51.695106, 13.2399234 51.6951069, 13.2402833 51.6951008, 13.2409013 51.6951008, 13.2413905 51.6950796, 13.2418283 51.6950476, 13.2424634 51.6949891)",,,,,,
"[337761855, 796419423]",Ludwig-Jahn-Straße,residential,False,False,45.893,"LINESTRING (13.2370571 51.6946366, 13.2369887 51.6948022, 13.2369681 51.6948482, 13.2369359 51.69492, 13.2368673 51.6950317)",2,50,,,,
27632985,Mönchstraße,residential,False,True,133.267,"LINESTRING (13.2357224 51.6923888, 13.2356154 51.6924277, 13.2355445 51.6924837, 13.2352726 51.6928018, 13.2350007 51.6930977, 13.2347494 51.693411)",2,30,,,,
"[337761858, 222320694]",Rosa-Luxemburg-Straße,residential,False,True,147.26,"LINESTRING (13.2357224 51.6923888, 13.2358408 51.6923343, 13.2358963 51.6922735, 13.2359487 51.6921977, 13.2361439 51.6919064, 13.2362405 51.6917035, 13.2362883 51.6915096, 13.2363122 51.6913516, 13.2363265 51.691201, 13.2363253 51.6911531)",,,,,,
337761859,Schliebener Straße,residential,False,True,158.98,"LINESTRING (13.2357224 51.6923888, 13.235911 51.6924112, 13.2363866 51.6925524, 13.2371495 51.6928033, 13.2372278 51.6928291, 13.2375378 51.6929402, 13.2377779 51.6930255)",,50,,,,
27632985,Mönchstraße,residential,False,False,52.547,"LINESTRING (13.233982 51.6942857, 13.2340949 51.6941751, 13.2341464 51.6941166, 13.2343845 51.6938845)",2,30,,,,
"[16084593, 260795261, 260795255]",Leipziger Straße,primary,False,True,389.85299999999995,"LINESTRING (13.233982 51.6942857, 13.2337175 51.6941891, 13.2331087 51.6939669, 13.2321984 51.6936516, 13.2314524 51.6934734, 13.230639 51.6932054, 13.2299129 51.6929322, 13.2297162 51.6928558, 13.2291835 51.692645, 13.2290391 51.6925947)","['2', '3']",50,B 87,,,
"[260795257, 260795262, 260795263]",Leipziger Straße,primary,False,False,216.282,"LINESTRING (13.233982 51.6942857, 13.2342589 51.6943875, 13.2346392 51.6945165, 13.2350166 51.6946278, 13.2354912 51.6947494, 13.2360882 51.6948926, 13.236666 51.6949995, 13.2368673 51.6950317)","['2', '3']",50,B 87,,,
"[222320693, 770059653, 770059654]",Karl-Liebknecht-Straße,residential,False,True,78.694,"LINESTRING (13.233982 51.6942857, 13.233782 51.6943572, 13.2336319 51.6944127, 13.2335206 51.6944457, 13.2334343 51.6944561, 13.2333039 51.6944631, 13.2330891 51.6944752, 13.2329151 51.6944991)",2,"['50', '30']",,,yes,"['4.5', '6.0']"
"[337761858, 222320694]",Rosa-Luxemburg-Straße,residential,False,False,147.26,"LINESTRING (13.2363253 51.6911531, 13.2363265 51.691201, 13.2363122 51.6913516, 13.2362883 51.6915096, 13.2362405 51.6917035, 13.2361439 51.6919064, 13.2359487 51.6921977, 13.2358963 51.6922735, 13.2358408 51.6923343, 13.2357224 51.6923888)",,,,,,
829428124,Rosa-Luxemburg-Straße,residential,False,True,101.23,"LINESTRING (13.2363253 51.6911531, 13.2362836 51.6908871, 13.2361809 51.6905408, 13.2361137 51.6903669, 13.2360883 51.6902558)",,,,,,
27633102,Schloßstraße,residential,False,False,48.329,"LINESTRING (13.2325757 51.6887481, 13.2321294 51.6890833)",,,,,,
"[27647073, 27647059, 27647061]","['Gartenstraße', 'Heilandstraße', 'Uferstraße']",residential,False,"[False, True]",440.72800000000007,"LINESTRING (13.2325757 51.6887481, 13.2327731 51.6888652, 13.2329877 51.6889822, 13.233168 51.6891046, 13.2334941 51.6893015, 13.2337344 51.6894079, 13.2339147 51.6894877, 13.2341378 51.6896207, 13.2342151 51.6896686, 13.2341378 51.6897112, 13.2339576 51.689791, 13.2336658 51.689908, 13.2330821 51.6901262, 13.2326701 51.6902752, 13.2324985 51.6903444, 13.2323612 51.6904242, 13.2322496 51.6905306, 13.2321895 51.6905731, 13.232159 51.6905657, 13.232099 51.6905511, 13.2319492 51.6905146, 13.2317947 51.6904561, 13.2316638 51.690402, 13.2315114 51.690339, 13.2313827 51.6902965, 13.2310136 51.6901741, 13.2307647 51.690057)",,,,,,
"[27647073, 27647059, 27647061]","['Uferstraße', 'Gartenstraße', 'Heilandstraße']",residential,False,"[False, True]",440.72799999999995,"LINESTRING (13.2307647 51.690057, 13.2310136 51.6901741, 13.2313827 51.6902965, 13.2315114 51.690339, 13.2316638 51.690402, 13.2317947 51.6904561, 13.2319492 51.6905146, 13.232099 51.6905511, 13.232159 51.6905657, 13.2321895 51.6905731, 13.2322496 51.6905306, 13.2323612 51.6904242, 13.2324985 51.6903444, 13.2326701 51.6902752, 13.2330821 51.6901262, 13.2336658 51.689908, 13.2339576 51.689791, 13.2341378 51.6897112, 13.2342151 51.6896686, 13.2341378 51.6896207, 13.2339147 51.6894877, 13.2337344 51.6894079, 13.2334941 51.6893015, 13.233168 51.6891046, 13.2329877 51.6889822, 13.2327731 51.6888652, 13.2325757 51.6887481)",,,,,,
27647951,Schloßstraße,residential,True,False,95.906,"LINESTRING (13.2307647 51.690057, 13.2302365 51.6904214, 13.2301238 51.6904933, 13.2299341 51.6906459, 13.2298441 51.6907028)",,,,,,
337761860,Schloßstraße,residential,False,True,143.58300000000003,"LINESTRING (13.2307647 51.690057, 13.2310823 51.6898548, 13.2317088 51.6894239, 13.2321294 51.6890833)",,,,,,
480723759,Torgauer Straße,residential,False,True,48.908,"LINESTRING (13.2298441 51.6907028, 13.2304192 51.6909604)",,,,,,
"[1035163848, 1035163849, 169430878]",Radelandweg,residential,False,True,36.945,"LINESTRING (13.240525 51.6882046, 13.2405647 51.6882661, 13.240661 51.6883703, 13.2407233 51.6884096, 13.2408359 51.6884677)",,,,,yes,5.0
386528785,Radelandweg,residential,False,True,51.601,"LINESTRING (13.240525 51.6882046, 13.2403367 51.6882004, 13.2397916 51.6881205)",,,,,,3.0
829428125,Badstraße,residential,False,True,351.77400000000006,"LINESTRING (13.2408359 51.6884677, 13.2406781 51.6886417, 13.2406095 51.6887055, 13.2405065 51.6888545, 13.2404035 51.6890035, 13.2401889 51.6893015, 13.2400087 51.6895356, 13.2391507 51.6905889, 13.2391386 51.6906156, 13.2390731 51.6907594, 13.2389444 51.6908977, 13.2388714 51.6909596, 13.2387212 51.691036, 13.2385238 51.6911052, 13.238479 51.691114, 13.238335 51.6911425)",,,,,,
"[1035163848, 1035163849, 169430878]",Radelandweg,residential,False,False,36.945,"LINESTRING (13.2408359 51.6884677, 13.2407233 51.6884096, 13.240661 51.6883703, 13.2405647 51.6882661, 13.240525 51.6882046)",,,,,yes,5.0
27646957,Lausitzer Straße,residential,False,True,133.61700000000002,"LINESTRING (13.237511 51.6888517, 13.2365857 51.6891749, 13.2358221 51.6894414)",,,,,,
"[386528786, 169430869]","['Radelandweg', 'Lausitzer Straße']",residential,False,False,287.06600000000003,"LINESTRING (13.237511 51.6888517, 13.2377473 51.6891531, 13.2378248 51.6893131, 13.2379136 51.6895378, 13.2379383 51.6895702, 13.2380222 51.6895999, 13.2380961 51.689601, 13.238182 51.6895917, 13.238222 51.6895791, 13.2382956 51.6895693, 13.238324 51.6895431, 13.2382146 51.6888633, 13.2381413 51.6883597, 13.2381009 51.6881202, 13.2381102 51.6880035)",,,,,,
"[386528786, 169430869]","['Radelandweg', 'Lausitzer Straße']",residential,False,True,287.066,"LINESTRING (13.2381102 51.6880035, 13.2381009 51.6881202, 13.2381413 51.6883597, 13.2382146 51.6888633, 13.238324 51.6895431, 13.2382956 51.6895693, 13.238222 51.6895791, 13.238182 51.6895917, 13.2380961 51.689601, 13.2380222 51.6895999, 13.2379383 51.6895702, 13.2379136 51.6895378, 13.2378248 51.6893131, 13.2377473 51.6891531, 13.237511 51.6888517)",,,,,,
386528785,Radelandweg,residential,False,False,51.601,"LINESTRING (13.2397916 51.6881205, 13.2403367 51.6882004, 13.240525 51.6882046)",,,,,,3.0
27646551,Schanzenweg,residential,False,True,197.45599999999996,"LINESTRING (13.238335 51.6911425, 13.2383757 51.691225, 13.2385238 51.6915255, 13.238627 51.6916976, 13.2386516 51.6918133, 13.2386329 51.6920099, 13.2386697 51.6921906, 13.2387531 51.6923892, 13.23885 51.6924939, 13.2390388 51.6926322, 13.2392657 51.6927509, 13.2392705 51.6927546)",,,,,,2.5
829428125,Badstraße,residential,False,False,351.77399999999994,"LINESTRING (13.238335 51.6911425, 13.238479 51.691114, 13.2385238 51.6911052, 13.2387212 51.691036, 13.2388714 51.6909596, 13.2389444 51.6908977, 13.2390731 51.6907594, 13.2391386 51.6906156, 13.2391507 51.6905889, 13.2400087 51.6895356, 13.2401889 51.6893015, 13.2404035 51.6890035, 13.2405065 51.6888545, 13.2406095 51.6887055, 13.2406781 51.6886417, 13.2408359 51.6884677)",,,,,,
829428126,Badstraße,residential,False,True,26.411,"LINESTRING (13.238335 51.6911425, 13.2382934 51.6911463, 13.2381032 51.6911637, 13.2379692 51.6912039)",,,,,,
27646520,Südpromenade,residential,False,False,182.57999999999998,"LINESTRING (13.2379692 51.6912039, 13.2377513 51.6910946, 13.237614 51.6910041, 13.2373651 51.6908019, 13.2369874 51.6905253, 13.2365891 51.6902709, 13.2365177 51.6902253, 13.2363726 51.6901592, 13.2361702 51.6901234, 13.236062 51.6901239)",,,,,,3.5
"[277087026, 349521810]",Badstraße,residential,False,True,111.505,"LINESTRING (13.2379692 51.6912039, 13.2378092 51.6912772, 13.2375512 51.6913796, 13.2375316 51.6913866, 13.2374251 51.6914253, 13.2373446 51.6914583, 13.2370663 51.691435, 13.2364896 51.6913609)",,,,,,
829428126,Badstraße,residential,False,False,26.410999999999998,"LINESTRING (13.2379692 51.6912039, 13.2381032 51.6911637, 13.2382934 51.6911463, 13.238335 51.6911425)",,,,,,
"[349521810, 277087026]",Badstraße,residential,False,False,111.505,"LINESTRING (13.2364896 51.6913609, 13.2370663 51.691435, 13.2373446 51.6914583, 13.2374251 51.6914253, 13.2375316 51.6913866, 13.2375512 51.6913796, 13.2378092 51.6912772, 13.2379692 51.6912039)",,,,,,
829428124,Rosa-Luxemburg-Straße,residential,False,False,14.778,"LINESTRING (13.236062 51.6901239, 13.2360883 51.6902558)",,,,,,
27646520,Südpromenade,residential,False,True,182.58,"LINESTRING (13.236062 51.6901239, 13.2361702 51.6901234, 13.2363726 51.6901592, 13.2365177 51.6902253, 13.2365891 51.6902709, 13.2369874 51.6905253, 13.2373651 51.6908019, 13.237614 51.6910041, 13.2377513 51.6910946, 13.2379692 51.6912039)",,,,,,3.5
"[710235162, 710235163, 169430871]",Rosa-Luxemburg-Straße,residential,False,True,79.50699999999999,"LINESTRING (13.236062 51.6901239, 13.2360451 51.6898078, 13.2360445 51.6897945, 13.2360342 51.6897195, 13.2360123 51.6896523, 13.2358221 51.6894414)",,,,,yes,
27646551,Schanzenweg,residential,False,False,197.45599999999996,"LINESTRING (13.2392705 51.6927546, 13.2392657 51.6927509, 13.2390388 51.6926322, 13.23885 51.6924939, 13.2387531 51.6923892, 13.2386697 51.6921906, 13.2386329 51.6920099, 13.2386516 51.6918133, 13.238627 51.6916976, 13.2385238 51.6915255, 13.2383757 51.691225, 13.238335 51.6911425)",,,,,,2.5
27646562,Schanzenweg,residential,False,True,246.764,"LINESTRING (13.2392705 51.6927546, 13.2393564 51.692728, 13.2394508 51.692712, 13.2395505 51.6927185, 13.2396406 51.692741, 13.2399658 51.6929195, 13.2400941 51.6929796, 13.240298 51.6930026, 13.2406867 51.6930387, 13.2409356 51.6930685, 13.2413047 51.6930951, 13.2414764 51.6931111, 13.2418626 51.6931962, 13.2426053 51.6933533)",1,,,,,2.5
27646569,Schanzenweg,residential,False,True,79.878,"LINESTRING (13.2392705 51.6927546, 13.2392705 51.6928344, 13.2392877 51.6928929, 13.2393564 51.6929834, 13.2394164 51.6930898, 13.2393949 51.6931854, 13.2393134 51.6933185, 13.2392384 51.6934372)",,,,,,2.5
27646562,Schanzenweg,residential,False,False,246.764,"LINESTRING (13.2426053 51.6933533, 13.2418626 51.6931962, 13.2414764 51.6931111, 13.2413047 51.6930951, 13.2409356 51.6930685, 13.2406867 51.6930387, 13.240298 51.6930026, 13.2400941 51.6929796, 13.2399658 51.6929195, 13.2396406 51.692741, 13.2395505 51.6927185, 13.2394508 51.692712, 13.2393564 51.692728, 13.2392705 51.6927546)",1,,,,,2.5
27646569,Schanzenweg,residential,False,False,79.878,"LINESTRING (13.2392384 51.6934372, 13.2393134 51.6933185, 13.2393949 51.6931854, 13.2394164 51.6930898, 13.2393564 51.6929834, 13.2392877 51.6928929, 13.2392705 51.6928344, 13.2392705 51.6927546)",,,,,,2.5
829428127,Schliebener Straße,residential,False,False,47.33,"LINESTRING (13.2392384 51.6934372, 13.2391798 51.6934248, 13.239115 51.6934095, 13.23891 51.6933611, 13.2388823 51.6933553, 13.2387477 51.6933273, 13.2386756 51.6933123, 13.2385911 51.6932954)",,50,,,,
484786558,Mauerstraße,residential,False,True,125.44900000000001,"LINESTRING (13.2385911 51.6932954, 13.2384954 51.6934996, 13.2384622 51.6936193, 13.2384264 51.6937434, 13.2383893 51.6939331, 13.2383552 51.6940165, 13.2383129 51.694106, 13.2382317 51.694244, 13.2381512 51.6943336, 13.2381032 51.6943715)",,50,,,,2.5
829428127,Schliebener Straße,residential,False,False,63.786,"LINESTRING (13.2385911 51.6932954, 13.238421 51.6932581, 13.2382577 51.6932068, 13.2377779 51.6930255)",,50,,,,
829428127,Schliebener Straße,residential,False,True,47.33,"LINESTRING (13.2385911 51.6932954, 13.2386756 51.6933123, 13.2387477 51.6933273, 13.2388823 51.6933553, 13.23891 51.6933611, 13.239115 51.6934095, 13.2391798 51.6934248, 13.2392384 51.6934372)",,50,,,,
484786558,Mauerstraße,residential,False,False,125.449,"LINESTRING (13.2381032 51.6943715, 13.2381512 51.6943336, 13.2382317 51.694244, 13.2383129 51.694106, 13.2383552 51.6940165, 13.2383893 51.6939331, 13.2384264 51.6937434, 13.2384622 51.6936193, 13.2384954 51.6934996, 13.2385911 51.6932954)",,50,,,,2.5
27646669,Mauerstraße,residential,False,False,53.55200000000001,"LINESTRING (13.2354696 51.6941745, 13.235911 51.6942815, 13.2361978 51.6943421)",,50,,,,
27646669,Mauerstraße,residential,False,True,81.45100000000001,"LINESTRING (13.2354696 51.6941745, 13.2348937 51.6940243, 13.2345839 51.6939402, 13.2343845 51.6938845)",,50,,,,
27647136,Klosterstraße,residential,False,True,65.314,"LINESTRING (13.2354696 51.6941745, 13.2356384 51.693903, 13.2357837 51.6936206)",,50,,,,
27646669,Mauerstraße,residential,False,False,65.045,"LINESTRING (13.2361978 51.6943421, 13.2371213 51.6944625)",,50,,,,
27646669,Mauerstraße,residential,False,True,53.55200000000001,"LINESTRING (13.2361978 51.6943421, 13.235911 51.6942815, 13.2354696 51.6941745)",,50,,,,
27647151,Plan,residential,True,False,88.51599999999999,"LINESTRING (13.2361978 51.6943421, 13.2363523 51.6939091, 13.2364633 51.6935633)",,50,,,,
27632985,Mönchstraße,residential,False,False,58.35,"LINESTRING (13.2343845 51.6938845, 13.2347494 51.693411)",2,30,,,,
27632985,Mönchstraße,residential,False,True,52.547,"LINESTRING (13.2343845 51.6938845, 13.2341464 51.6941166, 13.2340949 51.6941751, 13.233982 51.6942857)",2,30,,,,
27646669,Mauerstraße,residential,False,False,81.451,"LINESTRING (13.2343845 51.6938845, 13.2345839 51.6939402, 13.2348937 51.6940243, 13.2354696 51.6941745)",,50,,,,
27646693,Mauerstraße,residential,True,False,77.511,"LINESTRING (13.2343845 51.6938845, 13.2338753 51.6937175, 13.2336563 51.6936194, 13.233429 51.6935199)",,50,,,,
27646784,Nordpromenade,residential,False,False,7.424,"LINESTRING (13.2309306 51.6925035, 13.2308677 51.6925577)",1,,,,,
27646784,Nordpromenade,residential,False,True,125.687,"LINESTRING (13.2309306 51.6925035, 13.2309841 51.692466, 13.231005 51.6924513, 13.2310108 51.6924342, 13.2310479 51.6923236, 13.2311101 51.6922064, 13.2312282 51.6920363, 13.2312671 51.6919687, 13.2313888 51.6917576, 13.2313999 51.6917384, 13.2315887 51.6914564)",1,,,,,
27646693,Mauerstraße,residential,True,False,43.384,"LINESTRING (13.2314513 51.6927227, 13.2312647 51.6926441, 13.2309306 51.6925035)",,50,,,,
27646788,Mauerstraße,residential,False,True,99.405,"LINESTRING (13.2314513 51.6927227, 13.2315543 51.6923077, 13.2315988 51.6922066, 13.2316872 51.6920788, 13.2317976 51.6919201, 13.231829 51.6918661)",1,,,,,
27646693,Mauerstraße,residential,True,False,64.452,"LINESTRING (13.2322125 51.6930593, 13.2315888 51.6927859, 13.2314513 51.6927227)",,50,,,,
27646739,Neumarkt,residential,False,True,137.595,"LINESTRING (13.2322125 51.6930593, 13.232653 51.692563, 13.2331336 51.6919618)",,,,,,
27646778,Nordpromenade,residential,False,False,124.70400000000001,"LINESTRING (13.2322125 51.6930593, 13.2320522 51.6932228, 13.2319921 51.6932441, 13.2319063 51.6932441, 13.2318462 51.6932281, 13.2316831 51.6931589, 13.2313741 51.6930046, 13.231005 51.6928131, 13.2308294 51.6927483)",,,,,,
27646693,Mauerstraße,residential,True,False,98.26400000000001,"LINESTRING (13.233429 51.6935199, 13.232898 51.6933113, 13.2325889 51.6931979, 13.2322125 51.6930593)",,50,,,,
27646728,Apothekergasse,residential,False,True,158.091,"LINESTRING (13.233429 51.6935199, 13.2337275 51.6931267, 13.2340949 51.6926482, 13.2344084 51.6922343)",1,,,destination,,
16080513,Torgauer Straße,residential,False,True,30.251,"LINESTRING (13.2344084 51.6922343, 13.2348224 51.6923246)",,,,,,
16080513,Torgauer Straße,residential,False,False,92.951,"LINESTRING (13.2344084 51.6922343, 13.2340111 51.6921465, 13.2336744 51.6920743, 13.2331336 51.6919618)",,,,,,
27646728,Apothekergasse,residential,False,False,158.091,"LINESTRING (13.2344084 51.6922343, 13.2340949 51.6926482, 13.2337275 51.6931267, 13.233429 51.6935199)",1,,,destination,,
16080513,Torgauer Straße,residential,False,False,81.53800000000001,"LINESTRING (13.2331336 51.6919618, 13.2330907 51.6919512, 13.2324041 51.6917862, 13.2320607 51.6916586)",,,,,,
16080513,Torgauer Straße,residential,False,True,92.951,"LINESTRING (13.2331336 51.6919618, 13.2336744 51.6920743, 13.2340111 51.6921465, 13.2344084 51.6922343)",,,,,,
27646739,Neumarkt,residential,False,False,137.595,"LINESTRING (13.2331336 51.6919618, 13.232653 51.692563, 13.2322125 51.6930593)",,,,,,
27646778,Nordpromenade,residential,False,True,124.70400000000001,"LINESTRING (13.2308294 51.6927483, 13.231005 51.6928131, 13.2313741 51.6930046, 13.2316831 51.6931589, 13.2318462 51.6932281, 13.2319063 51.6932441, 13.2319921 51.6932441, 13.2320522 51.6932228, 13.2322125 51.6930593)",,,,,,
200052515,Nordpromenade,residential,False,False,22.181,"LINESTRING (13.2308294 51.6927483, 13.2308913 51.692658, 13.2308677 51.6925577)",,,,,,
200052515,Nordpromenade,residential,False,True,48.897,"LINESTRING (13.2308294 51.6927483, 13.2306818 51.6926729, 13.230577 51.6925781, 13.2306596 51.6925256, 13.2308677 51.6925577)",,,,,,
27646784,Nordpromenade,residential,False,True,7.424,"LINESTRING (13.2308677 51.6925577, 13.2309306 51.6925035)",1,,,,,
200052515,Nordpromenade,residential,False,False,48.897,"LINESTRING (13.2308677 51.6925577, 13.2306596 51.6925256, 13.230577 51.6925781, 13.2306818 51.6926729, 13.2308294 51.6927483)",,,,,,
200052515,Nordpromenade,residential,False,True,22.181,"LINESTRING (13.2308677 51.6925577, 13.2308913 51.692658, 13.2308294 51.6927483)",,,,,,
