osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,ref,access
30790061,Hauptstraße,tertiary,50,False,True,20.954,"LINESTRING (7.777656 48.223831, 7.7776014 48.2240159)",,,,
30790061,Hauptstraße,tertiary,50,False,False,80.08500000000001,"LINESTRING (7.777656 48.223831, 7.7777073 48.2236082, 7.777709 48.2233771, 7.7777 48.2232487, 7.7776637 48.2231157)",,,,
34793149,Schießstraße,residential,,False,False,40.601,"LINESTRING (7.777656 48.223831, 7.7780205 48.2238699, 7.7781992 48.2238758)",3,,,
30790061,Hauptstraße,tertiary,50,False,False,43.126,"LINESTRING (7.7776637 48.2231157, 7.7776059 48.2229844, 7.7775653 48.222892, 7.7775011 48.2227433)",,,,
30790061,Hauptstraße,tertiary,50,False,True,80.08500000000001,"LINESTRING (7.7776637 48.2231157, 7.7777 48.2232487, 7.777709 48.2233771, 7.7777073 48.2236082, 7.777656 48.223831)",,,,
"[34793145, 34793146]",Sonnenstraße,residential,,False,"[False, True]",142.837,"LINESTRING (7.7776637 48.2231157, 7.7780877 48.2230764, 7.7783793 48.223096, 7.7786786 48.2231194, 7.7790539 48.223166, 7.77927 48.2228481)",,,,
34724449,Schmiedstraße,living_street,,False,True,57.003,"LINESTRING (7.7773297 48.2221364, 7.7772125 48.2221292, 7.7770085 48.2221016, 7.7768201 48.2220706, 7.7765776 48.2220314)",,,,
341340867,Hauptstraße,tertiary,50,False,False,25.068,"LINESTRING (7.7773297 48.2221364, 7.7773293 48.2221011, 7.777338 48.2220525, 7.7773607 48.221982, 7.7773894 48.2219156)",,,,
341340867,Hauptstraße,tertiary,50,False,True,37.713,"LINESTRING (7.7773297 48.2221364, 7.7773449 48.2222707, 7.7773699 48.2223781, 7.7773836 48.2224166, 7.7774031 48.2224713)",,,,
341340867,Hauptstraße,tertiary,50,False,True,10.272,"LINESTRING (7.7782465 48.2203651, 7.7782187 48.2204556)",,,,
34969458,Carl-Kuenzer-Straße,residential,,False,False,59.507999999999996,"LINESTRING (7.7782465 48.2203651, 7.7781647 48.220351, 7.7780424 48.2203302, 7.7777402 48.2202757, 7.7777028 48.2202673, 7.7775876 48.2202446, 7.7775004 48.2202235, 7.7774741 48.2202192)",,,,
341340867,Hauptstraße,tertiary,50,False,False,37.961,"LINESTRING (7.7782465 48.2203651, 7.7782905 48.2202513, 7.778367 48.2200333)",,,,
34969454,Obere Brunnenstraße,residential,,False,False,88.68599999999999,"LINESTRING (7.778367 48.2200333, 7.7791194 48.2200568, 7.7792193 48.2200542, 7.7792664 48.220029, 7.7793328 48.2198454)",,,,
34969457,Untere Brunnenstraße,residential,,False,False,80.267,"LINESTRING (7.778367 48.2200333, 7.7782116 48.2200304, 7.7779126 48.2200276, 7.7778933 48.2200261, 7.777791 48.2200214, 7.777632 48.2200151, 7.777572 48.2200632, 7.7774741 48.2202192)",,,,
341340867,Hauptstraße,tertiary,50,False,False,68.27600000000001,"LINESTRING (7.778367 48.2200333, 7.7784427 48.2197736, 7.7784873 48.2196845, 7.7786069 48.2194417)",,,,
341340867,Hauptstraße,tertiary,50,False,True,37.961,"LINESTRING (7.778367 48.2200333, 7.7782905 48.2202513, 7.7782465 48.2203651)",,,,
34672890,Kreidestraße,residential,,False,False,35.760000000000005,"LINESTRING (7.7791339 48.2181654, 7.7794471 48.2181819, 7.779588 48.2181752, 7.7796152 48.218176)",,,,
1029543726,Hauptstraße,tertiary,50,False,False,58.985,"LINESTRING (7.7791339 48.2181654, 7.7791607 48.2178705, 7.779149 48.2176356)",,,,
1029543726,Hauptstraße,tertiary,50,False,True,53.952,"LINESTRING (7.7791339 48.2181654, 7.7790985 48.2183741, 7.7790456 48.2185133, 7.7790241 48.2185577, 7.7789919 48.2186074, 7.778966 48.2186329)",,,,
31961200,Friedrichstraße,residential,30,False,True,111.256,"LINESTRING (7.779103 48.217128, 7.7789624 48.2171471, 7.7788155 48.2171738, 7.7787147 48.2171934, 7.7784757 48.2172508, 7.7783383 48.2172928, 7.7781508 48.2173661, 7.7777536 48.2175436)",,,,
925344615,Hauptstraße,tertiary,50,False,False,84.973,"LINESTRING (7.779103 48.217128, 7.779137 48.2169563, 7.7791926 48.2168022, 7.7792668 48.2166143, 7.7793647 48.2163852)",,,,
1029543726,Hauptstraße,tertiary,50,False,True,56.607000000000006,"LINESTRING (7.779103 48.217128, 7.7791051 48.2171847, 7.7791358 48.217346, 7.7791404 48.2173936, 7.779149 48.2176356)",,,,
30790017,Hauptstraße,tertiary,50,False,False,6.176,"LINESTRING (7.7795802 48.2156604, 7.779577 48.2156049)",,3,,
321217628,Hauptstraße,tertiary,50,False,True,10.603,"LINESTRING (7.7795802 48.2156604, 7.7795679 48.2157554)",,3,,
25395511,Schwimmbadstraße,tertiary,50,True,False,23.198999999999998,"LINESTRING (7.7795802 48.2156604, 7.7798057 48.2156655, 7.7798922 48.2156742)",,1,,
298127102,Grünestraße,residential,,True,False,17.787,"LINESTRING (7.770439 48.2227254, 7.7703768 48.2228799)",,1,,
321217643,Rheinhausenstraße,tertiary,50,False,False,19.214,"LINESTRING (7.770439 48.2227254, 7.7706808 48.2227879)",,3,K 5118,
321217650,Rheinhausenstraße,tertiary,50,False,True,8.223,"LINESTRING (7.770439 48.2227254, 7.7703336 48.2227022)",,3,K 5118,
130550012,Friedrichstraße,residential,30,False,False,136.28300000000002,"LINESTRING (7.7727447 48.2234391, 7.7727758 48.2233664, 7.7729134 48.2230397, 7.7730455 48.2227492, 7.7731045 48.2226124, 7.7732549 48.2222616)",,,,
321217653,Rheinhausenstraße,tertiary,30,False,False,97.44,"LINESTRING (7.7727447 48.2234391, 7.7728596 48.2234654, 7.7729184 48.2234788, 7.7730323 48.2235049, 7.773086 48.2235174, 7.7733847 48.2235868, 7.7735341 48.2236216, 7.7739274 48.223713, 7.7739874 48.2237262)",,,K 5118,
"[924999424, 321217653, 924999422, 924999423]",Rheinhausenstraße,tertiary,"['50', '30']",False,True,114.90899999999999,"LINESTRING (7.7727447 48.2234391, 7.7725595 48.2233968, 7.7723518 48.2233461, 7.7721802 48.2233042, 7.7720158 48.2232604, 7.7718326 48.2232076, 7.7715961 48.2231253, 7.7713309 48.2230211)",,"['2', '3']",K 5118,
34724455,Karlstraße,residential,30,False,True,133.379,"LINESTRING (7.7739874 48.2237262, 7.7740147 48.2236472, 7.7742137 48.2230482, 7.7743416 48.2225505)",,,,
321217653,Rheinhausenstraße,tertiary,30,False,True,97.44,"LINESTRING (7.7739874 48.2237262, 7.7739274 48.223713, 7.7735341 48.2236216, 7.7733847 48.2235868, 7.773086 48.2235174, 7.7730323 48.2235049, 7.7729184 48.2234788, 7.7728596 48.2234654, 7.7727447 48.2234391)",,,K 5118,
1001342068,Rheinhausenstraße,tertiary,50,False,False,71.535,"LINESTRING (7.7739874 48.2237262, 7.7741113 48.2237562, 7.7742509 48.223774, 7.7744528 48.2237923, 7.7746809 48.2237892, 7.7749382 48.2237654)",,,K 5118,
30790061,Hauptstraße,tertiary,50,False,False,20.954,"LINESTRING (7.7776014 48.2240159, 7.777656 48.223831)",,,,
483091313,Rheinhausenstraße,tertiary,50,False,True,200.71699999999998,"LINESTRING (7.7776014 48.2240159, 7.7775182 48.2240001, 7.7767102 48.2238468, 7.7764699 48.22381, 7.7763635 48.2237989, 7.776176 48.2237848, 7.7758482 48.2237733, 7.7751378 48.2237526, 7.7749382 48.2237654)",,,K 5118,
22900491,Maria-Sand-Straße,residential,30,False,False,244.96800000000002,"LINESTRING (7.7777862 48.2213326, 7.7773632 48.2212313, 7.7772076 48.2211942, 7.7770308 48.2211521, 7.7769278 48.2211271, 7.7768481 48.2211078, 7.7768262 48.2211024, 7.7767119 48.2210747, 7.7763433 48.2209882, 7.775503 48.2207849, 7.7747808 48.2206052, 7.7746807 48.2205765)",,,,
34793137,Steckenstraße,residential,,False,False,53.656,"LINESTRING (7.7777862 48.2213326, 7.7780226 48.221416, 7.778398 48.221515, 7.7784473 48.221528)",,,,
341340867,Hauptstraße,tertiary,50,False,False,72.131,"LINESTRING (7.7777862 48.2213326, 7.7779621 48.2210706, 7.7780576 48.2208924, 7.7781222 48.2207254)",,,,
341340867,Hauptstraße,tertiary,50,False,True,71.18700000000001,"LINESTRING (7.7777862 48.2213326, 7.7776892 48.2214727, 7.7775902 48.2216107, 7.7773894 48.2219156)",,,,
26767255,Friedrichstraße,residential,30,False,True,70.265,"LINESTRING (7.7746807 48.2205765, 7.7751925 48.2200445)",,,,
22900491,Maria-Sand-Straße,residential,30,False,True,244.96800000000002,"LINESTRING (7.7746807 48.2205765, 7.7747808 48.2206052, 7.775503 48.2207849, 7.7763433 48.2209882, 7.7767119 48.2210747, 7.7768262 48.2211024, 7.7768481 48.2211078, 7.7769278 48.2211271, 7.7770308 48.2211521, 7.7772076 48.2211942, 7.7773632 48.2212313, 7.7777862 48.2213326)",,,,
130550012,Friedrichstraße,residential,30,False,True,108.13,"LINESTRING (7.7746807 48.2205765, 7.774382 48.2209287, 7.774241 48.221095, 7.7742288 48.2211094, 7.7741724 48.2211759, 7.7739551 48.2214202)",,,,
130550014,Maria-Sand-Straße,residential,30,False,False,104.47,"LINESTRING (7.7746807 48.2205765, 7.7739616 48.2203506, 7.7738249 48.2203083, 7.7734095 48.22017)",,,,
31961185,Feldbergstraße,residential,30,False,True,123.18299999999999,"LINESTRING (7.7709537 48.2194019, 7.7711502 48.2188766, 7.771363 48.2183282)",,,,
130550015,Maria-Sand-Straße,residential,30,False,False,29.948999999999998,"LINESTRING (7.7709537 48.2194019, 7.7708329 48.219416, 7.7705513 48.2194162)",,,,
