osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction,access,width
17721259,False,Akademieweg,residential,30,True,109.541,"LINESTRING (8.443763 48.8005929, 8.4438193 48.8006238, 8.4441411 48.8009056, 8.4446977 48.8013605)",,,,,,
207368298,False,Dobler Straße,secondary,40,True,266.47700000000003,"LINESTRING (8.443763 48.8005929, 8.4435953 48.8005885, 8.4434465 48.8005743, 8.4432775 48.8005408, 8.4431192 48.8004957, 8.4429704 48.8004339, 8.4428349 48.8003544, 8.4427343 48.8002625, 8.4426326 48.8001511, 8.442446 48.7999524, 8.442269 48.7998288, 8.4420678 48.7997298, 8.4414589 48.7995001, 8.4411934 48.7993818, 8.4409158 48.7992325)",2,L 340,,,,
17721265,False,Lindenweg,residential,30,True,382.65,"LINESTRING (8.4409158 48.7992325, 8.4410954 48.7994165, 8.441629 48.7998458, 8.441844 48.8000333, 8.4419972 48.8002215, 8.44222 48.8005254, 8.4423531 48.8006654, 8.4426919 48.8010219, 8.4431347 48.8013885, 8.4433974 48.8015648, 8.4439819 48.8018796, 8.4440754 48.8019354)",,,,,,
207368298,False,Dobler Straße,secondary,40,False,266.477,"LINESTRING (8.4409158 48.7992325, 8.4411934 48.7993818, 8.4414589 48.7995001, 8.4420678 48.7997298, 8.442269 48.7998288, 8.442446 48.7999524, 8.4426326 48.8001511, 8.4427343 48.8002625, 8.4428349 48.8003544, 8.4429704 48.8004339, 8.4431192 48.8004957, 8.4432775 48.8005408, 8.4434465 48.8005743, 8.4435953 48.8005885, 8.443763 48.8005929)",2,L 340,,,,
"[207368298, 59643493, 59643506]",False,Dobler Straße,secondary,40,True,221.086,"LINESTRING (8.4409158 48.7992325, 8.4406945 48.7990885, 8.4403364 48.7988208, 8.4401728 48.7987166, 8.4400065 48.7986413, 8.4394124 48.79841, 8.4391844 48.7983146, 8.4385902 48.7979857)",2,L 340,,,,
4213849,False,Dobler Straße,secondary,30,True,95.589,"LINESTRING (8.4376913 48.7976482, 8.4375536 48.7976441, 8.4373565 48.7976662, 8.4369699 48.7977358, 8.4367836 48.7977648, 8.4364217 48.7978296)",2,L 340,,,,
59643502,False,Dobler Straße,secondary,40,False,76.27300000000001,"LINESTRING (8.4376913 48.7976482, 8.4378245 48.7976706, 8.4379587 48.7977166, 8.4380767 48.7977678, 8.4382369 48.7978441, 8.4383581 48.7978912, 8.4385902 48.7979857)",2,L 340,,,,
"[894700481, 80526239]",False,Gaistalstraße,residential,40,True,240.62999999999997,"LINESTRING (8.4376913 48.7976482, 8.437769 48.7975145, 8.437955 48.7972629, 8.4380358 48.7970427, 8.4383514 48.7963031, 8.4384468 48.7960864, 8.4384785 48.7959532, 8.4384981 48.7958708, 8.4385127 48.7958094, 8.4385269 48.7957372, 8.4385312 48.7956581, 8.438536 48.7955699)",2,,,,,
"[785693274, 4213853]",False,Sägwasenplatz,residential,30,False,31.798000000000002,"LINESTRING (8.438536 48.7955699, 8.438432 48.7954909, 8.4382962 48.7954303, 8.4382022 48.795391)",,,,,,
"[894700480, 69233044]",False,Gaistalstraße,residential,40,True,74.814,"LINESTRING (8.438536 48.7955699, 8.438554 48.7955018, 8.4385878 48.7954377, 8.4386893 48.7953133, 8.4390273 48.7949875)",2,,,,,
"[894700481, 80526239]",False,Gaistalstraße,residential,40,False,240.63000000000002,"LINESTRING (8.438536 48.7955699, 8.4385312 48.7956581, 8.4385269 48.7957372, 8.4385127 48.7958094, 8.4384981 48.7958708, 8.4384785 48.7959532, 8.4384468 48.7960864, 8.4383514 48.7963031, 8.4380358 48.7970427, 8.437955 48.7972629, 8.437769 48.7975145, 8.4376913 48.7976482)",2,,,,,
4213877,False,Am Wurstberg,residential,30,True,65.42699999999999,"LINESTRING (8.4366443 48.7950599, 8.4371738 48.7947302, 8.4372329 48.794629)",,,,,,
"[1191919349, 64234726]",False,Weg zur Schanz,residential,30,True,68.447,"LINESTRING (8.4366443 48.7950599, 8.4367795 48.795156, 8.4368745 48.7952076, 8.4369956 48.7952432, 8.4370971 48.7952543, 8.4371915 48.795256, 8.4374739 48.7952517)",,,,,,
4213877,False,Am Wurstberg,residential,30,False,65.42699999999999,"LINESTRING (8.4372329 48.794629, 8.4371738 48.7947302, 8.4366443 48.7950599)",,,,,,
"[617773746, 617773747, 4213958]",True,Bernsteinweg,residential,30,False,305.177,"LINESTRING (8.4361173 48.7982493, 8.436052 48.7982809, 8.4359615 48.7983257, 8.4359304 48.7983585, 8.4359222 48.7983893, 8.4359437 48.7984959, 8.4361022 48.7989622, 8.4361147 48.7991124, 8.4360592 48.7992559, 8.435976 48.7993958, 8.4358309 48.7995608, 8.4356106 48.7997936, 8.4354248 48.7999624, 8.4350237 48.8002954, 8.4349133 48.800459, 8.4347852 48.8006782)",,,,,,
100625303,False,Kurpromenade,secondary,30,False,284.485,"LINESTRING (8.4361173 48.7982493, 8.4362099 48.7983641, 8.4362943 48.7984498, 8.436411 48.7985558, 8.4365532 48.7986609, 8.4367525 48.7987914, 8.436985 48.7989251, 8.4371527 48.7990134, 8.4373538 48.7991238, 8.437508 48.7992016, 8.4376497 48.7992675, 8.4377682 48.7993136, 8.4379037 48.7993517, 8.4380659 48.7993827, 8.4382689 48.7994078, 8.4384291 48.7994334, 8.4385707 48.7994638, 8.4387038 48.7995082, 8.4388148 48.799554, 8.4388991 48.7996013, 8.4390262 48.7996751, 8.4391348 48.799744)",2,L 564,,,,
"[1147341644, 794416094]",True,Kurpromenade,secondary,30,False,29.114000000000004,"LINESTRING (8.4361173 48.7982493, 8.4360395 48.7981901, 8.4359823 48.7981268, 8.4359465 48.7980722, 8.4359247 48.7980239)",1,L 564,,,,
4213889,False,Rehteichweg,residential,30,False,275.825,"LINESTRING (8.4347852 48.8006782, 8.4348408 48.8006519, 8.4356513 48.8002351, 8.4359102 48.8001672, 8.4361866 48.8001127, 8.4365324 48.8000649, 8.4368392 48.800046, 8.4371009 48.8000475, 8.4372561 48.8000888, 8.4373864 48.8001579, 8.4375358 48.8002377, 8.4377137 48.8002878, 8.4381624 48.8002804, 8.4381719 48.8002802)",,,,,,
4213917,False,Rehteichweg,residential,30,False,60.633,"LINESTRING (8.4347852 48.8006782, 8.4344924 48.8008245, 8.4343155 48.800888, 8.4340692 48.8009405)",,,,,,
4213871,False,Rehteichweg,residential,30,True,98.418,"LINESTRING (8.4381719 48.8002802, 8.4382765 48.8002713, 8.4384696 48.8002572, 8.4385809 48.8002272, 8.4386989 48.80016, 8.4388666 48.8000125, 8.4391348 48.799744)",,,,,,
4213889,False,Rehteichweg,residential,30,True,275.825,"LINESTRING (8.4381719 48.8002802, 8.4381624 48.8002804, 8.4377137 48.8002878, 8.4375358 48.8002377, 8.4373864 48.8001579, 8.4372561 48.8000888, 8.4371009 48.8000475, 8.4368392 48.800046, 8.4365324 48.8000649, 8.4361866 48.8001127, 8.4359102 48.8001672, 8.4356513 48.8002351, 8.4348408 48.8006519, 8.4347852 48.8006782)",,,,,,
4213913,False,Am Ziegelbronnen,residential,30,False,138.3,"LINESTRING (8.4381719 48.8002802, 8.4381805 48.8006059, 8.4381856 48.8013533, 8.4382033 48.8015235)",,,,,,
4213913,False,Am Ziegelbronnen,residential,30,True,138.3,"LINESTRING (8.4382033 48.8015235, 8.4381856 48.8013533, 8.4381805 48.8006059, 8.4381719 48.8002802)",,,,,,
4213929,False,Bahnhofsplatz,residential,30,False,92.18499999999999,"LINESTRING (8.4382033 48.8015235, 8.4383043 48.8015309, 8.43876 48.8015628, 8.4388749 48.8015773, 8.4389875 48.8016268, 8.4390642 48.8016795, 8.4391048 48.8017184, 8.4392215 48.8018743)",,,,,,
4213871,False,Rehteichweg,residential,30,False,98.41799999999999,"LINESTRING (8.4391348 48.799744, 8.4388666 48.8000125, 8.4386989 48.80016, 8.4385809 48.8002272, 8.4384696 48.8002572, 8.4382765 48.8002713, 8.4381719 48.8002802)",,,,,,
"[807486053, 28509578, 193443179, 1147341645, 100625302, 100625303]",False,Kurpromenade,secondary,30,False,219.491,"LINESTRING (8.4391348 48.799744, 8.4396592 48.8000832, 8.4397584 48.8001459, 8.4398577 48.8001954, 8.4399809 48.8002421, 8.4400501 48.8002638, 8.4401801 48.800296, 8.4402103 48.800302, 8.440283 48.8003183, 8.4404097 48.8003438, 8.4405845 48.8003791, 8.4406932 48.8004083, 8.4408085 48.8004524, 8.4409165 48.8005198, 8.4409947 48.8005901, 8.4410486 48.8006476, 8.4411002 48.800698, 8.4411552 48.8007369, 8.4413007 48.8008383, 8.4414341 48.8009358)",2,L 564,yes,,,
100625303,False,Kurpromenade,secondary,30,True,284.48499999999996,"LINESTRING (8.4391348 48.799744, 8.4390262 48.7996751, 8.4388991 48.7996013, 8.4388148 48.799554, 8.4387038 48.7995082, 8.4385707 48.7994638, 8.4384291 48.7994334, 8.4382689 48.7994078, 8.4380659 48.7993827, 8.4379037 48.7993517, 8.4377682 48.7993136, 8.4376497 48.7992675, 8.437508 48.7992016, 8.4373538 48.7991238, 8.4371527 48.7990134, 8.436985 48.7989251, 8.4367525 48.7987914, 8.4365532 48.7986609, 8.436411 48.7985558, 8.4362943 48.7984498, 8.4362099 48.7983641, 8.4361173 48.7982493)",2,L 564,,,,
65195590,False,Falkenburgstraße,residential,30,True,199.135,"LINESTRING (8.4355183 48.8020202, 8.4354722 48.801887, 8.4353361 48.8017505, 8.4351322 48.8016106, 8.4349231 48.801479, 8.4346697 48.8013954, 8.4344356 48.8013446, 8.4339143 48.8012231, 8.4338247 48.8011695, 8.4338117 48.8010945, 8.4338602 48.8010269, 8.433975 48.8009703, 8.4340692 48.8009405)",,,,,,
885534492,True,,secondary,30,False,8.992,"LINESTRING (8.4359248 48.7978463, 8.4359651 48.7978418, 8.4360057 48.7978451, 8.4360432 48.797856)",1,L 564,,roundabout,,
885534492,True,,secondary,30,False,11.803,"LINESTRING (8.4358275 48.7979241, 8.4358379 48.7978984, 8.4358588 48.7978758, 8.4358886 48.7978579, 8.4359248 48.7978463)",1,L 564,,roundabout,,
922186870,True,Gernsbacher Straße,secondary,30,False,25.876,"LINESTRING (8.4358275 48.7979241, 8.4357854 48.7978666, 8.4357535 48.79781, 8.4357334 48.7977637, 8.4357071 48.7977059)",1,L 564,,,,
869879384,True,Kurpromenade,secondary,30,False,27.186999999999998,"LINESTRING (8.4360549 48.7980089, 8.4360558 48.7980435, 8.4360635 48.798076, 8.4360703 48.7981087, 8.4360872 48.7981547, 8.4361173 48.7982493)",1,L 564,,,,
885534492,True,,secondary,30,False,10.027000000000001,"LINESTRING (8.4360549 48.7980089, 8.4360148 48.7980232, 8.4359698 48.7980284, 8.4359247 48.7980239)",1,L 564,,roundabout,,
4213971,False,Gernsbacher Straße,secondary,30,True,68.246,"LINESTRING (8.4353475 48.7971397, 8.4357071 48.7977059)",2,L 564,,,,
"[814007019, 38496910, 65608919]",False,An der Alb,residential,30,False,258.282,"LINESTRING (8.4353475 48.7971397, 8.435459 48.7971076, 8.4354595 48.7970661, 8.4354273 48.7970043, 8.4352484 48.7966636, 8.4351059 48.7963304, 8.4349667 48.7960775, 8.4349648 48.7960046, 8.4349637 48.7959636, 8.4350221 48.7958974, 8.4351988 48.7958004, 8.4357453 48.795537, 8.4358412 48.7954957, 8.4359503 48.7954595, 8.4360232 48.7954411, 8.4361599 48.7954155, 8.4362677 48.7954135)",,,,,,
148831222,False,An der Alb,residential,30,False,116.971,"LINESTRING (8.4362677 48.7954135, 8.436178 48.7952705, 8.4358705 48.7950089, 8.4355886 48.7947819, 8.4354563 48.7946781, 8.435322 48.7945728)",,,,,,
"[16662687, 894700479, 814007019, 1079328687]",False,An der Alb,residential,30,False,93.37800000000001,"LINESTRING (8.4362677 48.7954135, 8.4365141 48.7954409, 8.4367019 48.7954373, 8.4368764 48.7954314, 8.4370211 48.7954076, 8.4372126 48.7953591, 8.4373247 48.795313, 8.4374739 48.7952517)",,,,,,
"[814007019, 38496910, 65608919]",False,An der Alb,residential,30,True,258.282,"LINESTRING (8.4362677 48.7954135, 8.4361599 48.7954155, 8.4360232 48.7954411, 8.4359503 48.7954595, 8.4358412 48.7954957, 8.4357453 48.795537, 8.4351988 48.7958004, 8.4350221 48.7958974, 8.4349637 48.7959636, 8.4349648 48.7960046, 8.4349667 48.7960775, 8.4351059 48.7963304, 8.4352484 48.7966636, 8.4354273 48.7970043, 8.4354595 48.7970661, 8.435459 48.7971076, 8.4353475 48.7971397)",,,,,,
"[751355474, 894700478]",False,"['Weg zur Schanz', 'Sägwasenplatz']",residential,30,True,58.31999999999999,"LINESTRING (8.4374739 48.7952517, 8.4375527 48.7952408, 8.4376396 48.7952316, 8.4376927 48.7952303, 8.4377775 48.7952352, 8.4378593 48.7952504, 8.4379719 48.7952894, 8.4382022 48.795391)",,,,,,
"[16662687, 1079328687, 814007019, 894700479]",False,An der Alb,residential,30,True,93.37800000000001,"LINESTRING (8.4374739 48.7952517, 8.4373247 48.795313, 8.4372126 48.7953591, 8.4370211 48.7954076, 8.4368764 48.7954314, 8.4367019 48.7954373, 8.4365141 48.7954409, 8.4362677 48.7954135)",,,,,,
"[1191919349, 64234726]",False,Weg zur Schanz,residential,30,False,68.44699999999999,"LINESTRING (8.4374739 48.7952517, 8.4371915 48.795256, 8.4370971 48.7952543, 8.4369956 48.7952432, 8.4368745 48.7952076, 8.4367795 48.795156, 8.4366443 48.7950599)",,,,,,
17706454,False,Flachsteichweg,residential,30,True,72.15700000000001,"LINESTRING (8.4446977 48.8013605, 8.4444915 48.801587, 8.444323 48.8017691, 8.4442687 48.8018203, 8.4442149 48.8018592, 8.4441492 48.8018955)",,,,,,
17721259,False,Akademieweg,residential,30,False,109.54100000000001,"LINESTRING (8.4446977 48.8013605, 8.4441411 48.8009056, 8.4438193 48.8006238, 8.443763 48.8005929)",,,,,,
1034245333,False,Bleichweg,residential,30,False,161.55900000000003,"LINESTRING (8.4449962 48.8032929, 8.4440392 48.802284, 8.4439756 48.8022274, 8.4439026 48.8021847, 8.4438161 48.8021466, 8.4437352 48.8021189)",,,,,yes,
17706454,False,Flachsteichweg,residential,30,False,32.205,"LINESTRING (8.4437352 48.8021189, 8.4440754 48.8019354)",,,,,,
69233057,False,Bleichweg,residential,30,False,216.78400000000002,"LINESTRING (8.4437352 48.8021189, 8.4436434 48.8020982, 8.4435189 48.8020523, 8.4434279 48.8020087, 8.4433152 48.8019444, 8.4431735 48.8018585, 8.4430336 48.8017791, 8.4428305 48.8016776, 8.4425822 48.8015596, 8.4422641 48.8013922, 8.4419734 48.8012217, 8.4418925 48.8011625, 8.4417577 48.8010421, 8.4416582 48.8009771, 8.4415559 48.8009458, 8.4414341 48.8009358)",,,,,yes,
1034245333,False,Bleichweg,residential,30,True,161.559,"LINESTRING (8.4437352 48.8021189, 8.4438161 48.8021466, 8.4439026 48.8021847, 8.4439756 48.8022274, 8.4440392 48.802284, 8.4449962 48.8032929)",,,,,yes,
17706454,False,Flachsteichweg,residential,30,True,6.993,"LINESTRING (8.4441492 48.8018955, 8.4440754 48.8019354)",,,,,,
17706454,False,Flachsteichweg,residential,30,False,72.157,"LINESTRING (8.4441492 48.8018955, 8.4442149 48.8018592, 8.4442687 48.8018203, 8.444323 48.8017691, 8.4444915 48.801587, 8.4446977 48.8013605)",,,,,,
33969655,False,Flachsteichweg,residential,30,False,53.667,"LINESTRING (8.4441492 48.8018955, 8.4443753 48.8020765, 8.4446268 48.8022614)",,,,,,
17706449,False,Alte Dobler Straße,residential,30,True,11.068,"LINESTRING (8.4386715 48.7979018, 8.4385902 48.7979857)",,,,,,
