osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,width
209316817,True,Hauptstraße,residential,20,False,86.82700000000001,"LINESTRING (9.6893179 49.2788844, 9.6894269 49.2790133, 9.689482 49.2791044, 9.689496 49.2791361, 9.6895498 49.2792479, 9.6895714 49.2792967, 9.6896974 49.2794425, 9.6898234 49.2795883)",,,,
"[644881821, 644881822]",False,Hauptstraße,residential,20,True,69.176,"LINESTRING (9.6893179 49.2788844, 9.689251 49.2788287, 9.6891723 49.2787775, 9.6891425 49.2787438, 9.689076 49.2785919, 9.6890218 49.278468, 9.6889572 49.2783208)",,,,
436088776,False,Stuttgarter Straße,primary,50,True,3.391,"LINESTRING (9.684333 49.2781748, 9.6843755 49.2781875)",3,B 19,,
47470651,False,Stuttgarter Straße,primary,50,False,22.711,"LINESTRING (9.684333 49.2781748, 9.6842213 49.2781346, 9.6840632 49.2780713)",3,B 19,,
"[644881816, 22884914, 415827419, 644881815]",False,"['Morsbacher Straße', 'Schnurgasse']",residential,,"[False, True]",189.73499999999999,"LINESTRING (9.694063 49.2777503, 9.6940368 49.277791, 9.693744 49.2778598, 9.6921053 49.2782382, 9.6917402 49.2782772, 9.6916172 49.2783011)",,,,
"[644881813, 644881814, 22884823]",False,Komburgstraße,secondary,50,False,160.09400000000002,"LINESTRING (9.694063 49.2777503, 9.6938524 49.2777416, 9.6927083 49.2775246, 9.6924068 49.2774825, 9.691911 49.2774931)",,L 1045,,
"[641230184, 634875693, 644881823]",False,Komburgstraße,secondary,50,False,222.598,"LINESTRING (9.691911 49.2774931, 9.6905403 49.2775846, 9.6897054 49.2776409, 9.6895561 49.277649, 9.6891953 49.2776687, 9.6889472 49.2776741, 9.6888564 49.2776795)",,L 1045,,
"[644881813, 644881814, 22884823]",False,Komburgstraße,secondary,50,True,160.094,"LINESTRING (9.691911 49.2774931, 9.6924068 49.2774825, 9.6927083 49.2775246, 9.6938524 49.2777416, 9.694063 49.2777503)",,L 1045,,
644881825,False,Stettenstraße,residential,,False,51.719,"LINESTRING (9.691911 49.2774931, 9.6918233 49.2773569, 9.6913754 49.277233)",,,,
22884886,False,Stuttgarter Straße,primary,50,False,10.976,"LINESTRING (9.6871787 49.2778838, 9.6870338 49.2779122)",3,B 19,,
"[318704717, 148770062]",False,Stuttgarter Straße,secondary,50,True,85.238,"LINESTRING (9.6871787 49.2778838, 9.68735 49.2778543, 9.6873958 49.2778466, 9.6878435 49.277771, 9.6883189 49.2776989)","['2', '3']",L 1045,,
168861069,True,Konsul-Uebele-Straße,primary,50,False,31.793999999999997,"LINESTRING (9.6871787 49.2778838, 9.6872038 49.2779585, 9.6872397 49.2780582, 9.6872772 49.2781624)",2,B 19,,
"[318696155, 272342197]",False,Bahnhofstraße,residential,50,False,51.608000000000004,"LINESTRING (9.683332 49.2796578, 9.6834257 49.2796209, 9.6836545 49.2794726, 9.6838495 49.279342)",2,,,
"[23908721, 658176092, 658176093, 636426421]",False,"['Lehmgrubengasse', 'Keltergasse']","['unclassified', 'living_street']",,True,142.898,"LINESTRING (9.687454 49.2767763, 9.68747 49.2768218, 9.6875473 49.2770329, 9.6875976 49.2771698, 9.6877373 49.2771827, 9.6881219 49.2772395, 9.6882549 49.2772624, 9.688242 49.2774172, 9.6882433 49.2774445, 9.68831 49.2776564, 9.6883189 49.2776989)",,,,
597761009,False,Stettenstraße,residential,,False,51.641999999999996,"LINESTRING (9.687454 49.2767763, 9.6873549 49.2768154, 9.6872901 49.2768533, 9.6872398 49.2768897, 9.6871963 49.2769347, 9.6871678 49.2769838, 9.6871184 49.2770821, 9.6871026 49.2771553)",,,,
"[597761009, 643242183]",False,Stettenstraße,residential,,True,48.206,"LINESTRING (9.687454 49.2767763, 9.6875811 49.2767416, 9.6877936 49.2767092, 9.688007 49.2766883, 9.6880996 49.2766853)",,,,
145025986,False,Stettenstraße,residential,,False,49.802,"LINESTRING (9.6871026 49.2771553, 9.6870939 49.2773888, 9.6870913 49.2774595, 9.6870836 49.277603)",,,,
216248585,False,Allee,unclassified,,True,69.122,"LINESTRING (9.6871026 49.2771553, 9.6868161 49.2771179, 9.6863956 49.2771369, 9.6861647 49.2771775)",,,,
597761009,False,Stettenstraße,residential,,True,51.642,"LINESTRING (9.6871026 49.2771553, 9.6871184 49.2770821, 9.6871678 49.2769838, 9.6871963 49.2769347, 9.6872398 49.2768897, 9.6872901 49.2768533, 9.6873549 49.2768154, 9.687454 49.2767763)",,,,
172988663,False,Am Wartberg,residential,,False,135.666,"LINESTRING (9.6913754 49.277233, 9.6914711 49.2770666, 9.6915676 49.2768986, 9.6916485 49.276758, 9.6916837 49.2766967, 9.6917043 49.2766804, 9.6917444 49.2766783, 9.6926238 49.2768537)",,,,
"[644881824, 644881825, 22884943]",False,Stettenstraße,residential,,False,136.597,"LINESTRING (9.6913754 49.277233, 9.6906263 49.2770841, 9.689893 49.2769384, 9.6897578 49.2769107, 9.6895768 49.2768697)",,,,
644881825,False,Stettenstraße,residential,,True,51.719,"LINESTRING (9.6913754 49.277233, 9.6918233 49.2773569, 9.691911 49.2774931)",,,,
22884998,False,Seestraße,residential,,False,69.64,"LINESTRING (9.6857069 49.2765501, 9.68568 49.2771105, 9.6857207 49.2771705)",,,,
146627751,False,Max-Eyth-Straße,residential,,False,46.571,"LINESTRING (9.6857069 49.2765501, 9.6855831 49.2765361, 9.6854954 49.2765445, 9.6852666 49.2765978, 9.6850958 49.2766437)",,,,
22884998,False,Seestraße,residential,,True,69.64,"LINESTRING (9.6857207 49.2771705, 9.68568 49.2771105, 9.6857069 49.2765501)",,,,
"[146627739, 729895278]",False,Bergstraße,residential,,True,144.45,"LINESTRING (9.6857207 49.2771705, 9.685668 49.2771849, 9.6854595 49.2772103, 9.6853402 49.2772223, 9.6845191 49.2772025, 9.6844567 49.2772156, 9.6843768 49.2772656, 9.684345 49.2773243, 9.6843686 49.2776553)",2,,,
437363420,False,Bergstraße,residential,,False,32.763,"LINESTRING (9.6857207 49.2771705, 9.6857709 49.2771881, 9.6859611 49.2771895, 9.6861647 49.2771775)",,,,
23402335,False,Allee,unclassified,,True,95.79499999999999,"LINESTRING (9.6861647 49.2771775, 9.6862064 49.2772713, 9.6862838 49.2774491, 9.6864313 49.2778486, 9.6864917 49.278012)",,,,
216248585,False,Allee,unclassified,,False,69.122,"LINESTRING (9.6861647 49.2771775, 9.6863956 49.2771369, 9.6868161 49.2771179, 9.6871026 49.2771553)",,,,
437363420,False,Bergstraße,residential,,True,32.763,"LINESTRING (9.6861647 49.2771775, 9.6859611 49.2771895, 9.6857709 49.2771881, 9.6857207 49.2771705)",,,,
215831396,False,Stuttgarter Straße,primary,50,True,14.629,"LINESTRING (9.6864917 49.278012, 9.6866868 49.2779787)",3,B 19,,
23402335,False,Allee,unclassified,,False,95.795,"LINESTRING (9.6864917 49.278012, 9.6864313 49.2778486, 9.6862838 49.2774491, 9.6862064 49.2772713, 9.6861647 49.2771775)",,,,
