osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge,width,lanes
"[54370205, 54370206, 54370207]",residential,,,False,False,61.972,"LINESTRING (12.0007102 47.7741497, 12.0007857 47.7738844, 12.0008248 47.7738105, 12.000845 47.7737749, 12.0009484 47.773619)",,Hocheckstraße,yes,,
318844501,residential,30,,False,False,122.28,"LINESTRING (12.0007102 47.7741497, 12.0009474 47.7741972, 12.0011016 47.7742774, 12.0018395 47.7749081)",,Hocheckstraße,,,
136097411,residential,,,False,True,234.95799999999997,"LINESTRING (12.0023883 47.7772602, 12.0023493 47.7772172, 12.0023836 47.7770588, 12.002369 47.7769028, 12.0023161 47.7765315, 12.0023012 47.7764596, 12.0023273 47.7761921, 12.0022638 47.7759723, 12.0022619 47.7757921, 12.0022582 47.7755916, 12.0021682 47.7753579, 12.0021212 47.775174)",,Hocheckstraße,,,
"[279177088, 279177091]",tertiary,50,,False,False,239.048,"LINESTRING (12.0023883 47.7772602, 12.0025668 47.777139, 12.0026035 47.7771012, 12.002612 47.7770681, 12.0026117 47.7770335, 12.0025654 47.7767755, 12.002563 47.7765445, 12.0025879 47.7763833, 12.0025758 47.7761917, 12.0024989 47.7759932, 12.002461 47.7756546, 12.0024131 47.7753942, 12.0024653 47.7751829)",,Auer Straße,yes,,
"[444613944, 8100606]",tertiary,50,,False,True,102.66199999999999,"LINESTRING (12.0023883 47.7772602, 12.0022511 47.7773776, 12.0021437 47.7775944, 12.0020752 47.777825, 12.0020189 47.7779448, 12.0018987 47.7781109)",,Auer Straße,,,
279177086,residential,,,False,True,340.21799999999996,"LINESTRING (12.0017427 47.7714049, 12.0015069 47.7709154, 12.0014864 47.7707831, 12.001523 47.7706528, 12.001601 47.7705474, 12.0016705 47.770498, 12.0017653 47.7704757, 12.0018866 47.7704915, 12.0020129 47.7706041, 12.0023131 47.7710785, 12.002541 47.7714694, 12.0025987 47.7715776, 12.002611 47.7716007, 12.0027853 47.7718993, 12.0028732 47.7720444, 12.0030544 47.7722627)",,Am Höhenpark,,,
54369907,residential,,,False,True,200.499,"LINESTRING (12.0019366 47.7718477, 12.0019951 47.7718308, 12.002033 47.771822, 12.0020688 47.7718198, 12.0021097 47.7718234, 12.002149 47.7718356, 12.0021918 47.7718557, 12.002227 47.7718858, 12.002261 47.7719251, 12.0022956 47.7719805, 12.002296 47.7720342, 12.0022887 47.7720879, 12.0022635 47.7721658, 12.0022267 47.7722231, 12.0018624 47.772465, 12.0018735 47.772507, 12.0019605 47.7725151, 12.0025043 47.7723742, 12.0030544 47.7722627)",,Am Höhenpark,,,
54369906,residential,,,False,True,38.495000000000005,"LINESTRING (12.0030544 47.7722627, 12.0032173 47.7723678, 12.0034361 47.772495)",,Am Höhenpark,,,
54369907,residential,,,False,False,200.49900000000008,"LINESTRING (12.0030544 47.7722627, 12.0025043 47.7723742, 12.0019605 47.7725151, 12.0018735 47.772507, 12.0018624 47.772465, 12.0022267 47.7722231, 12.0022635 47.7721658, 12.0022887 47.7720879, 12.002296 47.7720342, 12.0022956 47.7719805, 12.002261 47.7719251, 12.002227 47.7718858, 12.0021918 47.7718557, 12.002149 47.7718356, 12.0021097 47.7718234, 12.0020688 47.7718198, 12.002033 47.771822, 12.0019951 47.7718308, 12.0019366 47.7718477)",,Am Höhenpark,,,
279177086,residential,,,False,False,340.218,"LINESTRING (12.0030544 47.7722627, 12.0028732 47.7720444, 12.0027853 47.7718993, 12.002611 47.7716007, 12.0025987 47.7715776, 12.002541 47.7714694, 12.0023131 47.7710785, 12.0020129 47.7706041, 12.0018866 47.7704915, 12.0017653 47.7704757, 12.0016705 47.770498, 12.001601 47.7705474, 12.001523 47.7706528, 12.0014864 47.7707831, 12.0015069 47.7709154, 12.0017427 47.7714049)",,Am Höhenpark,,,
54369906,residential,,,False,False,76.707,"LINESTRING (12.0042939 47.7728726, 12.0041102 47.7727764, 12.0034361 47.772495)",,Am Höhenpark,,,
"[54369914, 54369915, 288108116, 279177093]",residential,30,,False,False,32.254999999999995,"LINESTRING (12.0042939 47.7728726, 12.0043791 47.7728184, 12.0044963 47.7727458, 12.0045459 47.7727157, 12.0046107 47.7726756)",,Breitensteinstraße,yes,,
295695647,residential,30,,False,True,66.944,"LINESTRING (12.0042939 47.7728726, 12.0039746 47.7730705, 12.0037999 47.7732195, 12.0037098 47.7733236)",,Breitensteinstraße,,,
"[54370205, 54370206, 54370207]",residential,,,False,True,61.972,"LINESTRING (12.0009484 47.773619, 12.000845 47.7737749, 12.0008248 47.7738105, 12.0007857 47.7738844, 12.0007102 47.7741497)",,Hocheckstraße,yes,,
54370729,residential,,,False,False,64.606,"LINESTRING (12.0073884 47.7752186, 12.008221 47.7750621)",,Sonnenstraße,,,
"[31869385, 288108115]",residential,50,,False,False,183.50699999999998,"LINESTRING (12.0073884 47.7752186, 12.0076146 47.7755014, 12.0078557 47.7758091, 12.0079846 47.775922, 12.0081243 47.7759607, 12.0084875 47.7759813, 12.0089631 47.7759995, 12.0092195 47.776009)",,Am Osterbach,,,
31869385,residential,50,,False,True,83.094,"LINESTRING (12.0073884 47.7752186, 12.0071518 47.7748578, 12.0069532 47.774531)",,Am Osterbach,,,
54370729,residential,,,False,True,64.606,"LINESTRING (12.008221 47.7750621, 12.0073884 47.7752186)",,Sonnenstraße,,,
318767546,residential,,,False,True,86.56200000000001,"LINESTRING (12.0099465 47.7718083, 12.0089516 47.7717935, 12.0087886 47.771798)",,Kranzhornstraße,,,
61243141,residential,,,False,True,80.814,"LINESTRING (12.0123703 47.7716294, 12.0114724 47.7717281, 12.0113031 47.7717467)",,Kranzhornstraße,,,
7973275,tertiary,60,roundabout,True,False,3.573,"LINESTRING (12.0009789 47.7788188, 12.0010265 47.7788219)",,,,,
7973275,tertiary,60,roundabout,True,False,7.16,"LINESTRING (12.0011605 47.7789059, 12.0011684 47.7789377, 12.0011638 47.7789697)",,,,,
7973275,tertiary,60,roundabout,True,False,3.572,"LINESTRING (12.0009915 47.779065, 12.0009439 47.779062)",,,,,
7973275,tertiary,60,roundabout,True,False,17.877,"LINESTRING (12.0011638 47.7789697, 12.001147 47.7789998, 12.0011192 47.779026, 12.0010823 47.7790464, 12.0010387 47.7790597, 12.0009915 47.779065)",,,,,
9706275,secondary,50,,False,False,78.237,"LINESTRING (12.0126169 47.7757147, 12.0125491 47.7758235, 12.0124411 47.7759376, 12.0120925 47.7763223)",St 2089,Münchner Straße,,,2
9706275,secondary,50,,False,True,47.580000000000005,"LINESTRING (12.0126169 47.7757147, 12.0126305 47.7756594, 12.0126371 47.7755617, 12.0125998 47.7754123, 12.012548 47.7752948)",St 2089,Münchner Straße,,,2
305073394,residential,,,False,False,60.995999999999995,"LINESTRING (12.0126169 47.7757147, 12.0129806 47.7756381, 12.0131136 47.7756303, 12.0133767 47.7757294)",,Münchner Straße,,,
154109498,residential,30,,False,False,269.91700000000003,"LINESTRING (12.0124079 47.7730941, 12.0124273 47.7730224, 12.0124964 47.7729201, 12.0126294 47.7727649, 12.0127583 47.7726053, 12.0128727 47.7723874, 12.0129678 47.7721622, 12.0130046 47.7719644, 12.0130066 47.7715242, 12.0130011 47.7707474)",,Wendelsteinstraße,,,
"[30052186, 30052187, 156540719]",tertiary,30,,False,False,96.888,"LINESTRING (12.0124079 47.7730941, 12.0125294 47.7731138, 12.0128076 47.7731548, 12.0131978 47.7732118, 12.0134353 47.7732423, 12.0135972 47.7732684, 12.0136683 47.7732917)",,Kufsteiner Straße,yes,,2
295845798,tertiary,30,,False,True,88.81700000000001,"LINESTRING (12.0124079 47.7730941, 12.012157 47.7730699, 12.0116209 47.7730701, 12.0112252 47.7731041)",,Kufsteiner Straße,,,
219215167,residential,,,False,False,70.987,"LINESTRING (12.0053022 47.7762144, 12.006241 47.776312)",,Nordweg,,,
304593937,residential,,,False,True,42.324,"LINESTRING (12.0063163 47.7748012, 12.0058057 47.7749659)",,Nordweg,,,
35302096,residential,30,,False,True,53.125,"LINESTRING (12.0058057 47.7749659, 12.0061451 47.7753857)",,Nordweg,,4,1
304593937,residential,,,False,False,42.324,"LINESTRING (12.0058057 47.7749659, 12.0063163 47.7748012)",,Nordweg,,,
35302096,residential,30,,False,False,67.833,"LINESTRING (12.0058057 47.7749659, 12.0056775 47.7748004, 12.0053724 47.7744299)",,Nordweg,,4,1
304593938,residential,,,False,True,36.478,"LINESTRING (12.0066023 47.7752787, 12.0064185 47.7753366, 12.006328 47.7753415, 12.0061451 47.7753857)",,Nordweg,,,
35302096,residential,30,,False,False,53.125,"LINESTRING (12.0061451 47.7753857, 12.0058057 47.7749659)",,Nordweg,,4,1
35302096,residential,30,,False,True,104.67000000000002,"LINESTRING (12.0061451 47.7753857, 12.006196 47.7754528, 12.0062414 47.7755533, 12.0062715 47.7756576, 12.006241 47.776312)",,Nordweg,,4,1
304593938,residential,,,False,False,36.477999999999994,"LINESTRING (12.0061451 47.7753857, 12.006328 47.7753415, 12.0064185 47.7753366, 12.0066023 47.7752787)",,Nordweg,,,
304593824,residential,,,False,True,40.563,"LINESTRING (12.009062 47.7756599, 12.0092195 47.776009)",,Am Osterbach,,,
304593824,residential,,,False,False,40.563,"LINESTRING (12.0092195 47.776009, 12.009062 47.7756599)",,Am Osterbach,,,
288108115,residential,50,,False,False,30.054,"LINESTRING (12.0092195 47.776009, 12.0093654 47.776017, 12.0096172 47.7760473)",,Am Osterbach,,,
"[31869385, 288108115]",residential,50,,False,True,183.507,"LINESTRING (12.0092195 47.776009, 12.0089631 47.7759995, 12.0084875 47.7759813, 12.0081243 47.7759607, 12.0079846 47.775922, 12.0078557 47.7758091, 12.0076146 47.7755014, 12.0073884 47.7752186)",,Am Osterbach,,,
154109498,residential,30,,False,True,42.619,"LINESTRING (12.0129647 47.7703649, 12.0130011 47.7707474)",,Wendelsteinstraße,,,
305990511,residential,,,False,False,38.506,"LINESTRING (12.0129647 47.7703649, 12.0133872 47.7703655, 12.0134738 47.7703878)",,Wendelsteinstraße,,,
9706275,secondary,50,,False,False,47.58,"LINESTRING (12.012548 47.7752948, 12.0125998 47.7754123, 12.0126371 47.7755617, 12.0126305 47.7756594, 12.0126169 47.7757147)",St 2089,Münchner Straße,,,2
"[445970467, 9706275]",secondary,50,,False,True,251.77499999999998,"LINESTRING (12.012548 47.7752948, 12.0124829 47.775147, 12.0124384 47.774979, 12.0124215 47.7748165, 12.0124664 47.77461, 12.0125394 47.7744544, 12.0127247 47.7741212, 12.0128754 47.7739286, 12.0131549 47.7736806, 12.0132869 47.7735687, 12.0134295 47.7734588, 12.0136683 47.7732917)",St 2089,Münchner Straße,,,2
305073396,residential,,,False,False,118.631,"LINESTRING (12.012548 47.7752948, 12.0123244 47.7753306, 12.0121162 47.7753442, 12.0116218 47.7753073, 12.0114773 47.7753228, 12.0113963 47.775385, 12.0113703 47.7755113, 12.0113096 47.7756337)",,Münchner Straße,,,
305073396,residential,,,False,True,118.631,"LINESTRING (12.0113096 47.7756337, 12.0113703 47.7755113, 12.0113963 47.775385, 12.0114773 47.7753228, 12.0116218 47.7753073, 12.0121162 47.7753442, 12.0123244 47.7753306, 12.012548 47.7752948)",,Münchner Straße,,,
305073394,residential,,,False,True,60.996,"LINESTRING (12.0133767 47.7757294, 12.0131136 47.7756303, 12.0129806 47.7756381, 12.0126169 47.7757147)",,Münchner Straße,,,
305990511,residential,,,False,True,38.506,"LINESTRING (12.0134738 47.7703878, 12.0133872 47.7703655, 12.0129647 47.7703649)",,Wendelsteinstraße,,,
54369906,residential,,,False,False,38.495000000000005,"LINESTRING (12.0034361 47.772495, 12.0032173 47.7723678, 12.0030544 47.7722627)",,Am Höhenpark,,,
54369906,residential,,,False,True,76.707,"LINESTRING (12.0034361 47.772495, 12.0041102 47.7727764, 12.0042939 47.7728726)",,Am Höhenpark,,,
306226297,residential,,,False,False,133.60399999999998,"LINESTRING (12.0034361 47.772495, 12.0027313 47.7729492, 12.0026111 47.7731991, 12.0030264 47.7732437)",,Am Höhenpark,,,
306226297,residential,,,False,True,133.60399999999998,"LINESTRING (12.0030264 47.7732437, 12.0026111 47.7731991, 12.0027313 47.7729492, 12.0034361 47.772495)",,Am Höhenpark,,,
306297401,residential,,,False,True,71.16900000000001,"LINESTRING (12.0125271 47.7769897, 12.0125247 47.7769136, 12.0125006 47.7768423, 12.012344 47.7767354, 12.0119531 47.7765183)",,Münchner Straße,,,
39894228,residential,,,False,False,68.322,"LINESTRING (12.0050244 47.7701155, 12.0055887 47.7702878, 12.0058342 47.770397)",,Rotwandstraße,,,
306591617,residential,,,False,True,138.02700000000002,"LINESTRING (12.0034137 47.7708889, 12.0036716 47.7707746, 12.0038117 47.7707444, 12.0039892 47.7707545, 12.0050021 47.7709127, 12.0051613 47.7709579)",,Hochriesstraße,,,
34024802,residential,,,False,True,15.625,"LINESTRING (12.0051613 47.7709579, 12.0050329 47.7710688)",,Breitensteinstraße,,,
34024802,residential,,,False,False,80.18599999999999,"LINESTRING (12.0051613 47.7709579, 12.0053192 47.7708215, 12.0056064 47.7705652, 12.0058342 47.770397)",,Breitensteinstraße,,,
306591617,residential,,,False,False,138.027,"LINESTRING (12.0051613 47.7709579, 12.0050021 47.7709127, 12.0039892 47.7707545, 12.0038117 47.7707444, 12.0036716 47.7707746, 12.0034137 47.7708889)",,Hochriesstraße,,,
34024802,residential,,,False,True,47.863,"LINESTRING (12.0048248 47.7715729, 12.0048503 47.772003)",,Breitensteinstraße,,,
306591551,residential,,,False,False,63.987,"LINESTRING (12.0048248 47.7715729, 12.0039722 47.7716257)",,Breitensteinstraße,,,
34024802,residential,,,False,False,61.083,"LINESTRING (12.0048248 47.7715729, 12.0048159 47.7713109, 12.0048837 47.7711856, 12.0050329 47.7710688)",,Breitensteinstraße,,,
306591551,residential,,,False,True,63.987,"LINESTRING (12.0039722 47.7716257, 12.0048248 47.7715729)",,Breitensteinstraße,,,
307202100,residential,,,False,True,33.935,"LINESTRING (12.0070776 47.7701473, 12.007128 47.7704506)",,Haidwandstraße,,,
491138941,residential,30,,False,True,12.293,"LINESTRING (12.0101248 47.7741946, 12.0100991 47.7740854)",,Bahnhofstraße,,,
36772465,residential,30,,False,True,52.835,"LINESTRING (12.0101248 47.7741946, 12.0102385 47.7741925, 12.0103585 47.7741829, 12.0105957 47.7741488, 12.0106158 47.7740771, 12.0106383 47.773997)",,Bahnhofstraße,,,
318767543,residential,30,,False,False,81.569,"LINESTRING (12.0101248 47.7741946, 12.0101257 47.7742625, 12.0101073 47.7745073, 12.0099817 47.7749193)",,Bahnhofstraße,,,
444613955,tertiary,60,,True,False,33.074999999999996,"LINESTRING (12.0006946 47.7785975, 12.0007836 47.7786514, 12.0008875 47.7787708, 12.0009185 47.7787934, 12.0009789 47.7788188)",RO 46,,,,
7973275,tertiary,60,roundabout,True,False,10.734,"LINESTRING (12.0008099 47.7789779, 12.000802 47.7789462, 12.0008066 47.7789142, 12.0008234 47.778884)",,,,,
36772465,residential,30,,False,False,52.835,"LINESTRING (12.0106383 47.773997, 12.0106158 47.7740771, 12.0105957 47.7741488, 12.0103585 47.7741829, 12.0102385 47.7741925, 12.0101248 47.7741946)",,Bahnhofstraße,,,
490954851,residential,30,,False,True,97.094,"LINESTRING (12.0106383 47.773997, 12.0108125 47.7734628, 12.0109414 47.7731482)",,Bahnhofstraße,,,
"[1221366792, 397856809]",residential,30,,False,True,41.513,"LINESTRING (12.0106383 47.773997, 12.0104808 47.774026, 12.0103888 47.774043, 12.0102051 47.7740655, 12.0100991 47.7740854)",,Bahnhofstraße,,,
295695646,residential,,,False,True,35.277,"LINESTRING (12.0038044 47.77868, 12.0037036 47.7785852, 12.0035266 47.7784235)",,Ackerpointstraße,,,
1115952714,residential,,,False,True,46.308,"LINESTRING (12.0029411 47.7716786, 12.0035285 47.771546)",,,,,
24551165,residential,50,,False,True,174.63,"LINESTRING (12.0029411 47.7716786, 12.0030717 47.7719397, 12.0033 47.7721649, 12.0035532 47.772292, 12.0038689 47.7723987, 12.0044959 47.7726102, 12.0046107 47.7726756)",,Schwarzenbergstraße,,,
1115952714,residential,,,False,False,46.308,"LINESTRING (12.0035285 47.771546, 12.0029411 47.7716786)",,,,,
"[1206940960, 268096758]",residential,,,False,False,31.398000000000003,"LINESTRING (12.0059212 47.773854, 12.0059539 47.7739721, 12.0059866 47.7740516, 12.0060605 47.774114)",,Sternplattenweg,,,
