osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,junction
140232516,True,2,Münsterstraße,secondary,50,False,10.414,"LINESTRING (7.6330947 51.6653741, 7.6330296 51.6652896)",,,
19527627,True,1,Bahnhofstraße,residential,30,False,28.348,"LINESTRING (7.6330947 51.6653741, 7.6330122 51.6654306, 7.6328192 51.6655633)",,,
4413512,True,2,Lünener Straße,secondary,50,False,9.604,"LINESTRING (7.6305269 51.6607689, 7.6304966 51.6606846)",L 507,,
"[637564089, 97015346]",True,1,Cappenberger Straße,residential,50,False,36.688,"LINESTRING (7.6305269 51.6607689, 7.6303622 51.6607702, 7.630187 51.6607612, 7.6300058 51.660723)",,,
"[620581424, 97015323]",True,"['3', '1']",Lünener Straße,secondary,50,False,102.901,"LINESTRING (7.6300769 51.6598189, 7.6303267 51.6600897, 7.6304112 51.6602263, 7.6304777 51.6603387, 7.6305894 51.660551, 7.6306395 51.6606711)",L 507,,
24224414,False,,Kurt-Schumacher-Platz,residential,30,False,86.25000000000001,"LINESTRING (7.6360827 51.6608405, 7.6361461 51.6607853, 7.6361671 51.660767, 7.6362939 51.6606653, 7.6363575 51.6606063, 7.6364417 51.6605281, 7.6364826 51.6604802, 7.6365706 51.6603769, 7.6366035 51.6603345, 7.6366886 51.6602245, 7.6367185 51.6601762)",,,
97015259,False,2,Kurt-Schumacher-Straße,secondary,50,True,45.66,"LINESTRING (7.6360827 51.6608405, 7.6359048 51.6607687, 7.6356686 51.6606987, 7.6354932 51.6606568)",L 507,,
"[423224800, 621231848, 423224799]",False,"['2', '3']",Kurt-Schumacher-Straße,secondary,50,False,136.181,"LINESTRING (7.6360827 51.6608405, 7.6361876 51.6608997, 7.6365032 51.661108, 7.6366712 51.6612275, 7.6370425 51.6614798, 7.6372222 51.6616036, 7.6374259 51.6617375)",L 507,,
99331743,False,2,Kurt-Schumacher-Straße,secondary,50,True,40.619,"LINESTRING (7.6377928 51.6620223, 7.6376304 51.6618778, 7.6374765 51.6617722, 7.6374259 51.6617375)",L 507,,
99345184,False,2,Stockumer Straße,secondary,50,True,43.017,"LINESTRING (7.6377928 51.6620223, 7.6379252 51.6621387, 7.6380314 51.6622222, 7.6381935 51.6623168)",L 507,,
