osmid,name,highway,junction,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,width
14152814,Martin-Ofner-Straße,secondary,roundabout,True,False,20.8,"LINESTRING (12.7302542 48.1698966, 12.7302204 48.1699181, 12.7301798 48.1699336, 12.7301348 48.1699421, 12.7300881 48.1699431, 12.7300424 48.1699366, 12.7300003 48.169923)",,,,,
27074765,Burghauser Straße,secondary,,False,False,113.75999999999999,"LINESTRING (12.7302542 48.1698966, 12.7303716 48.1699492, 12.7304588 48.170001, 12.7306136 48.1700821, 12.7310162 48.1702732, 12.7314741 48.1705158)",,,,,
14152814,Martin-Ofner-Straße,secondary,roundabout,True,False,21.316,"LINESTRING (12.7299861 48.1697137, 12.7300209 48.1696992, 12.7300596 48.1696899, 12.7301003 48.1696863, 12.7301412 48.1696886, 12.7301805 48.1696965, 12.7302164 48.1697098, 12.7302472 48.1697279)",,,,,
37417184,Ludwigshafener Straße,residential,,False,False,15.515999999999998,"LINESTRING (12.7299861 48.1697137, 12.7299411 48.1696392, 12.7299018 48.1695861)",,,,,
14152814,Martin-Ofner-Straße,secondary,roundabout,True,False,20.432000000000002,"LINESTRING (12.7302472 48.1697279, 12.7302707 48.169749, 12.7302874 48.1697728, 12.7302964 48.1697983, 12.7302975 48.1698245, 12.7302906 48.1698504, 12.730276 48.1698748, 12.7302542 48.1698966)",,,,,
23311671,Martin-Ofner-Straße,secondary,,False,False,122.49999999999999,"LINESTRING (12.7302472 48.1697279, 12.7303148 48.1696518, 12.7303908 48.169561, 12.7304183 48.169507, 12.7304269 48.1694761, 12.7304313 48.1694124, 12.7304269 48.1693458, 12.7304168 48.1692889, 12.7304009 48.1692349, 12.730369 48.1691677, 12.730291 48.1690562, 12.730103 48.1687869, 12.7300988 48.1687376, 12.730096 48.1686996)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,False,70.974,"LINESTRING (12.7307434 48.1673669, 12.730725 48.1671091, 12.7307296 48.1670286, 12.7307403 48.1669715, 12.7307663 48.1668982, 12.7308091 48.1668187, 12.7308732 48.1667484)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,True,93.832,"LINESTRING (12.7307434 48.1673669, 12.7307418 48.1674953, 12.7307175 48.1676196, 12.730677 48.1677525, 12.7306155 48.1678779, 12.7305025 48.1680767, 12.7304331 48.1681764)",St 2107,50,,,
"[27148194, 241129869]",Kanalstraße,residential,,False,False,215.992,"LINESTRING (12.7307434 48.1673669, 12.7310262 48.1674298, 12.7312064 48.1675156, 12.7321862 48.1682207, 12.7324117 48.1684747, 12.7325929 48.1686607, 12.7327504 48.1687136)",,,,,
23311671,Martin-Ofner-Straße,secondary,,False,False,29.767,"LINESTRING (12.7308732 48.1667484, 12.7309863 48.1666454, 12.7310629 48.1665976, 12.7311574 48.166567)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,True,70.974,"LINESTRING (12.7308732 48.1667484, 12.7308091 48.1668187, 12.7307663 48.1668982, 12.7307403 48.1669715, 12.7307296 48.1670286, 12.730725 48.1671091, 12.7307434 48.1673669)",St 2107,50,,,
27835525,Hoechster Straße,residential,,False,False,69.628,"LINESTRING (12.7308732 48.1667484, 12.7311012 48.1668431, 12.7312385 48.1669097, 12.7316503 48.1670994)",,,,,
"[380432476, 23311671]",Martin-Ofner-Straße,secondary,,False,False,284.68899999999996,"LINESTRING (12.7311574 48.166567, 12.7312766 48.1665364, 12.7314111 48.1665099, 12.7315639 48.1664956, 12.7317755 48.1664926, 12.732126 48.1665036, 12.7325801 48.1665161, 12.7328859 48.1665161, 12.7331329 48.1664989, 12.7333302 48.1664714, 12.7335694 48.1664213, 12.7337787 48.166363, 12.7339671 48.1662914, 12.7341341 48.1662148, 12.7343519 48.1661072, 12.7345489 48.1659884, 12.7346931 48.1658866)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,True,29.767000000000003,"LINESTRING (12.7311574 48.166567, 12.7310629 48.1665976, 12.7309863 48.1666454, 12.7308732 48.1667484)",St 2107,50,,,
26461488,Rupertusstraße,residential,,False,False,179.256,"LINESTRING (12.7311574 48.166567, 12.731064 48.1664917, 12.7309854 48.1664331, 12.7309271 48.1663897, 12.7307456 48.1663286, 12.7304878 48.1662659, 12.7303574 48.1662445, 12.7302195 48.1662369, 12.7300775 48.1662434, 12.7298509 48.16631, 12.7297086 48.1663443, 12.7294641 48.166382, 12.7291473 48.1664475, 12.7289826 48.166512)",,,,,
380432476,,secondary,,False,True,131.854,"LINESTRING (12.7375148 48.1633155, 12.7364702 48.164275)",St 2107,50,,,
14152814,Martin-Ofner-Straße,secondary,roundabout,True,False,27.167,"LINESTRING (12.7300003 48.169923, 12.7299687 48.1699059, 12.7299431 48.1698848, 12.7299247 48.1698606, 12.7299144 48.1698343, 12.7299126 48.1698072, 12.7299193 48.1697804, 12.7299343 48.1697552, 12.7299569 48.1697326, 12.7299861 48.1697137)",,,,,
23311671,Martin-Ofner-Straße,secondary,,False,False,63.748000000000005,"LINESTRING (12.730096 48.1686996, 12.7301197 48.1686076, 12.7301921 48.1684802, 12.7304331 48.1681764)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,True,122.49999999999997,"LINESTRING (12.730096 48.1686996, 12.7300988 48.1687376, 12.730103 48.1687869, 12.730291 48.1690562, 12.730369 48.1691677, 12.7304009 48.1692349, 12.7304168 48.1692889, 12.7304269 48.1693458, 12.7304313 48.1694124, 12.7304269 48.1694761, 12.7304183 48.169507, 12.7303908 48.169561, 12.7303148 48.1696518, 12.7302472 48.1697279)",St 2107,50,,,
26461488,Rupertusstraße,residential,,False,True,159.591,"LINESTRING (12.730096 48.1686996, 12.7300348 48.1686977, 12.729986 48.168694, 12.7298857 48.1686726, 12.7297193 48.1686272, 12.7295124 48.1685544, 12.7292826 48.1684611, 12.7290777 48.1683577, 12.7287923 48.1681929, 12.7286161 48.1680932, 12.728325 48.1679221)",,,,,
27161622,Thalhauser Straße,unclassified,,False,False,36.844,"LINESTRING (12.7370119 48.1670369, 12.7366306 48.1668245)",,,,,
27832077,Kirchfeldstraße,residential,,False,True,193.51000000000002,"LINESTRING (12.7370119 48.1670369, 12.7372508 48.166864, 12.7373086 48.1668087, 12.7373162 48.166779, 12.7373141 48.166708, 12.7372191 48.1663448, 12.7370842 48.1659411, 12.7370492 48.1658587, 12.7365534 48.1655266)",,,,,
27161622,Thalhauser Straße,unclassified,,False,True,36.844,"LINESTRING (12.7366306 48.1668245, 12.7370119 48.1670369)",,,,,
27149074,Madlstraße,residential,,False,False,142.511,"LINESTRING (12.7366306 48.1668245, 12.7358274 48.1672892, 12.7353051 48.1675913, 12.735179 48.1676643)",,,,,
27161622,Thalhauser Straße,unclassified,,False,False,109.01400000000001,"LINESTRING (12.7366306 48.1668245, 12.7361776 48.1665634, 12.735462 48.166232)",,,,,
380432476,,secondary,,False,True,12.979,"LINESTRING (12.7348132 48.1658017, 12.7346931 48.1658866)",St 2107,50,,,
"[380432481, 241129876]",Thalhauser Straße,unclassified,,True,False,33.354,"LINESTRING (12.7348132 48.1658017, 12.7349478 48.165915, 12.7350846 48.1660408)",,,,,
380432476,,secondary,,False,False,203.207,"LINESTRING (12.7348132 48.1658017, 12.7349402 48.1657085, 12.7350463 48.1656235, 12.7351008 48.1655799, 12.7352355 48.1654588, 12.7355279 48.1651825, 12.736382 48.1643603, 12.7364202 48.1643233)",St 2107,50,,,
170841060,Hoechster Straße,living_street,,False,True,23.380000000000003,"LINESTRING (12.7327504 48.1687136, 12.7329112 48.1686968, 12.7330564 48.1686657)",,,,,
"[27148194, 241129869]",Kanalstraße,residential,,False,True,215.992,"LINESTRING (12.7327504 48.1687136, 12.7325929 48.1686607, 12.7324117 48.1684747, 12.7321862 48.1682207, 12.7312064 48.1675156, 12.7310262 48.1674298, 12.7307434 48.1673669)",,,,,
241129870,Kanalstraße,residential,,False,False,218.455,"LINESTRING (12.7327504 48.1687136, 12.7331218 48.1693198, 12.7333364 48.1696918, 12.7336196 48.1699952, 12.7338771 48.1701383, 12.7342891 48.1703215)",,,,,
170841059,Hoechster Straße,living_street,,False,False,59.071,"LINESTRING (12.7334923 48.168437, 12.7336169 48.1689617)",,,,,
26461663,Hoechster Straße,living_street,,False,False,41.429,"LINESTRING (12.7334923 48.168437, 12.7332857 48.1685738, 12.7330564 48.1686657)",,,,,
170841059,Hoechster Straße,living_street,,False,True,235.62199999999999,"LINESTRING (12.7334923 48.168437, 12.7335082 48.1683446, 12.7332186 48.1677025, 12.7320886 48.1670284, 12.7319322 48.1669931, 12.7317825 48.1669982, 12.7316503 48.1670994)",,,,,
27074765,Burghauser Straße,secondary,,False,True,25.955,"LINESTRING (12.7316963 48.1706821, 12.7316781 48.1706292, 12.7316283 48.1705854, 12.7314741 48.1705158)",,,,,
"[27075582, 27075055]",Burghauser Straße,residential,,False,"[False, True]",212.494,"LINESTRING (12.7316963 48.1706821, 12.7319484 48.1707673, 12.7321153 48.1708803, 12.732299 48.1711025, 12.7324001 48.1711205, 12.7329342 48.1713073, 12.7335967 48.1714924, 12.7337652 48.1715583, 12.7338797 48.1716489, 12.733964 48.1717439)",,,,,
165815649,Burghauser Straße,secondary,,True,False,64.468,"LINESTRING (12.7316963 48.1706821, 12.7316872 48.1707396, 12.7316396 48.170797, 12.7315501 48.1708673, 12.7311881 48.1711399)",,,,,
27074765,Burghauser Straße,secondary,,False,False,25.955000000000002,"LINESTRING (12.7314741 48.1705158, 12.7316283 48.1705854, 12.7316781 48.1706292, 12.7316963 48.1706821)",,,,,
27074765,Burghauser Straße,secondary,,False,True,113.76,"LINESTRING (12.7314741 48.1705158, 12.7310162 48.1702732, 12.7306136 48.1700821, 12.7304588 48.170001, 12.7303716 48.1699492, 12.7302542 48.1698966)",,,,,
"[27075582, 27075055]",Burghauser Straße,residential,,False,"[False, True]",212.49399999999997,"LINESTRING (12.733964 48.1717439, 12.7338797 48.1716489, 12.7337652 48.1715583, 12.7335967 48.1714924, 12.7329342 48.1713073, 12.7324001 48.1711205, 12.732299 48.1711025, 12.7321153 48.1708803, 12.7319484 48.1707673, 12.7316963 48.1706821)",,,,,
295504107,,secondary,,False,True,9.837,"LINESTRING (12.7311881 48.1711399, 12.7311001 48.1710737)",St 2356,,,,
27148185,Wendelsteinstraße,tertiary,,False,False,109.945,"LINESTRING (12.725555 48.1670093, 12.7258982 48.1667495, 12.7264768 48.1662358)",,,,,
47423373,,secondary,,False,False,118.99600000000001,"LINESTRING (12.725555 48.1670093, 12.7254958 48.1669755, 12.7254176 48.1669148, 12.7253656 48.1668493, 12.7253215 48.1667936, 12.7252776 48.1667168, 12.7252481 48.1666463, 12.725225 48.1665685, 12.7252017 48.1663247, 12.7251867 48.1661958, 12.7251519 48.1660826, 12.7251193 48.1660085)",St 2356,,,,
"[170842146, 170842147, 27132325, 47423381, 27148155]",Unterneukirchener Straße,secondary,,False,"[False, True]",707.4739999999999,"LINESTRING (12.725555 48.1670093, 12.7249542 48.1675589, 12.7246459 48.1678857, 12.7246052 48.1679367, 12.7244859 48.1681281, 12.7246232 48.1681911, 12.7249617 48.1682909, 12.7254755 48.1684348, 12.7258454 48.1685289, 12.7263182 48.168659, 12.7266712 48.1687798, 12.7271041 48.1689292, 12.7274237 48.1690524, 12.7278974 48.1692504, 12.7286441 48.1695849, 12.729389 48.1699716, 12.729986 48.1703166, 12.7302044 48.1704587, 12.7306085 48.1707215, 12.7307632 48.1708323)",St 2356,,2,yes,
"[27148185, 32552625, 79212077, 32552623]",Wendelsteinstraße,tertiary,,False,False,216.18300000000002,"LINESTRING (12.7264768 48.1662358, 12.7266716 48.1660219, 12.7268919 48.1657476, 12.7269817 48.1656326, 12.7270742 48.1654849, 12.7271635 48.1653301, 12.7272829 48.1650883, 12.7273745 48.1648901, 12.7274296 48.1647532, 12.7275038 48.1645781, 12.7275454 48.1644394)",,50,,yes,
27148185,Wendelsteinstraße,tertiary,,False,True,109.945,"LINESTRING (12.7264768 48.1662358, 12.7258982 48.1667495, 12.725555 48.1670093)",,,,,
"[34428632, 170842130, 32686243, 32563045]",Bahnhofstraße,residential,,False,"[False, True]",314.562,"LINESTRING (12.7264768 48.1662358, 12.7265903 48.1662582, 12.7266952 48.1662593, 12.7267587 48.166244, 12.7268334 48.16621, 12.7269306 48.1661444, 12.7270005 48.1661078, 12.7270894 48.1660787, 12.7271926 48.1660661, 12.7272975 48.1660769, 12.7275415 48.1662183, 12.7276218 48.166278, 12.7276728 48.166331, 12.727687 48.1663974, 12.7276751 48.1664638, 12.7276336 48.166535, 12.7275648 48.1665933, 12.7274084 48.1666813, 12.7273005 48.1667604, 12.7272661 48.1668277, 12.7272506 48.1669033, 12.7272815 48.1669928, 12.7273809 48.1671123, 12.7265802 48.1679025)",,,,yes,2.5
23311671,Martin-Ofner-Straße,secondary,,False,False,93.83200000000001,"LINESTRING (12.7304331 48.1681764, 12.7305025 48.1680767, 12.7306155 48.1678779, 12.730677 48.1677525, 12.7307175 48.1676196, 12.7307418 48.1674953, 12.7307434 48.1673669)",St 2107,50,,,
23311671,Martin-Ofner-Straße,secondary,,False,True,63.748000000000005,"LINESTRING (12.7304331 48.1681764, 12.7301921 48.1684802, 12.7301197 48.1686076, 12.730096 48.1686996)",St 2107,50,,,
27148191,Max-Planck-Platz,residential,,False,False,246.50899999999996,"LINESTRING (12.7304331 48.1681764, 12.7294745 48.1675342, 12.7290974 48.1672826, 12.7289319 48.1671721, 12.7288869 48.167132, 12.7288596 48.1670854, 12.7288614 48.1670219, 12.7289008 48.1669664, 12.7291713 48.1667478, 12.7291966 48.1666913, 12.7291551 48.166634, 12.7289826 48.166512)",,,,,
"[27835192, 170841061]",Liebigstraße,"['residential', 'living_street']",,False,False,225.56799999999998,"LINESTRING (12.7304331 48.1681764, 12.7308561 48.1684375, 12.7309975 48.1685404, 12.7310342 48.16857, 12.7311279 48.1686454, 12.7312776 48.168766, 12.7314506 48.1689497, 12.731658 48.1691443, 12.7319822 48.1694485, 12.7323148 48.1697605)",,,,,
