osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel
"[275267328, 909779027, 220381630, 990543534]","['2', '3']",B 16,Augsburger Straße,primary,50,False,True,260.635,"LINESTRING (10.7004486 47.5696531, 10.7004763 47.5696973, 10.7005002 47.5697369, 10.7005166 47.5697637, 10.700617 47.5699405, 10.7010906 47.5708157, 10.7012358 47.571096, 10.7014409 47.5714547, 10.7016581 47.5718502)",,,
275267329,3,,Prinzregentenplatz,secondary,50,False,False,43.405,"LINESTRING (10.7004486 47.5696531, 10.7002716 47.569646, 10.7002415 47.5696451, 10.7001195 47.5696472, 10.6998854 47.5697046)",,,
"[275267331, 1056559837, 1056842986, 909779028, 75989309]","['2', '3']",B 16,"['Kaiser-Maximilian-Platz', 'Sebastianstraße']",primary,50,False,True,219.523,"LINESTRING (10.7004486 47.5696531, 10.7006039 47.5696081, 10.7013158 47.5693964, 10.7014156 47.5693568, 10.7015162 47.5693018, 10.7017041 47.569171, 10.7018365 47.569097, 10.7019403 47.5690462, 10.7020841 47.5689986, 10.7024174 47.5689176, 10.7030223 47.5687585)",,,
10507733,,,Floßergasse,living_street,,False,False,101.185,"LINESTRING (10.7011585 47.5663223, 10.7017955 47.5664676, 10.7020021 47.5665324, 10.7023824 47.5666927)",,,
10507733,,,Floßergasse,living_street,,False,True,101.185,"LINESTRING (10.7023824 47.5666927, 10.7020021 47.5665324, 10.7017955 47.5664676, 10.7011585 47.5663223)",,,
13854356,,,,living_street,,False,False,25.701,"LINESTRING (10.7023824 47.5666927, 10.7024331 47.566628, 10.7025254 47.5665482, 10.7025827 47.5665067)",,,
635553142,,,Floßergasse,living_street,,False,False,69.455,"LINESTRING (10.7023824 47.5666927, 10.7022921 47.5668747, 10.7021875 47.5670191, 10.7019495 47.5672386)",,,
13854356,,,,living_street,,False,True,25.701,"LINESTRING (10.7025827 47.5665067, 10.7025254 47.5665482, 10.7024331 47.566628, 10.7023824 47.5666927)",,,
13766330,,,Schwedenweg,residential,30,False,False,69.133,"LINESTRING (10.7058651 47.5705835, 10.7058133 47.5703975, 10.7057116 47.5699705)",,,
220381665,,,Weidachstraße,residential,30,False,False,50.177,"LINESTRING (10.7058651 47.5705835, 10.7057816 47.5705567, 10.7056549 47.5705356, 10.7055153 47.5705515, 10.7053388 47.5705838, 10.7052196 47.5705994)",,,
220381665,,,Weidachstraße,residential,30,False,True,3.651,"LINESTRING (10.7058651 47.5705835, 10.705872 47.5705896, 10.7058824 47.5705998, 10.7058934 47.5706102)",,,
13766330,,,Schwedenweg,residential,30,False,True,25.153,"LINESTRING (10.7055758 47.5688, 10.7056169 47.5690245)",,,
"[456761091, 15701768, 10651195]",,,"['Theresienbrücke', 'Lechhalde']","['residential', 'living_street']",10,False,False,117.65899999999999,"LINESTRING (10.7004726 47.5652494, 10.700435 47.5653213, 10.7004132 47.565369, 10.7001907 47.5658998, 10.7001714 47.5659842, 10.7001613 47.5660748, 10.70018 47.5662785)",yes,,
148050819,,,Lechhalde,living_street,10,False,False,14.3,"LINESTRING (10.70018 47.5662785, 10.7002143 47.566405)",,5,
942587335,,,Faulenbachgäßchen,living_street,,False,True,11.199,"LINESTRING (10.70018 47.5662785, 10.7000585 47.56622)",,4,
"[15701768, 10651195, 456761091]",,,"['Theresienbrücke', 'Lechhalde']","['living_street', 'residential']",10,False,True,117.65899999999999,"LINESTRING (10.70018 47.5662785, 10.7001613 47.5660748, 10.7001714 47.5659842, 10.7001907 47.5658998, 10.7004132 47.565369, 10.700435 47.5653213, 10.7004726 47.5652494)",yes,,
"[158319681, 13858027]",,,Magnusplatz,living_street,,False,False,74.67699999999999,"LINESTRING (10.6995006 47.5672228, 10.6995053 47.567176, 10.6994931 47.5671329, 10.6994722 47.5671071, 10.6993658 47.567023, 10.6992245 47.5669215, 10.6991106 47.5668117, 10.6990373 47.5667119, 10.6989891 47.5666661)",,,
95811748,,,Ritterstraße,living_street,10,False,False,20.615000000000002,"LINESTRING (10.6995006 47.5672228, 10.699466 47.5673169, 10.6994293 47.5674018)",,,
148050819,,,Lechhalde,living_street,10,False,True,50.542,"LINESTRING (10.6995006 47.5672228, 10.6996753 47.5671601, 10.6998136 47.5670967, 10.6999289 47.5670321, 10.7000375 47.566954)",,5,
13684409,,,Theresienstraße,residential,,False,True,60.896,"LINESTRING (10.7029721 47.5693051, 10.7030223 47.5687585)",,,
1238332053,,,Schulhausstraße,residential,,False,False,37.837,"LINESTRING (10.7029721 47.5693051, 10.7024691 47.5693299)",,,
"[220381662, 990543535]",,,Theresienstraße,residential,,False,False,66.176,"LINESTRING (10.7029721 47.5693051, 10.7029667 47.5693973, 10.7029061 47.5698985)",,,
635553132,,,Marienstraße,residential,30,False,False,56.262,"LINESTRING (10.7013545 47.570296, 10.7011191 47.5698156)",,,
635553132,,,Marienstraße,residential,30,False,True,98.333,"LINESTRING (10.7013545 47.570296, 10.7017661 47.5711356)",,,
13684470,,,Marienstraße,residential,30,False,False,7.103,"LINESTRING (10.7020846 47.5719074, 10.7020637 47.5718451)",,,
13766828,,,Robert-Schmid-Straße,residential,30,False,True,88.161,"LINESTRING (10.7020846 47.5719074, 10.7023304 47.5719252, 10.7023541 47.5719229, 10.7032486 47.5718346)",,,
"[1238287797, 220381647]",1,,Robert-Schmid-Straße,residential,30,True,False,27.57,"LINESTRING (10.7020846 47.5719074, 10.7018653 47.571954, 10.7017934 47.5719685, 10.7017343 47.5719823)",,,
13768574,,,Egerlandstraße,residential,,False,True,44.963,"LINESTRING (10.703089 47.5708402, 10.7025162 47.5709592)",,,
13768584,,,Egerlandstraße,unclassified,,False,False,52.037,"LINESTRING (10.703089 47.5708402, 10.7037729 47.5707621)",,,
220381662,,,Theresienstraße,residential,,False,False,58.413,"LINESTRING (10.703089 47.5708402, 10.7032546 47.5713535)",,,
220381662,,,Theresienstraße,residential,,False,True,105.72399999999999,"LINESTRING (10.703089 47.5708402, 10.7029479 47.5702825, 10.7029061 47.5698985)",,,
13768558,,,Schlesierstraße,residential,30,False,False,40.847,"LINESTRING (10.7032546 47.5713535, 10.7027345 47.5714622)",,,
220381662,,,Theresienstraße,residential,,False,True,58.413,"LINESTRING (10.7032546 47.5713535, 10.703089 47.5708402)",,,
220381662,,,Theresienstraße,residential,,False,False,53.837,"LINESTRING (10.7032546 47.5713535, 10.7032887 47.5715431, 10.7032801 47.5716905, 10.7032486 47.5718346)",,,
13767209,,,Wachsbleiche,residential,30,False,False,24.618,"LINESTRING (10.7032486 47.5718346, 10.7032348 47.5720558)",,,
13766828,,,Robert-Schmid-Straße,residential,30,False,False,88.161,"LINESTRING (10.7032486 47.5718346, 10.7023541 47.5719229, 10.7023304 47.5719252, 10.7020846 47.5719074)",,,
220381662,,,Theresienstraße,residential,,False,True,53.83699999999999,"LINESTRING (10.7032486 47.5718346, 10.7032801 47.5716905, 10.7032887 47.5715431, 10.7032546 47.5713535)",,,
13767209,,,Wachsbleiche,residential,30,False,True,24.618,"LINESTRING (10.7032348 47.5720558, 10.7032486 47.5718346)",,,
13768243,,,König-Ludwig-Promenade,residential,,False,False,119.08200000000001,"LINESTRING (10.7032348 47.5720558, 10.7039457 47.5719704, 10.7047859 47.5718309)",,,
13768243,,,König-Ludwig-Promenade,residential,,False,True,119.08200000000001,"LINESTRING (10.7047859 47.5718309, 10.7039457 47.5719704, 10.7032348 47.5720558)",,,
