osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,bridge
22877493,Kirchdorfer Straße,residential,50,False,False,99.38499999999999,"LINESTRING (11.9145863 47.8828556, 11.9152046 47.8826514, 11.9153154 47.8825998, 11.9156306 47.8824528, 11.915744 47.882418)",,,,
22877498,Müller-zu-Bruck-Straße,tertiary,50,False,False,50.355999999999995,"LINESTRING (11.9145863 47.8828556, 11.9145527 47.882818, 11.9145033 47.8827832, 11.914416 47.8827653, 11.9143134 47.882763, 11.9142029 47.8827462, 11.9141134 47.8827137, 11.9140228 47.8826519)",2,RO 8,,
325458606,Kirchdorfer Straße,tertiary,50,False,True,41.847,"LINESTRING (11.9145863 47.8828556, 11.9146051 47.8829136, 11.9146131 47.8830022, 11.9146062 47.8831388, 11.9146102 47.8832303)",2,RO 8,,
22877493,Kirchdorfer Straße,residential,50,False,True,99.38499999999999,"LINESTRING (11.915744 47.882418, 11.9156306 47.8824528, 11.9153154 47.8825998, 11.9152046 47.8826514, 11.9145863 47.8828556)",,,,
26584443,Sonnenwiechser Straße,residential,50,False,False,36.211,"LINESTRING (11.915744 47.882418, 11.9159371 47.8824, 11.9162276 47.8823945)",,,,
119497395,Bahnhofstraße,residential,50,False,True,117.75300000000001,"LINESTRING (11.915744 47.882418, 11.9156625 47.8821084, 11.9156404 47.8820257, 11.9155338 47.8816766, 11.9155269 47.881654, 11.915468 47.8814505, 11.9154612 47.8814299, 11.9154441 47.8813784)",,,,
22877498,Müller-zu-Bruck-Straße,tertiary,50,False,True,50.356,"LINESTRING (11.9140228 47.8826519, 11.9141134 47.8827137, 11.9142029 47.8827462, 11.9143134 47.882763, 11.914416 47.8827653, 11.9145033 47.8827832, 11.9145527 47.882818, 11.9145863 47.8828556)",2,RO 8,,
231235595,Berghamer Straße,residential,50,False,True,50.779,"LINESTRING (11.9140228 47.8826519, 11.913901 47.8826771, 11.9133722 47.8827867)",,,2,
"[262437092, 262721349, 262721348]",Müller-zu-Bruck-Straße,tertiary,50,False,False,140.883,"LINESTRING (11.9140228 47.8826519, 11.9139669 47.8825431, 11.9139708 47.8824302, 11.9139782 47.8822958, 11.9139816 47.8822436, 11.9139837 47.8821966, 11.9139894 47.8819248, 11.9139831 47.8817416, 11.9139597 47.8815763, 11.9139062 47.881471, 11.9138431 47.8814117)",,RO 8,,yes
"[22877499, 262564950]",Bahnhofstraße,tertiary,50,False,False,183.493,"LINESTRING (11.9138431 47.8814117, 11.9137821 47.8813884, 11.9137095 47.8813737, 11.913583 47.8813693, 11.9133821 47.8813899, 11.9131876 47.8814211, 11.9127946 47.8814674, 11.9126397 47.8814728, 11.9123843 47.8814464, 11.9121938 47.8813985, 11.9120483 47.8813358, 11.9119066 47.88125, 11.9118304 47.8811918, 11.9116533 47.8810384)",2,RO 8,,
"[264923195, 262564949, 25075821]",Bahnhofstraße,residential,50,False,False,122.242,"LINESTRING (11.9138431 47.8814117, 11.9142951 47.8813473, 11.9143448 47.8813409, 11.914986 47.8812936, 11.915097 47.8812983, 11.9151805 47.8813046, 11.9152761 47.8813253, 11.9154441 47.8813784)",,,,
"[262437092, 262721348, 262721349]",Müller-zu-Bruck-Straße,tertiary,50,False,True,140.88299999999998,"LINESTRING (11.9138431 47.8814117, 11.9139062 47.881471, 11.9139597 47.8815763, 11.9139831 47.8817416, 11.9139894 47.8819248, 11.9139837 47.8821966, 11.9139816 47.8822436, 11.9139782 47.8822958, 11.9139708 47.8824302, 11.9139669 47.8825431, 11.9140228 47.8826519)",,RO 8,,yes
22877495,Vagener Straße,tertiary,50,False,False,66.35,"LINESTRING (11.9108914 47.8798372, 11.9106223 47.8797882, 11.9100214 47.8797146)",,RO 13,,
"[22877503, 38934942, 38934943]",Bahnhofstraße,tertiary,50,False,True,95.755,"LINESTRING (11.9108914 47.8798372, 11.9108892 47.8799178, 11.9109031 47.8799916, 11.9109439 47.8800743, 11.9109491 47.8800848, 11.910959 47.8801051, 11.9109682 47.8801236, 11.9110208 47.8802305, 11.9110393 47.8802665, 11.9111467 47.8804292, 11.9112505 47.8805862, 11.911289 47.8806478)",2,RO 8,,yes
286638146,Göttinger Straße,tertiary,50,False,True,157.694,"LINESTRING (11.9108914 47.8798372, 11.9109452 47.8797721, 11.9116092 47.8794082, 11.9116788 47.8793382, 11.9117403 47.87926, 11.9118025 47.8789869, 11.9117561 47.8786686)",,RO 13,,
26566481,Rotwandstraße,residential,,True,False,194.38800000000003,"LINESTRING (11.9178302 47.8795725, 11.9177272 47.8790724, 11.9189785 47.8790002, 11.9190155 47.8794004)",,,,
26566911,Kanalstraße,residential,50,False,True,48.956999999999994,"LINESTRING (11.9178302 47.8795725, 11.9183839 47.8796092, 11.9184822 47.8796217)",,,,
264631640,Kanalstraße,residential,50,False,False,59.541,"LINESTRING (11.9178302 47.8795725, 11.9175445 47.8795436, 11.917049 47.8794642)",,,,
"[38934943, 38934942, 22877503]",Bahnhofstraße,tertiary,50,False,False,95.75500000000001,"LINESTRING (11.911289 47.8806478, 11.9112505 47.8805862, 11.9111467 47.8804292, 11.9110393 47.8802665, 11.9110208 47.8802305, 11.9109682 47.8801236, 11.910959 47.8801051, 11.9109491 47.8800848, 11.9109439 47.8800743, 11.9109031 47.8799916, 11.9108892 47.8799178, 11.9108914 47.8798372)",2,RO 8,,yes
"[38934643, 23396941, 40111982]",Bahnhofstraße,tertiary,50,False,True,33.491,"LINESTRING (11.911289 47.8806478, 11.9112956 47.8806577, 11.9113214 47.8806937, 11.9114484 47.8808384, 11.911513 47.8809086)",2,RO 8,,yes
"[38959336, 264631640]",Kanalstraße,residential,50,False,True,290.94699999999995,"LINESTRING (11.911289 47.8806478, 11.9113817 47.8806137, 11.9115697 47.8805557, 11.9119703 47.8804776, 11.9124593 47.8804123, 11.9126061 47.8803822, 11.9127695 47.8803262, 11.9130096 47.8802345, 11.9140668 47.8797781, 11.9145797 47.8796529, 11.9148247 47.8796021)",,,,
22877495,Vagener Straße,tertiary,50,False,True,64.402,"LINESTRING (11.909191 47.87958, 11.909306 47.8796297, 11.9095412 47.8796636, 11.9100214 47.8797146)",,RO 13,,
