osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,bridge
31515416,2,L 369,Saarbrücker Straße,tertiary,50,False,False,45.517,"LINESTRING (6.7510691 49.5055278, 6.7509685 49.5056349, 6.7508572 49.5057159, 6.7507339 49.5057786, 6.7506424 49.5058221)",,,
31515416,2,L 369,Saarbrücker Straße,tertiary,50,False,True,58.819,"LINESTRING (6.7510691 49.5055278, 6.7511871 49.5053414, 6.7512904 49.5051681, 6.751399 49.5050453)",,,
28656317,,,Obere Gerberstraße,residential,30,False,True,90.202,"LINESTRING (6.7506424 49.5058221, 6.7514098 49.5064622)",,,
31515416,2,L 369,Saarbrücker Straße,tertiary,50,False,False,89.269,"LINESTRING (6.7506424 49.5058221, 6.74992 49.5060543, 6.7495349 49.5061789)",,,
31515416,2,L 369,Saarbrücker Straße,tertiary,50,False,True,45.516999999999996,"LINESTRING (6.7506424 49.5058221, 6.7507339 49.5057786, 6.7508572 49.5057159, 6.7509685 49.5056349, 6.7510691 49.5055278)",,,
37650990,2,L 157,Saarbrücker Straße,secondary,50,False,False,65.33,"LINESTRING (6.7495349 49.5061789, 6.7487195 49.5064335)",,,
31153639,,L 157,Haagstraße,secondary,50,False,True,142.217,"LINESTRING (6.7495349 49.5061789, 6.7500292 49.5066273, 6.7501592 49.5067452, 6.7504806 49.5070551, 6.750593 49.5071894, 6.7506292 49.5072403)",,,
31515416,2,L 369,Saarbrücker Straße,tertiary,50,False,True,89.269,"LINESTRING (6.7495349 49.5061789, 6.74992 49.5060543, 6.7506424 49.5058221)",,,
106619588,2,L 157,Saarbrücker Straße,secondary,50,False,True,118.705,"LINESTRING (6.7448085 49.5084018, 6.7448612 49.5083982, 6.7449363 49.508386, 6.7450342 49.5083503, 6.7453795 49.5081974, 6.7454512 49.5081678, 6.7457061 49.5080333, 6.7461359 49.5077902)",,,
160191764,,L 157,,secondary,50,True,False,19.138,"LINESTRING (6.7448085 49.5084018, 6.7448066 49.5084269, 6.7447912 49.5084501, 6.7447643 49.5084682, 6.7447292 49.508479, 6.7446928 49.5084813, 6.7446572 49.5084756, 6.7446266 49.5084625)",roundabout,,
6073818,,,Hochwaldstraße,residential,50,False,False,49.316,"LINESTRING (6.7433089 49.5093253, 6.7433584 49.5093557, 6.7434084 49.5093949, 6.7435093 49.5095015, 6.7435858 49.5095659, 6.7437306 49.5096722)",,,
28904312,2,L 369,Trierer Straße,tertiary,50,False,True,103.964,"LINESTRING (6.7433089 49.5093253, 6.7434228 49.5092089, 6.743447 49.5091845, 6.7436448 49.5089694, 6.7437695 49.508844, 6.74385 49.5087817, 6.7439244 49.5087373, 6.7440082 49.5086951, 6.74421 49.5086172)",,,
106619595,2,L 369,Trierer Straße,tertiary,50,False,False,111.467,"LINESTRING (6.7433089 49.5093253, 6.7430339 49.5095611, 6.7429528 49.5096552, 6.7428991 49.5097505, 6.7428763 49.5098171, 6.7428609 49.509919, 6.7428555 49.5100949, 6.7428435 49.5101689, 6.7428119 49.5102425)",,,
6073818,,,Hochwaldstraße,residential,50,False,False,56.921,"LINESTRING (6.7441249 49.5099926, 6.7440994 49.5100483, 6.7438191 49.510464)",,,
6073818,,,Hochwaldstraße,residential,50,False,True,45.781,"LINESTRING (6.7441249 49.5099926, 6.7440914 49.5099465, 6.7437829 49.5097105, 6.7437306 49.5096722)",,,
28486772,,,Bachstraße,residential,30,False,True,85.01599999999999,"LINESTRING (6.7441249 49.5099926, 6.7442027 49.5100109, 6.7446304 49.5102317, 6.7450596 49.5104533)",,,
6073818,,,Hochwaldstraße,residential,50,False,True,7.186,"LINESTRING (6.7438164 49.5105286, 6.7438191 49.510464)",,,
6073818,,,Hochwaldstraße,residential,50,False,False,71.815,"LINESTRING (6.7438164 49.5105286, 6.7438319 49.5105591, 6.7438815 49.5106017, 6.743959 49.5106524, 6.744094 49.5107406, 6.744511 49.5109847)",,,
28604271,,,Vogteistraße,residential,30,False,False,143.067,"LINESTRING (6.7438164 49.5105286, 6.743679 49.5105401, 6.7434845 49.5105889, 6.7433846 49.5106248, 6.7432687 49.5106826, 6.742871 49.5108852, 6.7427978 49.5109154, 6.7427342 49.5109265, 6.7426758 49.5109283, 6.7425994 49.5109174, 6.7425076 49.5108924, 6.742303 49.5108222, 6.7420864 49.5107432)",,6,
25414080,1,L 377,Bahnhofstraße,tertiary,50,False,False,120.478,"LINESTRING (6.7438992 49.5078522, 6.7439398 49.5077921, 6.7439599 49.5077363, 6.7439779 49.5076451, 6.7440774 49.5071838, 6.7441529 49.506784)",,,
31515421,2,L 157,Merziger Straße,secondary,50,False,False,32.434,"LINESTRING (6.7438992 49.5078522, 6.743675 49.5077429, 6.7435321 49.5076845)",,,
875347953,2,L 157,Merziger Straße,secondary,50,False,True,15.56,"LINESTRING (6.7438992 49.5078522, 6.7439653 49.5078931, 6.7440511 49.5079514)",,,
28539947,1,,,tertiary,50,True,False,17.773,"LINESTRING (6.7443468 49.5059855, 6.7443231 49.5059731, 6.7443056 49.505957, 6.7442958 49.5059383, 6.7442945 49.5059186, 6.7443018 49.5058994, 6.744317 49.5058824, 6.7443401 49.5058666, 6.7443679 49.5058588)",roundabout,,
31515420,2,L 377,Saarlouiser Straße,tertiary,50,False,True,49.387,"LINESTRING (6.7443468 49.5059855, 6.7443214 49.5060151, 6.7442878 49.5060629, 6.7442684 49.5061035, 6.7442138 49.5064167)",,,
106619595,2,L 369,Trierer Straße,tertiary,50,False,True,137.199,"LINESTRING (6.7379692 49.5124086, 6.7388061 49.5120973, 6.7396094 49.5117856)",,,
28344877,,,Am Steil,residential,50,False,False,291.786,"LINESTRING (6.7435321 49.5076845, 6.7432773 49.5079453, 6.7429984 49.5082161, 6.7428272 49.5083695, 6.7423678 49.5087504, 6.7421561 49.5089503, 6.7419751 49.5091479, 6.7413072 49.5098716)",,4,
31515421,2,L 157,Merziger Straße,secondary,50,False,False,138.311,"LINESTRING (6.7435321 49.5076845, 6.7429769 49.5074977, 6.7420638 49.5072088, 6.7418171 49.5071306)",,,
31515421,2,L 157,Merziger Straße,secondary,50,False,True,32.434,"LINESTRING (6.7435321 49.5076845, 6.743675 49.5077429, 6.7438992 49.5078522)",,,
71123029,2,L 157,Merziger Straße,secondary,50,False,True,99.469,"LINESTRING (6.7388866 49.5059432, 6.7400466 49.5064257)",,,
272249563,,,Berendstraße,residential,50,False,False,78.041,"LINESTRING (6.7388866 49.5059432, 6.7382984 49.506532)",,,
236479875,,,Parkstraße,residential,30,False,True,112.426,"LINESTRING (6.7383578 49.5068884, 6.7396811 49.5074212)",,,
222753385,,,Heimlingerstraße,residential,30,False,False,133.012,"LINESTRING (6.7383578 49.5068884, 6.7388771 49.5067418, 6.7398736 49.5065015, 6.7399728 49.5064736, 6.7400077 49.5064553, 6.7400466 49.5064257)",,,
26382365,,,Parkstraße,residential,30,True,False,105.492,"LINESTRING (6.7409257 49.5079181, 6.7401321 49.5076012, 6.7396811 49.5074212)",,,
