osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,tunnel,ref,width
4405964,Wehrfeldstraße,residential,30,False,True,35.483,"LINESTRING (7.1932008 50.7793783, 7.1927563 50.7795294)",,,,,
4405964,Wehrfeldstraße,residential,30,False,False,111.08300000000001,"LINESTRING (7.1932008 50.7793783, 7.1939324 50.7791322, 7.1939951 50.779112, 7.1941012 50.7790747, 7.1944143 50.7789737, 7.1945996 50.778914)",,,,,
4012537,Rathausallee,tertiary,50,True,False,15.106,"LINESTRING (7.1848285 50.7756374, 7.1848859 50.7756383, 7.1849407 50.7756499, 7.1849817 50.7756679, 7.185014 50.7756918)",roundabout,,,,
4012537,Rathausallee,tertiary,50,True,False,16.552,"LINESTRING (7.185014 50.7756918, 7.185036 50.7757209, 7.1850436 50.7757421, 7.1850451 50.7757637, 7.1850392 50.7757888, 7.1850262 50.7758113, 7.1850065 50.7758317)",roundabout,,,,
"[473869647, 5169207, 315677110, 315677111, 315677115, 473869655]","['Ost-West-Spange', 'Markt']",tertiary,30,False,"[False, True]",228.04300000000003,"LINESTRING (7.185014 50.7756918, 7.1851014 50.7756661, 7.1852544 50.7756069, 7.1854876 50.7755548, 7.1857309 50.7755385, 7.1859273 50.7755276, 7.1860801 50.7755227, 7.1861538 50.7755257, 7.1862478 50.7755424, 7.1863726 50.7755733, 7.1864477 50.7755849, 7.1865557 50.7755817, 7.1866519 50.7755645, 7.1868351 50.7755217, 7.1869307 50.7755049, 7.1870074 50.7755035, 7.1871277 50.7755214, 7.1872221 50.7755597, 7.1872961 50.775619, 7.187323 50.7756661, 7.1873609 50.7758035, 7.1874059 50.7759176, 7.1874681 50.7759728, 7.1875509 50.776009, 7.1876632 50.7760225)",,2,yes,,
23961884,Sandstraße,residential,30,False,False,58.573,"LINESTRING (7.1895174 50.7772585, 7.1896184 50.7772432, 7.1897335 50.7772188, 7.1903146 50.7771062)",,,,,
42423855,Bonner Straße,primary,50,False,False,292.18699999999995,"LINESTRING (7.1895174 50.7772585, 7.1896398 50.7773739, 7.1896649 50.7774007, 7.190341 50.7781243, 7.190549 50.7783476, 7.1906658 50.778484, 7.1912331 50.7791036, 7.1914749 50.7793633, 7.1916238 50.7795232)",,2,,B 56,
724021561,Bonner Straße,primary,50,False,True,179.79399999999998,"LINESTRING (7.1895174 50.7772585, 7.1893616 50.7771134, 7.189326 50.7770817, 7.1888427 50.7766361, 7.1881948 50.7761078, 7.188138 50.77606, 7.1880096 50.7759534)",,2,,B 56,
334192286,Rathausallee,tertiary,50,False,False,35.817,"LINESTRING (7.1830445 50.7746359, 7.1827941 50.7743554)",,5,,,
36866707,Sonnenweg,residential,,False,False,70.658,"LINESTRING (7.1830445 50.7746359, 7.1831986 50.7746029, 7.1838301 50.7745983, 7.1840407 50.7745968)",,,,,
"[921019776, 224717822]",Rathausallee,tertiary,50,False,True,47.371,"LINESTRING (7.1830445 50.7746359, 7.1831341 50.7747106, 7.1832977 50.7748089, 7.1835179 50.7749375)",,4,,,
229253810,Arnold-Janssen-Straße,secondary,50,True,False,71.775,"LINESTRING (7.1834852 50.7739262, 7.1833311 50.7740279, 7.1829313 50.7741543, 7.1828617 50.7742135, 7.1827941 50.7743554)",,1,,L 143,
334192274,Arnold-Janssen-Straße,secondary,50,False,True,91.571,"LINESTRING (7.1834852 50.7739262, 7.1838374 50.7738083, 7.1846108 50.7736106, 7.1846764 50.773596)",,5,,L 143,
334192276,Arnold-Janssen-Straße,secondary,50,False,False,65.048,"LINESTRING (7.1834852 50.7739262, 7.1831427 50.7740135, 7.1828107 50.7741021, 7.1827617 50.7741156, 7.1826294 50.7741482)",,4,,L 143,
32120152,Arnold-Janssen-Straße,secondary,50,False,False,37.67700000000001,"LINESTRING (7.1851668 50.7734615, 7.1849928 50.7735204, 7.1849157 50.7735355, 7.1847997 50.773565, 7.1847463 50.7735789, 7.1846764 50.773596)",,3,,L 143,
79291142,Bonner Straße,primary,50,False,False,40.115,"LINESTRING (7.1851668 50.7734615, 7.1852511 50.7735433, 7.185276 50.7735681, 7.1853836 50.773676, 7.1854771 50.7737642)",,4,,B 56,
510237516,Hennefer Straße,secondary,50,False,False,54.260999999999996,"LINESTRING (7.1851668 50.7734615, 7.1853389 50.7734191, 7.1853783 50.7734111, 7.1859012 50.7733127)",,2,,L 143,
510237517,Bonner Straße,primary,50,False,True,41.278,"LINESTRING (7.1851668 50.7734615, 7.185078 50.7733786, 7.1850436 50.7733493, 7.1848215 50.7731614)",,4,,B 56,
"[991342085, 23893405]",Zedernweg,residential,30,False,False,164.074,"LINESTRING (7.1958365 50.7734046, 7.1957465 50.7731999, 7.1956494 50.7729791, 7.1954813 50.7726154, 7.195398 50.7724389, 7.1952885 50.7721945, 7.1952073 50.7719839)",,3,,,
23893405,Zedernweg,residential,30,False,True,161.839,"LINESTRING (7.1958365 50.7734046, 7.1959032 50.7736008, 7.1959929 50.7736428, 7.1960487 50.7737863, 7.1960394 50.7738388, 7.1960711 50.7739196, 7.1960923 50.7739763, 7.1962141 50.7742576, 7.1962742 50.7743855, 7.1963036 50.7744735, 7.1963827 50.7746472, 7.1964426 50.7747885)",,,,,
312857950,Pleiser Dreieck,residential,30,False,False,60.318000000000005,"LINESTRING (7.1958365 50.7734046, 7.1957677 50.7734188, 7.1956204 50.7734478, 7.1954974 50.7734983, 7.1953875 50.7735678, 7.1953727 50.7736348, 7.1952391 50.773747)",,2,,,
"[5190866, 986371694]",Rathausallee,tertiary,50,True,False,121.15899999999999,"LINESTRING (7.1835179 50.7749375, 7.1837732 50.7750282, 7.1839594 50.7751334, 7.1845538 50.7754661, 7.1847429 50.7755726, 7.1848285 50.7756374)",,1,,,
23487780,Hubert-Minz-Straße,residential,,False,False,204.29399999999998,"LINESTRING (7.1835179 50.7749375, 7.1834456 50.7749942, 7.1833983 50.7750312, 7.1832664 50.7751344, 7.1831746 50.7752439, 7.1831416 50.7753731, 7.1831695 50.7756311, 7.1831919 50.7757986, 7.1832529 50.7762556, 7.183289 50.7765173, 7.1832763 50.7766209, 7.1832227 50.7766905)",,,,,
"[921019776, 224717822]",Rathausallee,tertiary,50,False,False,47.370999999999995,"LINESTRING (7.1835179 50.7749375, 7.1832977 50.7748089, 7.1831341 50.7747106, 7.1830445 50.7746359)",,4,,,
23487780,Hubert-Minz-Straße,residential,,False,True,204.29399999999998,"LINESTRING (7.1832227 50.7766905, 7.1832763 50.7766209, 7.183289 50.7765173, 7.1832529 50.7762556, 7.1831919 50.7757986, 7.1831695 50.7756311, 7.1831416 50.7753731, 7.1831746 50.7752439, 7.1832664 50.7751344, 7.1833983 50.7750312, 7.1834456 50.7749942, 7.1835179 50.7749375)",,,,,
24011929,Ginsterweg,residential,30,False,False,29.765,"LINESTRING (7.1951113 50.7717425, 7.1950686 50.7716499, 7.1950552 50.7716174, 7.1949936 50.7714854)",,3,,,
991342085,Zedernweg,residential,30,False,True,27.680000000000003,"LINESTRING (7.1951113 50.7717425, 7.1951456 50.7718234, 7.195159 50.7718572, 7.1952056 50.7719795, 7.1952073 50.7719839)",,3,,,
991342088,Hennefer Straße,secondary,50,False,True,58.5,"LINESTRING (7.1951113 50.7717425, 7.1949672 50.7717674, 7.1949089 50.7717763, 7.1943074 50.7718778)",,3,,L 143,
991342089,Hennefer Straße,secondary,50,False,False,67.61,"LINESTRING (7.1951113 50.7717425, 7.1952271 50.771722, 7.1952839 50.7717115, 7.1956275 50.7716479, 7.1960321 50.7715677)",,3,,L 143,
23961902,Vom-Stein-Straße,residential,30,False,False,306.278,"LINESTRING (7.1903146 50.7771062, 7.1882513 50.7746804)",,,,,
23961884,Sandstraße,residential,30,False,False,171.626,"LINESTRING (7.1903146 50.7771062, 7.1909235 50.7769974, 7.1910439 50.7769759, 7.1926606 50.7766801)",,,,,
23961884,Sandstraße,residential,30,False,True,58.573,"LINESTRING (7.1903146 50.7771062, 7.1897335 50.7772188, 7.1896184 50.7772432, 7.1895174 50.7772585)",,,,,
23961884,Sandstraße,residential,30,False,False,84.496,"LINESTRING (7.1926606 50.7766801, 7.1938346 50.7765179)",,,,,
24359063,Brunnenstraße,residential,30,False,False,125.787,"LINESTRING (7.1926606 50.7766801, 7.1921965 50.7755876)",,,,,
23961884,Sandstraße,residential,30,False,True,171.626,"LINESTRING (7.1926606 50.7766801, 7.1910439 50.7769759, 7.1909235 50.7769974, 7.1903146 50.7771062)",,,,,
23961884,Sandstraße,residential,30,False,True,45.251,"LINESTRING (7.1954007 50.7762152, 7.1947873 50.7763383)",,,,,
23978457,Holzweg,residential,30,False,False,22.067,"LINESTRING (7.1954007 50.7762152, 7.1954638 50.7764096)",,,,,
23978457,Holzweg,residential,30,False,True,57.63,"LINESTRING (7.1954007 50.7762152, 7.1952083 50.7757114)",,,,,
23961902,Vom-Stein-Straße,residential,30,False,True,306.278,"LINESTRING (7.1882513 50.7746804, 7.1903146 50.7771062)",,,,,
23978295,Friedensstraße,residential,30,False,False,29.252,"LINESTRING (7.1882513 50.7746804, 7.1886647 50.774651)",,,,,
23978295,Friedensstraße,residential,30,False,True,108.16199999999999,"LINESTRING (7.1882513 50.7746804, 7.1882149 50.7746848, 7.1868317 50.7748493, 7.1867396 50.7748602)",,,,,
334192278,Bonner Straße,primary,50,False,False,125.087,"LINESTRING (7.1867396 50.7748602, 7.1877915 50.7757674)",,2,,B 56,
23978295,Friedensstraße,residential,30,False,False,108.16199999999999,"LINESTRING (7.1867396 50.7748602, 7.1868317 50.7748493, 7.1882149 50.7746848, 7.1882513 50.7746804)",,,,,
"[510237518, 334192278]",Bonner Straße,primary,50,False,True,150.812,"LINESTRING (7.1867396 50.7748602, 7.1864113 50.7745603, 7.1862984 50.7744623, 7.18585 50.7740944, 7.1857552 50.7740141, 7.1854771 50.7737642)",,"['4', '2']",,B 56,
23978295,Friedensstraße,residential,30,False,True,29.252,"LINESTRING (7.1886647 50.774651, 7.1882513 50.7746804)",,,,,
23978305,Rilkestraße,residential,30,False,False,82.456,"LINESTRING (7.1886647 50.774651, 7.1879496 50.7740633)",,,,,4.7
23978295,Friedensstraße,residential,30,False,False,112.086,"LINESTRING (7.1886647 50.774651, 7.1901536 50.7747071, 7.190256 50.7747097)",,,,,
23978295,Friedensstraße,residential,30,False,False,13.745,"LINESTRING (7.190256 50.7747097, 7.1904503 50.7747232)",,,,,
23978295,Friedensstraße,residential,30,False,True,112.086,"LINESTRING (7.190256 50.7747097, 7.1901536 50.7747071, 7.1886647 50.774651)",,,,,
23978341,Kleiststraße,residential,30,False,False,261.308,"LINESTRING (7.190256 50.7747097, 7.1902027 50.7746018, 7.1901568 50.7745301, 7.1900579 50.7744423, 7.1890637 50.7738943, 7.1888832 50.7737853, 7.1887631 50.7737061, 7.1886074 50.7735954, 7.1884271 50.7735003, 7.1883069 50.7734672, 7.188184 50.7734567, 7.1879905 50.7734732, 7.1878042 50.77352, 7.187695 50.7735396, 7.1875284 50.7734059)",,,,,5
23978295,Friedensstraße,residential,30,False,True,13.745,"LINESTRING (7.1904503 50.7747232, 7.190256 50.7747097)",,,,,
23978295,Friedensstraße,residential,30,False,False,114.86400000000002,"LINESTRING (7.1904503 50.7747232, 7.1910328 50.7747576, 7.1912444 50.7747701, 7.1913341 50.7747624, 7.1914161 50.7747468, 7.1914623 50.7747289, 7.1915318 50.7746885, 7.1916117 50.774597, 7.1917581 50.7743988)",,,,,
23978433,Astrid-Lindgren-Straße,living_street,,False,False,165.42,"LINESTRING (7.1904503 50.7747232, 7.1903226 50.7748905, 7.1905775 50.7752176, 7.1900259 50.7753878, 7.1903845 50.7758879)",,,,,
23978295,Friedensstraße,residential,30,False,False,91.406,"LINESTRING (7.1917581 50.7743988, 7.191789 50.7743649, 7.1919653 50.7741374, 7.1921779 50.7739176, 7.1923974 50.7736838)",,,,,
