osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed
40353311,3,S 158,Bandweberstraße,secondary,False,False,54.143,,"LINESTRING (14.0205246 51.1451432, 14.0210791 51.1454839)",
1113132416,2,S 158,Bandweberstraße,secondary,False,True,28.758,,"LINESTRING (14.0205246 51.1451432, 14.0202002 51.1449836)",
"[421226760, 24019144, 421226759]",,,Schulstraße,residential,True,False,30.125999999999998,yes,"LINESTRING (14.0205246 51.1451432, 14.0206928 51.1450906, 14.0207967 51.1450679, 14.0209219 51.1450381)",
40426416,,K 9204,Lichtenberger Straße,tertiary,False,True,123.34299999999999,,"LINESTRING (14.0173895 51.1439717, 14.0173519 51.1439842, 14.0172268 51.1440257, 14.0171392 51.144042, 14.0170462 51.144039, 14.0164606 51.1439125, 14.0157074 51.1437848)",
"[145018989, 170521926, 170521927]",2,S 158,Radeberger Straße,secondary,False,True,27.706,yes,"LINESTRING (14.0173895 51.1439717, 14.0173268 51.1439125, 14.0172443 51.1438012, 14.0172004 51.1437532)",50
"[625011692, 40429086]",2,S 158,Radeberger Straße,secondary,False,False,231.892,,"LINESTRING (14.0173895 51.1439717, 14.0174831 51.1440273, 14.017753 51.1441118, 14.0184695 51.1442065, 14.0187681 51.1442497, 14.01897 51.1443155, 14.0189981 51.1443299, 14.0192012 51.1444343, 14.0194043 51.1445494, 14.0197519 51.1447465, 14.0202002 51.1449836)",50
23277002,2,K 9242,Pulsnitzer Straße,tertiary,False,False,252.88099999999997,,"LINESTRING (14.0223892 51.1499233, 14.0228955 51.1492775, 14.0230459 51.1490856, 14.0231549 51.1489466, 14.0234321 51.1485929, 14.023453 51.1485676, 14.0237687 51.1481503, 14.0239651 51.1478754)",
"[11002409, 946766655]",,,Parkstraße,residential,False,False,217.45600000000002,,"LINESTRING (14.0223892 51.1499233, 14.0222871 51.1499075, 14.0216556 51.1497708, 14.020238 51.149506, 14.0198388 51.1494432, 14.0196551 51.1494143, 14.0193987 51.149374)",
23277002,2,K 9242,Pulsnitzer Straße,tertiary,False,True,155.31,,"LINESTRING (14.0245717 51.1465105, 14.0245223 51.1466401, 14.0242241 51.1472957, 14.0241756 51.1474092, 14.0239806 51.147857)",
135709717,2,S 158,Bandweberstraße,secondary,False,False,55.435,,"LINESTRING (14.0245717 51.1465105, 14.0249818 51.1464738, 14.0253459 51.1464046)",
"[421229801, 66311667]","['2', '3']",S 158,Bandweberstraße,secondary,False,True,126.114,,"LINESTRING (14.0245717 51.1465105, 14.0244958 51.1465056, 14.0241841 51.1464855, 14.0238128 51.1464265, 14.0237892 51.1464227, 14.0230162 51.1462917, 14.0228133 51.1462573)",
"[11002409, 946766655]",,,Parkstraße,residential,False,True,217.45600000000002,,"LINESTRING (14.0193987 51.149374, 14.0196551 51.1494143, 14.0198388 51.1494432, 14.020238 51.149506, 14.0216556 51.1497708, 14.0222871 51.1499075, 14.0223892 51.1499233)",
"[58778776, 104636112]",,,Bauernsiedlung,residential,False,False,464.15,,"LINESTRING (14.0193987 51.149374, 14.0188711 51.1495991, 14.0184529 51.1497141, 14.0182733 51.1497635, 14.0180275 51.1498311, 14.0167621 51.1500005, 14.0167045 51.149998, 14.0166128 51.1499941, 14.0158945 51.1497936, 14.0132444 51.14911)",30
