osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,tunnel,width
503258647,St 2336,Berchinger Straße,secondary,50,False,False,221.39500000000004,2,"LINESTRING (11.353753 49.0444535, 11.3517169 49.044229, 11.3515262 49.0442066, 11.351396 49.0441999, 11.3512726 49.0442038, 11.3511055 49.0442162, 11.3509712 49.0442331, 11.3507639 49.0442815)",,,
"[1107937296, 1107937297, 1107937324, 42405926]",St 2336,Berchinger Straße,secondary,50,False,True,247.14,2,"LINESTRING (11.353753 49.0444535, 11.354346 49.0445366, 11.3545084 49.0445593, 11.3546591 49.0445826, 11.3551082 49.0446521, 11.3554501 49.0447092, 11.3557327 49.0447707, 11.3559286 49.044826, 11.3560941 49.0448905, 11.3562735 49.0450138, 11.356331 49.0450913, 11.3564171 49.0452304, 11.3564308 49.0452651, 11.356477 49.0454398)",,,
24421179,,Marktplatz,residential,50,False,False,63.591,,"LINESTRING (11.3535475 49.0459163, 11.3538821 49.0458915, 11.3540967 49.0458709, 11.3544068 49.0458222)",,,
"[24421179, 198772534]",,Marktplatz,residential,50,False,True,54.885,,"LINESTRING (11.3535475 49.0459163, 11.3531185 49.045922, 11.3527966 49.045898)",,,
27357276,,Kirchenweg,residential,50,False,False,84.411,,"LINESTRING (11.3535475 49.0459163, 11.3535481 49.0460091, 11.3535003 49.0461016, 11.353394 49.0461833, 11.3532352 49.0462769, 11.353052 49.0463524, 11.3528076 49.0464333)",,,
1188458854,,Am Kirchberg,residential,,False,False,25.896,,"LINESTRING (11.3523159 49.0456469, 11.3523062 49.0458797)",,,
27069921,,Marktplatz,residential,50,False,False,28.478,,"LINESTRING (11.3523159 49.0456469, 11.3524971 49.0457311, 11.3526329 49.0457966)",,,
27069921,,Marktplatz,residential,50,False,True,49.631,,"LINESTRING (11.3523159 49.0456469, 11.3523028 49.0455891, 11.3522799 49.04554, 11.3521668 49.0454265, 11.3520715 49.0453523, 11.3519603 49.0452781)",,,
"[249667706, 148811266, 27417871]",A 9,,motorway,120,True,False,225.015,4,"LINESTRING (11.3510876 49.0416833, 11.3492241 49.0421429, 11.3489119 49.0422143, 11.3481902 49.0423814)",yes,,
"[150345217, 1109040068, 1053330768, 374727451, 374727452]",,Am Hallenbad,residential,30,False,True,402.3949999999999,,"LINESTRING (11.3589253 49.0437667, 11.3586554 49.0437922, 11.3573371 49.0438967, 11.3561599 49.04399, 11.3552316 49.0440543, 11.3542357 49.0441233, 11.3540716 49.0441331, 11.3539683 49.0441499, 11.3538582 49.0442129, 11.3538314 49.0442576, 11.353753 49.0444535)",,,
503258646,,Mettendorfer Weg,residential,30,False,True,67.481,,"LINESTRING (11.3589253 49.0437667, 11.3589942 49.0439425, 11.3591719 49.0443516)",,,
26673670,,Mühlweg,residential,30,False,False,63.307,,"LINESTRING (11.3565189 49.049704, 11.3566905 49.0496992, 11.3570992 49.0496967, 11.3573874 49.0496978)",,,
26673670,,Mühlweg,residential,30,False,True,265.96,,"LINESTRING (11.3565189 49.049704, 11.3564764 49.0495618, 11.3564025 49.0494215, 11.356334 49.0493218, 11.356242 49.049176, 11.3561712 49.049018, 11.3561349 49.0489171, 11.3561221 49.0488023, 11.3561247 49.0486743, 11.3561444 49.0485674, 11.3561979 49.0484016, 11.3562501 49.0482635, 11.3563155 49.0480904, 11.3563624 49.0479355, 11.3563754 49.0477986, 11.3563504 49.0476564, 11.3563351 49.0475345, 11.3563323 49.0474446, 11.3564024 49.0473895)",,,
26798273,,Mühlweg,residential,30,False,False,34.54,,"LINESTRING (11.3565189 49.049704, 11.356428 49.0497574, 11.356316 49.0499323, 11.3563131 49.0499732)",,,
26673670,,Mühlweg,residential,30,False,False,20.418,,"LINESTRING (11.3573874 49.0496978, 11.3576671 49.0497084)",,,
26673670,,Mühlweg,residential,30,False,True,63.307,,"LINESTRING (11.3573874 49.0496978, 11.3570992 49.0496967, 11.3566905 49.0496992, 11.3565189 49.049704)",,,
26673671,,Gartenstraße,residential,30,False,True,205.66400000000002,,"LINESTRING (11.3573874 49.0496978, 11.3573609 49.0490696, 11.3573338 49.0487296, 11.3574015 49.0483541, 11.3576123 49.0478709)",,,
"[1017549528, 26673674, 1017549899]",,Ringstraße,residential,30,False,True,122.803,,"LINESTRING (11.3593067 49.0500856, 11.3592964 49.0500667, 11.359055 49.0496231, 11.3589273 49.0493884, 11.3587942 49.0491609, 11.3587395 49.0491085, 11.3586605 49.0490846)",,,
"[1017549528, 26673674, 1017549899]",,Ringstraße,residential,30,False,False,122.803,,"LINESTRING (11.3586605 49.0490846, 11.3587395 49.0491085, 11.3587942 49.0491609, 11.3589273 49.0493884, 11.359055 49.0496231, 11.3592964 49.0500667, 11.3593067 49.0500856)",,,
"[1184853113, 25218247]",St 2336,Berchinger Straße,secondary,50,False,False,90.284,2,"LINESTRING (11.3586605 49.0490846, 11.3586794 49.0487744, 11.3586757 49.0487052, 11.358641 49.0485666, 11.358583 49.0484239, 11.3584954 49.0482917)",,,
1184853113,St 2336,Berchinger Straße,secondary,50,False,True,67.035,2,"LINESTRING (11.3586605 49.0490846, 11.358586 49.049384, 11.3585506 49.0496826)",,,
"[1184853113, 25218247]",St 2336,Berchinger Straße,secondary,50,False,True,90.284,2,"LINESTRING (11.3584954 49.0482917, 11.358583 49.0484239, 11.358641 49.0485666, 11.3586757 49.0487052, 11.3586794 49.0487744, 11.3586605 49.0490846)",,,
26676355,,Schulstraße,residential,30,False,False,162.07500000000002,,"LINESTRING (11.3584954 49.0482917, 11.3585791 49.0481729, 11.3586034 49.0480178, 11.358608 49.0479473, 11.3586789 49.0475576, 11.3587326 49.0473839, 11.3588181 49.0472209, 11.3589814 49.0470568, 11.3591391 49.0469317)",,,
"[512029760, 512029758]",St 2336,Berchinger Straße,secondary,50,False,False,80.194,,"LINESTRING (11.3584954 49.0482917, 11.3583309 49.048169, 11.3580852 49.0480578, 11.357979 49.0480097, 11.3576123 49.0478709)",,,
26676628,,Am Brunnhäusl,residential,30,False,True,38.604,,"LINESTRING (11.3589183 49.0451568, 11.3590239 49.045497)",,,
522959333,St 2227,Kindinger Straße,secondary,50,False,False,36.641,2,"LINESTRING (11.3589183 49.0451568, 11.3594179 49.0451201)",,,
522959333,St 2227,Kindinger Straße,secondary,50,False,True,181.157,2,"LINESTRING (11.3589183 49.0451568, 11.3586117 49.0451746, 11.3584201 49.0451873, 11.3577926 49.0452423, 11.3571877 49.0453061, 11.3566986 49.0453981, 11.356477 49.0454398)",,,
26676628,,Am Brunnhäusl,residential,30,False,False,38.604,,"LINESTRING (11.3590239 49.045497, 11.3589183 49.0451568)",,,
522959333,St 2227,Kindinger Straße,secondary,50,False,True,36.641,2,"LINESTRING (11.3594179 49.0451201, 11.3589183 49.0451568)",,,
503258646,,Mettendorfer Weg,residential,30,False,False,32.125,,"LINESTRING (11.3594179 49.0451201, 11.3594107 49.0449815, 11.3593673 49.044834)",,,
27061179,,Industriestraße,residential,30,False,False,309.505,,"LINESTRING (11.3498356 49.0432242, 11.348579 49.0435838, 11.3476075 49.0438559, 11.3473174 49.043918, 11.3467627 49.0439647, 11.3461619 49.0440086, 11.3458141 49.0440334)",,,
"[28977752, 28977755, 23436792, 837591181]",St 2336,Bahnhofstraße,secondary,50,False,True,135.87,2,"LINESTRING (11.3498356 49.0432242, 11.349965 49.0433794, 11.3500242 49.0434585, 11.3501964 49.0436777, 11.3502952 49.0438051, 11.3505846 49.0441192, 11.3506083 49.0441449, 11.3506333 49.0441683, 11.3507639 49.0442815)",yes,,
244428667,St 2336,Bahnhofstraße,secondary,50,False,False,21.587,,"LINESTRING (11.3498356 49.0432242, 11.3497791 49.043151, 11.3497018 49.043051)",,,
26798074,,An der Gredl,residential,,False,False,112.88300000000001,,"LINESTRING (11.3458141 49.0440334, 11.3457604 49.0439422, 11.3457382 49.0438858, 11.3457785 49.0438301, 11.3464638 49.043613, 11.3468445 49.043449)",,,
27061179,,Industriestraße,residential,30,False,True,309.505,,"LINESTRING (11.3458141 49.0440334, 11.3461619 49.0440086, 11.3467627 49.0439647, 11.3473174 49.043918, 11.3476075 49.0438559, 11.348579 49.0435838, 11.3498356 49.0432242)",,,
26798074,,An der Gredl,residential,,False,True,112.88300000000001,,"LINESTRING (11.3468445 49.043449, 11.3464638 49.043613, 11.3457785 49.0438301, 11.3457382 49.0438858, 11.3457604 49.0439422, 11.3458141 49.0440334)",,,
26798273,,Mühlweg,residential,30,False,True,34.540000000000006,,"LINESTRING (11.3563131 49.0499732, 11.356316 49.0499323, 11.356428 49.0497574, 11.3565189 49.049704)",,,
26798414,,Maria-Hilf-Weg,residential,30,False,False,16.046,,"LINESTRING (11.3562067 49.0469437, 11.3560869 49.0469458, 11.3559874 49.0469542)",,,
140699458,St 2336,Berchinger Straße,secondary,50,False,True,54.394000000000005,,"LINESTRING (11.3562067 49.0469437, 11.3561784 49.0470465, 11.3561821 49.0471224, 11.3562116 49.0472068, 11.3562825 49.0472911, 11.3564024 49.0473895)",,,
"[140699459, 1017551270]",St 2336,Berchinger Straße,secondary,50,False,False,172.794,2,"LINESTRING (11.3562067 49.0469437, 11.3562898 49.0468382, 11.3564574 49.0466319, 11.3564799 49.0465866, 11.3565199 49.046506, 11.35655 49.0463938, 11.3565092 49.0458603, 11.3564862 49.0455743, 11.356477 49.0454398)",,,
26798414,,Maria-Hilf-Weg,residential,30,False,True,16.046,,"LINESTRING (11.3559874 49.0469542, 11.3560869 49.0469458, 11.3562067 49.0469437)",,,
140699473,,Maria-Hilf-Weg,residential,30,False,False,150.60899999999998,,"LINESTRING (11.3559874 49.0469542, 11.3557295 49.0470473, 11.3555186 49.0471114, 11.3549782 49.0473501, 11.3543165 49.047602, 11.354203 49.0476326)",,,
26799702,,Unterm Kalvarienberg,residential,30,False,True,63.14,,"LINESTRING (11.3466911 49.0488098, 11.34603 49.0484428)",,,
26799703,,Unterm Kalvarienberg,residential,30,False,True,247.96300000000002,,"LINESTRING (11.3466911 49.0488098, 11.3473213 49.0483255, 11.3474383 49.0482617, 11.3475595 49.0482064, 11.3476786 49.0481601, 11.3485518 49.0478773, 11.3487178 49.0478203, 11.3488664 49.0477378, 11.3490689 49.0475703, 11.3492612 49.0474104)",,,
26799702,,Unterm Kalvarienberg,residential,30,False,False,63.14,,"LINESTRING (11.34603 49.0484428, 11.3466911 49.0488098)",,,
149115479,,Kolpingstraße,residential,30,False,True,169.983,,"LINESTRING (11.34603 49.0484428, 11.3475087 49.0472606)",,,
26799703,,Unterm Kalvarienberg,residential,30,False,False,125.44799999999998,,"LINESTRING (11.3508937 49.0472996, 11.3500137 49.0474958, 11.3498626 49.0475155, 11.3497078 49.0475171, 11.3495572 49.0475059, 11.3494019 49.0474669, 11.3492612 49.0474104)",,,
26839730,RH 28,Bergstraße,tertiary,50,False,True,115.643,,"LINESTRING (11.3508937 49.0472996, 11.3508384 49.047182, 11.3507485 49.0470696, 11.3506108 49.0469311, 11.3504266 49.0467716, 11.3501001 49.0464048)",,,
149114165,,Kolpingstraße,residential,30,False,False,27.065,,"LINESTRING (11.3492612 49.0474104, 11.3490071 49.0472329)",,,
26799703,,Unterm Kalvarienberg,residential,30,False,False,247.96300000000002,,"LINESTRING (11.3492612 49.0474104, 11.3490689 49.0475703, 11.3488664 49.0477378, 11.3487178 49.0478203, 11.3485518 49.0478773, 11.3476786 49.0481601, 11.3475595 49.0482064, 11.3474383 49.0482617, 11.3473213 49.0483255, 11.3466911 49.0488098)",,,
26799703,,Unterm Kalvarienberg,residential,30,False,True,125.44800000000001,,"LINESTRING (11.3492612 49.0474104, 11.3494019 49.0474669, 11.3495572 49.0475059, 11.3497078 49.0475171, 11.3498626 49.0475155, 11.3500137 49.0474958, 11.3508937 49.0472996)",,,
149115479,,Kolpingstraße,residential,30,False,False,169.983,,"LINESTRING (11.3475087 49.0472606, 11.34603 49.0484428)",,,
149143391,,,residential,,False,True,37.364,,"LINESTRING (11.3475087 49.0472606, 11.3478329 49.0475209)",,,
"[149114165, 149115479]",,Kolpingstraße,residential,30,False,True,122.798,,"LINESTRING (11.3475087 49.0472606, 11.3476143 49.0471979, 11.347742 49.0471331, 11.3478871 49.0470843, 11.348022 49.0470545, 11.3481866 49.0470296, 11.3484152 49.0470328, 11.348574 49.0470521, 11.3487324 49.0470982, 11.3490071 49.0472329)",,,
26673670,,Mühlweg,residential,30,False,True,20.418,,"LINESTRING (11.3576671 49.0497084, 11.3573874 49.0496978)",,,
26800334,,Gartenstraße,residential,30,False,True,64.452,,"LINESTRING (11.3576671 49.0497084, 11.3580129 49.0496984, 11.3585506 49.0496826)",,,
26800334,,Gartenstraße,residential,30,False,False,64.452,,"LINESTRING (11.3585506 49.0496826, 11.3580129 49.0496984, 11.3576671 49.0497084)",,,
1184853113,St 2336,Berchinger Straße,secondary,50,False,False,67.035,2,"LINESTRING (11.3585506 49.0496826, 11.358586 49.049384, 11.3586605 49.0490846)",,,
30608599,RH 28,Nürnberger Straße,tertiary,50,False,True,169.22000000000003,,"LINESTRING (11.3474822 49.0465514, 11.3475946 49.0465853, 11.3476906 49.0466002, 11.3477765 49.0466065, 11.3478485 49.0466118, 11.3480085 49.0466072, 11.3482218 49.046573, 11.3483814 49.0465267, 11.3489102 49.0463731, 11.3492217 49.0463, 11.3495462 49.0462632, 11.3496937 49.0462681)",,,
"[313303440, 1093517187, 42405925]",St 2227,Hausener Straße,secondary,50,False,False,366.85799999999995,2,"LINESTRING (11.3474822 49.0465514, 11.3476164 49.0463595, 11.3476528 49.0463074, 11.3479232 49.0458337, 11.3481524 49.0454988, 11.3484336 49.0452098, 11.3485182 49.0451467, 11.348833 49.0449122, 11.3490906 49.0447924, 11.3491956 49.0447464, 11.349319 49.044698, 11.3495338 49.0446296, 11.3501917 49.0444459, 11.3504601 49.0443673, 11.350551 49.0443407, 11.3507639 49.0442815)",,,
26839730,RH 28,Bergstraße,tertiary,50,False,False,33.376,,"LINESTRING (11.3496937 49.0462681, 11.3497637 49.0462876, 11.349917 49.0463313, 11.3501001 49.0464048)",,,
27547186,,Nürnberger Straße,residential,,False,True,35.242000000000004,,"LINESTRING (11.3496937 49.0462681, 11.3498577 49.0462362, 11.3500366 49.0462058, 11.3501588 49.0461816)",,,
30608599,RH 28,Nürnberger Straße,tertiary,50,False,False,169.22,,"LINESTRING (11.3496937 49.0462681, 11.3495462 49.0462632, 11.3492217 49.0463, 11.3489102 49.0463731, 11.3483814 49.0465267, 11.3482218 49.046573, 11.3480085 49.0466072, 11.3478485 49.0466118, 11.3477765 49.0466065, 11.3476906 49.0466002, 11.3475946 49.0465853, 11.3474822 49.0465514)",,,
26839730,RH 28,Bergstraße,tertiary,50,False,False,115.643,,"LINESTRING (11.3501001 49.0464048, 11.3504266 49.0467716, 11.3506108 49.0469311, 11.3507485 49.0470696, 11.3508384 49.047182, 11.3508937 49.0472996)",,,
26839730,RH 28,Bergstraße,tertiary,50,False,True,33.376,,"LINESTRING (11.3501001 49.0464048, 11.349917 49.0463313, 11.3497637 49.0462876, 11.3496937 49.0462681)",,,
27357909,,Bergstraße,residential,50,False,False,25.644999999999996,,"LINESTRING (11.3501001 49.0464048, 11.3500904 49.0463245, 11.3501174 49.0462519, 11.3501588 49.0461816)",,,
503258646,,Mettendorfer Weg,residential,30,False,False,55.499,,"LINESTRING (11.3593673 49.044834, 11.3591719 49.0443516)",,,
503258646,,Mettendorfer Weg,residential,30,False,True,32.125,,"LINESTRING (11.3593673 49.044834, 11.3594107 49.0449815, 11.3594179 49.0451201)",,,
503258646,,Mettendorfer Weg,residential,30,False,True,55.499,,"LINESTRING (11.3591719 49.0443516, 11.3593673 49.044834)",,,
503258646,,Mettendorfer Weg,residential,30,False,False,67.481,,"LINESTRING (11.3591719 49.0443516, 11.3589942 49.0439425, 11.3589253 49.0437667)",,,
26979009,,Langgasse,residential,50,False,True,81.47300000000001,,"LINESTRING (11.3534232 49.044892, 11.3534452 49.0449605, 11.3536838 49.0451291, 11.3531733 49.0454035)",,,
26979027,,Badergasse,residential,50,False,False,171.56099999999998,,"LINESTRING (11.3534232 49.044892, 11.3538025 49.0448443, 11.3539497 49.0448595, 11.3541272 49.0448858, 11.354336 49.0449731, 11.3546716 49.0450901, 11.3549471 49.0451692, 11.3550463 49.0452182, 11.3551224 49.0452807, 11.3552083 49.0453689, 11.3553077 49.045556)",,,
26979027,,Badergasse,residential,50,False,True,52.214,,"LINESTRING (11.3534232 49.044892, 11.3531857 49.0449025, 11.3529731 49.0448776, 11.3528651 49.044897, 11.3527353 49.0449468)",,,
27160401,,Langgasse,residential,50,False,False,59.983,,"LINESTRING (11.3531733 49.0454035, 11.3527353 49.0449468)",,,
26979009,,Langgasse,residential,50,False,False,81.47300000000001,,"LINESTRING (11.3531733 49.0454035, 11.3536838 49.0451291, 11.3534452 49.0449605, 11.3534232 49.044892)",,,
26979009,,Langgasse,residential,50,False,True,58.853,,"LINESTRING (11.3531733 49.0454035, 11.3526969 49.045744, 11.3526329 49.0457966)",,,
27160401,,Langgasse,residential,50,False,True,59.983,,"LINESTRING (11.3527353 49.0449468, 11.3531733 49.0454035)",,,
26979027,,Badergasse,residential,50,False,False,52.214,,"LINESTRING (11.3527353 49.0449468, 11.3528651 49.044897, 11.3529731 49.0448776, 11.3531857 49.0449025, 11.3534232 49.044892)",,,
26979027,,Badergasse,residential,50,False,True,67.45400000000001,,"LINESTRING (11.3527353 49.0449468, 11.3524899 49.0450515, 11.3522787 49.0451484, 11.3519603 49.0452781)",,,
"[27547176, 24421177, 27547156, 1159019968]",,Bahnhofstraße,residential,50,False,False,141.227,2,"LINESTRING (11.3519603 49.0452781, 11.3518889 49.0452305, 11.3517715 49.045145, 11.3515944 49.0450174, 11.3514239 49.0448799, 11.3513152 49.0447774, 11.3511909 49.0446752, 11.3510915 49.0445868, 11.3509764 49.0444795, 11.3509267 49.0444332, 11.3507639 49.0442815)",,,
26979027,,Badergasse,residential,50,False,False,67.45400000000001,,"LINESTRING (11.3519603 49.0452781, 11.3522787 49.0451484, 11.3524899 49.0450515, 11.3527353 49.0449468)",,,
27069921,,Marktplatz,residential,50,False,False,49.63099999999999,,"LINESTRING (11.3519603 49.0452781, 11.3520715 49.0453523, 11.3521668 49.0454265, 11.3522799 49.04554, 11.3523028 49.0455891, 11.3523159 49.0456469)",,,
27069920,,Kindinger Straße,residential,,False,True,11.539,,"LINESTRING (11.3553077 49.045556, 11.3551688 49.0456058)",,,
26979027,,Badergasse,residential,50,False,True,171.56099999999998,,"LINESTRING (11.3553077 49.045556, 11.3552083 49.0453689, 11.3551224 49.0452807, 11.3550463 49.0452182, 11.3549471 49.0451692, 11.3546716 49.0450901, 11.354336 49.0449731, 11.3541272 49.0448858, 11.3539497 49.0448595, 11.3538025 49.0448443, 11.3534232 49.044892)",,,
"[27069920, 32844736, 298258309, 204613752, 204613753]",,Kindinger Straße,residential,,False,False,86.58900000000001,,"LINESTRING (11.3553077 49.045556, 11.3556955 49.045507, 11.3557907 49.0454966, 11.355959 49.0454956, 11.3561346 49.0454952, 11.3563051 49.0454671, 11.3563685 49.0454567, 11.356477 49.0454398)",,building_passage,
26979047,,Kirchberggasse,residential,50,False,False,67.983,,"LINESTRING (11.3532283 49.047076, 11.3528666 49.0472109, 11.3523944 49.0473483)",,,
"[1081995766, 1081841799]",,Georg-Jobst-Gasse,residential,50,False,False,112.35600000000001,,"LINESTRING (11.3532283 49.047076, 11.3533762 49.0471353, 11.3535795 49.0471778, 11.3538378 49.0472119, 11.3540159 49.0471874, 11.3541958 49.0471402, 11.3544302 49.0470532, 11.3546167 49.0469478)",,,
1081995333,,Georg-Jobst-Gasse,residential,50,False,True,77.765,,"LINESTRING (11.3532283 49.047076, 11.353006 49.046738, 11.3528076 49.0464333)",,,
26979047,,Kirchberggasse,residential,50,False,True,67.983,,"LINESTRING (11.3523944 49.0473483, 11.3528666 49.0472109, 11.3532283 49.047076)",,,
26979100,,Amtsknechtsgasse,residential,50,False,False,88.383,,"LINESTRING (11.3517423 49.0459471, 11.3517618 49.0461482, 11.351779 49.0463507, 11.3516824 49.0465502, 11.3516721 49.0467313)",,,
"[27357313, 27547186, 27547190, 204613755, 204613756]",,Nürnberger Straße,residential,30,False,False,118.46900000000001,,"LINESTRING (11.3517423 49.0459471, 11.351002 49.0460323, 11.3508121 49.0460607, 11.3506998 49.0460855, 11.3505586 49.0461125, 11.3501588 49.0461816)",,,
27357313,,Nürnberger Straße,residential,30,False,True,41.804,,"LINESTRING (11.3517423 49.0459471, 11.3520321 49.0459194, 11.3523062 49.0458797)",,,
26979100,,Amtsknechtsgasse,residential,50,False,True,88.38300000000001,,"LINESTRING (11.3516721 49.0467313, 11.3516824 49.0465502, 11.351779 49.0463507, 11.3517618 49.0461482, 11.3517423 49.0459471)",,,
914995277,,Am Kirchberg,residential,,False,False,72.84200000000001,,"LINESTRING (11.3516721 49.0467313, 11.3515561 49.0468801, 11.3514911 49.0469633, 11.3515203 49.0470915, 11.3516972 49.0472356, 11.3517854 49.0472908)",,,
1081992297,,Am Kirchberg,residential,,False,True,25.177999999999997,,"LINESTRING (11.3516721 49.0467313, 11.3518001 49.0467397, 11.3520153 49.0467224)",,,
914995277,,Am Kirchberg,residential,,False,True,72.842,,"LINESTRING (11.3517854 49.0472908, 11.3516972 49.0472356, 11.3515203 49.0470915, 11.3514911 49.0469633, 11.3515561 49.0468801, 11.3516721 49.0467313)",,,
1081995333,,Georg-Jobst-Gasse,residential,50,False,False,25.312,,"LINESTRING (11.3525787 49.0462621, 11.3528076 49.0464333)",,,
"[1081992297, 26839692]",,Am Kirchberg,residential,,False,False,74.37599999999999,,"LINESTRING (11.3525787 49.0462621, 11.3525843 49.0463746, 11.3525652 49.0464598, 11.3525295 49.046517, 11.352495 49.0465562, 11.3524555 49.0465944, 11.3524099 49.0466176, 11.3523336 49.0466409, 11.3522476 49.0466641, 11.3520153 49.0467224)",,,
26839692,,Am Kirchberg,residential,,False,True,44.055,,"LINESTRING (11.3525787 49.0462621, 11.3525105 49.046134, 11.3524679 49.0460631, 11.3524461 49.0460149, 11.352426 49.0458815)",,,
26979130,,Georg-Jobst-Gasse,residential,50,False,False,129.482,,"LINESTRING (11.3546167 49.0469478, 11.3546426 49.0469055, 11.3546548 49.046858, 11.3546654 49.0467993, 11.3546837 49.0467089, 11.3546983 49.046607, 11.3547153 49.0465114, 11.3547013 49.0464094, 11.3546769 49.0463245, 11.3545694 49.0461285, 11.3545008 49.0460146, 11.3544628 49.0459513, 11.354431 49.0458841, 11.3544068 49.0458222)",,,
27061303,,Gripsergasse,living_street,,False,False,118.859,,"LINESTRING (11.3546167 49.0469478, 11.3546446 49.0470212, 11.3546701 49.0470953, 11.354702 49.0471496, 11.3547562 49.0471937, 11.3548424 49.047183, 11.3549838 49.0471106, 11.3551044 49.0470506, 11.3552271 49.0469793, 11.3553756 49.0469096, 11.3554095 49.0468955, 11.3554529 49.0468791, 11.3557626 49.0467477)",,,
"[1081995766, 1081841799]",,Georg-Jobst-Gasse,residential,50,False,True,112.356,,"LINESTRING (11.3546167 49.0469478, 11.3544302 49.0470532, 11.3541958 49.0471402, 11.3540159 49.0471874, 11.3538378 49.0472119, 11.3535795 49.0471778, 11.3533762 49.0471353, 11.3532283 49.047076)",,,
"[27069920, 24421179]",,"['Kindinger Straße', 'Marktplatz']",residential,50,False,False,61.006,,"LINESTRING (11.3544068 49.0458222, 11.3547413 49.0457636, 11.3550478 49.0456549, 11.3551688 49.0456058)",,,
24421179,,Marktplatz,residential,50,False,True,63.591,,"LINESTRING (11.3544068 49.0458222, 11.3540967 49.0458709, 11.3538821 49.0458915, 11.3535475 49.0459163)",,,
26979130,,Georg-Jobst-Gasse,residential,50,False,True,129.482,,"LINESTRING (11.3544068 49.0458222, 11.354431 49.0458841, 11.3544628 49.0459513, 11.3545008 49.0460146, 11.3545694 49.0461285, 11.3546769 49.0463245, 11.3547013 49.0464094, 11.3547153 49.0465114, 11.3546983 49.046607, 11.3546837 49.0467089, 11.3546654 49.0467993, 11.3546548 49.046858, 11.3546426 49.0469055, 11.3546167 49.0469478)",,,
32064073,,Am Kirchberg,residential,,False,False,16.85,,"LINESTRING (11.3520153 49.0467224, 11.3520854 49.0468668)",,,
1081992297,,Am Kirchberg,residential,,False,False,25.177999999999997,,"LINESTRING (11.3520153 49.0467224, 11.3518001 49.0467397, 11.3516721 49.0467313)",,,
"[1081992297, 26839692]",,Am Kirchberg,residential,,False,True,74.376,,"LINESTRING (11.3520153 49.0467224, 11.3522476 49.0466641, 11.3523336 49.0466409, 11.3524099 49.0466176, 11.3524555 49.0465944, 11.352495 49.0465562, 11.3525295 49.046517, 11.3525652 49.0464598, 11.3525843 49.0463746, 11.3525787 49.0462621)",,,
27069920,,Kindinger Straße,residential,,False,False,11.539,,"LINESTRING (11.3551688 49.0456058, 11.3553077 49.045556)",,,
