osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,width
31139598,Sägmühlweg,residential,False,True,54.048,"LINESTRING (12.3415663 49.6258129, 12.3416114 49.6262421, 12.3416182 49.6262978)",,,,
153094342,Fluderweg,residential,False,False,194.08700000000002,"LINESTRING (12.3415663 49.6258129, 12.3418628 49.6257202, 12.3421476 49.6256152, 12.3423661 49.6255266, 12.3426567 49.625387, 12.3429094 49.6252552, 12.342999 49.6252034, 12.3431047 49.6251269, 12.3431946 49.6250618, 12.3434625 49.6248314, 12.3435499 49.6247761, 12.3436489 49.6247412)",50,,,
153094342,Fluderweg,residential,False,True,105.77300000000001,"LINESTRING (12.3415663 49.6258129, 12.3411735 49.6258981, 12.3410464 49.6259104, 12.3409252 49.6259113, 12.3407441 49.6258924, 12.3404462 49.6258394, 12.340154 49.6257683)",50,,,
33082244,Wallstraße,residential,False,True,84.18100000000001,"LINESTRING (12.3442142 49.6226681, 12.3441786 49.6229854, 12.3441418 49.6232851, 12.3441117 49.623422)",50,,,
153094388,Prager Gasse,residential,False,True,59.248999999999995,"LINESTRING (12.3442142 49.6226681, 12.3441624 49.6227138, 12.3441216 49.6227344, 12.3440495 49.6227593, 12.3439475 49.6227841, 12.3434747 49.6228737)",,,,
153094394,Siedlerstraße,tertiary,False,False,53.078,"LINESTRING (12.3442142 49.6226681, 12.3443235 49.6226848, 12.3444388 49.6226965, 12.3445925 49.6226971, 12.3446057 49.6226984, 12.3449427 49.6227312)",50,NEW 32,,
153094464,Wallstraße,tertiary,False,True,54.71,"LINESTRING (12.3442142 49.6226681, 12.3441216 49.6226288, 12.3440479 49.6225686, 12.3439928 49.6225029, 12.3439294 49.6224475, 12.3438861 49.6224186, 12.3438252 49.6223778, 12.3437057 49.6223103)",50,NEW 32,,
32037084,Friedrichstraße,tertiary,False,False,71.425,"LINESTRING (12.3424722 49.6218193, 12.342383 49.6218856, 12.3423609 49.6219381, 12.3422533 49.6222765, 12.3422052 49.6224278)",50,,,
153094464,Wallstraße,tertiary,False,False,104.387,"LINESTRING (12.3424722 49.6218193, 12.342586 49.6218513, 12.3428395 49.6219547, 12.343423 49.6221923, 12.3437057 49.6223103)",50,NEW 32,,
153094474,Wittschauer Straße,residential,True,False,145.508,"LINESTRING (12.3424722 49.6218193, 12.3423258 49.6218164, 12.3421469 49.6218275, 12.3416588 49.6218976, 12.3411671 49.6219929, 12.3410291 49.6220321, 12.3407047 49.6221132, 12.3406296 49.6221194, 12.3405232 49.6221217)",,,,
