osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel,width
121951960,K 90,Koblenzer Straße,tertiary,False,False,31.404000000000003,"LINESTRING (7.7313266 50.104896, 7.7312992 50.1048922, 7.7312214 50.104844, 7.7311314 50.1047934, 7.731096 50.1047761, 7.7309904 50.1047172)",,,,
121951960,K 90,Koblenzer Straße,tertiary,False,True,122.945,"LINESTRING (7.7313266 50.104896, 7.7313879 50.1048943, 7.7314656 50.1048742, 7.7315097 50.1048599, 7.7315627 50.1048229, 7.7319299 50.1044875, 7.7320243 50.1044194, 7.7323082 50.1042807, 7.7325245 50.104232, 7.7325528 50.104237, 7.7326053 50.1042463)",,,,
355650426,K 93,Koblenzer Straße,tertiary,False,True,30.977,"LINESTRING (7.720514 50.1116788, 7.7206642 50.1114174)",50,,,
1077282577,,Koblenzer Straße,residential,False,True,35.879999999999995,"LINESTRING (7.720514 50.1116788, 7.7204176 50.1118457, 7.7203544 50.1119846)",,,,
46837598,L 220,Mainzer Straße,secondary,False,False,32.364,"LINESTRING (7.7309916 50.1043053, 7.7307879 50.1044647, 7.7306962 50.104526)",,,,
"[1077290254, 153580599]",,Am Plan,residential,False,True,67.385,"LINESTRING (7.7226906 50.1116262, 7.7226498 50.1115976, 7.7226061 50.1115669, 7.7223414 50.1114451, 7.7220583 50.111355, 7.7219003 50.1113026)","['50', '30']",,,
"[402759888, 5197324]",B 9,,primary,False,True,544.997,"LINESTRING (7.7226906 50.1116262, 7.7228786 50.1114836, 7.7230108 50.1113827, 7.7234227 50.1110681, 7.7237056 50.110854, 7.7245583 50.1102198, 7.7254122 50.1095819, 7.7254847 50.1095277, 7.7259033 50.109215, 7.7263105 50.1089202, 7.726561 50.1087276, 7.7266952 50.108629, 7.7271931 50.1082719, 7.7274932 50.1080462, 7.7276741 50.1079106)",50,2,,
153583538,,Niederbachstraße,residential,False,False,10.778,"LINESTRING (7.7217524 50.1111568, 7.721902 50.1111706)",30,,,
153580608,,Planstraße,residential,False,False,64.85900000000001,"LINESTRING (7.7217524 50.1111568, 7.7219238 50.1108758, 7.722068 50.1106787, 7.7221096 50.1106207)",30,,,
"[153583537, 153583538, 1001307844]",,Niederbachstraße,residential,False,True,58.886,"LINESTRING (7.7217524 50.1111568, 7.7214023 50.1110848, 7.7212399 50.1110502, 7.7210319 50.1110128, 7.7209683 50.1109926)",30,,yes,
153580597,,Am Katzenturm,residential,False,True,42.49400000000001,"LINESTRING (7.7219003 50.1113026, 7.7218201 50.1113719, 7.7218124 50.1116318, 7.7218417 50.1116624)",30,,,
1066999624,,Am Plan,residential,False,True,14.687000000000001,"LINESTRING (7.7219003 50.1113026, 7.7219047 50.1112311, 7.721902 50.1111706)",30,,,
"[1077290254, 153580599]",,Am Plan,residential,False,False,67.38499999999999,"LINESTRING (7.7219003 50.1113026, 7.7220583 50.111355, 7.7223414 50.1114451, 7.7226061 50.1115669, 7.7226498 50.1115976, 7.7226906 50.1116262)","['50', '30']",,,
"[355650427, 28652677]",,Königsweg,residential,False,False,61.294999999999995,"LINESTRING (7.7209683 50.1109926, 7.7208882 50.1110607, 7.7206615 50.1112663, 7.7205892 50.1113357, 7.7205589 50.1113902, 7.7206642 50.1114174)","['50', '30']",,,
"[930751916, 791436629, 791436630]",,Kölnische Turmgasse,residential,False,True,79.768,"LINESTRING (7.7209683 50.1109926, 7.7210188 50.1109502, 7.7210615 50.1109036, 7.7211003 50.1108642, 7.7211919 50.1107971, 7.7213008 50.1107021, 7.7214643 50.1103616)",,,building_passage,
"[153583537, 153583538, 1001307844]",,Niederbachstraße,residential,False,False,58.885999999999996,"LINESTRING (7.7209683 50.1109926, 7.7210319 50.1110128, 7.7212399 50.1110502, 7.7214023 50.1110848, 7.7217524 50.1111568)",30,,yes,
43179023,,Steingasse,residential,False,True,24.636,"LINESTRING (7.7214643 50.1103616, 7.7217562 50.1104801)",,,,
153580604,,Kölnische Turmgasse,residential,False,True,66.629,"LINESTRING (7.7214643 50.1103616, 7.7216808 50.1097787)",,,,
"[930751916, 791436629, 791436630]",,Kölnische Turmgasse,residential,False,False,79.768,"LINESTRING (7.7214643 50.1103616, 7.7213008 50.1107021, 7.7211919 50.1107971, 7.7211003 50.1108642, 7.7210615 50.1109036, 7.7210188 50.1109502, 7.7209683 50.1109926)",,,building_passage,
43179023,,Steingasse,residential,False,False,24.636,"LINESTRING (7.7217562 50.1104801, 7.7214643 50.1103616)",,,,
43178973,,Auf'm Teich,residential,False,False,59.92400000000001,"LINESTRING (7.7250551 50.1063828, 7.7252053 50.1061675, 7.7256778 50.1061665)",,,,
43178937,,Schönauergasse,residential,False,False,34.486,"LINESTRING (7.7278467 50.1065809, 7.7281767 50.1068076)",,,,
