osmid,highway,oneway,reversed,length,ref,geometry,name,maxspeed,junction,lanes
711653662,tertiary,False,False,15.879,,"LINESTRING (35.379155 33.5585656, 35.3789914 33.5586081)",,,,
711653662,tertiary,False,True,53.768,,"LINESTRING (35.379155 33.5585656, 35.3797169 33.5584449)",,,,
95244079,trunk,True,False,239.08499999999998,A51,"LINESTRING (35.379155 33.5585656, 35.3792493 33.5595279, 35.3793361 33.560024, 35.3795075 33.5606922)",,,,
711653661,tertiary,True,False,4.159,,"LINESTRING (35.376956 33.5591755, 35.3769964 33.5591592)",,,,
711653658,tertiary,True,False,18.595,,"LINESTRING (35.376956 33.5591755, 35.3769321 33.5591495, 35.3769039 33.5591199, 35.3768791 33.5590925, 35.3768624 33.5590708, 35.3768409 33.5590389)",,,,
451974472,residential,False,False,92.292,,"LINESTRING (35.3777633 33.5577833, 35.378715 33.5575385)",,,,
25921407,residential,False,False,124.271,,"LINESTRING (35.3777633 33.5577833, 35.3777908 33.5578593, 35.3781501 33.5588534)",,,,
25921407,residential,False,True,58.125,,"LINESTRING (35.3777633 33.5577833, 35.3777321 33.5577163, 35.377716 33.5576895, 35.3776131 33.5575285, 35.3774378 33.55734)",,,,
25921407,residential,False,False,110.783,,"LINESTRING (35.3781501 33.5588534, 35.3784655 33.5598144)",,,,
711653662,tertiary,False,False,27.174,,"LINESTRING (35.3781501 33.5588534, 35.3778706 33.5589274)",,,,
711653662,tertiary,False,True,82.59,,"LINESTRING (35.3781501 33.5588534, 35.3789914 33.5586081)",,,,
25921407,residential,False,True,124.271,,"LINESTRING (35.3781501 33.5588534, 35.3777908 33.5578593, 35.3777633 33.5577833)",,,,
711380445,residential,True,False,17.814999999999998,,"LINESTRING (35.3778377 33.5616585, 35.3778403 33.5616329, 35.3778537 33.5616075, 35.3778766 33.5615791, 35.3778974 33.5615562, 35.3779361 33.5615265)",,,,
711380449,residential,False,False,172.443,,"LINESTRING (35.3778377 33.5616585, 35.377785 33.5616769, 35.3776932 33.5617043, 35.3776053 33.5617328, 35.3775215 33.5617579, 35.377319 33.5618294, 35.3771058 33.5619026, 35.3769515 33.5619529, 35.3767953 33.5620049, 35.376627 33.562068, 35.3764949 33.5621194, 35.3763608 33.562168, 35.3762843 33.5621954, 35.3762092 33.56222, 35.3761154 33.562244)",,,,
361128932,residential,False,False,67.34100000000001,,"LINESTRING (35.3741881 33.5656765, 35.3741419 33.5657697, 35.3740776 33.5658792, 35.3739971 33.5660156, 35.3739253 33.5661525, 35.3738901 33.5662285)",,,,
361128933,residential,True,False,42.121,,"LINESTRING (35.3741881 33.5656765, 35.3742446 33.5656712, 35.3743006 33.5656632, 35.3743561 33.5656525, 35.3744107 33.5656393, 35.3744812 33.5656179, 35.3745497 33.5655921, 35.3746176 33.565562)",,,,
361342168,primary,True,False,24.61,,"LINESTRING (35.3749818 33.5649992, 35.3749309 33.5649636, 35.3748938 33.5649177, 35.3748734 33.5648651, 35.3748713 33.5648098)",Place Nejmeh,30,roundabout,
1017781347,residential,False,True,71.1,,"LINESTRING (35.3749818 33.5649992, 35.374901 33.5651255, 35.3748199 33.5652507, 35.3747401 33.565373, 35.3746583 33.565501, 35.3746176 33.565562)",,,,
42316317,residential,False,False,102.69800000000001,,"LINESTRING (35.3728719 33.5637879, 35.3729001 33.5639812, 35.3729112 33.5640311, 35.3730462 33.564636, 35.3730435 33.5646988)",,,,
42316317,residential,False,True,92.285,,"LINESTRING (35.3728719 33.5637879, 35.3728639 33.5637018, 35.372829 33.5633476, 35.3727914 33.5630727, 35.3727753 33.562962)",,,,
685941187,residential,False,True,75.675,,"LINESTRING (35.3728719 33.5637879, 35.3730342 33.5637722, 35.3733748 33.5637432, 35.3736846 33.5637208)",,,,
1017781348,residential,True,False,111.12,,"LINESTRING (35.3730435 33.5646988, 35.3730784 33.5656977)",,,,
42316317,residential,False,True,102.69800000000001,,"LINESTRING (35.3730435 33.5646988, 35.3730462 33.564636, 35.3729112 33.5640311, 35.3729001 33.5639812, 35.3728719 33.5637879)",,,,
361128933,residential,True,False,102.845,,"LINESTRING (35.3730784 33.5656977, 35.3741881 33.5656765)",,,,
