osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref
409779730,Neuöttinger Straße,tertiary,False,True,27.043,,,"LINESTRING (12.6787043 48.2279327, 12.6788797 48.228146)",,
26481482,Kapuzinerstraße,tertiary,False,False,99.77100000000002,2,50,"LINESTRING (12.6787043 48.2279327, 12.6784038 48.2280094, 12.67807 48.2281433, 12.6777016 48.2282911, 12.6775237 48.2283595)",,
"[152292044, 901767125, 901767126, 670876823]",Stinglhamerstraße,tertiary,False,False,272.294,"['2', '3']",50,"LINESTRING (12.6787043 48.2279327, 12.6792399 48.2278559, 12.679594 48.2278056, 12.6813581 48.2275548, 12.6816836 48.2275078, 12.6822984 48.2274189)",,
417296393,Kardinal-Wartenberg-Straße,tertiary,False,False,1.79,,,"LINESTRING (12.6822984 48.2274189, 12.6823079 48.2274337)",,
901767127,Maria-Ward-Straße,tertiary,False,False,31.62,3,50,"LINESTRING (12.6822984 48.2274189, 12.6821409 48.2271546)",,
"[152292044, 901767125, 901767126, 670876823]",Stinglhamerstraße,tertiary,False,True,272.294,"['2', '3']",50,"LINESTRING (12.6822984 48.2274189, 12.6816836 48.2275078, 12.6813581 48.2275548, 12.679594 48.2278056, 12.6792399 48.2278559, 12.6787043 48.2279327)",,
152297221,Traunsteiner Straße,tertiary,False,False,116.918,,50,"LINESTRING (12.6799528 48.2236967, 12.6797984 48.2235315, 12.679661 48.2234047, 12.6795435 48.2233114, 12.6789348 48.2228986)",,
"[901767128, 901767130]",Maria-Ward-Straße,tertiary,False,True,110.738,"['2', '3']",50,"LINESTRING (12.6799528 48.2236967, 12.680177 48.2239879, 12.6806351 48.2245828)",,
"[901767136, 420324311]",Burghauser Straße,tertiary,False,True,190.81799999999998,"['2', '3']",50,"LINESTRING (12.6799528 48.2236967, 12.6806195 48.2234698, 12.6806782 48.2234498, 12.6813617 48.2232371, 12.6814372 48.2232117, 12.6818521 48.2231103, 12.6823088 48.2230112)",,
"[901767137, 113156437]",Burghauser Straße,residential,False,False,229.56700000000004,"['2', '3']",50,"LINESTRING (12.6799528 48.2236967, 12.6796525 48.2238171, 12.6795363 48.2238714, 12.6792458 48.2240072, 12.6783531 48.2244245, 12.6782219 48.2244719, 12.677693 48.224663, 12.6773325 48.2247933)",,
26481482,Kapuzinerstraße,tertiary,False,True,99.771,2,50,"LINESTRING (12.6775237 48.2283595, 12.6777016 48.2282911, 12.67807 48.2281433, 12.6784038 48.2280094, 12.6787043 48.2279327)",,
26769537,Kapuzinerstraße,residential,True,False,81.42500000000001,,,"LINESTRING (12.6775237 48.2283595, 12.6772002 48.2281634, 12.6767127 48.2278652)",,
156931722,Herrenmühlstraße,unclassified,False,True,114.543,,,"LINESTRING (12.6775237 48.2283595, 12.6777592 48.2285798, 12.6777839 48.2286028, 12.6778668 48.2286804, 12.6780763 48.2288764, 12.6782969 48.2292436)",,
"[156931759, 217619794, 105917715, 664759256, 664759257]",Wöhrstraße,tertiary,False,False,209.92400000000006,2,50,"LINESTRING (12.6775237 48.2283595, 12.6769191 48.2286543, 12.676822 48.2287134, 12.6767743 48.2287416, 12.676707 48.2287911, 12.6763287 48.2290695, 12.6762362 48.2291343, 12.6761372 48.2292069, 12.6761006 48.2292303, 12.6759177 48.2293394, 12.6758796 48.229358, 12.6755092 48.2295425, 12.6754807 48.2295533, 12.6754322 48.2295623, 12.6753773 48.2295628)",yes,
27411369,Rupertusstraße,residential,False,True,99.12299999999999,,,"LINESTRING (12.6789348 48.2228986, 12.6788099 48.2229501, 12.6786957 48.222992, 12.6785782 48.2230223, 12.6784582 48.223045, 12.6782952 48.2230627, 12.6781777 48.2230686, 12.678134 48.2230662, 12.6777878 48.2230595, 12.6776519 48.2230702)",,
152297221,Traunsteiner Straße,tertiary,False,True,116.918,,50,"LINESTRING (12.6789348 48.2228986, 12.6795435 48.2233114, 12.679661 48.2234047, 12.6797984 48.2235315, 12.6799528 48.2236967)",,
30475755,Kapuzinerberg,residential,False,False,44.587,,,"LINESTRING (12.6748062 48.227045, 12.6748844 48.2269816, 12.6749612 48.2269265, 12.6750175 48.2269045, 12.6752768 48.2268032)",,
52603753,Kapuzinerstraße,residential,True,False,92.939,,10,"LINESTRING (12.6748062 48.227045, 12.6747314 48.2270201, 12.6746896 48.2270062, 12.6746037 48.226954, 12.6743668 48.2267195, 12.674201 48.2265757, 12.6741044 48.2264705, 12.6740693 48.2264286, 12.6740446 48.2263963)",,
26481187,Herzog-Arnulf-Straße,unclassified,False,False,86.557,,,"LINESTRING (12.6726421 48.2306258, 12.6715528 48.230344)",,
387684487,Konventstraße,unclassified,False,False,192.982,,,"LINESTRING (12.6726421 48.2306258, 12.6726681 48.2305757, 12.6728762 48.2301741, 12.6730578 48.2298236, 12.673561 48.2290025)",,
664199997,Karolingerstraße,unclassified,False,True,72.41499999999999,,30,"LINESTRING (12.6726421 48.2306258, 12.6732018 48.2307681, 12.6733759 48.2308076, 12.6735652 48.2308378)",,
156931835,Kapuzinerstraße,residential,True,False,14.44,,,"LINESTRING (12.674972 48.2271133, 12.6748062 48.227045)",,
"[200663755, 200663756, 152318005]",Konventstraße,residential,True,False,207.92399999999998,,,"LINESTRING (12.674972 48.2271133, 12.6748317 48.2272097, 12.6748044 48.2272752, 12.6747767 48.2273416, 12.6747674 48.2273976, 12.6746767 48.2275234, 12.6746639 48.2275453, 12.6746176 48.2276781, 12.6746148 48.2277014, 12.674558 48.2278311, 12.674483 48.2279143, 12.6737217 48.2287616)",yes,
901767129,Maria-Ward-Straße,tertiary,False,False,50.983,3,50,"LINESTRING (12.6809169 48.2250011, 12.6806351 48.2245828)",,
152296866,Kreszentiaheimstraße,residential,False,True,148.904,,,"LINESTRING (12.6809169 48.2250011, 12.6801298 48.225145, 12.6793389 48.2252734, 12.6789653 48.2253191)",,
152297217,Maria-Ward-Straße,tertiary,False,True,212.156,2,50,"LINESTRING (12.6809169 48.2250011, 12.6811515 48.2254218, 12.6811855 48.225483, 12.6814001 48.2258408, 12.6819388 48.2267834)",,
417296393,Kardinal-Wartenberg-Straße,tertiary,False,True,1.79,,,"LINESTRING (12.6823079 48.2274337, 12.6822984 48.2274189)",,
209963380,Mühldorfer Straße,residential,False,False,2.591,,,"LINESTRING (12.6740118 48.2263882, 12.6740446 48.2263963)",,
