osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,ref,junction
76585920,2,Kemmerner Weg,residential,30,False,False,49.104,"LINESTRING (10.8775628 49.9323042, 10.8775189 49.9327449)",,,,
"[6240202, 76585923]",2,Am Gründleinsbach,residential,30,False,False,184.881,"LINESTRING (10.8775628 49.9323042, 10.8771776 49.932283, 10.8764979 49.9322562, 10.8762315 49.9322235, 10.8753726 49.9320884, 10.8750228 49.9320334)",,,,
6240202,2,Am Gründleinsbach,residential,30,False,True,201.656,"LINESTRING (10.8775628 49.9323042, 10.877814 49.9323212, 10.8780879 49.9323196, 10.8784122 49.9322879, 10.8787219 49.9322356, 10.879007 49.9321556, 10.8795516 49.9319902, 10.8796275 49.9319549, 10.8796922 49.9319007, 10.87974 49.9318104, 10.8798262 49.9315712)",,,,
"[207616433, 1232470514]",2,Kemmerner Weg,residential,30,False,True,38.487,"LINESTRING (10.8775628 49.9323042, 10.8776033 49.9320652, 10.8776222 49.9319602)",,,,
"[336376838, 336376842, 22091342, 38717234, 38717235, 4277817]",,An der Angelbrücke,residential,30,False,True,77.1,"LINESTRING (10.8802772 49.9301181, 10.8802579 49.9301769, 10.880249 49.9302197, 10.8802455 49.9302366, 10.8802306 49.9303218, 10.8802222 49.9303698, 10.8802107 49.9304967, 10.8801974 49.9306223, 10.8801778 49.9307052, 10.8801437 49.9307703, 10.8801391 49.9307791, 10.8801272 49.930802)",yes,,,
"[125934216, 78050601, 125934217, 256064190]",2,Bahnhofstraße,residential,30,False,False,210.434,"LINESTRING (10.8802772 49.9301181, 10.8800706 49.9300798, 10.8797708 49.9299927, 10.8795937 49.9299329, 10.8795342 49.9299057, 10.8792972 49.9297663, 10.8791405 49.9296751, 10.8790117 49.9296225, 10.8789563 49.9296034, 10.8788175 49.9295603, 10.8787662 49.9295439, 10.8786381 49.9295047, 10.8783938 49.9294226, 10.8780794 49.9293264, 10.8778575 49.9292521, 10.8777269 49.9292069)",,,,
"[10365241, 136520987]",,Schwester-Columbana-Weg,residential,30,False,False,64.94800000000001,"LINESTRING (10.8711793 49.9246715, 10.8708477 49.9246174, 10.8702957 49.9245393)",,,,
"[136520988, 153641613, 637920822]",,Seebachstraße,residential,30,False,True,74.482,"LINESTRING (10.8711793 49.9246715, 10.8711162 49.9248294, 10.8710858 49.9249429, 10.8710468 49.9250681, 10.8709619 49.9253263)",,,,
"[10365241, 136520987]",,Schwester-Columbana-Weg,residential,30,False,True,64.94800000000001,"LINESTRING (10.8702957 49.9245393, 10.8708477 49.9246174, 10.8711793 49.9246715)",,,,
35079075,,Peter-Ferdinand-Steinheimer-Straße,residential,30,False,False,85.761,"LINESTRING (10.8725845 49.9254642, 10.8724587 49.9262312)",,,,
"[35079075, 123180741]",,Peter-Ferdinand-Steinheimer-Straße,residential,"['50', '30']",False,True,189.913,"LINESTRING (10.8725845 49.9254642, 10.8726132 49.9253695, 10.8726748 49.9252484, 10.8728108 49.9250492, 10.8729239 49.9249267, 10.8730575 49.9248116, 10.8732247 49.9247194, 10.873434 49.9246412, 10.8735955 49.9245994, 10.8737813 49.9245596, 10.8740657 49.9245189, 10.8743371 49.9244896, 10.8744608 49.9244839)",,,,
123180732,,Hans-Wölfel-Straße,residential,30,False,False,45.78,"LINESTRING (10.8725845 49.9254642, 10.8727052 49.9254353, 10.8731896 49.9253311)",,,,
123180732,,Hans-Wölfel-Straße,residential,30,False,True,72.051,"LINESTRING (10.8725845 49.9254642, 10.8723377 49.9254786, 10.8719974 49.9254538, 10.8715887 49.9254031)",,,,
7984103,2,Königshofstraße,residential,30,False,False,98.295,"LINESTRING (10.8777269 49.9292069, 10.8778072 49.929095, 10.8779966 49.9287845, 10.8780393 49.9287005, 10.8781087 49.9285284, 10.8781715 49.9283726)",,,,
"[48408515, 78050604, 78050612]",2,Bahnhofstraße,residential,30,False,False,204.10600000000002,"LINESTRING (10.8777269 49.9292069, 10.8776269 49.9291695, 10.8774715 49.9291105, 10.8771504 49.9289858, 10.8770154 49.9289324, 10.8762251 49.9286434, 10.8761573 49.9286232, 10.8760256 49.9285908, 10.8753239 49.9284611, 10.8752754 49.9284521, 10.8751617 49.928435)",,,,
"[125934216, 125934217, 256064190, 78050601]",2,Bahnhofstraße,residential,30,False,True,210.43400000000005,"LINESTRING (10.8777269 49.9292069, 10.8778575 49.9292521, 10.8780794 49.9293264, 10.8783938 49.9294226, 10.8786381 49.9295047, 10.8787662 49.9295439, 10.8788175 49.9295603, 10.8789563 49.9296034, 10.8790117 49.9296225, 10.8791405 49.9296751, 10.8792972 49.9297663, 10.8795342 49.9299057, 10.8795937 49.9299329, 10.8797708 49.9299927, 10.8800706 49.9300798, 10.8802772 49.9301181)",,,,
207616430,2,Adolf-Wächter-Straße,residential,30,False,False,7.49,"LINESTRING (10.8713993 49.9311233, 10.8713599 49.9311857)",,,,
"[35104363, 157113445]",2,"['Sankt-Kilians-Platz', 'Adolf-Wächter-Straße']",residential,30,False,True,251.049,"LINESTRING (10.8713993 49.9311233, 10.871897 49.9298697, 10.8721244 49.9291151, 10.872197 49.9289256)",,,,
123183159,2,Peuntstraße,living_street,,False,True,116.777,"LINESTRING (10.8713993 49.9311233, 10.8712552 49.9311099, 10.8706602 49.9310208, 10.8699793 49.9309326, 10.8699 49.9309307, 10.8698011 49.9309442)",,,,
6240202,2,Am Gründleinsbach,residential,30,False,False,201.656,"LINESTRING (10.8798262 49.9315712, 10.87974 49.9318104, 10.8796922 49.9319007, 10.8796275 49.9319549, 10.8795516 49.9319902, 10.879007 49.9321556, 10.8787219 49.9322356, 10.8784122 49.9322879, 10.8780879 49.9323196, 10.877814 49.9323212, 10.8775628 49.9323042)",,,,
157113444,2,Kilianstraße,residential,30,False,False,97.254,"LINESTRING (10.8798262 49.9315712, 10.8802145 49.9316369, 10.8805653 49.9316963, 10.8809094 49.9317545, 10.8811403 49.9317936)",,,,
"[157113440, 1232470515, 157113444]",2,Kilianstraße,residential,30,False,True,142.417,"LINESTRING (10.8798262 49.9315712, 10.8795738 49.9315238, 10.8788058 49.9313598, 10.8786734 49.9313337, 10.8780886 49.9312186, 10.87795 49.9311579)",,,,
157113444,2,Kilianstraße,residential,30,False,True,97.25399999999999,"LINESTRING (10.8811403 49.9317936, 10.8809094 49.9317545, 10.8805653 49.9316963, 10.8802145 49.9316369, 10.8798262 49.9315712)",,,,
7984103,2,Königshofstraße,residential,30,False,True,98.295,"LINESTRING (10.8781715 49.9283726, 10.8781087 49.9285284, 10.8780393 49.9287005, 10.8779966 49.9287845, 10.8778072 49.929095, 10.8777269 49.9292069)",,,,
"[75898808, 48408513, 300295764, 75898805]",2,Grabenstraße,residential,30,False,False,191.305,"LINESTRING (10.8781715 49.9283726, 10.8770216 49.9280544, 10.8768825 49.9280156, 10.8761242 49.9278159, 10.8756942 49.9277305)",,,,
"[48408518, 300295767]",2,Königshofstraße,residential,30,False,False,113.30799999999999,"LINESTRING (10.8781715 49.9283726, 10.8782095 49.928296, 10.8785064 49.927816, 10.8787489 49.927424)",,,,
"[75898822, 75898830, 300295763, 121817396, 300295765, 121817399]",2,Grabenstraße,residential,30,False,True,200.549,"LINESTRING (10.8781715 49.9283726, 10.8786651 49.9285103, 10.8789856 49.9285996, 10.8792659 49.9286778, 10.8795446 49.9287555, 10.8796825 49.928794, 10.8804853 49.9290178, 10.8807424 49.9290895)",,,,
"[192890506, 134753742, 139671254, 76565895]","['2', '3']",Lichtenfelser Straße,tertiary,50,False,False,189.94799999999998,"LINESTRING (10.8820099 49.9329898, 10.8819753 49.9328265, 10.8819452 49.9326813, 10.8819302 49.9326061, 10.8819269 49.9325894, 10.8818713 49.9323098, 10.881822 49.9320614, 10.8817676 49.9317715, 10.8817305 49.9315549, 10.8816917 49.9313883, 10.8816666 49.9312961)",yes,,,
"[35296058, 4631973, 153641615]",,Seebachstraße,residential,30,False,False,105.439,"LINESTRING (10.8703615 49.927399, 10.8703378 49.9273512, 10.8703292 49.9272982, 10.8704199 49.9270655, 10.8705694 49.926641, 10.870629 49.9264758)",,,,
35296060,,Bachgasse,residential,30,False,True,52.823,"LINESTRING (10.8703615 49.927399, 10.8704146 49.9274729, 10.8704701 49.9276598, 10.8704985 49.9277678, 10.8704986 49.9278616)",,,,
"[261036452, 4631975]",,Valentinstraße,residential,30,False,True,179.241,"LINESTRING (10.8703615 49.927399, 10.8714396 49.9275825, 10.8719024 49.9276653, 10.8724387 49.9277725, 10.8726017 49.9278127, 10.8726697 49.9278466, 10.8727087 49.9278962)",,,,
