osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
4055638,2,St 2345,Münchner Straße,secondary,50,False,False,113.03399999999999,"LINESTRING (11.3296926 48.2033774, 11.3299627 48.2031642, 11.3299981 48.2031362, 11.3301207 48.2030394, 11.3301686 48.2030016, 11.330275 48.2029176, 11.330572 48.2026831, 11.3306764 48.2026006)",,
4055638,2,St 2345,Münchner Straße,secondary,50,False,True,60.333999999999996,"LINESTRING (11.3296926 48.2033774, 11.3294705 48.2035091, 11.3291631 48.2036914, 11.3290844 48.2037381)",,
189085563,,,Poststraße,residential,30,True,False,79.025,"LINESTRING (11.3296926 48.2033774, 11.3301956 48.2037052, 11.3304491 48.2038782)",,
60335554,,St 2345,Münchner Straße,secondary,50,False,True,111.735,"LINESTRING (11.3334714 48.2012771, 11.3329961 48.2013517, 11.3325962 48.2014144, 11.3321951 48.2015452, 11.332057 48.2016016)",,
62103678,,,Schwojerstraße,residential,30,False,True,77.672,"LINESTRING (11.3334714 48.2012771, 11.3335167 48.2014082, 11.3333335 48.201902, 11.3333136 48.2019557)",,
1015036025,,St 2345,Münchner Straße,secondary,50,False,False,210.87599999999998,"LINESTRING (11.3334714 48.2012771, 11.3337683 48.2012123, 11.3341614 48.2011062, 11.3346309 48.2009236, 11.3349685 48.2007447, 11.3353181 48.2005369, 11.3354801 48.2004406, 11.33553 48.2004078, 11.3357996 48.2002309)",,
7827678,,,Futapaßstraße,residential,,False,False,63.341,"LINESTRING (11.3333136 48.2019557, 11.3338243 48.2022485, 11.3339615 48.2023272)",,
62103678,,,Schwojerstraße,residential,30,False,False,77.672,"LINESTRING (11.3333136 48.2019557, 11.3333335 48.201902, 11.3335167 48.2014082, 11.3334714 48.2012771)",,
62103678,,,Schwojerstraße,residential,30,False,True,97.516,"LINESTRING (11.3333136 48.2019557, 11.3332833 48.2020096, 11.3330783 48.2021918, 11.3329495 48.2023003, 11.3328953 48.202346, 11.3328101 48.2024025, 11.3325465 48.2025772, 11.332475 48.2026246)",,
7810137,,,Wendelsteinstraße,residential,,False,False,21.697,"LINESTRING (11.3278602 48.2005786, 11.3280073 48.2004099)",,
7810137,,,Wendelsteinstraße,residential,,False,True,70.947,"LINESTRING (11.3278602 48.2005786, 11.327812 48.2006436, 11.3277328 48.2007504, 11.327652 48.2008472, 11.3275275 48.2009964, 11.3274072 48.2011405)",,
8046837,,,Breslauer Straße,residential,30,False,True,108.447,"LINESTRING (11.3278602 48.2005786, 11.3272262 48.2003394, 11.3272207 48.2003373, 11.3270639 48.2002783, 11.3269596 48.2002388, 11.3265868 48.2000982)",,
7810137,,,Wendelsteinstraße,residential,,False,False,18.475,"LINESTRING (11.3282451 48.1999744, 11.3282513 48.1998083)",,
