osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,junction
5444803,Barsinghäuser Straße,residential,30,False,False,49.958999999999996,"LINESTRING (9.6065697 52.3165643, 9.6064976 52.3165793, 9.6063769 52.3165869, 9.6058423 52.3166208)",,,,
30049631,Stadtweg,tertiary,50,False,True,115.117,"LINESTRING (9.6065697 52.3165643, 9.6065093 52.3164783, 9.6064237 52.3163423, 9.6063473 52.3162025, 9.6062257 52.3159248, 9.6061636 52.3157359, 9.6061069 52.3155711)",2,K 230,,
"[1094311324, 1040941943]",Stadtweg,tertiary,50,False,False,105.617,"LINESTRING (9.6065697 52.3165643, 9.6066612 52.3166867, 9.6067491 52.3168043, 9.6069295 52.3170187, 9.6072208 52.317315, 9.6073123 52.3173969)",2,K 230,,
30068640,Stadtweg,tertiary,50,False,True,9.849,"LINESTRING (9.6061069 52.3155711, 9.6060855 52.3154835)",,K 230,,
28555654,Gartenstraße,residential,30,True,False,31.803,"LINESTRING (9.6061069 52.3155711, 9.6058182 52.315553, 9.6056575 52.3155067)",,,,
30049631,Stadtweg,tertiary,50,False,False,115.11699999999999,"LINESTRING (9.6061069 52.3155711, 9.6061636 52.3157359, 9.6062257 52.3159248, 9.6063473 52.3162025, 9.6064237 52.3163423, 9.6065093 52.3164783, 9.6065697 52.3165643)",2,K 230,,
"[145467417, 30049630, 145467414]",Schulstraße,tertiary,50,False,False,196.755,"LINESTRING (9.6070214 52.3115007, 9.6069823 52.3115796, 9.6068037 52.311964, 9.6067362 52.3120993, 9.6065284 52.3126087, 9.6064725 52.3127776, 9.6063831 52.3130793, 9.6063762 52.3131035, 9.6063609 52.3131568, 9.606344 52.3132193)",2,K 230,,
145467413,Lange Feldstraße,residential,30,False,True,61.373,"LINESTRING (9.6070214 52.3115007, 9.6068778 52.3114789, 9.6061453 52.3113675)",,,,
5444681,Haarbünte,residential,30,False,True,158.532,"LINESTRING (9.6004201 52.3093493, 9.6009464 52.3094613, 9.6018472 52.3096466, 9.6022317 52.3097329, 9.6026078 52.3098396)",,,,
25785018,Dammstraße,residential,30,False,False,198.029,"LINESTRING (9.6004201 52.3093493, 9.6005197 52.3097038, 9.6006116 52.3099438, 9.6006547 52.3100731, 9.6006891 52.3101642, 9.6006998 52.3101925, 9.6008436 52.3105732, 9.6009432 52.3108464, 9.600994 52.311003, 9.601061 52.3110831)",,,,
25785019,Dammstraße,residential,30,False,False,30.103,"LINESTRING (9.6008268 52.3113078, 9.6008212 52.3115785)",,,,
5444719,Brauereiweg,residential,30,True,False,29.828,"LINESTRING (9.6008268 52.3113078, 9.6008912 52.3112182, 9.601061 52.3110831)",,,,
28329894,Brauereiweg,residential,30,False,False,165.53,"LINESTRING (9.6008268 52.3113078, 9.5992585 52.3110843, 9.5984539 52.310974)",,,,
5444717,Lange Feldstraße,residential,30,False,False,71.693,"LINESTRING (9.6040697 52.3110787, 9.6042953 52.3110959, 9.6050984 52.3112172)",,,,
5444802,Schaumburger Straße,residential,30,False,True,133.916,"LINESTRING (9.6040697 52.3110787, 9.6039885 52.3113421, 9.6039253 52.311558, 9.603816 52.3119242, 9.60381 52.3119384, 9.6037732 52.3120539, 9.6037116 52.3121047, 9.6035178 52.3121953)",,,,
5444846,Weetzener Straße,residential,30,False,True,80.19200000000001,"LINESTRING (9.6040697 52.3110787, 9.604151 52.3109643, 9.6045521 52.3104206)",,,,
28329893,Dammtor,residential,30,False,True,202.20399999999998,"LINESTRING (9.6040697 52.3110787, 9.6039413 52.3110781, 9.603671 52.3111013, 9.6030593 52.3111608, 9.6026861 52.3111984, 9.602151 52.3112536, 9.6018327 52.3112737, 9.6015321 52.3112569, 9.6013578 52.3112216, 9.6012083 52.3111733, 9.6011623 52.3111515)",,,,
5444717,Lange Feldstraße,residential,30,False,False,56.597,"LINESTRING (9.6050984 52.3112172, 9.6059093 52.3113325)",,,,
13694540,Kurze Feldstraße,residential,30,False,False,72.488,"LINESTRING (9.6050984 52.3112172, 9.6049382 52.3118617)",,,,
5444717,Lange Feldstraße,residential,30,False,True,71.693,"LINESTRING (9.6050984 52.3112172, 9.6042953 52.3110959, 9.6040697 52.3110787)",,,,
5444717,Lange Feldstraße,residential,30,False,True,56.597,"LINESTRING (9.6059093 52.3113325, 9.6050984 52.3112172)",,,,
5444659,Südstraße,residential,30,False,False,207.69100000000003,"LINESTRING (9.6059093 52.3113325, 9.606397 52.3100744, 9.6065162 52.3097909, 9.6065584 52.3096344, 9.606573 52.3095112)",,,,
5444717,Lange Feldstraße,residential,30,False,False,16.512,"LINESTRING (9.6059093 52.3113325, 9.6060136 52.3113464, 9.6061453 52.3113675)",,,,
5444717,Lange Feldstraße,residential,30,False,True,16.512,"LINESTRING (9.6061453 52.3113675, 9.6060136 52.3113464, 9.6059093 52.3113325)",,,,
"[29028946, 24794900, 13694541, 793391503]","['Gärtnereiweg', 'Am Castrum']",residential,30,False,"[False, True]",198.826,"LINESTRING (9.6061453 52.3113675, 9.605865 52.3122795, 9.6058111 52.3124094, 9.6057824 52.3125295, 9.6056916 52.3128209, 9.6055927 52.313123)",,,,
145467413,Lange Feldstraße,residential,30,False,False,61.373,"LINESTRING (9.6061453 52.3113675, 9.6068778 52.3114789, 9.6070214 52.3115007)",,,,
5444678,Suerser Weg,residential,30,False,False,61.82599999999999,"LINESTRING (9.6052188 52.309502, 9.6045845 52.3093149, 9.6043995 52.3092607)",,,,
5444846,Weetzener Straße,residential,30,False,False,111.748,"LINESTRING (9.6052188 52.309502, 9.6049929 52.3098117, 9.6045521 52.3104206)",,,,
