osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,tunnel,bridge
"[30501195, 427876789]",False,"['2', '3']",B 3,Landstraße,primary,30,False,102.661,"LINESTRING (8.6587872 49.4745718, 8.6587229 49.4746995, 8.6584437 49.4751878, 8.6582964 49.4754381)",,,
"[232342456, 25775654]",True,,,Römerstraße,residential,30,False,53.537,"LINESTRING (8.6587872 49.4745718, 8.6588609 49.4745651, 8.6591292 49.4745621, 8.6595225 49.4745216)",,,
"[4514457, 704263227]",False,2,K 4238,Ladenburger Straße,tertiary,30,False,151.279,"LINESTRING (8.6587872 49.4745718, 8.6587193 49.474578, 8.6585864 49.4745901, 8.6582266 49.4746854, 8.6581318 49.4746947, 8.6577907 49.4746951, 8.6575496 49.4746954, 8.6570712 49.4746753, 8.6567305 49.4746401)",,,
28715869,False,2,,Talstraße,tertiary,30,False,67.246,"LINESTRING (8.6630332 49.4760118, 8.6631707 49.4760117, 8.6632392 49.4760143, 8.6634491 49.4760277, 8.6639574 49.476076)",,,
42804360,False,,,Friedrichstraße,residential,30,True,100.69399999999999,"LINESTRING (8.6630332 49.4760118, 8.6630244 49.4755679, 8.6630892 49.4751082)",,,
"[157599656, 190803758]",False,2,,Talstraße,tertiary,30,True,87.00899999999999,"LINESTRING (8.6630332 49.4760118, 8.6629564 49.4760127, 8.662831 49.4759991, 8.662615 49.4759681, 8.662376 49.4759302, 8.6622898 49.4759172, 8.6618555 49.4758554)",,,
28715864,False,,,Talstraße,tertiary,30,False,16.768,"LINESTRING (8.6639574 49.476076, 8.6639944 49.4760825, 8.6641802 49.4761182)",,,
"[28715867, 28715862]",False,,,Schulgasse,"['residential', 'living_street']",30,True,81.361,"LINESTRING (8.6639574 49.476076, 8.6639616 49.4758366, 8.6643111 49.4758719, 8.6647049 49.4759303)",,,
28715869,False,2,,Talstraße,tertiary,30,True,67.246,"LINESTRING (8.6639574 49.476076, 8.6634491 49.4760277, 8.6632392 49.4760143, 8.6631707 49.4760117, 8.6630332 49.4760118)",,,
28715864,False,,,Talstraße,tertiary,30,True,29.142,"LINESTRING (8.6645639 49.476199, 8.6641802 49.4761182)",,,
"[28715856, 446537987, 28715868]",False,,L 536a,Talstraße,tertiary,30,False,107.69299999999998,"LINESTRING (8.6645639 49.476199, 8.6647305 49.476262, 8.6651438 49.4764918, 8.6653274 49.4765891, 8.6654925 49.4766811, 8.6656141 49.4767431, 8.6657298 49.4767997)",,,
157760022,True,,,Heidelberger Straße,living_street,,False,31.65,"LINESTRING (8.6645639 49.476199, 8.6645919 49.476167, 8.6647049 49.4759303)",,,
157760032,True,,,Leutershäuser Straße,residential,30,False,130.43399999999997,"LINESTRING (8.6645639 49.476199, 8.6645319 49.4762357, 8.66433 49.4765558, 8.664302 49.4766497, 8.6642696 49.4769006, 8.6642269 49.4770757, 8.6641777 49.4771758, 8.6640997 49.4773224)",,,
154931413,False,,,Talstraße,tertiary,30,False,90.581,"LINESTRING (8.6589044 49.47575, 8.6591936 49.4757943, 8.6595082 49.4758256, 8.6597384 49.4758288, 8.6600763 49.4758035, 8.6601436 49.4757976)",,,
"[427857826, 427860370]",True,2,,Talstraße,tertiary,30,False,55.338,"LINESTRING (8.6589044 49.47575, 8.6583727 49.4757086, 8.6582436 49.4756845, 8.6581549 49.4756605)",,,
33823121,False,,,Bismarckstraße,residential,30,False,67.797,"LINESTRING (8.6616524 49.4769218, 8.6615743 49.4775294)",,,
"[33823121, 44373604]",False,,,Bismarckstraße,residential,30,True,119.487,"LINESTRING (8.6616524 49.4769218, 8.6617434 49.4764172, 8.6617673 49.4762849, 8.6617712 49.476263, 8.6618555 49.4758554)",,,
157685622,False,,,Steinachstraße,residential,30,False,81.25,"LINESTRING (8.6616524 49.4769218, 8.6624315 49.4769846, 8.6627629 49.4770325)",,,
157685622,False,,,Steinachstraße,residential,30,True,139.563,"LINESTRING (8.6616524 49.4769218, 8.6609804 49.476891, 8.6608474 49.4768784, 8.6603576 49.476832, 8.6597433 49.4767453)",,,
33823121,False,,,Bismarckstraße,residential,30,False,59.151,"LINESTRING (8.661573 49.4781931, 8.6615608 49.478725)",,,
33823121,False,,,Bismarckstraße,residential,30,True,73.8,"LINESTRING (8.661573 49.4781931, 8.6615743 49.4775294)",,,
"[386900120, 157766586]",False,,,Zentgrafenstraße,residential,30,False,105.93799999999999,"LINESTRING (8.661573 49.4781931, 8.6611292 49.4781798, 8.6607606 49.4781456, 8.660118 49.4780834)",,,
157766586,False,,,Zentgrafenstraße,residential,30,True,66.628,"LINESTRING (8.661573 49.4781931, 8.6617503 49.4781906, 8.6620942 49.4781778, 8.6624929 49.4781538)",,,
33823121,False,,,Bismarckstraße,residential,30,True,59.151,"LINESTRING (8.6615608 49.478725, 8.661573 49.4781931)",,,
"[477465414, 4534039]",False,,,Wormser Straße,residential,30,False,117.726,"LINESTRING (8.6615608 49.478725, 8.6618633 49.4786927, 8.662175 49.4786745, 8.6630355 49.4786965, 8.6631843 49.4786952)",,,
4534039,False,,,Wormser Straße,residential,30,True,107.079,"LINESTRING (8.6615608 49.478725, 8.6605172 49.4788359, 8.6600985 49.478882)",,,
4534044,False,,,Friedrichstraße,residential,30,True,126.47800000000001,"LINESTRING (8.6627629 49.4770325, 8.6626033 49.4774887, 8.662531 49.477787, 8.6624929 49.4781538)",,,
"[48400850, 1168951284, 28715853]",False,,,Friedrichstraße,"['residential', 'living_street']",30,True,93.28200000000001,"LINESTRING (8.6627629 49.4770325, 8.6628309 49.4768661, 8.6628829 49.4767679, 8.6629296 49.4767063, 8.6629615 49.4765461, 8.6629983 49.4763592, 8.6630224 49.4762158)",,,
157685622,False,,,Steinachstraße,residential,30,False,101.916,"LINESTRING (8.6627629 49.4770325, 8.6632789 49.4771241, 8.6640997 49.4773224)",,,
157685622,False,,,Steinachstraße,residential,30,True,81.25,"LINESTRING (8.6627629 49.4770325, 8.6624315 49.4769846, 8.6616524 49.4769218)",,,
27378898,False,,,Leutershäuser Straße,residential,30,True,83.855,"LINESTRING (8.6633335 49.4781767, 8.6639484 49.4775371)",,,
42804370,False,,,Zentgrafenstraße,residential,30,False,60.8,"LINESTRING (8.6633335 49.4781767, 8.662646 49.4781532, 8.6624929 49.4781538)",,,
"[42804377, 30050815]",False,,,Leutershäuser Straße,residential,30,False,58.67,"LINESTRING (8.6633335 49.4781767, 8.6631883 49.4786654, 8.6631843 49.4786952)",7,,
44373607,False,,,Zentgrafenstraße,residential,30,True,145.967,"LINESTRING (8.6633335 49.4781767, 8.6644338 49.4781866, 8.6650634 49.4781556, 8.6653506 49.4781375)",,,
231898758,False,,,In der Schanz,residential,30,False,69.315,"LINESTRING (8.6549007 49.4782948, 8.6549225 49.4776716)",,,
157771308,False,,,Ruhweg,residential,30,True,116.05,"LINESTRING (8.6549007 49.4782948, 8.6563394 49.478309, 8.6565068 49.4783107)",,,
112964190,False,,,Rindweg,residential,30,False,39.517,"LINESTRING (8.6549544 49.4767657, 8.6554776 49.4768693)",,,
231898758,False,,,In der Schanz,residential,30,True,100.758,"LINESTRING (8.6549544 49.4767657, 8.6549225 49.4776716)",,,
31305445,False,,,Rindweg,residential,30,False,68.978,"LINESTRING (8.6566012 49.4771103, 8.6566408 49.4764905)",,,
112964202,False,,,Rindweg,residential,30,True,85.488,"LINESTRING (8.6566012 49.4771103, 8.6554776 49.4768693)",,,
"[112964202, 902357365]",False,,,Rindweg,residential,30,False,61.317,"LINESTRING (8.6566012 49.4771103, 8.6569793 49.4771905, 8.6570304 49.4772013, 8.6573391 49.4772667, 8.6574044 49.4772872)",,,
"[612830009, 157765250]",False,,,Haydnstraße,residential,30,True,117.82900000000001,"LINESTRING (8.6558137 49.4794222, 8.6558229 49.4791525, 8.6558329 49.478916, 8.6558344 49.4788172, 8.656484 49.4786486)",,,
