osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width,bridge,access
590274732,True,1,B 241,Clausthaler Straße,primary,50,False,44.691,"LINESTRING (10.4203659 51.902106, 10.4208819 51.9021039, 10.4210162 51.9021144)",,,,
223570962,False,3,B 241,Werenbergstraße,primary,50,True,3.091,"LINESTRING (10.4303098 51.9016065, 10.4303534 51.9016135)",,,,
208349287,False,3,B 241,Werenbergstraße,primary,50,False,20.409,"LINESTRING (10.4303098 51.9016065, 10.43022 51.9015872, 10.4301577 51.9015708, 10.4300331 51.9015393)",,,,
4779588,False,3,B 241,Werenbergstraße,primary,50,False,55.38799999999999,"LINESTRING (10.4311485 51.9015603, 10.4309979 51.9015633, 10.4306059 51.9016173, 10.4304967 51.9016263, 10.4303534 51.9016135)",,,,
4806587,False,2,B 241,Wasserbreeke,primary,50,True,212.702,"LINESTRING (10.4311485 51.9015603, 10.4313814 51.9015772, 10.4315539 51.9016036, 10.4320603 51.9016913, 10.4323999 51.901753, 10.4326025 51.9018015, 10.4327538 51.901856, 10.4328763 51.9019085, 10.4333143 51.9021566, 10.4336133 51.902335, 10.4337823 51.9024535)",,,,
4806587,False,2,B 241,Wasserbreeke,primary,50,False,212.70199999999997,"LINESTRING (10.4337823 51.9024535, 10.4336133 51.902335, 10.4333143 51.9021566, 10.4328763 51.9019085, 10.4327538 51.901856, 10.4326025 51.9018015, 10.4323999 51.901753, 10.4320603 51.9016913, 10.4315539 51.9016036, 10.4313814 51.9015772, 10.4311485 51.9015603)",,,,
590274737,True,1,B 241,Clausthaler Straße,primary,50,False,54.95400000000001,"LINESTRING (10.4221862 51.9021302, 10.4219947 51.9021548, 10.4217996 51.9021681, 10.421503 51.9021687, 10.4213905 51.9021689)",,,,
110175478,False,2,,Claustorwall,residential,50,False,55.187,"LINESTRING (10.4195784 51.9080265, 10.4198094 51.9082396, 10.4200374 51.908434)",,,,
4806291,False,2,,Astfelder Straße,residential,50,False,9.232,"LINESTRING (10.4203623 51.9084508, 10.4203204 51.9085297)",,,,
21337132,True,1,,Vititorwall,residential,30,False,397.21,"LINESTRING (10.4203623 51.9084508, 10.4205705 51.9084835, 10.420926 51.9085447, 10.4213687 51.9086278, 10.4213868 51.9086312, 10.4218808 51.9087535, 10.4220531 51.9087962, 10.4221897 51.90883, 10.4223505 51.9088698, 10.4223685 51.9088754, 10.4229993 51.9090718, 10.4233648 51.9091856, 10.4239351 51.9093946, 10.4240068 51.9094209, 10.4240764 51.9094537, 10.4243184 51.9095723, 10.4246506 51.9097287, 10.424874 51.9098339, 10.4249635 51.909873, 10.4251907 51.909996, 10.4253329 51.9100782, 10.4254065 51.910121)",,,,
598350146,True,1,,Bäringerstraße,residential,30,False,30.695,"LINESTRING (10.4203623 51.9084508, 10.4203463 51.908402, 10.4203577 51.9083754, 10.4203754 51.9083286, 10.4204641 51.9081882)",,,,
589855596,False,2,,Am Heiligen Grabe,residential,50,True,10.332,"LINESTRING (10.4197041 51.9096117, 10.4198154 51.9096743)",,,,
589855597,False,2,,Am Heiligen Grabe,residential,50,True,10.52,"LINESTRING (10.4197041 51.9096117, 10.4198553 51.9095959)",,,,
589855601,True,1,,Astfelder Straße,residential,50,False,39.79,"LINESTRING (10.4197041 51.9096117, 10.41977 51.9094779, 10.419793 51.9094243, 10.4198949 51.9092744)",,,,
4806563,True,,,Vogelsang,residential,30,False,83.51400000000001,"LINESTRING (10.4279429 51.9095035, 10.4279163 51.9094781, 10.4279093 51.9094458, 10.4279125 51.9094127, 10.4279308 51.9093722, 10.4279605 51.9093387, 10.4279991 51.9093081, 10.4282456 51.9091424, 10.4285498 51.9088942)",,,,
4806581,True,,,Kornstraße,residential,,False,51.228,"LINESTRING (10.4307533 51.9060787, 10.4313916 51.9063178)",,,,
"[32215282, 197635605]",False,,,Kornstraße,residential,,True,20.436999999999998,"LINESTRING (10.4307533 51.9060787, 10.4305712 51.9060196, 10.4304891 51.9059938)",,,,
27313179,True,,,Springerstraße,residential,30,False,74.53,"LINESTRING (10.4328084 51.9101546, 10.4331881 51.9095266)",,,,
"[110175488, 443469616]",True,1,,Mauerstraße,residential,30,False,173.73499999999999,"LINESTRING (10.4328084 51.9101546, 10.4325236 51.9101108, 10.4323625 51.910086, 10.4322696 51.9100713, 10.4313442 51.909896, 10.4311113 51.9098628, 10.4305275 51.9098215, 10.4303457 51.9098113)",,,,
"[26437147, 542236638]",True,,,Petersilienstraße,residential,30,False,81.29599999999999,"LINESTRING (10.4285498 51.9088942, 10.4294392 51.9091948, 10.4295886 51.9092461)",,,,
320757904,True,,,Vogelsang,residential,30,False,53.336,"LINESTRING (10.4285498 51.9088942, 10.4286124 51.9088395, 10.4286965 51.9087464, 10.4287699 51.9086374, 10.4288029 51.9085579, 10.4288309 51.9084533)",,,,
5798273,True,1,,Rosentorstraße,residential,30,False,16.371,"LINESTRING (10.4253592 51.9102443, 10.4253351 51.9102189, 10.425328 51.9101898, 10.425339 51.9101611, 10.4253665 51.910137, 10.4254065 51.910121)",roundabout,,,
"[24599750, 817473960, 589855595, 32213551, 366676209, 207815219, 28355795, 4806292, 456224157]",False,"['4', '2']",,"['Rosentorstraße', 'Klubgartenstraße']",residential,"['50', '30']",True,367.711,"LINESTRING (10.4253592 51.9102443, 10.4251239 51.9103398, 10.4249599 51.9103868, 10.4245064 51.9104882, 10.4243236 51.9105213, 10.4241869 51.9105341, 10.4240675 51.9105318, 10.4239314 51.9105198, 10.4237194 51.9104721, 10.4234977 51.9104237, 10.4231296 51.9103389, 10.4229541 51.9102985, 10.4227005 51.9102401, 10.4224525 51.910181, 10.4221939 51.9101189, 10.42081 51.9098225, 10.4207295 51.9098108, 10.4205564 51.9097801, 10.4203205 51.9097347)",,,,
5798273,True,1,,Rosentorstraße,residential,30,False,6.372,"LINESTRING (10.4254065 51.910121, 10.425452 51.9101153, 10.4254978 51.9101201)",roundabout,,,
9866519,True,,,Freudenplan,residential,30,False,65.093,"LINESTRING (10.4288445 51.9096054, 10.4288994 51.9095588, 10.4295886 51.9092461)",,,,
832980282,True,1,,Mauerstraße,residential,30,False,63.542,"LINESTRING (10.4288445 51.9096054, 10.4281719 51.9095379, 10.4280296 51.9095341, 10.4279838 51.909526, 10.4279429 51.9095035)",,,,
4806569,True,,,Bäckerstraße,residential,30,False,19.326,"LINESTRING (10.4302759 51.9085786, 10.4305209 51.9086644)",,,,
24519912,False,,,Thomasstraße,residential,,False,274.27,"LINESTRING (10.4294743 51.9023302, 10.4314113 51.9028379, 10.433111 51.9033523)",,,,
"[24599748, 1127859626, 23465291, 724558095, 333095440]",False,"['2', '3']",,Wallstraße,residential,50,True,122.274,"LINESTRING (10.4294743 51.9023302, 10.4293535 51.9024346, 10.4292849 51.9024942, 10.4291822 51.9026031, 10.4291025 51.90271, 10.4290256 51.9028771, 10.4290076 51.9029187, 10.4289831 51.9029751, 10.4288419 51.9033444)",,,,
"[724558096, 223570958]",False,"['4', '3']",,Wallstraße,residential,50,False,54.507999999999996,"LINESTRING (10.4294743 51.9023302, 10.4296529 51.9021767, 10.4299545 51.9019398)",,,,
"[24828384, 32213636]",False,2,,Kaiserbleek,residential,30,False,162.762,"LINESTRING (10.4278599 51.9034596, 10.4277014 51.9034408, 10.4275261 51.9034109, 10.4274028 51.9033757, 10.4268098 51.9032761, 10.4267276 51.9032637, 10.4266098 51.9032598, 10.4264878 51.9032631, 10.4262648 51.9032995, 10.4259929 51.9033567, 10.4258557 51.9033782, 10.4257096 51.9033902, 10.4255626 51.9033873)",,,,
"[681596061, 19828902]",False,2,,"['Glockengießerstraße', 'Kaiserbleek']",residential,30,False,56.407999999999994,"LINESTRING (10.4278599 51.9034596, 10.4280209 51.9034664, 10.4285821 51.9035119, 10.4286755 51.9035019)",,,,
21340329,False,,,Marktstraße,residential,20,False,14.623,"LINESTRING (10.4233139 51.9057686, 10.4234671 51.9057987, 10.423517 51.9058085)",,,,
"[841316504, 443469614]",False,,,Frankenberger Straße,residential,"['20', '30']",False,39.196000000000005,"LINESTRING (10.4233139 51.9057686, 10.4230293 51.9055506, 10.4229923 51.9055244, 10.4229502 51.9054969)",,,,
27847676,False,,,Marktstraße,residential,20,True,25.846,"LINESTRING (10.4238727 51.9058851, 10.423517 51.9058085)",,,,
21340353,True,,,Marktstraße,residential,20,False,123.246,"LINESTRING (10.4238727 51.9058851, 10.4240591 51.9059266, 10.4242201 51.9059625, 10.424452 51.9060176, 10.4248493 51.9061232, 10.4249544 51.9061362, 10.4251121 51.9061322, 10.4252058 51.9061166, 10.4253111 51.9060961, 10.4254264 51.9060613, 10.4255392 51.9060049)",,,,
"[555646040, 555646032, 22458614]",False,,,Bulkenstraße,residential,,False,55.992999999999995,"LINESTRING (10.4238727 51.9058851, 10.4239502 51.9057827, 10.4239724 51.9057534, 10.424018 51.9056932, 10.4242466 51.9054378)",,,,
"[24599747, 19828903, 30125967, 841316501, 30116510, 30116511]",True,1,,"['Hoher Weg', 'Marktstraße']",residential,20,False,269.276,"LINESTRING (10.4267747 51.9055353, 10.4269911 51.9055101, 10.4270626 51.9054962, 10.4271696 51.9054715, 10.4272661 51.9054354, 10.4273789 51.9053841, 10.4274746 51.9053268, 10.4275729 51.9052492, 10.4276631 51.9051518, 10.427779 51.9049884, 10.4278315 51.9049034, 10.4278694 51.9048192, 10.4278859 51.9047552, 10.4278882 51.9046872, 10.4278836 51.9046008, 10.4278688 51.9045271, 10.4278643 51.9045034, 10.4278588 51.9044741, 10.4278546 51.9044496, 10.4278364 51.9043428, 10.4278178 51.9042291, 10.4278141 51.9041456, 10.4278389 51.9037741, 10.4278599 51.9034596)",,"['2.2', '2.8']",yes,
"[21340331, 319475527]",True,,,Marstallstraße,residential,20,False,109.49800000000002,"LINESTRING (10.4255392 51.9060049, 10.4256556 51.9060951, 10.4256723 51.9061208, 10.4256845 51.9062342, 10.4256933 51.906311, 10.4256651 51.9063936, 10.4256254 51.9064659, 10.4254604 51.9066843, 10.4252774 51.9069067)",,,,
24599747,True,,,Marktstraße,residential,20,False,105.594,"LINESTRING (10.4255392 51.9060049, 10.4256454 51.905934, 10.4257514 51.9058693, 10.4261492 51.9056315, 10.4262714 51.9055573, 10.4263558 51.9055406, 10.4264541 51.9055367, 10.4266605 51.9055412, 10.4267747 51.9055353)",,2.8,,
21340337,False,,,Bäckerstraße,residential,20,True,79.219,"LINESTRING (10.4252774 51.9069067, 10.4253459 51.9069374, 10.4254447 51.9069827, 10.4255754 51.9070348, 10.4257004 51.9070703, 10.4259628 51.9071351, 10.4261797 51.9071894, 10.4263073 51.9072203)",,3.5,,
"[21340345, 22458605]",True,,,Bäckerstraße,"['residential', 'living_street']",20,False,176.76000000000002,"LINESTRING (10.4252774 51.9069067, 10.4252184 51.9068794, 10.424908 51.9067372, 10.4247165 51.9066405, 10.4243519 51.9064183, 10.4239908 51.9062223, 10.4238943 51.9061659, 10.4235293 51.9059269, 10.4234805 51.905865, 10.423517 51.9058085)",,3.5,,
27847676,False,,,Marktstraße,residential,20,False,25.846,"LINESTRING (10.423517 51.9058085, 10.4238727 51.9058851)",,,,
21340329,False,,,Marktstraße,residential,20,True,14.623,"LINESTRING (10.423517 51.9058085, 10.4234671 51.9057987, 10.4233139 51.9057686)",,,,
21340358,True,,,Bäringerstraße,residential,20,False,50.963,"LINESTRING (10.4227212 51.9060449, 10.4233139 51.9057686)",,,,
319736660,False,1,,Jakobistraße,residential,20,True,75.524,"LINESTRING (10.4227212 51.9060449, 10.4231728 51.9063189, 10.4235251 51.9065085)",,,,
28449785,True,,,Schreiberstraße,residential,,False,136.061,"LINESTRING (10.4229502 51.9054969, 10.4233656 51.9049613, 10.4236463 51.9046801, 10.4238446 51.9044066)",,,,
841316504,False,,,Frankenberger Straße,residential,30,False,141.048,"LINESTRING (10.4229502 51.9054969, 10.4227932 51.9053932, 10.4221233 51.9049508, 10.421726 51.9047087, 10.4215504 51.9045692)",,,,
"[841316504, 443469614]",False,,,Frankenberger Straße,residential,"['20', '30']",True,39.196,"LINESTRING (10.4229502 51.9054969, 10.4229923 51.9055244, 10.4230293 51.9055506, 10.4233139 51.9057686)",,,,
21340378,False,,,Frankenberger Straße,residential,30,False,99.79000000000002,"LINESTRING (10.4215504 51.9045692, 10.4214091 51.9044651, 10.4211613 51.9043274, 10.4208689 51.9041988, 10.4206582 51.9040938, 10.4204375 51.9039967)",,,,
