osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,bridge,width,junction
25667858,1,Winkelstraße,residential,False,True,62.268,"LINESTRING (6.9776958 51.3281304, 6.9776225 51.3281938, 6.9775923 51.3282199, 6.9775528 51.3282541, 6.9775181 51.3282852, 6.9771811 51.3285888)",,,,,
29293397,1,Hauptstraße,residential,True,False,133.275,"LINESTRING (6.9776958 51.3281304, 6.9773069 51.3279639, 6.9766851 51.327705, 6.976649 51.32769, 6.9760988 51.3274666)",30,,,,
456599589,1,Hauptstraße,residential,True,False,70.85900000000001,"LINESTRING (6.9653682 51.3251335, 6.9652186 51.3251218, 6.9650516 51.3251207, 6.96435 51.3251353)",30,,,,
313589631,3,Bahnhofstraße,tertiary,False,True,50.174,"LINESTRING (6.9739112 51.3285669, 6.9739708 51.3284849, 6.9739972 51.3284425, 6.9740878 51.3282967, 6.9741684 51.3281456)",30,,,,
"[302562049, 313589669, 313589671, 358041367, 358041369, 302562046]","['2', '3']",Westfalenstraße,tertiary,False,True,338.273,"LINESTRING (6.9739112 51.3285669, 6.9737549 51.3285215, 6.9736987 51.3285036, 6.9735608 51.3284642, 6.9734856 51.3284443, 6.97335 51.3284015, 6.9731968 51.3283529, 6.97292 51.3282232, 6.9725859 51.3280189, 6.9724724 51.3279597, 6.9723377 51.3278894, 6.9721741 51.3278207, 6.9718334 51.3277007, 6.9715747 51.3276014, 6.9715545 51.3275936, 6.9714036 51.3275429, 6.971096 51.3274394, 6.9707179 51.3273159, 6.9704414 51.3272433, 6.9703367 51.3272175, 6.9702344 51.3271924, 6.9697145 51.3270728)",50,,,,
"[579855731, 313589627]",2,Bahnhofstraße,tertiary,False,False,251.15599999999998,"LINESTRING (6.9739112 51.3285669, 6.9738272 51.3286887, 6.9737977 51.328724, 6.9737534 51.3287771, 6.9736339 51.3289616, 6.9735856 51.3291218, 6.973612 51.3292626, 6.9735886 51.3293638, 6.9735493 51.3294155, 6.973531 51.3294373, 6.9735095 51.329463, 6.9733131 51.3296973, 6.9726312 51.3305107, 6.9725083 51.3306115)",50,,,,
816699643,2,Westfalenstraße,tertiary,False,False,29.624,"LINESTRING (6.9682199 51.3264056, 6.9683961 51.3266482)",50,,,,
"[23018781, 313701581, 302562047]","['2', '3']",Westfalenstraße,tertiary,False,True,121.726,"LINESTRING (6.9682199 51.3264056, 6.9681698 51.3263576, 6.9680977 51.3262995, 6.9679713 51.3262239, 6.9678783 51.3261819, 6.9677742 51.3261485, 6.9676964 51.3261325, 6.9673943 51.3260966, 6.9669444 51.3260616, 6.9668948 51.3260585, 6.9666525 51.3260459)",50,,,,
1111111307,1,Basildonplatz,residential,True,False,26.599,"LINESTRING (6.9682199 51.3264056, 6.9683209 51.3264273, 6.9684159 51.3264473, 6.9684929 51.3264609, 6.9685874 51.3264705)",10,,,,
22902129,2,Wülfrather Straße,tertiary,False,True,104.03899999999999,"LINESTRING (6.9749558 51.326111, 6.9748534 51.3262241, 6.974826 51.3262554, 6.9744409 51.3268779, 6.9744184 51.3269236, 6.9744164 51.3269784)",30,,,,
22953882,2,Wülfrather Straße,residential,False,False,30.167,"LINESTRING (6.9749558 51.326111, 6.9750261 51.3260711, 6.9751062 51.3260307, 6.9751651 51.3259969, 6.9752861 51.3259351)",,,,,
461103368,2,Südring,tertiary,True,False,42.313,"LINESTRING (6.9749558 51.326111, 6.9752068 51.3261225, 6.9755618 51.3261477)",50,,,,
579860870,2,Wülfrather Straße,residential,False,False,62.707,"LINESTRING (6.9760144 51.3255503, 6.9767049 51.3251872)",,,,,
1111111308,2,Wülfrather Straße,residential,False,True,66.27,"LINESTRING (6.9760144 51.3255503, 6.9752861 51.3259351)",,,,,
22902133,2,Herzogstraße,residential,False,False,180.28300000000002,"LINESTRING (6.9760144 51.3255503, 6.9759383 51.3255318, 6.9755931 51.3254469, 6.9748462 51.3252666, 6.9739687 51.3250441, 6.9736094 51.3249427)",30,,,,
456590817,2,Herzogstraße,residential,False,True,136.604,"LINESTRING (6.9686843 51.322568, 6.9688785 51.3226509, 6.9690381 51.3227465, 6.9692603 51.3229787, 6.9692959 51.3230885, 6.9695619 51.323464, 6.9696036 51.3235067, 6.9696944 51.3235892)",30,,,,
518679087,2,Mittelstraße,residential,False,True,72.044,"LINESTRING (6.9686843 51.322568, 6.9685015 51.32266, 6.9682489 51.3227705, 6.9680058 51.3229017, 6.9678862 51.3229794)",30,,,,
1203484632,2,Bergische Straße,residential,False,False,47.013,"LINESTRING (6.9686843 51.322568, 6.9686337 51.3224428, 6.9685658 51.3223835, 6.9683376 51.322215)",30,,,,
22907855,2,Mittelstraße,tertiary,False,False,51.15899999999999,"LINESTRING (6.9674428 51.3240631, 6.9673861 51.3242109, 6.9673745 51.3242474, 6.9672753 51.3245111)",50,,,,
"[22954922, 518679087]",2,Mittelstraße,residential,False,False,124.53900000000002,"LINESTRING (6.9674428 51.3240631, 6.9674746 51.3239517, 6.9674834 51.323921, 6.9675154 51.3238091, 6.9675745 51.3236806, 6.967679 51.3234283, 6.967707 51.3233607, 6.9677699 51.3231943, 6.9678862 51.3229794)","['50', '30']",,,,
131290636,2,Südring,tertiary,True,False,248.828,"LINESTRING (6.9674428 51.3240631, 6.9675207 51.324107, 6.9676139 51.3241713, 6.9678688 51.3243419, 6.9683031 51.3246426, 6.9684632 51.3247285, 6.968897 51.3249265, 6.9692296 51.3250632, 6.9693639 51.3251147, 6.9695242 51.3251683, 6.9696779 51.3252185, 6.9697769 51.3252408, 6.9698606 51.3252597, 6.9701423 51.3253103, 6.9702216 51.3253235, 6.9703057 51.3253375)",50,,,,
