osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel,access
"[27610955, 55824795, 95329624, 55824794, 95329627, 434566332]","['2', '3']",St 2220,Am Brühl,secondary,50,False,False,376.422,"LINESTRING (10.3252731 49.0651325, 10.3253761 49.0651914, 10.325797 49.0654832, 10.3261275 49.0657838, 10.3263499 49.0659887, 10.3267677 49.0663715, 10.3270425 49.066584, 10.3272396 49.0667224, 10.3278487 49.067021, 10.3280222 49.0671079, 10.3288543 49.0675347)",yes,,,
110376095,1,,,secondary,50,True,False,15.866,"LINESTRING (10.3252731 49.0651325, 10.3252485 49.06516, 10.325208 49.0651834, 10.3251532 49.0651974, 10.3250971 49.0652006)",,roundabout,,
110376095,1,,,secondary,50,True,False,9.776,"LINESTRING (10.3249716 49.0651305, 10.3249629 49.065079, 10.3249796 49.0650446)",,roundabout,,
899181335,,,Mönchsrother Straße,residential,20,False,True,78.338,"LINESTRING (10.3249716 49.0651305, 10.3249134 49.0652219, 10.3248203 49.0653187, 10.3246962 49.0654185, 10.3245266 49.0655353, 10.3244133 49.0656034, 10.3242963 49.0656682)",,,,
"[179614068, 27610933]",,,"['Mönchsrother Straße', 'Nördlinger Straße']",residential,20,False,False,77.833,"LINESTRING (10.3250971 49.0652006, 10.3249897 49.0652612, 10.3247115 49.06547, 10.3245789 49.0655727, 10.3244767 49.0656454, 10.3243655 49.0657088)",,,,
110376095,1,,,secondary,50,True,False,12.468999999999998,"LINESTRING (10.3250971 49.0652006, 10.3250436 49.0651869, 10.325001 49.0651629, 10.3249716 49.0651305)",,roundabout,,
148730103,,,Oberer Mauerweg,residential,20,False,True,6.194,"LINESTRING (10.324257 49.0657625, 10.3242095 49.0657163)",,,,
546139554,,,Nördlinger Straße,residential,20,False,True,1.573,"LINESTRING (10.324257 49.0657625, 10.3242746 49.0657543)",,,,
546139554,,,Nördlinger Straße,residential,20,False,False,42.323,"LINESTRING (10.324257 49.0657625, 10.3240009 49.0658996, 10.3238247 49.066016)",,,,
1093952103,,,Unterer Mauerweg,residential,20,True,False,136.762,"LINESTRING (10.324257 49.0657625, 10.3244659 49.0659445, 10.3244093 49.0660497, 10.3238649 49.0667374, 10.3237872 49.0668416)",,,,
546139554,,,Nördlinger Straße,residential,20,False,False,11.606,"LINESTRING (10.3230382 49.0667902, 10.3229477 49.0668761)",,,,
546139554,,,Nördlinger Straße,residential,20,False,True,24.778,"LINESTRING (10.3230382 49.0667902, 10.3232271 49.0666049)",,,,
"[27621754, 546139555]",,,Schäfergäßlein,residential,20,False,True,95.34299999999999,"LINESTRING (10.3230382 49.0667902, 10.3228688 49.0665998, 10.3225733 49.0662955, 10.3223351 49.0660674)",,,,
"[310622360, 27610951]",,,"['Altrathausplatz', 'Ledermarkt']",residential,20,False,False,75.057,"LINESTRING (10.3201416 49.0689107, 10.3202659 49.0689933, 10.3205392 49.0691341, 10.3208172 49.0692774, 10.3209375 49.0693381)",,,,
35413766,,,Klostergasse,residential,20,True,False,82.057,"LINESTRING (10.3201416 49.0689107, 10.3200419 49.0686865, 10.3198265 49.0682022)",,,,
"[28911720, 310622730]",,,"['Marktplatz', 'Ledermarkt']",residential,20,False,True,69.283,"LINESTRING (10.3201416 49.0689107, 10.3200083 49.0689443, 10.3198709 49.0689788, 10.3192517 49.0691305)",,,,
376649934,,,Nördlinger Straße,residential,20,False,True,62.283,"LINESTRING (10.3201416 49.0689107, 10.3204737 49.0687675, 10.3208557 49.0686027)",,,,
148730100,,,Segringer Straße,residential,20,False,False,146.262,"LINESTRING (10.3171817 49.0691399, 10.3176475 49.0691577, 10.31799 49.0691493, 10.3182878 49.0691357, 10.318576 49.0691278, 10.3189127 49.069147, 10.3191852 49.069162)",,,,
148730100,,,Segringer Straße,residential,20,False,True,31.956,"LINESTRING (10.3171817 49.0691399, 10.3170722 49.0691347, 10.3167448 49.0691143)",,,,
28911720,,,Marktplatz,residential,20,False,True,5.978,"LINESTRING (10.3192517 49.0691305, 10.3191852 49.069162)",,,,
"[28911720, 310622730]",,,"['Ledermarkt', 'Marktplatz']",residential,20,False,False,69.283,"LINESTRING (10.3192517 49.0691305, 10.3198709 49.0689788, 10.3200083 49.0689443, 10.3201416 49.0689107)",,,,
"[27621753, 546139556, 546139557, 546139558]",,,Turmgasse,living_street,,False,False,126.78899999999999,"LINESTRING (10.3192517 49.0691305, 10.3191211 49.0687582, 10.3190528 49.0685634, 10.3190365 49.0685271, 10.3189406 49.0683135, 10.3188114 49.0680279)",,,,
59225172,,,Gansberg,residential,20,False,True,40.26,"LINESTRING (10.3159769 49.0681257, 10.3156657 49.0678265)",,,,
27620426,,,Nestleinsberggasse,residential,20,False,False,190.642,"LINESTRING (10.3159769 49.0681257, 10.3162771 49.0680039, 10.3167101 49.0677987, 10.3168107 49.0677559, 10.3171162 49.067626, 10.3177644 49.0673263, 10.3181209 49.0671444)",,,,
149737485,,,Dr.-Martin-Luther-Straße,residential,50,False,True,10.46,"LINESTRING (10.3199278 49.0735217, 10.3200092 49.0735992)",,,,
313411166,,,Dr.-Martin-Luther-Straße,residential,50,False,False,110.09400000000001,"LINESTRING (10.3199278 49.0735217, 10.319831 49.0734046, 10.3197347 49.0732823, 10.3196071 49.0730733, 10.3195944 49.0730503, 10.3195687 49.0730039, 10.3194404 49.0727558, 10.3193541 49.0726078)",,,,
59225172,,,Gansberg,residential,20,False,False,40.26,"LINESTRING (10.3156657 49.0678265, 10.3159769 49.0681257)",,,,
"[546137280, 148730103, 546137279]",,,Oberer Mauerweg,residential,20,False,False,346.486,"LINESTRING (10.3156657 49.0678265, 10.3163712 49.067531, 10.3176774 49.0669324, 10.3178151 49.0668633, 10.3179334 49.0668046, 10.3184934 49.0665244, 10.3196504 49.0661387)",,,,
27621744,,,Russelberg,residential,20,False,False,26.398,"LINESTRING (10.3158238 49.0707378, 10.3161815 49.0707758)",,,,
27621747,,,Manggasse,residential,20,False,False,100.315,"LINESTRING (10.3212933 49.0668358, 10.322206 49.0675113)",,,,
142471779,,,Lange Gasse,residential,20,False,True,51.529,"LINESTRING (10.3212933 49.0668358, 10.3217347 49.0664737)",,,,
142471779,,,Lange Gasse,residential,20,False,False,57.186,"LINESTRING (10.3212933 49.0668358, 10.3211824 49.0669213, 10.32073 49.067193)",,,,
27621747,,,Manggasse,residential,20,False,True,100.315,"LINESTRING (10.322206 49.0675113, 10.3212933 49.0668358)",,,,
546139553,,,Nördlinger Straße,residential,20,False,False,27.955,"LINESTRING (10.322206 49.0675113, 10.3220138 49.0677289)",,,,
546139553,,,Nördlinger Straße,residential,20,False,True,88.973,"LINESTRING (10.322206 49.0675113, 10.3223926 49.0673332, 10.3229477 49.0668761)",,,,
376649934,,,Nördlinger Straße,residential,20,False,False,5.735,"LINESTRING (10.3217678 49.0680027, 10.3217296 49.0680478)",,,,
27621750,,,Wethgasse,residential,20,False,False,117.655,"LINESTRING (10.3217678 49.0680027, 10.3213664 49.06772, 10.32073 49.067193)",,,,
"[546139553, 376649934]",,,Nördlinger Straße,residential,20,False,True,35.328,"LINESTRING (10.3217678 49.0680027, 10.32189 49.0678652, 10.3220138 49.0677289)",,,,
27621752,,,Schattenberg,residential,20,False,True,25.334,"LINESTRING (10.3185988 49.0666428, 10.3187695 49.0668413)",,,,
27621752,,,Schattenberg,residential,20,False,False,25.334,"LINESTRING (10.3187695 49.0668413, 10.3185988 49.0666428)",,,,
27620426,,,Nestleinsberggasse,residential,20,False,False,94.812,"LINESTRING (10.3187695 49.0668413, 10.3188991 49.0667986, 10.3195423 49.0665916, 10.3199509 49.0664851)",,,,
27620426,,,Nestleinsberggasse,residential,20,False,True,58.173,"LINESTRING (10.3187695 49.0668413, 10.3182971 49.0670423, 10.3181209 49.0671444)",,,,
148730110,,,Muckenbrünnlein,residential,20,False,False,62.884,"LINESTRING (10.3223351 49.0660674, 10.3217347 49.0664737)",,,,
"[27621754, 546139555]",,,Schäfergäßlein,residential,20,False,False,95.34299999999999,"LINESTRING (10.3223351 49.0660674, 10.3225733 49.0662955, 10.3228688 49.0665998, 10.3230382 49.0667902)",,,,
148730110,,,Muckenbrünnlein,residential,20,False,True,72.651,"LINESTRING (10.3223351 49.0660674, 10.3225334 49.0659382, 10.3230588 49.065618)",,,,
27642585,,,Nikolaus-Eseler-Straße,residential,,False,False,62.096999999999994,"LINESTRING (10.3193541 49.0726078, 10.3194236 49.0725671, 10.3195044 49.0725034, 10.3196189 49.0723258, 10.3197384 49.0721183)",,,,
313411166,,,Dr.-Martin-Luther-Straße,residential,50,False,True,110.094,"LINESTRING (10.3193541 49.0726078, 10.3194404 49.0727558, 10.3195687 49.0730039, 10.3195944 49.0730503, 10.3196071 49.0730733, 10.3197347 49.0732823, 10.319831 49.0734046, 10.3199278 49.0735217)",,,,
"[1076268794, 1177343033, 394731290, 394731291, 1076511710]",,,Dr.-Martin-Luther-Straße,residential,20,False,False,119.089,"LINESTRING (10.3193541 49.0726078, 10.3193005 49.0725619, 10.3187953 49.0720321, 10.3186967 49.0719227, 10.3186275 49.0718082, 10.3185549 49.0716783)",,,building_passage,
"[28321961, 899490173, 115080653, 115080654]",,,Spitalgasse,residential,20,False,True,68.94500000000001,"LINESTRING (10.320585 49.0707132, 10.3204921 49.0706652, 10.3203789 49.070625, 10.320266 49.070606, 10.3201419 49.0705943, 10.3199949 49.0705892, 10.319876 49.0705919, 10.3198173 49.0705991, 10.3197957 49.070605, 10.3196972 49.0706342)",,,building_passage,
"[35413994, 34926731, 34926732]",,,Wörnitzstraße,residential,"['20', '50']",False,False,166.771,"LINESTRING (10.3217531 49.0697339, 10.3220898 49.0698438, 10.3224626 49.0699791, 10.3228855 49.0701451, 10.3233153 49.0703474, 10.3233961 49.0703936, 10.3236679 49.0705457)",yes,,,
"[35413994, 115073211, 480196045, 115073209, 310630329]",,,"['Wörnitzstraße', 'Altrathausplatz']",residential,20,False,True,36.071,"LINESTRING (10.3217531 49.0697339, 10.3217357 49.0697243, 10.3215862 49.0696422, 10.3215039 49.0695991, 10.3214219 49.0695502, 10.3213714 49.0695277)",yes,,building_passage,
"[35414003, 480196038]",,,Inselweg,residential,20,False,False,79.253,"LINESTRING (10.3217531 49.0697339, 10.3218064 49.069705, 10.3220232 49.0695771, 10.3224081 49.069353, 10.3225738 49.0692663)",,,,
663484981,,,Karlsbader Straße,residential,,False,False,43.38,"LINESTRING (10.3278838 49.0712653, 10.3284793 49.0712638)",,,,
27778424,2,,Von-Raumer-Straße,residential,50,False,False,45.5,"LINESTRING (10.3278838 49.0712653, 10.3282396 49.0711744, 10.3284664 49.0711178)",,,,yes
"[27778418, 34926725, 34926726]","['2', '1']",,Von-Raumer-Straße,residential,30,False,True,195.034,"LINESTRING (10.3278838 49.0712653, 10.3276467 49.0712682, 10.3274132 49.0712568, 10.3270233 49.0712168, 10.3269185 49.0712027, 10.3264521 49.07114, 10.3260416 49.0710923, 10.3257447 49.0710835, 10.3252306 49.0710777)",yes,,,
"[981515584, 110412387, 183128355, 475682283, 475682284, 27778421, 41658396, 434566334, 981515583]","['4', '2', '3']",B 25,Luitpoldstraße,primary,50,False,True,509.54099999999994,"LINESTRING (10.3236679 49.0705457, 10.3237649 49.0704423, 10.3238719 49.0703742, 10.3239809 49.0703214, 10.3241955 49.0702529, 10.3246308 49.0701191, 10.3249235 49.070025, 10.3250948 49.0699496, 10.3253644 49.0698043, 10.3266446 49.0690177, 10.3267818 49.0689323, 10.3275435 49.0684836, 10.3278411 49.0682915, 10.3280833 49.0681253, 10.3283797 49.0678983, 10.3288543 49.0675347)",,,,
27778422,,,Am Stauferwall,residential,50,False,False,131.27700000000002,"LINESTRING (10.3236679 49.0705457, 10.3242763 49.070849, 10.3245744 49.070975, 10.3248089 49.0710449, 10.3249696 49.0710641, 10.3252306 49.0710777)",,,,
"[35413994, 34926731, 34926732]",,,Wörnitzstraße,residential,"['50', '20']",False,True,166.77100000000002,"LINESTRING (10.3236679 49.0705457, 10.3233961 49.0703936, 10.3233153 49.0703474, 10.3228855 49.0701451, 10.3224626 49.0699791, 10.3220898 49.0698438, 10.3217531 49.0697339)",yes,,,
"[981515585, 85504475]","['2', '3']",B 25,Feuchtwanger Straße,primary,50,False,False,150.212,"LINESTRING (10.3236679 49.0705457, 10.3236051 49.0706788, 10.3235863 49.0708297, 10.3236874 49.0711123, 10.3237376 49.0712007, 10.3238534 49.0713535, 10.3241704 49.071714, 10.324242 49.0717896)",,,,
34926723,2,St 2220,Bechhofener Straße,secondary,50,False,True,19.738,"LINESTRING (10.3245028 49.0717509, 10.3243743 49.0717553, 10.324242 49.0717896)",,,,
"[546263267, 34926724, 139760830]","['2', '1']",St 2220,Bechhofener Straße,secondary,50,False,False,240.077,"LINESTRING (10.3245028 49.0717509, 10.3245915 49.0717681, 10.3256365 49.0721035, 10.3262454 49.0722733, 10.3275588 49.072528, 10.3275663 49.0725299)",yes,,,
28911720,,,Marktplatz,residential,20,False,False,5.978,"LINESTRING (10.3191852 49.069162, 10.3192517 49.0691305)",,,,
28911718,,,Weinmarkt,living_street,,False,False,63.608,"LINESTRING (10.3191852 49.069162, 10.3191273 49.0692402, 10.3190866 49.0693083, 10.3190038 49.0694583, 10.3188713 49.0696954)",,,,
148730100,,,Segringer Straße,residential,20,False,True,146.262,"LINESTRING (10.3191852 49.069162, 10.3189127 49.069147, 10.318576 49.0691278, 10.3182878 49.0691357, 10.31799 49.0691493, 10.3176475 49.0691577, 10.3171817 49.0691399)",,,,
27621744,,,Russelberg,residential,20,False,True,36.599,"LINESTRING (10.3166773 49.070829, 10.3161815 49.0707758)",,,,
148730119,,,Bauhofstraße,residential,20,False,False,59.779,"LINESTRING (10.3166773 49.070829, 10.3166731 49.0702914)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,39.426,"LINESTRING (10.3166773 49.070829, 10.3167079 49.071183)",,,,
36968992,,,Russelberggasse,residential,20,False,True,144.359,"LINESTRING (10.3166773 49.070829, 10.3174833 49.0709215, 10.3186138 49.0711015)",,,,
148730097,,,Untere Schmiedgasse,residential,20,False,False,25.359,"LINESTRING (10.3166731 49.0702914, 10.3169829 49.0703954)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,59.779,"LINESTRING (10.3166731 49.0702914, 10.3166773 49.070829)",,,,
148730119,,,Bauhofstraße,residential,20,False,False,34.486000000000004,"LINESTRING (10.3166731 49.0702914, 10.3166027 49.0702247, 10.3164805 49.070101, 10.316418 49.0700303)",,,,
93071063,,,Schweinemarkt,residential,20,False,True,29.07,"LINESTRING (10.3162937 49.0694524, 10.3166914 49.0694739)",,,,
148730119,,,Bauhofstraße,residential,20,False,False,41.786,"LINESTRING (10.3162937 49.0694524, 10.3163526 49.0690786)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,22.127,"LINESTRING (10.3162937 49.0694524, 10.3162724 49.0696509)",,,,
35925373,,,Schreinersgasse,residential,20,False,False,40.054,"LINESTRING (10.3163526 49.0690786, 10.3164212 49.0687212)",,,,
148730100,,,Segringer Straße,residential,20,False,False,28.846,"LINESTRING (10.3163526 49.0690786, 10.3167448 49.0691143)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,41.786,"LINESTRING (10.3163526 49.0690786, 10.3162937 49.0694524)",,,,
148730100,,,Segringer Straße,residential,20,False,True,48.158,"LINESTRING (10.3163526 49.0690786, 10.315921 49.0690238, 10.3157052 49.0689913)",,,,
65381727,,,Dr.-Martin-Luther-Straße,residential,20,False,False,31.003,"LINESTRING (10.3186782 49.0706328, 10.3186824 49.070354)",,,,
65381727,,,Dr.-Martin-Luther-Straße,residential,20,False,True,6.798,"LINESTRING (10.3186782 49.0706328, 10.31867 49.0706937)",,,,
28321961,,,Spitalgasse,residential,20,False,False,74.64800000000001,"LINESTRING (10.3186782 49.0706328, 10.318962 49.0706466, 10.3195354 49.0706581, 10.3196208 49.0706503, 10.3196972 49.0706342)",,,,
28911718,,,Weinmarkt,living_street,,False,True,26.72,"LINESTRING (10.3186824 49.070354, 10.3187246 49.0701153)",,,,
65381727,,,Dr.-Martin-Luther-Straße,residential,20,False,True,31.003,"LINESTRING (10.3186824 49.070354, 10.3186782 49.0706328)",,,,
35152043,,,Elsassergasse,residential,20,False,True,104.977,"LINESTRING (10.3186824 49.070354, 10.3183598 49.0703079, 10.3180451 49.07024, 10.3177387 49.0701584, 10.3173579 49.0700028)",,,,
35152043,,,Elsassergasse,residential,20,False,False,27.613,"LINESTRING (10.3162788 49.0696771, 10.3166556 49.0697041)",,,,
148730119,,,Bauhofstraße,residential,20,False,False,2.95,"LINESTRING (10.3162788 49.0696771, 10.3162724 49.0696509)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,40.623,"LINESTRING (10.3162788 49.0696771, 10.3163741 49.0699524, 10.316418 49.0700303)",,,,
142471779,,,Lange Gasse,residential,20,False,False,67.174,"LINESTRING (10.3195989 49.0676707, 10.318772 49.067938)",,,,
142471779,,,Lange Gasse,residential,20,False,True,23.831,"LINESTRING (10.3195989 49.0676707, 10.3198916 49.067575)",,,,
35413801,,,Klostergasse,residential,20,False,False,43.602,"LINESTRING (10.3195989 49.0676707, 10.3193898 49.0673315, 10.3193748 49.0673071)",,,,
142471779,,,Lange Gasse,residential,20,False,False,28.168,"LINESTRING (10.32073 49.067193, 10.3204413 49.0673615)",,,,
148730098,,,Dönersberg,residential,20,False,False,35.962,"LINESTRING (10.32073 49.067193, 10.3203956 49.0669551)",,,,
27621750,,,Wethgasse,residential,20,False,True,117.655,"LINESTRING (10.32073 49.067193, 10.3213664 49.06772, 10.3217678 49.0680027)",,,,
142471779,,,Lange Gasse,residential,20,False,True,57.186,"LINESTRING (10.32073 49.067193, 10.3211824 49.0669213, 10.3212933 49.0668358)",,,,
35413778,,,Turmgasse,residential,20,False,False,42.235,"LINESTRING (10.318772 49.067938, 10.3185305 49.0675927)",,,,
142471779,,,Lange Gasse,residential,20,False,True,67.174,"LINESTRING (10.318772 49.067938, 10.3195989 49.0676707)",,,,
142471779,,,Lange Gasse,residential,20,False,False,145.97199999999998,"LINESTRING (10.318772 49.067938, 10.3179384 49.0681849, 10.317881 49.0682038, 10.3176707 49.0682732, 10.3169642 49.0685036)",,,,
35413778,,,Turmgasse,residential,20,False,True,22.609,"LINESTRING (10.3183725 49.0674177, 10.3185305 49.0675927)",,,,
59225171,,,Föhrenberggasse,residential,20,False,True,25.66,"LINESTRING (10.3183725 49.0674177, 10.318674 49.0672984)",,,,
202987684,,,Deutschhofberg,residential,20,False,False,35.489,"LINESTRING (10.3183725 49.0674177, 10.3181209 49.0671444)",,,,
59225171,,,Föhrenberggasse,residential,20,False,False,182.91000000000003,"LINESTRING (10.3183725 49.0674177, 10.3175643 49.0677536, 10.3170647 49.0679747, 10.3168193 49.0680833, 10.3166888 49.0681739, 10.3164972 49.0684511)",,,,
202987684,,,Deutschhofberg,residential,20,False,True,35.489,"LINESTRING (10.3181209 49.0671444, 10.3183725 49.0674177)",,,,
27620426,,,Nestleinsberggasse,residential,20,False,False,58.173,"LINESTRING (10.3181209 49.0671444, 10.3182971 49.0670423, 10.3187695 49.0668413)",,,,
27620426,,,Nestleinsberggasse,residential,20,False,True,190.642,"LINESTRING (10.3181209 49.0671444, 10.3177644 49.0673263, 10.3171162 49.067626, 10.3168107 49.0677559, 10.3167101 49.0677987, 10.3162771 49.0680039, 10.3159769 49.0681257)",,,,
35413801,,,Klostergasse,residential,20,False,True,29.501,"LINESTRING (10.3189646 49.0668673, 10.3191737 49.0670945)",,,,
480196038,,,Inselweg,residential,20,False,False,10.787,"LINESTRING (10.3225738 49.0692663, 10.3226797 49.0691985)",,,,
213389685,,,Inselweg,residential,20,False,False,74.832,"LINESTRING (10.3225738 49.0692663, 10.3228073 49.0693772, 10.3229256 49.0694412, 10.3230076 49.0695116, 10.3230695 49.0696004, 10.3230943 49.0696786, 10.3231085 49.0697957)",,,,
"[35414003, 480196038]",,,Inselweg,residential,20,False,True,79.253,"LINESTRING (10.3225738 49.0692663, 10.3224081 49.069353, 10.3220232 49.0695771, 10.3218064 49.069705, 10.3217531 49.0697339)",,,,
148730098,,,Dönersberg,residential,20,False,True,44.409,"LINESTRING (10.3196504 49.0661387, 10.3198689 49.0664136, 10.3199509 49.0664851)",,,,
148730103,,,Oberer Mauerweg,residential,20,False,False,258.2799999999999,"LINESTRING (10.3196504 49.0661387, 10.3200754 49.0659851, 10.320548 49.0658624, 10.3211182 49.0657566, 10.3217224 49.0657008, 10.3218405 49.0656899, 10.3222589 49.0656398, 10.3224984 49.0656134, 10.3227563 49.0656061, 10.3230588 49.065618)",,,,
"[546137280, 546137279, 148730103]",,,Oberer Mauerweg,residential,20,False,True,346.486,"LINESTRING (10.3196504 49.0661387, 10.3184934 49.0665244, 10.3179334 49.0668046, 10.3178151 49.0668633, 10.3176774 49.0669324, 10.3163712 49.067531, 10.3156657 49.0678265)",,,,
968458437,,,,residential,20,False,False,17.889,"LINESTRING (10.3157538 49.0688336, 10.3157052 49.0689913)",,,,
35925371,,,Schreinersgasse,residential,20,False,False,50.399,"LINESTRING (10.3157538 49.0688336, 10.3160584 49.0688029, 10.3164212 49.0687212)",,,,
35925373,,,Schreinersgasse,residential,20,False,False,30.54,"LINESTRING (10.3164212 49.0687212, 10.3164972 49.0684511)",,,,
35925373,,,Schreinersgasse,residential,20,False,True,40.054,"LINESTRING (10.3164212 49.0687212, 10.3163526 49.0690786)",,,,
35925371,,,Schreinersgasse,residential,20,False,True,50.399,"LINESTRING (10.3164212 49.0687212, 10.3160584 49.0688029, 10.3157538 49.0688336)",,,,
35925373,,,Schreinersgasse,residential,20,False,True,34.518,"LINESTRING (10.3169642 49.0685036, 10.3164972 49.0684511)",,,,
142471779,,,Lange Gasse,residential,20,False,True,145.97199999999998,"LINESTRING (10.3169642 49.0685036, 10.3176707 49.0682732, 10.317881 49.0682038, 10.3179384 49.0681849, 10.318772 49.067938)",,,,
202985612,,,Schreinersgasse,residential,20,True,False,73.09,"LINESTRING (10.3169642 49.0685036, 10.3170121 49.0687173, 10.3171429 49.0689215, 10.3171817 49.0691399)",,,,
35925373,,,Schreinersgasse,residential,20,False,False,34.518,"LINESTRING (10.3164972 49.0684511, 10.3169642 49.0685036)",,,,
35925373,,,Schreinersgasse,residential,20,False,True,30.54,"LINESTRING (10.3164972 49.0684511, 10.3164212 49.0687212)",,,,
59225171,,,Föhrenberggasse,residential,20,False,True,182.91,"LINESTRING (10.3164972 49.0684511, 10.3166888 49.0681739, 10.3168193 49.0680833, 10.3170647 49.0679747, 10.3175643 49.0677536, 10.3183725 49.0674177)",,,,
202985611,,,Gansberg,residential,20,False,True,47.203,"LINESTRING (10.3164972 49.0684511, 10.3163789 49.0684442, 10.3160166 49.0681915)",,,,
148730103,,,Oberer Mauerweg,residential,20,False,False,110.28699999999999,"LINESTRING (10.3230588 49.065618, 10.3233631 49.0654985, 10.3238049 49.0653653, 10.3241031 49.065603, 10.3241879 49.0656953, 10.3242095 49.0657163)",,,,
148730103,,,Oberer Mauerweg,residential,20,False,True,258.28000000000003,"LINESTRING (10.3230588 49.065618, 10.3227563 49.0656061, 10.3224984 49.0656134, 10.3222589 49.0656398, 10.3218405 49.0656899, 10.3217224 49.0657008, 10.3211182 49.0657566, 10.320548 49.0658624, 10.3200754 49.0659851, 10.3196504 49.0661387)",,,,
148730110,,,Muckenbrünnlein,residential,20,False,False,72.651,"LINESTRING (10.3230588 49.065618, 10.3225334 49.0659382, 10.3223351 49.0660674)",,,,
148730119,,,Bauhofstraße,residential,20,False,False,44.727,"LINESTRING (10.3167331 49.0715849, 10.3167079 49.071183)",,,,
148730120,,,Obere Schmiedgasse,residential,20,False,True,134.578,"LINESTRING (10.3167331 49.0715849, 10.3180421 49.0717211, 10.318313 49.0717225, 10.3185549 49.0716783)",,,,
65381727,,,Dr.-Martin-Luther-Straße,residential,20,False,False,29.005,"LINESTRING (10.3185549 49.0716783, 10.3185627 49.0714175)",,,,
148730120,,,Obere Schmiedgasse,residential,20,False,False,134.578,"LINESTRING (10.3185549 49.0716783, 10.318313 49.0717225, 10.3180421 49.0717211, 10.3167331 49.0715849)",,,,
"[394731290, 1177343033, 1076268794, 394731291, 1076511710]",,,Dr.-Martin-Luther-Straße,residential,20,False,True,119.089,"LINESTRING (10.3185549 49.0716783, 10.3186275 49.0718082, 10.3186967 49.0719227, 10.3187953 49.0720321, 10.3193005 49.0725619, 10.3193541 49.0726078)",,,building_passage,
148730119,,,Bauhofstraße,residential,20,False,False,22.127,"LINESTRING (10.3162724 49.0696509, 10.3162937 49.0694524)",,,,
148730119,,,Bauhofstraße,residential,20,False,True,2.95,"LINESTRING (10.3162724 49.0696509, 10.3162788 49.0696771)",,,,
