osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,bridge
"[288078568, 148565434]",Oberes Tor,residential,30,False,False,117.614,"LINESTRING (11.2895957 49.9406957, 11.289728 49.9406346, 11.2898338 49.9405661, 11.2899956 49.9404636, 11.2902505 49.9403364, 11.2905299 49.9402201, 11.290932 49.9400926)",,,,
148565443,Niklasengasse,residential,30,False,True,49.184,"LINESTRING (11.2895957 49.9406957, 11.2892529 49.9407489, 11.288931 49.9408078)",,,,
"[288078560, 288078571]",Oberes Tor,unclassified,30,False,True,126.983,"LINESTRING (11.2895957 49.9406957, 11.2896002 49.940729, 11.2895893 49.9407965, 11.2893055 49.9412028, 11.289137 49.941444, 11.2889117 49.9417139, 11.2888938 49.9417354)",,,,
30498362,Bahnhofstraße,residential,30,False,False,96.61699999999999,"LINESTRING (11.2936431 49.9352765, 11.2936461 49.9353116, 11.2935758 49.9353955, 11.2934795 49.9354682, 11.2932165 49.9356158, 11.2928562 49.9357985, 11.2927017 49.935871)",2,,,
32013673,Bahnhofstraße,secondary,50,False,True,31.244,"LINESTRING (11.2936431 49.9352765, 11.2937533 49.9352346, 11.2938355 49.9351867, 11.2939612 49.9350885)",,St 2191,,
"[708934764, 32016647]",Bahnhofstraße,secondary,50,False,False,168.03400000000005,"LINESTRING (11.2936431 49.9352765, 11.2923983 49.9355982, 11.2921605 49.9356715, 11.2918477 49.9357888, 11.2917615 49.9358209, 11.2916756 49.9358677, 11.2916205 49.9359067, 11.2915911 49.9359592)",,St 2191,,
148565430,Marienplatz,residential,30,False,True,40.29,"LINESTRING (11.2917308 49.9385947, 11.2922855 49.9386566)",,,,
148565432,Marienplatz,unclassified,,False,False,79.17999999999999,"LINESTRING (11.2917308 49.9385947, 11.2917152 49.9386674, 11.2916976 49.9388268, 11.2916911 49.9388858, 11.2916903 49.938938, 11.2916721 49.9391589, 11.2916871 49.9392147, 11.2918002 49.9392671)",,,,
"[536722372, 148565436]","['Steinweg', 'Marienplatz']",residential,30,False,False,56.821000000000005,"LINESTRING (11.2917308 49.9385947, 11.2916665 49.9385472, 11.2916163 49.9385307, 11.2914058 49.9384768, 11.2912959 49.9384367, 11.2910636 49.9383284)",,,,
148565443,Niklasengasse,residential,30,False,False,4.977,"LINESTRING (11.2888644 49.9408207, 11.288931 49.9408078)",,,,
148565443,Niklasengasse,residential,30,False,True,49.137,"LINESTRING (11.2888644 49.9408207, 11.2885036 49.9409089, 11.2883167 49.9409349, 11.288265 49.9409423, 11.2882085 49.940942)",,,,
148568758,Birkenstraße,residential,30,False,True,105.215,"LINESTRING (11.2888644 49.9408207, 11.2888824 49.9409237, 11.2887562 49.941433, 11.2887492 49.9415317, 11.288763 49.9415925, 11.2888196 49.9416699, 11.2888938 49.9417354)",,,,
