osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,width
"[33223179, 687538075, 687538076]",S 165,Obere Straße,secondary,False,False,111.238,"LINESTRING (14.1167785 50.9792402, 14.1165105 50.9792477, 14.1163029 50.9792602, 14.1159301 50.9792854, 14.1155831 50.9793183, 14.115204 50.9793649)",,,,
953991415,K 8723,Schandauer Straße,tertiary,False,True,60.565,"LINESTRING (14.1167785 50.9792402, 14.1168636 50.9792117, 14.1173685 50.979141, 14.1176195 50.9791312)",,,,
"[33222040, 237741242, 23239011]",,Rathausstraße,"['residential', 'living_street']",False,False,48.20099999999999,"LINESTRING (14.1100014 50.9803082, 14.110112 50.9802074, 14.110163 50.980176, 14.1102828 50.9801494, 14.1104442 50.9801594, 14.1105665 50.9801929)",,,,
"[142692971, 24229252]",S 165,Obere Straße,secondary,False,True,82.601,"LINESTRING (14.1100014 50.9803082, 14.110126 50.980459, 14.1102152 50.9805786, 14.1102622 50.9806439, 14.1103841 50.9808007, 14.110471 50.9808243, 14.1105666 50.9808265, 14.1106784 50.9808016)",,,,
33292208,S 165,Dresdner Straße,secondary,False,False,16.660999999999998,"LINESTRING (14.1100014 50.9803082, 14.1099507 50.9802918, 14.1098836 50.9802934, 14.1097746 50.9803141)",,,,
"[48822149, 234346985, 234346986, 527645740, 687538073]",S 165,Dresdner Straße,secondary,False,"[False, True]",247.98599999999993,"LINESTRING (14.1086705 50.9811183, 14.1085824 50.9810229, 14.1084325 50.9808501, 14.1083403 50.9807441, 14.1081584 50.980554, 14.1081057 50.9804989, 14.1080247 50.980405, 14.1079742 50.9802893, 14.1079941 50.9802178, 14.1080867 50.9801553, 14.1082095 50.9801352, 14.1082972 50.9801502, 14.1086102 50.9802459, 14.1087634 50.9802927, 14.109038 50.9803766, 14.1090986 50.9803827, 14.1091879 50.9803917, 14.1094458 50.980379, 14.1097746 50.9803141)",2,50,yes,
"[609856961, 234346990, 981924497, 234346994, 234346997, 953991416, 33222046]",S 165,Dresdner Straße,secondary,False,False,1238.1900000000003,"LINESTRING (14.1086705 50.9811183, 14.1087381 50.9812275, 14.1088646 50.9816269, 14.1089361 50.9818809, 14.1089436 50.9819174, 14.1089417 50.9819664, 14.108929 50.9819978, 14.1089069 50.9820196, 14.1088793 50.9820454, 14.1088487 50.9820597, 14.1088065 50.9820758, 14.1087491 50.9820885, 14.1087078 50.982093, 14.1086499 50.9820947, 14.1086032 50.9820869, 14.1085715 50.982072, 14.1084893 50.9820208, 14.1083538 50.9818904, 14.1080805 50.9816272, 14.107775 50.9813363, 14.1076748 50.9812351, 14.1076375 50.9812065, 14.107576 50.9811767, 14.1074811 50.9811467, 14.1073804 50.9811337, 14.1072811 50.9811311, 14.107192 50.9811497, 14.1071195 50.981187, 14.1070705 50.9812262, 14.1070353 50.9812901, 14.10703 50.9813329, 14.1070274 50.9813786, 14.1070358 50.9814633, 14.1070502 50.9815326, 14.1070835 50.9816502, 14.1071244 50.9817501, 14.1072041 50.9818572, 14.1072415 50.9818971, 14.1073686 50.9820115, 14.10745 50.9820951, 14.1074886 50.9821514, 14.1075021 50.9822009, 14.1074992 50.9822428, 14.1074892 50.9822974, 14.1074679 50.9823363, 14.1074333 50.9823719, 14.1074006 50.9823987, 14.1073514 50.9824298, 14.107269 50.9824602, 14.1071958 50.982473, 14.1070916 50.9824811, 14.107028 50.9824788, 14.1069678 50.9824692, 14.1068979 50.9824534, 14.1067982 50.982417, 14.1066814 50.9823469, 14.1065181 50.9822425, 14.1063078 50.9820752, 14.1061659 50.9819849, 14.1060513 50.9819307, 14.1058671 50.9818666, 14.1054947 50.9817624, 14.1053608 50.9817206, 14.1051517 50.9816519, 14.1050298 50.9815896, 14.1049417 50.9815126, 14.1048751 50.9814089, 14.1048558 50.9813333, 14.1048959 50.9807387, 14.1048637 50.9806254, 14.1048057 50.9805536, 14.10467 50.9805062, 14.1045011 50.9805102, 14.1044422 50.9805396, 14.1044088 50.9805754, 14.1043755 50.9806325, 14.1043627 50.980703, 14.1043243 50.9809047, 14.1042928 50.9811315, 14.1042669 50.9814627, 14.1043278 50.9816301, 14.1044421 50.9818273, 14.1045316 50.9819614, 14.1048411 50.9823905, 14.1052242 50.9829627, 14.1056939 50.9833555, 14.1059122 50.983546, 14.1060944 50.9837563, 14.1061437 50.9838321, 14.1061629 50.9839038, 14.1061669 50.9839857, 14.1061434 50.9840656, 14.1060923 50.984135, 14.1059888 50.9842202, 14.1059058 50.9842699)",2,50,yes,
262026274,,Schulberg,residential,False,True,88.652,"LINESTRING (14.1086705 50.9811183, 14.1088707 50.9810415, 14.1089737 50.9810132, 14.1090879 50.9809979, 14.1098756 50.9809004)",1,,,
"[609856961, 234346990, 981924497, 234346994, 234346997, 953991416, 33222046]",S 165,Dresdner Straße,secondary,False,True,1238.1899999999998,"LINESTRING (14.1059058 50.9842699, 14.1059888 50.9842202, 14.1060923 50.984135, 14.1061434 50.9840656, 14.1061669 50.9839857, 14.1061629 50.9839038, 14.1061437 50.9838321, 14.1060944 50.9837563, 14.1059122 50.983546, 14.1056939 50.9833555, 14.1052242 50.9829627, 14.1048411 50.9823905, 14.1045316 50.9819614, 14.1044421 50.9818273, 14.1043278 50.9816301, 14.1042669 50.9814627, 14.1042928 50.9811315, 14.1043243 50.9809047, 14.1043627 50.980703, 14.1043755 50.9806325, 14.1044088 50.9805754, 14.1044422 50.9805396, 14.1045011 50.9805102, 14.10467 50.9805062, 14.1048057 50.9805536, 14.1048637 50.9806254, 14.1048959 50.9807387, 14.1048558 50.9813333, 14.1048751 50.9814089, 14.1049417 50.9815126, 14.1050298 50.9815896, 14.1051517 50.9816519, 14.1053608 50.9817206, 14.1054947 50.9817624, 14.1058671 50.9818666, 14.1060513 50.9819307, 14.1061659 50.9819849, 14.1063078 50.9820752, 14.1065181 50.9822425, 14.1066814 50.9823469, 14.1067982 50.982417, 14.1068979 50.9824534, 14.1069678 50.9824692, 14.107028 50.9824788, 14.1070916 50.9824811, 14.1071958 50.982473, 14.107269 50.9824602, 14.1073514 50.9824298, 14.1074006 50.9823987, 14.1074333 50.9823719, 14.1074679 50.9823363, 14.1074892 50.9822974, 14.1074992 50.9822428, 14.1075021 50.9822009, 14.1074886 50.9821514, 14.10745 50.9820951, 14.1073686 50.9820115, 14.1072415 50.9818971, 14.1072041 50.9818572, 14.1071244 50.9817501, 14.1070835 50.9816502, 14.1070502 50.9815326, 14.1070358 50.9814633, 14.1070274 50.9813786, 14.10703 50.9813329, 14.1070353 50.9812901, 14.1070705 50.9812262, 14.1071195 50.981187, 14.107192 50.9811497, 14.1072811 50.9811311, 14.1073804 50.9811337, 14.1074811 50.9811467, 14.107576 50.9811767, 14.1076375 50.9812065, 14.1076748 50.9812351, 14.107775 50.9813363, 14.1080805 50.9816272, 14.1083538 50.9818904, 14.1084893 50.9820208, 14.1085715 50.982072, 14.1086032 50.9820869, 14.1086499 50.9820947, 14.1087078 50.982093, 14.1087491 50.9820885, 14.1088065 50.9820758, 14.1088487 50.9820597, 14.1088793 50.9820454, 14.1089069 50.9820196, 14.108929 50.9819978, 14.1089417 50.9819664, 14.1089436 50.9819174, 14.1089361 50.9818809, 14.1088646 50.9816269, 14.1087381 50.9812275, 14.1086705 50.9811183)",2,50,yes,
33226247,,Meersburger Straße,residential,False,False,105.271,"LINESTRING (14.1127708 50.9778579, 14.1122808 50.9779828, 14.1120815 50.9780298, 14.1119502 50.9780456, 14.1113243 50.9780096)",,,,
60662613,,Max-Jacob-Straße,residential,False,False,51.077999999999996,"LINESTRING (14.1127708 50.9778579, 14.1128728 50.9779248, 14.1133501 50.9781348)",,30,,
"[33222036, 687536366]",,Max-Jacob-Straße,residential,False,True,202.245,"LINESTRING (14.1127708 50.9778579, 14.1126546 50.9777283, 14.1125929 50.9775916, 14.1126121 50.9773847, 14.1126972 50.9770489, 14.11276 50.9769092, 14.112812 50.9767868, 14.1128754 50.9766376, 14.1129134 50.976548, 14.1131248 50.9761061)",,30,,"['6', '6.1']"
374476298,,Am Breiten Stein,living_street,False,False,49.754000000000005,"LINESTRING (14.1122286 50.9790886, 14.1123938 50.9791405, 14.1129025 50.9792249)",,,,
