osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,lanes,junction,bridge
24337225,Mühlweg,living_street,False,False,31.471,"LINESTRING (10.4077525 49.2979557, 10.4075821 49.298216)",,,,,,
103264324,Mühlweg,living_street,False,False,15.381,"LINESTRING (10.4086118 49.2984199, 10.4084044 49.2984489)",,,,,,
"[26161368, 163368212]",Mühlweg,"['living_street', 'residential']",False,True,91.07000000000001,"LINESTRING (10.4086118 49.2984199, 10.4087001 49.2984782, 10.4088873 49.2985922, 10.4091053 49.2987269, 10.4092334 49.2988108, 10.4095357 49.2989738)",,,,,,
192651780,Sächser Weg,living_street,False,True,43.766999999999996,"LINESTRING (10.4086118 49.2984199, 10.4085102 49.2983257, 10.4081892 49.2981421)",,,,,,
"[26161368, 163368212]",Mühlweg,"['residential', 'living_street']",False,False,91.07,"LINESTRING (10.4095357 49.2989738, 10.4092334 49.2988108, 10.4091053 49.2987269, 10.4088873 49.2985922, 10.4087001 49.2984782, 10.4086118 49.2984199)",,,,,,
"[495276618, 495276619, 89061293, 167639346, 265392535]","['Am Markt', 'Untere Vorstadt']",secondary,False,False,103.401,"LINESTRING (10.4095357 49.2989738, 10.409512 49.2990146, 10.409363 49.2992489, 10.4093412 49.2992769, 10.4093124 49.299314, 10.4092839 49.2993535, 10.4092288 49.2994262, 10.4091063 49.2996016, 10.4089754 49.2997368, 10.408885 49.2997942)",St 2249,50,,,,
"[233943204, 207514037]",Untere Vorstadt,secondary,False,True,92.464,"LINESTRING (10.4095357 49.2989738, 10.4095983 49.2988829, 10.4097766 49.2986816, 10.4098552 49.298614, 10.4101541 49.2983526, 10.4102372 49.2982826)",St 2249,50,,,,
26161370,Am Markt,secondary,False,False,27.065,"LINESTRING (10.4078134 49.2999699, 10.4075895 49.3000347, 10.407476 49.3000737)",St 2249,50,,,,
149906843,Kirchengasse,residential,False,True,30.237000000000002,"LINESTRING (10.4078134 49.2999699, 10.4076143 49.2999423, 10.4074053 49.299914)",,,,,,
627947441,Am Markt,secondary,False,True,46.54,"LINESTRING (10.4078134 49.2999699, 10.4081607 49.2999021, 10.4084357 49.2998702)",St 2249,50,,,,
89061305,Obere Vorstadt,secondary,False,True,6.901,"LINESTRING (10.4066033 49.3006594, 10.4066617 49.3006104)",St 2249,50,,,,
49144598,Hans-Schreyer-Straße,residential,False,True,207.50300000000001,"LINESTRING (10.4066033 49.3006594, 10.4070109 49.3007676, 10.4073442 49.3008598, 10.4080642 49.3010546, 10.4082167 49.3010809, 10.4088403 49.3011883, 10.4088918 49.3011944, 10.4090298 49.3012107, 10.4092043 49.3011979, 10.409306 49.301172)",,50,,,,
627947442,Obere Vorstadt,secondary,False,False,51.226,"LINESTRING (10.4066033 49.3006594, 10.4064067 49.3007967, 10.4062753 49.3008789, 10.4061452 49.3009588, 10.4060983 49.3009806)",St 2249,50,,,,
192653936,Am Graben,residential,False,True,51.973,"LINESTRING (10.4062552 49.29924, 10.4061965 49.2993224, 10.4061007 49.2994567, 10.4060618 49.2995111, 10.406043 49.2996231, 10.4060006 49.2996715)",,,,,,
90023743,Plan,residential,False,True,34.824,"LINESTRING (10.4089893 49.3004765, 10.40891 49.3005191, 10.4088369 49.3005467, 10.4087809 49.3005521, 10.408682 49.3005345, 10.4085481 49.3005327)",,,,,,
