osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed,bridge,width,tunnel,junction
4056699,Nockhergasse,tertiary,False,False,11.877,2,"LINESTRING (11.5625607 47.7625899, 11.5624065 47.7625641)",,50,,,,
8589077,Hindenburgstraße,residential,False,False,34.339,,"LINESTRING (11.5625607 47.7625899, 11.5623296 47.762323)",,,,,,
466522130,Hindenburgstraße,tertiary,False,False,25.569,,"LINESTRING (11.5625607 47.7625899, 11.5627364 47.7627872)",,,,,,
466522131,Wachterstraße,tertiary,False,True,23.795,,"LINESTRING (11.5625607 47.7625899, 11.5628625 47.762658)",,,,,,
4056619,Hindenburgstraße,tertiary,False,True,163.539,,"LINESTRING (11.5638357 47.7640576, 11.5637163 47.763915, 11.5636962 47.7638916, 11.5636774 47.7638725, 11.5635648 47.7637378, 11.5635185 47.7636847, 11.5635051 47.7636555, 11.5631109 47.7632181, 11.56295 47.7630436, 11.5627364 47.7627872)",,,,,,
33918749,Hindenburgstraße,residential,False,True,80.452,,"LINESTRING (11.5638357 47.7640576, 11.5642653 47.764571, 11.5643827 47.7646799)",,,,,,
118021652,Jahnstraße,secondary,False,False,110.537,,"LINESTRING (11.5638357 47.7640576, 11.5639853 47.7636034, 11.5642261 47.7630999)",St 2072,50,,,,
4056702,Angerstraße,secondary,True,False,287.896,,"LINESTRING (11.5522259 47.7621613, 11.5521878 47.7620733, 11.5521851 47.7620047, 11.5521898 47.7618939, 11.5522193 47.7618319, 11.5523197 47.7617343, 11.5524389 47.7616766, 11.5526632 47.7615528, 11.5531271 47.7612969, 11.5537219 47.7609105, 11.5541178 47.7607015, 11.5543881 47.7605546, 11.5546004 47.7604313, 11.5546525 47.7603797, 11.554701 47.7603318)",TÖL 7,50,,,,
49158526,An der Osterleite,secondary,False,True,5.072,,"LINESTRING (11.5642375 47.7591043, 11.5641738 47.7590886)",,50,,,,
4840440,Austraße,residential,False,True,288.81399999999996,,"LINESTRING (11.5582027 47.7635452, 11.5579118 47.7636848, 11.5574026 47.7639506, 11.55652 47.7644575, 11.5564149 47.7645137, 11.5562745 47.7646077, 11.5561737 47.7646724, 11.5559862 47.7648057, 11.5558367 47.7649268, 11.5557335 47.7650356, 11.5556188 47.7652016, 11.5555893 47.7652955, 11.5555776 47.7653725)",,30,,,,
26123747,Maierbräugasteig,residential,False,False,55.908,,"LINESTRING (11.5582027 47.7635452, 11.5583877 47.7634706, 11.5588912 47.7633546)",,,,,,
4840440,Austraße,residential,False,False,288.814,,"LINESTRING (11.5555776 47.7653725, 11.5555893 47.7652955, 11.5556188 47.7652016, 11.5557335 47.7650356, 11.5558367 47.7649268, 11.5559862 47.7648057, 11.5561737 47.7646724, 11.5562745 47.7646077, 11.5564149 47.7645137, 11.55652 47.7644575, 11.5574026 47.7639506, 11.5579118 47.7636848, 11.5582027 47.7635452)",,30,,,,
8589075,Säggasse,tertiary,False,False,131.75799999999998,2,"LINESTRING (11.5579414 47.76165, 11.5578206 47.7615994, 11.5576752 47.7615205, 11.5574266 47.7613745, 11.5572759 47.7612674, 11.5571829 47.7611624, 11.5571588 47.7611109, 11.5571481 47.7610578, 11.5571462 47.7610105, 11.5571511 47.7609678, 11.557193 47.7608772, 11.557278 47.760707)",,50,,,,
8589077,Hindenburgstraße,residential,False,True,34.339,,"LINESTRING (11.5623296 47.762323, 11.5625607 47.7625899)",,,,,,
33910820,Mühlgasse,residential,False,True,55.925000000000004,,"LINESTRING (11.5623296 47.762323, 11.5624996 47.76224, 11.5626455 47.7620778, 11.5627134 47.7619118)",,30,,,,
1221308897,Hindenburgstraße,residential,False,True,38.951,,"LINESTRING (11.5623296 47.762323, 11.5621736 47.7620801, 11.5621132 47.7620046)",,20,,,,
27268474,Am Ried,residential,False,True,18.622,,"LINESTRING (11.5631686 47.7608976, 11.5632791 47.7607475)",,,,,,
8608369,Mühlgasse,residential,True,False,61.589000000000006,,"LINESTRING (11.5631686 47.7608976, 11.5630516 47.7609574, 11.5628934 47.7611455, 11.5628129 47.7613783)",,30,,,,
"[48736400, 45382494, 48736399]","['Salzstraße', 'Marktstraße']",residential,False,"[False, True]",71.071,,"LINESTRING (11.5631686 47.7608976, 11.5629327 47.760784, 11.562894 47.7607654, 11.5627463 47.7607055, 11.5626276 47.7606842, 11.5625284 47.7606828, 11.5623102 47.76069)",,20,,7,building_passage,
"[8589076, 872735973, 8608375]","['Hindenburgstraße', 'Marktstraße']",residential,True,False,198.286,,"LINESTRING (11.5623102 47.76069, 11.5616642 47.7609657, 11.561391 47.7610606, 11.5616743 47.7614688, 11.5617878 47.7616046, 11.5619168 47.7617591, 11.5621132 47.7620046)",,20,,,,
27462201,Am Schloßplatz,residential,False,True,38.341,,"LINESTRING (11.5623102 47.76069, 11.5622678 47.760539, 11.5622493 47.7604414, 11.5622414 47.7603488)",,20,,,,
"[48736400, 45382494, 48736399]","['Salzstraße', 'Marktstraße']",residential,False,"[False, True]",71.071,,"LINESTRING (11.5623102 47.76069, 11.5625284 47.7606828, 11.5626276 47.7606842, 11.5627463 47.7607055, 11.562894 47.7607654, 11.5629327 47.760784, 11.5631686 47.7608976)",,20,,7,building_passage,
8608370,Floriangasse,residential,False,False,125.098,,"LINESTRING (11.5627134 47.7619118, 11.5631903 47.7620177, 11.5633604 47.7621684, 11.5633604 47.7623199, 11.5631839 47.7626186, 11.5631315 47.7627389)",,,,,,
33910820,Mühlgasse,residential,False,False,55.925,,"LINESTRING (11.5627134 47.7619118, 11.5626455 47.7620778, 11.5624996 47.76224, 11.5623296 47.762323)",,30,,,,
33910820,Mühlgasse,residential,False,True,59.802,,"LINESTRING (11.5627134 47.7619118, 11.5627955 47.7615136, 11.5628097 47.7614035, 11.5628129 47.7613783)",,30,,,,
27268474,Am Ried,residential,False,False,134.883,,"LINESTRING (11.5622414 47.7603488, 11.5625904 47.7603563, 11.5626712 47.7601893, 11.5628932 47.7602029, 11.5629408 47.7602671, 11.5633528 47.7603176, 11.5633261 47.760556, 11.5633247 47.7606165)",,,,,,
27462201,Am Schloßplatz,residential,False,False,38.340999999999994,,"LINESTRING (11.5622414 47.7603488, 11.5622493 47.7604414, 11.5622678 47.760539, 11.5623102 47.76069)",,20,,,,
27462201,Am Schloßplatz,residential,False,True,23.722,,"LINESTRING (11.5622414 47.7603488, 11.5622479 47.7602125, 11.5622222 47.7601375)",,20,,,,
8608948,Geigergasse,residential,False,False,34.197,1,"LINESTRING (11.5590785 47.7589582, 11.5590479 47.7589221, 11.5590285 47.7588769, 11.5590249 47.7588245, 11.5590249 47.7587591, 11.5590479 47.7586592)",,30,,,,
8608949,Am Bache,residential,False,False,60.45,1,"LINESTRING (11.5590785 47.7589582, 11.5588995 47.7590653, 11.5586008 47.7592081, 11.5584235 47.7592739)",,30,,,,
8608949,Am Bache,residential,False,True,38.966,1,"LINESTRING (11.5590785 47.7589582, 11.5592291 47.7588711, 11.5594992 47.7587525)",,30,,,,
22887111,Lenggrieser Straße,residential,False,True,33.764,,"LINESTRING (11.5584993 47.7600851, 11.5584081 47.7600368, 11.5583861 47.7600277, 11.5582589 47.7599752, 11.5581851 47.7599496, 11.5581163 47.7599257)",,30,,,,
27711134,Jungmayrplatz,residential,False,False,83.279,,"LINESTRING (11.5584993 47.7600851, 11.5587517 47.7600154, 11.558835 47.7599895, 11.5592082 47.75991, 11.5595481 47.7598345)",,30,,,,
151892252,Lenggrieser Straße,residential,False,False,30.932,1,"LINESTRING (11.5584993 47.7600851, 11.5586106 47.7602197, 11.5587265 47.7603164)",,30,,,,
"[151892770, 151892252]",Lenggrieser Straße,residential,False,True,78.728,1,"LINESTRING (11.5589248 47.7609707, 11.5589351 47.7609057, 11.558969 47.7608288, 11.5589986 47.7606899, 11.5589852 47.7606312, 11.5588508 47.7604206, 11.5587265 47.7603164)",,30,,,,
1267487990,Amortplatz,secondary,True,False,14.184999999999999,,"LINESTRING (11.555953 47.760097, 11.5559828 47.7601042, 11.5560079 47.760117, 11.5560262 47.7601344, 11.5560359 47.7601546, 11.5560361 47.7601759, 11.5560267 47.7601962)",TÖL 7,,,,,roundabout
"[8004025, 7989932, 7974086]",Marktstraße,secondary,False,True,109.5,2,"LINESTRING (11.5560267 47.7601962, 11.5561538 47.760259, 11.5572083 47.7606842, 11.557278 47.760707)",,50,yes,,,
1267369822,Amortplatz,secondary,True,False,19.6,,"LINESTRING (11.5560267 47.7601962, 11.5560079 47.7602143, 11.5559817 47.7602275, 11.5559507 47.7602346, 11.5559179 47.7602349, 11.5558867 47.7602283, 11.55586 47.7602155, 11.5558406 47.7601977, 11.5558303 47.7601768)",TÖL 7,,,,,roundabout
26104167,Krankenhausstraße,residential,False,False,18.007,,"LINESTRING (11.5596744 47.7590646, 11.5599047 47.7590171)",,30,,,,
26104167,Krankenhausstraße,residential,False,True,117.708,,"LINESTRING (11.5596744 47.7590646, 11.5595966 47.7591805, 11.5595093 47.7592304, 11.5591975 47.759357, 11.558656 47.7595338, 11.5585114 47.7595692, 11.5583607 47.7595656)",,30,,,,
27817924,Botengasse,residential,True,False,37.953,,"LINESTRING (11.5596744 47.7590646, 11.5596236 47.7588729, 11.5594992 47.7587525)",,30,,,,
31963763,Bruderhausstraße,unclassified,False,False,5.871,,"LINESTRING (11.560312 47.7589574, 11.5602554 47.758994)",,30,,,,
26104167,Krankenhausstraße,residential,False,True,31.162,,"LINESTRING (11.560312 47.7589574, 11.5601704 47.7589777, 11.5599047 47.7590171)",,30,,,,
1169936733,Krankenhausstraße,residential,False,False,55.973,,"LINESTRING (11.560312 47.7589574, 11.5604478 47.758911, 11.5606071 47.7587837, 11.5607182 47.7586165, 11.5607557 47.7585716)",,,,,,
27817923,Fischergasse,residential,True,False,38.394,,"LINESTRING (11.5607557 47.7585716, 11.5606066 47.758548, 11.5603844 47.7585507, 11.5602465 47.7585568)",,30,,,,
1169936733,Krankenhausstraße,residential,False,False,67.423,,"LINESTRING (11.5607557 47.7585716, 11.560823 47.7584502, 11.5608695 47.7583686, 11.560915 47.758276, 11.5610622 47.7580014)",,,,,,
1169936733,Krankenhausstraße,residential,False,True,55.973,,"LINESTRING (11.5607557 47.7585716, 11.5607182 47.7586165, 11.5606071 47.7587837, 11.5604478 47.758911, 11.560312 47.7589574)",,,,,,
75571372,Kurat-Ostler-Weg,residential,False,False,117.758,,"LINESTRING (11.5610622 47.7580014, 11.561235 47.7580627, 11.5613407 47.7582359, 11.561423 47.7584565, 11.5616009 47.7585965, 11.5616725 47.7586477, 11.5618094 47.7586845, 11.5619375 47.7586719, 11.5620394 47.7586482)",,,,,,
1169936733,Krankenhausstraße,residential,False,False,106.038,,"LINESTRING (11.5610622 47.7580014, 11.5611082 47.7578989, 11.5612241 47.7576757, 11.5613099 47.7575084, 11.5614215 47.7573583, 11.5615099 47.7572559, 11.5615916 47.7571824, 11.5615998 47.757177, 11.5616502 47.7571437)",,,,,,
1169936733,Krankenhausstraße,residential,False,True,67.423,,"LINESTRING (11.5610622 47.7580014, 11.560915 47.758276, 11.5608695 47.7583686, 11.560823 47.7584502, 11.5607557 47.7585716)",,,,,,
"[4056603, 49158526]",An der Osterleite,secondary,False,False,99.194,,"LINESTRING (11.561557 47.7578512, 11.5616013 47.7581595, 11.561679 47.7583508, 11.5618706 47.7585234, 11.5620394 47.7586482)",,50,,,,
25962345,Krankenhausstraße,residential,False,True,102.142,,"LINESTRING (11.561557 47.7578512, 11.5618387 47.7578417, 11.5618507 47.7577853, 11.5618682 47.7576265, 11.5618582 47.7575642, 11.5618383 47.7574395, 11.5617434 47.7572475, 11.5616997 47.7571831, 11.5616502 47.7571437)",,30,,,,
"[1169936736, 29346730, 1225221436, 41476861]",An der Osterleite,secondary,False,"[False, True]",160.30700000000002,2,"LINESTRING (11.561557 47.7578512, 11.5615417 47.7577623, 11.5615159 47.7576065, 11.5614816 47.757468, 11.5614044 47.7573006, 11.5613271 47.7572083, 11.561267 47.7571564, 11.5611277 47.7570767, 11.5610954 47.7570583, 11.5609065 47.7569717, 11.5606748 47.756891, 11.5606117 47.7568788, 11.5603534 47.75682)",,50,,,yes,
"[25962672, 172536884, 207633156, 172536879]","['Franziskanergasse', 'Klosterweg']",residential,False,False,192.30899999999997,,"LINESTRING (11.5558448 47.7601286, 11.5556139 47.760066, 11.5555487 47.7600383, 11.5554409 47.7600086, 11.555385 47.7599978, 11.5553617 47.7599933, 11.5552852 47.7599807, 11.5551541 47.7599688, 11.5549684 47.7599468, 11.5549747 47.7598709, 11.5550171 47.7596533, 11.5550768 47.7593755, 11.5552015 47.7588504)",,,,,,
110434783,Amortplatz,secondary,True,False,9.341,,"LINESTRING (11.5558448 47.7601286, 11.5558651 47.7601127, 11.5558915 47.7601015, 11.5559218 47.7600961, 11.555953 47.760097)",TÖL 7,,,,,roundabout
"[25962672, 207633156, 172536884, 172536879]","['Franziskanergasse', 'Klosterweg']",residential,False,True,192.30900000000003,,"LINESTRING (11.5552015 47.7588504, 11.5550768 47.7593755, 11.5550171 47.7596533, 11.5549747 47.7598709, 11.5549684 47.7599468, 11.5551541 47.7599688, 11.5552852 47.7599807, 11.5553617 47.7599933, 11.555385 47.7599978, 11.5554409 47.7600086, 11.5555487 47.7600383, 11.5556139 47.760066, 11.5558448 47.7601286)",,,,,,
25994975,Schießstattstraße,residential,False,True,15.339,,"LINESTRING (11.5596808 47.7629265, 11.5598591 47.7629948)",,,,,,
26123747,Maierbräugasteig,residential,False,True,50.745000000000005,,"LINESTRING (11.5596808 47.7629265, 11.5594146 47.763169, 11.5592501 47.7632776)",,,,,,
26123771,Maierbräugasteig,residential,False,False,134.682,,"LINESTRING (11.5596808 47.7629265, 11.5598103 47.7627592, 11.5601329 47.7624447, 11.5603194 47.7622752, 11.5603463 47.7622473, 11.56038 47.7622123, 11.5605679 47.7618807)",,,,,,
25994992,Am Krottenbach,residential,False,True,15.281,,"LINESTRING (11.5615093 47.7631995, 11.5617124 47.7632152)",,,,,,
4840438,Bairawieser Straße,tertiary,False,False,66.065,,"LINESTRING (11.5615093 47.7631995, 11.561549 47.7629201, 11.5615039 47.7626081)",,50,,,,
25994975,Schießstattstraße,residential,False,False,84.22,,"LINESTRING (11.5615093 47.7631995, 11.5614292 47.7633664, 11.5612912 47.7634594, 11.5611276 47.7635644, 11.5610141 47.7636039, 11.5608252 47.7636039, 11.5607051 47.763575)",,,,,,
25994992,Am Krottenbach,residential,False,False,15.281,,"LINESTRING (11.5617124 47.7632152, 11.5615093 47.7631995)",,,,,,
26260541,Nockhergasse,residential,False,False,97.663,,"LINESTRING (11.5617124 47.7632152, 11.5619754 47.7631748, 11.5621899 47.7630436, 11.5622751 47.7629022, 11.5624065 47.7625641)",,,,,,
25994975,Schießstattstraße,residential,False,False,15.339,,"LINESTRING (11.5598591 47.7629948, 11.5596808 47.7629265)",,,,,,
25994975,Schießstattstraße,residential,False,True,97.615,,"LINESTRING (11.5598591 47.7629948, 11.560018 47.7630377, 11.5603358 47.7631206, 11.5604071 47.7631468, 11.5604662 47.7631784, 11.5605251 47.763277, 11.5605772 47.7633793, 11.5606592 47.7635127, 11.5607051 47.763575)",,,,,,
26123771,Maierbräugasteig,residential,False,True,134.68200000000002,,"LINESTRING (11.5605679 47.7618807, 11.56038 47.7622123, 11.5603463 47.7622473, 11.5603194 47.7622752, 11.5601329 47.7624447, 11.5598103 47.7627592, 11.5596808 47.7629265)",,,,,,
"[5154113, 118021052, 1060136599]","['Nockhergasse', 'Säggasse']",tertiary,True,False,121.17099999999999,,"LINESTRING (11.5605679 47.7618807, 11.5604076 47.761823, 11.5603684 47.7618069, 11.5602877 47.7617744, 11.560061 47.7617111, 11.560003 47.7617047, 11.559917 47.7617024, 11.5598141 47.7617069, 11.5596588 47.7617176, 11.5594377 47.7617174, 11.5591917 47.7616992, 11.5590108 47.7617046)",,"['50', '30']",,,,
466522130,Hindenburgstraße,tertiary,False,True,25.569,,"LINESTRING (11.5627364 47.7627872, 11.5625607 47.7625899)",,,,,,
4056619,Hindenburgstraße,tertiary,False,False,163.539,,"LINESTRING (11.5627364 47.7627872, 11.56295 47.7630436, 11.5631109 47.7632181, 11.5635051 47.7636555, 11.5635185 47.7636847, 11.5635648 47.7637378, 11.5636774 47.7638725, 11.5636962 47.7638916, 11.5637163 47.763915, 11.5638357 47.7640576)",,,,,,
863065207,Peter-Freisl-Straße,residential,True,False,18.879,,"LINESTRING (11.5644731 47.7631354, 11.5642261 47.7630999)",,,,,,
27462201,Am Schloßplatz,residential,False,True,8.204,,"LINESTRING (11.5622222 47.7601375, 11.5621436 47.760086)",,20,,,,
228741856,Am Schloßplatz,residential,False,False,15.4,,"LINESTRING (11.5622222 47.7601375, 11.5623638 47.7600369)",,,,,,
27462201,Am Schloßplatz,residential,False,False,23.722,,"LINESTRING (11.5622222 47.7601375, 11.5622479 47.7602125, 11.5622414 47.7603488)",,20,,,,
27462201,Am Schloßplatz,residential,False,False,19.604,,"LINESTRING (11.5618817 47.7600933, 11.5619342 47.7600931, 11.5619742 47.7600931, 11.5620033 47.7600929, 11.5621436 47.760086)",,20,,,,
27711134,Jungmayrplatz,residential,False,True,83.279,,"LINESTRING (11.5595481 47.7598345, 11.5592082 47.75991, 11.558835 47.7599895, 11.5587517 47.7600154, 11.5584993 47.7600851)",,30,,,,
27711139,Klammergasse,residential,False,False,60.504000000000005,,"LINESTRING (11.5595481 47.7598345, 11.5595773 47.7598925, 11.5595816 47.7599785, 11.5596084 47.7600984, 11.5594726 47.7601735, 11.5594394 47.7603293)",,30,,,,
31963796,Konradgasse,residential,False,True,33.572,,"LINESTRING (11.5595481 47.7598345, 11.559627 47.7597786, 11.559699 47.7596798, 11.5598117 47.7595935)",,30,,,,
