osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,bridge,junction,access,tunnel
127997895,Neue Marktstraße,residential,30,,True,False,15.129,"LINESTRING (9.3599584 52.103173, 9.3599412 52.1031888, 9.3598711 52.1031949, 9.3597514 52.1031926)",,,,,,
127997894,Neue Marktstraße,residential,30,,False,False,9.919,"LINESTRING (9.3601036 52.1031748, 9.3599584 52.103173)",,,,,,
"[127997894, 492610391]",Neue Marktstraße,residential,30,,False,True,67.257,"LINESTRING (9.3601036 52.1031748, 9.3605124 52.1031996, 9.3607911 52.1031942, 9.3609421 52.1031756, 9.361082 52.1031644)",,,,,,
388183674,Bungelosenstraße,residential,30,,False,True,66.765,"LINESTRING (9.3601036 52.1031748, 9.3603697 52.1034506, 9.3604646 52.1035608, 9.3605055 52.1036646, 9.3605204 52.1037121)",,,,,,
127997895,Neue Marktstraße,residential,30,,True,False,149.992,"LINESTRING (9.3597514 52.1031926, 9.3577882 52.103049, 9.3575701 52.1030369)",,,,,,
127997971,Wendenstraße,residential,,,False,True,24.844,"LINESTRING (9.3545661 52.1033439, 9.3542949 52.103195)",,,,,,
127997872,Kupferschmiedestraße,living_street,,,True,False,66.969,"LINESTRING (9.3545661 52.1033439, 9.3546289 52.1033937, 9.3546955 52.103615, 9.3547426 52.1039279)",1,,,,,
127997850,Himmelreich,living_street,,,False,True,27.859,"LINESTRING (9.3555912 52.1034758, 9.3556419 52.1037244)",,,,,,
127997865,Kopmanshof,residential,30,,True,False,53.323,"LINESTRING (9.3612764 52.1035925, 9.3611357 52.103617, 9.3605204 52.1037121)",,,,,,
"[373427649, 127997898, 931387871]",Ostertorwall,primary,50,,False,False,49.419000000000004,"LINESTRING (9.3612764 52.1035925, 9.3612013 52.1034269, 9.3611849 52.1033907, 9.3611373 52.1032862, 9.361082 52.1031644)",5,B 1,,,,
988037198,Ostertorwall,primary,50,,True,False,42.957,"LINESTRING (9.3612764 52.1035925, 9.3613721 52.1036361, 9.361495 52.10394)",2,B 1,,,,
127997850,Himmelreich,living_street,,,False,False,27.859,"LINESTRING (9.3556419 52.1037244, 9.3555912 52.1034758)",,,,,,
128982482,Himmelreich,living_street,,,False,False,16.561,"LINESTRING (9.3556419 52.1037244, 9.3556788 52.1038716)",,,,,,
128982482,Himmelreich,living_street,,,False,True,39.947,"LINESTRING (9.3556419 52.1037244, 9.3552691 52.1037502, 9.3552813 52.1038788)",,,,,,
127997815,Bungelosenstraße,residential,30,,False,True,31.539,"LINESTRING (9.3605204 52.1037121, 9.3605511 52.1038403, 9.3605817 52.1039932)",,,,,,
388183673,Kopmanshof,residential,30,,True,False,171.693,"LINESTRING (9.3605204 52.1037121, 9.3604841 52.1037192, 9.3601034 52.1037766, 9.3599248 52.1038035, 9.3595239 52.103839, 9.3590574 52.1038711, 9.3587283 52.1038891, 9.3583901 52.1038963, 9.3582207 52.1039131, 9.3580508 52.103958)",,,,,,
388183674,Bungelosenstraße,residential,30,,False,False,66.765,"LINESTRING (9.3605204 52.1037121, 9.3605055 52.1036646, 9.3604646 52.1035608, 9.3603697 52.1034506, 9.3601036 52.1031748)",,,,,,
128982482,Himmelreich,living_street,,,False,True,16.561,"LINESTRING (9.3556788 52.1038716, 9.3556419 52.1037244)",,,,,,
127997852,Himmelreich,living_street,,,False,False,29.768,"LINESTRING (9.3556788 52.1038716, 9.3558786 52.1039439, 9.3559797 52.1040527)",,,,,,
128982482,Himmelreich,living_street,,,False,False,28.125,"LINESTRING (9.3556788 52.1038716, 9.3553111 52.1038968, 9.3552813 52.1038788)",,,,,,
128982482,Himmelreich,living_street,,,False,False,39.947,"LINESTRING (9.3552813 52.1038788, 9.3552691 52.1037502, 9.3556419 52.1037244)",,,,,,
"[128982481, 128982482, 127997854]",Himmelreich,living_street,,,False,True,37.205999999999996,"LINESTRING (9.3552813 52.1038788, 9.3549327 52.1039085, 9.3547763 52.103926, 9.3547426 52.1039279)",,,,,,yes
128982482,Himmelreich,living_street,,,False,True,28.125,"LINESTRING (9.3552813 52.1038788, 9.3553111 52.1038968, 9.3556788 52.1038716)",,,,,,
"[128982481, 128982482, 127997854]",Himmelreich,living_street,,,False,False,37.206,"LINESTRING (9.3547426 52.1039279, 9.3547763 52.103926, 9.3549327 52.1039085, 9.3552813 52.1038788)",,,,,,yes
"[127997872, 127997829]","['Kupferschmiedestraße', 'Fischpfortenstraße']","['living_street', 'residential']",,,True,False,80.551,"LINESTRING (9.3547426 52.1039279, 9.354746 52.1041778, 9.3543717 52.1041505, 9.3539795 52.1041188)",1,,,,,
127997852,Himmelreich,living_street,,,False,True,29.768,"LINESTRING (9.3559797 52.1040527, 9.3558786 52.1039439, 9.3556788 52.1038716)",,,,,,
127997815,Bungelosenstraße,residential,30,,False,False,31.539,"LINESTRING (9.3605817 52.1039932, 9.3605511 52.1038403, 9.3605204 52.1037121)",,,,,,
988037195,Kastanienwall,primary,50,,True,False,19.596,"LINESTRING (9.3614769 52.1042843, 9.3614574 52.1042294, 9.3614445 52.1041929, 9.3614212 52.1041272, 9.3614159 52.1041121)",1,B 217,,,,
988037196,Deisterallee,primary,50,,True,False,14.011,"LINESTRING (9.3614769 52.1042843, 9.3615047 52.1042409, 9.3615363 52.1042012, 9.3615754 52.1041755)",2,B 1;B 217,,,,
127997802,Am Posthof,residential,30,,False,True,185.45100000000002,"LINESTRING (9.3595027 52.1048998, 9.3593694 52.1049669, 9.3587343 52.1050517, 9.3585338 52.1050874, 9.3584328 52.1051407, 9.3583965 52.1052068, 9.3584344 52.1053646, 9.3586227 52.1058516, 9.358763 52.1060572)",,,,,,
"[129132584, 129132585, 129132587, 1120733620, 373427640]",Kastanienwall,primary,50,,True,False,103.19200000000001,"LINESTRING (9.3610844 52.1051605, 9.3612713 52.1049202, 9.3613607 52.1047987, 9.3614413 52.1046773, 9.3614733 52.1045969, 9.3614843 52.1045355, 9.3615001 52.1044672, 9.3615008 52.1044114, 9.3614769 52.1042843)","['2', '3']",B 217,,,,
127997800,Am Gericht,residential,30,,False,False,61.031,"LINESTRING (9.3548969 52.1058335, 9.3544585 52.1058632, 9.3542287 52.1058872, 9.3540141 52.1059154)",,,,,,
127997958,Stubenstraße,living_street,,,False,False,49.193,"LINESTRING (9.3548969 52.1058335, 9.3548677 52.1057028, 9.3548093 52.1053944)",,,,,,
127997805,Baustraße,residential,30,,True,False,148.964,"LINESTRING (9.3592909 52.1058878, 9.3597123 52.1057265, 9.3600104 52.1055922, 9.3605651 52.1052918, 9.3606336 52.1052547, 9.3607733 52.1051989, 9.3608606 52.1051873, 9.3609059 52.1051834, 9.3610844 52.1051605)",,,,,,
127997858,In den Hofstätten,residential,,,False,True,103.18599999999999,"LINESTRING (9.3569885 52.1059383, 9.3569508 52.1057418, 9.3566243 52.1057545, 9.3566218 52.1059308, 9.356541 52.1059721, 9.3564315 52.1059827, 9.3564272 52.1062029)",,,,,,
127997805,Baustraße,residential,30,,True,False,40.678,"LINESTRING (9.358763 52.1060572, 9.3592909 52.1058878)",,,,,,
127997802,Am Posthof,residential,30,,False,False,185.45100000000002,"LINESTRING (9.358763 52.1060572, 9.3586227 52.1058516, 9.3584344 52.1053646, 9.3583965 52.1052068, 9.3584328 52.1051407, 9.3585338 52.1050874, 9.3587343 52.1050517, 9.3593694 52.1049669, 9.3595027 52.1048998)",,,,,,
127997807,Baustraße,residential,30,,True,False,90.36,"LINESTRING (9.3577484 52.1061597, 9.3564272 52.1062029)",,,,,,
127997805,Baustraße,residential,30,,True,False,71.17099999999999,"LINESTRING (9.3577484 52.1061597, 9.3583057 52.1061488, 9.3585507 52.1061185, 9.358763 52.1060572)",,,,,,
"[127997962, 127997806, 127997959]","['Stubenstraße', 'Thietorstraße', 'Baustraße']",residential,30,,True,False,129.667,"LINESTRING (9.3564272 52.1062029, 9.3559738 52.1062091, 9.3553322 52.1061931, 9.3553257 52.1060396, 9.3551422 52.1059138, 9.3548969 52.1058335)",,,,,,
127997858,In den Hofstätten,residential,,,False,False,103.186,"LINESTRING (9.3564272 52.1062029, 9.3564315 52.1059827, 9.356541 52.1059721, 9.3566218 52.1059308, 9.3566243 52.1057545, 9.3569508 52.1057418, 9.3569885 52.1059383)",,,,,,
127997912,Sedanstraße,residential,30,,False,False,98.331,"LINESTRING (9.3598356 52.1063666, 9.3599184 52.1064375, 9.3599794 52.1064897, 9.3600124 52.1065145, 9.3605762 52.1070047, 9.360644 52.1070636, 9.3606697 52.1070873)",,,,,,
"[35696184, 129090915]",Kastanienwall,primary,50,,False,True,76.48100000000001,"LINESTRING (9.3598356 52.1063666, 9.359658 52.1064548, 9.3595205 52.1065148, 9.3593682 52.1065779, 9.3591538 52.1066504, 9.3588878 52.1067278)",5,B 217,,,,
"[174725856, 1120733619]",Kastanienwall,primary,50,,True,False,160.188,"LINESTRING (9.3598356 52.1063666, 9.3599422 52.1062655, 9.3600438 52.1062073, 9.3601049 52.1061723, 9.3602489 52.1060732, 9.360348 52.1059967, 9.3604609 52.1059054, 9.3605632 52.1058037, 9.3606967 52.1056509, 9.3608433 52.1054802, 9.3610844 52.1051605)",2,B 217,,,,
"[1120733624, 127997808]",Baustraße,residential,,,True,False,64.959,"LINESTRING (9.3598356 52.1063666, 9.3597034 52.1062576, 9.3592909 52.1058878)",,,,,,
"[373427641, 35631410]",Kastanienwall,primary,50,,False,True,81.38399999999999,"LINESTRING (9.3588878 52.1067278, 9.3584659 52.1068288, 9.3580314 52.1069043, 9.3579272 52.1069211, 9.3578138 52.1069393, 9.3577525 52.1069463)",5,B 217,,,,
"[35696184, 129090915]",Kastanienwall,primary,50,,False,False,76.48100000000001,"LINESTRING (9.3588878 52.1067278, 9.3591538 52.1066504, 9.3593682 52.1065779, 9.3595205 52.1065148, 9.359658 52.1064548, 9.3598356 52.1063666)",5,B 217,,,,
127997823,Emmernstraße,residential,30,,True,False,87.466,"LINESTRING (9.3577525 52.1069463, 9.357752 52.1068056, 9.3577484 52.1061597)",,,,,,
127997974,Wettorstraße,residential,30,,True,False,132.624,"LINESTRING (9.3577525 52.1069463, 9.3578072 52.1071009, 9.3578399 52.1071918, 9.3582842 52.1080928)",,,,,,
129132586,Kastanienwall,primary,50,,False,True,65.17599999999999,"LINESTRING (9.3577525 52.1069463, 9.3576282 52.1069613, 9.3573566 52.1069919, 9.3571137 52.1070125, 9.3568086 52.1070294)",6,B 217,,,,
"[373427641, 35631410]",Kastanienwall,primary,50,,False,False,81.384,"LINESTRING (9.3577525 52.1069463, 9.3578138 52.1069393, 9.3579272 52.1069211, 9.3580314 52.1069043, 9.3584659 52.1068288, 9.3588878 52.1067278)",5,B 217,,,,
"[36970184, 35631406, 36970183]",Thiewall,primary,50,,False,False,98.273,"LINESTRING (9.3554147 52.1070117, 9.3553313 52.1069961, 9.3550942 52.1069321, 9.3547322 52.1068103, 9.3546589 52.1067814, 9.3541376 52.1066079)",5,B 83,,,,
127997964,Thiewall,primary,50,,False,True,36.014,"LINESTRING (9.3554147 52.1070117, 9.3555937 52.1070347, 9.3556544 52.1070424, 9.3558088 52.107052, 9.3559358 52.1070572)",5,B 83,,,,
"[129108090, 1120847294]",,primary_link,50,,True,False,61.305,"LINESTRING (9.3568086 52.1070294, 9.3562558 52.1071595, 9.3561905 52.107173, 9.3560829 52.1072217, 9.3560097 52.1072663)",1,,,,,
129132586,Kastanienwall,primary,50,,False,False,65.176,"LINESTRING (9.3568086 52.1070294, 9.3571137 52.1070125, 9.3573566 52.1069919, 9.3576282 52.1069613, 9.3577525 52.1069463)",6,B 217,,,,
"[127997863, 203335578, 373427639]",Kastanienwall,primary,50,,False,True,59.69499999999999,"LINESTRING (9.3568086 52.1070294, 9.3566119 52.1070357, 9.3564282 52.1070437, 9.3562073 52.1070522, 9.3559358 52.1070572)",4,B 217,,,,
127997843,Gröninger Straße,residential,30,,False,True,95.22,"LINESTRING (9.3606697 52.1070873, 9.3601609 52.1073435, 9.3595781 52.1076199)",,,,,,
127997912,Sedanstraße,residential,30,,False,False,94.54899999999999,"LINESTRING (9.3606697 52.1070873, 9.3607076 52.107123, 9.3607508 52.1071633, 9.3614558 52.1077872)",,,,,,
127997912,Sedanstraße,residential,30,,False,True,98.331,"LINESTRING (9.3606697 52.1070873, 9.360644 52.1070636, 9.3605762 52.1070047, 9.3600124 52.1065145, 9.3599794 52.1064897, 9.3599184 52.1064375, 9.3598356 52.1063666)",,,,,,
127997842,Gröninger Straße,residential,30,,True,False,103.009,"LINESTRING (9.3595781 52.1076199, 9.3589406 52.1078849, 9.3582842 52.1080928)",,,,,,
127997843,Gröninger Straße,residential,30,,False,False,95.22,"LINESTRING (9.3595781 52.1076199, 9.3601609 52.1073435, 9.3606697 52.1070873)",,,,,,
127997969,Waterloostraße,residential,30,,True,False,109.84,"LINESTRING (9.3595781 52.1076199, 9.3589637 52.1068358, 9.3588878 52.1067278)",,,,,,
127997970,Waterloostraße,residential,30,,True,False,88.531,"LINESTRING (9.3595781 52.1076199, 9.3598542 52.1079328, 9.3601562 52.1083321)",,,,,,
127997912,Sedanstraße,residential,30,,False,True,94.54899999999999,"LINESTRING (9.3614558 52.1077872, 9.3607508 52.1071633, 9.3607076 52.107123, 9.3606697 52.1070873)",,,,,,
127997984,164er Ring,residential,30,,False,False,107.5,"LINESTRING (9.3614558 52.1077872, 9.3611806 52.1079152, 9.3601562 52.1083321)",2,,,,,
1248126155,Steigerturm,residential,30,,False,False,64.913,"LINESTRING (9.3614558 52.1077872, 9.3615123 52.1078349, 9.3620122 52.1082605)",2,,,,,
"[127997844, 373529294]",Gröninger Straße,residential,30,,True,False,183.79399999999998,"LINESTRING (9.3582842 52.1080928, 9.3571499 52.1083171, 9.3569736 52.1083319, 9.3567212 52.1083404, 9.356498 52.1083263, 9.3559183 52.1082702, 9.3558347 52.1082619, 9.3556643 52.1082436)",2,,,,,
127997917,Steigerturm,residential,30,,False,False,18.19,"LINESTRING (9.3620122 52.1082605, 9.3622776 52.1082743)",2,,,,,
1248126155,Steigerturm,residential,30,,False,True,64.913,"LINESTRING (9.3620122 52.1082605, 9.3615123 52.1078349, 9.3614558 52.1077872)",2,,,,,
127997917,Steigerturm,residential,30,,False,True,18.19,"LINESTRING (9.3622776 52.1082743, 9.3620122 52.1082605)",2,,,,,
127997984,164er Ring,residential,30,,False,True,107.5,"LINESTRING (9.3601562 52.1083321, 9.3611806 52.1079152, 9.3614558 52.1077872)",2,,,,,
373529285,Erichstraße,primary,50,,False,False,51.938,"LINESTRING (9.3556643 52.1082436, 9.3557647 52.1077806)",6,B 83,,,,
"[127678426, 373529295]",Gröninger Straße,residential,30,,False,False,154.288,"LINESTRING (9.3556643 52.1082436, 9.3553408 52.1082106, 9.35521 52.1082072, 9.3547675 52.1081636, 9.3545999 52.1081473, 9.3544282 52.108129, 9.3534318 52.1080344)",3,,,,,
127997796,Alte Marktstraße,residential,30,,True,False,11.944,"LINESTRING (9.3598127 52.1031136, 9.3599584 52.103173)",,,,,,
129118247,Alte Marktstraße,residential,30,,True,False,9.731,"LINESTRING (9.3598127 52.1031136, 9.3597514 52.1031926)",,,,,,
129132572,Deisterallee,primary,50,,True,False,49.33,"LINESTRING (9.3622908 52.1042046, 9.3618647 52.1042035, 9.3617316 52.1041987, 9.3616513 52.1041951, 9.3615754 52.1041755)",2,B 1;B 217,,,,
"[129132596, 1111573151]",,primary_link,50,,True,False,57.461000000000006,"LINESTRING (9.3622908 52.1042046, 9.3620276 52.1042364, 9.3619394 52.1042573, 9.3618612 52.104285, 9.3618014 52.1043226, 9.3617624 52.1043513, 9.3617117 52.1044063, 9.3616374 52.1044784)",,,,,,
45068695,Ostertorwall,primary,50,,False,False,12.401,"LINESTRING (9.3605723 52.1023653, 9.3604906 52.1022657)",4,B 1,,,,
24951171,Bismarckstraße,residential,30,,False,True,166.89999999999998,"LINESTRING (9.3605723 52.1023653, 9.3606681 52.1023236, 9.3614655 52.1019865, 9.3617998 52.1018876, 9.3622111 52.1017621, 9.3625324 52.101683, 9.3627127 52.1016967)",,,,,,
34093931,Ostertorwall,primary,50,,False,True,95.47,"LINESTRING (9.3605723 52.1023653, 9.3606822 52.1025205, 9.3608896 52.102835, 9.3609542 52.1029372, 9.361082 52.1031644)",4,B 1,,,,
169326877,Münsterwall,primary,50,,False,False,13.341,"LINESTRING (9.3558417 52.1007598, 9.3556523 52.1007891)",3,B 1,,,,
133956775,Münsterwall,primary,50,,False,True,25.677,"LINESTRING (9.3558417 52.1007598, 9.3559803 52.1007388, 9.3560966 52.1007325, 9.3562129 52.1007294)",3,B 1,,,,
4879759,Kaiserstraße,secondary,50,7,False,False,24.536,"LINESTRING (9.3630712 52.0997281, 9.3634183 52.0997849)",,,,,,
530895443,Kaiserstraße,secondary,50,7,False,True,79.66099999999999,"LINESTRING (9.3630712 52.0997281, 9.3623605 52.0996144, 9.362054 52.0995646, 9.3619451 52.0995423)",,,,,,
487754439,Deisterallee,primary,50,,True,False,21.272,"LINESTRING (9.3615754 52.1041755, 9.361639 52.1041411, 9.3617159 52.1041297, 9.3617839 52.1041255, 9.3618631 52.1041238)",2,B 1;B 217,,,,
"[988037200, 988037194]",Kastanienwall,primary,50,,True,False,34.038,"LINESTRING (9.3615754 52.1041755, 9.3616017 52.1042454, 9.3616235 52.1043239, 9.3616374 52.1044784)","['2', '1']",B 217,,,,
988037197,Deisterallee,primary,50,,True,False,12.982,"LINESTRING (9.3615754 52.1041755, 9.3615281 52.1041554, 9.3614835 52.1041396, 9.3614159 52.1041121)",2,B 1;B 217,,,,
351495814,Thiewall,primary,50,,False,False,21.993,"LINESTRING (9.3541376 52.1066079, 9.3538614 52.1065062)",5,B 83,,,,
"[36970184, 35631406, 36970183]",Thiewall,primary,50,,False,True,98.273,"LINESTRING (9.3541376 52.1066079, 9.3546589 52.1067814, 9.3547322 52.1068103, 9.3550942 52.1069321, 9.3553313 52.1069961, 9.3554147 52.1070117)",5,B 83,,,,
285737656,Domeierstraße,residential,30,,True,False,174.983,"LINESTRING (9.3541376 52.1066079, 9.3539533 52.1066501, 9.3538725 52.1066768, 9.353803 52.1067142, 9.3534318 52.1080344)",,,,,,
285738587,Kopmanshof,residential,30,,False,True,70.226,"LINESTRING (9.3581044 52.1033273, 9.3580508 52.103958)",,,,,,
285738587,Kopmanshof,residential,30,,False,False,70.226,"LINESTRING (9.3580508 52.103958, 9.3581044 52.1033273)",,,,,,
388183673,Kopmanshof,residential,30,,True,False,179.81900000000002,"LINESTRING (9.3580508 52.103958, 9.3579238 52.1040015, 9.3577851 52.1040284, 9.3577028 52.1040306, 9.3572155 52.1040203, 9.3571405 52.1040026, 9.3570587 52.103969, 9.3570219 52.1039387, 9.357 52.103906, 9.3569928 52.1038624, 9.3570306 52.1033175, 9.3570481 52.1030425, 9.3570501 52.1030015)",,,,,,
445692992,Invalidenstraße,residential,30,,True,False,6.045,"LINESTRING (9.3527203 52.1079102, 9.3527046 52.1079637)",,,,,,
"[24606736, 127678427]","['Saint-Maur-Platz', 'Invalidenstraße']",residential,30,,False,"[False, True]",211.053,"LINESTRING (9.3527203 52.1079102, 9.3528148 52.107563, 9.3528761 52.1073395, 9.3529607 52.1070308, 9.3529381 52.1069317, 9.3528551 52.1068502, 9.3525754 52.1067164, 9.3529261 52.10645, 9.3530808 52.1063307, 9.3530883 52.1063249, 9.3531836 52.1062567)",,,,,,
523785964,,primary,50,,False,False,5.936,"LINESTRING (9.3496734 52.1014682, 9.3497594 52.1014759)",3,B 1,,,,
133956763,,primary,50,,True,False,29.621,"LINESTRING (9.3492794 52.1013569, 9.3494125 52.1013941, 9.3496734 52.1014682)",2,B 1,,,,
523785963,,primary,50,,True,False,28.579,"LINESTRING (9.3488986 52.1012504, 9.3492794 52.1013569)",2,B 1,,,,
409620576,Thiewall,primary,50,,False,False,9.04,"LINESTRING (9.3532978 52.1062978, 9.3531836 52.1062567)",5,B 83,,,,
"[409620576, 30067981]",Thiewall,primary,50,,False,True,44.936,"LINESTRING (9.3532978 52.1062978, 9.3536035 52.1064079, 9.3536602 52.106429, 9.3537128 52.1064476, 9.3538614 52.1065062)","['4', '5']",B 83,,,,
525592668,Zehnthof,residential,,,True,False,45.81,"LINESTRING (9.3532978 52.1062978, 9.3536342 52.1062829, 9.3537116 52.1062695, 9.353826 52.10624, 9.3539285 52.1061919)",,,,,,
"[922958509, 922958510, 922958511]",Erichstraße,primary,50,,True,False,60.393,"LINESTRING (9.3560097 52.1072663, 9.3560081 52.1072896, 9.3559957 52.1073725, 9.3559203 52.1076007, 9.3557647 52.1077806)","['2', '3']",B 83,,,,
24870113,,primary_link,50,,True,False,68.882,"LINESTRING (9.3557609 52.1075856, 9.3557408 52.1074656, 9.3556976 52.107375, 9.3556597 52.1072909, 9.3554147 52.1070117)",1,B 83,,,,
35631407,Erichstraße,primary,50,,True,False,60.059,"LINESTRING (9.3557609 52.1075856, 9.3558251 52.1073239, 9.3558357 52.1072815, 9.3559358 52.1070572)",2,B 83,,,,
988037199,Ostertorwall,primary,50,,True,False,26.756,"LINESTRING (9.361495 52.10394, 9.3615343 52.1040525, 9.3615754 52.1041755)",2,B 1,,,,
"[523745014, 1112317871]",,primary_link,,,True,False,32.955,"LINESTRING (9.361495 52.10394, 9.3615475 52.1039816, 9.3616016 52.1040222, 9.3616754 52.1040615, 9.3617436 52.1040884, 9.3618631 52.1041238)",1,,,,,
"[988037201, 988037202, 1111573150]",Kastanienwall,primary,50,,True,False,250.331,"LINESTRING (9.3616374 52.1044784, 9.3616002 52.1046536, 9.3615788 52.1047038, 9.3615376 52.104767, 9.3614702 52.1048499, 9.3613835 52.1049416, 9.3613213 52.1050151, 9.3612749 52.1050739, 9.3612011 52.1051799, 9.3610729 52.1053617, 9.3609451 52.1055213, 9.360815 52.1056778, 9.3607021 52.1058096, 9.3605964 52.1059189, 9.3604923 52.1060095, 9.3603922 52.1060909, 9.3602737 52.1061775, 9.360197 52.1062303, 9.3601326 52.1062669, 9.3600341 52.1063284, 9.3598356 52.1063666)",2,B 217,,,,
