osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,bridge
176165840,Bramscher Straße,residential,30,False,True,27.866,"LINESTRING (7.9488836 52.5537069, 7.9487745 52.5538766, 7.9487375 52.5539412)",,,,
108065247,Am Holzplatz,residential,,False,False,24.276,"LINESTRING (7.943182 52.5527858, 7.9432813 52.552576)",,,,
108065247,Am Holzplatz,residential,,False,True,24.276,"LINESTRING (7.9432813 52.552576, 7.943182 52.5527858)",,,,
496924200,Am Holzplatz,residential,,False,False,22.642,"LINESTRING (7.9432813 52.552576, 7.9433861 52.5523826)",,,,
108065247,Am Holzplatz,residential,,False,False,54.853,"LINESTRING (7.9432813 52.552576, 7.943153 52.5525531, 7.9425232 52.5524011)",,,,
22813154,Gerstlandstraße,residential,,False,False,45.231,"LINESTRING (7.9423073 52.5554592, 7.9424918 52.5550682)",,,,
109234782,Rosenplatz,residential,,False,False,52.347,"LINESTRING (7.9423073 52.5554592, 7.9415521 52.5553553)",,,,
22813154,Gerstlandstraße,residential,,False,True,111.756,"LINESTRING (7.9423073 52.5554592, 7.9419403 52.5563075, 7.9419401 52.5563806, 7.9419454 52.5564353)",,,,
109234782,Rosenplatz,residential,,False,False,27.888,"LINESTRING (7.9415521 52.5553553, 7.9416341 52.5551095)",,,,
109234782,Rosenplatz,residential,,False,True,52.347,"LINESTRING (7.9415521 52.5553553, 7.9423073 52.5554592)",,,,
496924360,,residential,,False,False,25.503,"LINESTRING (7.9415521 52.5553553, 7.9414773 52.5555801)",,,,
109234782,Rosenplatz,residential,,False,True,27.888,"LINESTRING (7.9416341 52.5551095, 7.9415521 52.5553553)",,,,
22948816,Im Alten Dorfe,residential,50,False,False,104.373,"LINESTRING (7.9520476 52.5579919, 7.952282 52.5581758, 7.9523264 52.5582483, 7.9521726 52.5584512, 7.9520657 52.5585801, 7.9518724 52.558813)",,,,
"[22948816, 1192001171]",Im Alten Dorfe,residential,50,False,True,69.612,"LINESTRING (7.9520476 52.5579919, 7.9515894 52.5576498, 7.9515389 52.5575945, 7.9515397 52.5575247, 7.9515381 52.5574729)",,,,
110516529,Florianplatz,residential,50,False,True,78.178,"LINESTRING (7.9520476 52.5579919, 7.9516593 52.5581105, 7.9514437 52.5581615, 7.9512177 52.5582007, 7.9509669 52.5582305)",,,,
110516529,Florianplatz,residential,50,False,False,78.178,"LINESTRING (7.9509669 52.5582305, 7.9512177 52.5582007, 7.9514437 52.5581615, 7.9516593 52.5581105, 7.9520476 52.5579919)",,,,
8253273,Bramscher Straße,tertiary,30,False,True,50.632,"LINESTRING (7.9466591 52.5559078, 7.9463807 52.5560964, 7.94626 52.5561697, 7.9461398 52.5562353)",,3,,
158561591,,primary_link,,True,False,46.874,"LINESTRING (7.9466591 52.5559078, 7.9466136 52.5560022, 7.9465862 52.5560699, 7.9465885 52.5561425, 7.9466142 52.5562124, 7.9467204 52.5563005)",,1,,
"[334999475, 489142957]",Bramscher Straße,tertiary,30,False,False,93.69099999999999,"LINESTRING (7.9466591 52.5559078, 7.9468115 52.5558004, 7.9471658 52.5555322, 7.9473274 52.5554272, 7.9474572 52.5553636, 7.9475889 52.5552859)",K 142,4,,
"[421283848, 105695155, 50346037]",Gehrder Straße,primary,50,False,True,272.783,"LINESTRING (7.9467204 52.5563005, 7.9468469 52.5563344, 7.9470326 52.5563767, 7.9471642 52.5564094, 7.9473584 52.5564576, 7.9478033 52.5565799, 7.9482082 52.5566969, 7.9488427 52.5569029, 7.9491387 52.5570148, 7.9492493 52.5570561, 7.9495191 52.557157, 7.94977 52.5572432, 7.9499305 52.5572944, 7.9501008 52.557349, 7.9503212 52.557396)",B 214,"['2', '3']",,
862154274,Gehrder Straße,primary,50,False,False,39.988,"LINESTRING (7.9467204 52.5563005, 7.94644 52.556258, 7.9461398 52.5562353)",B 214,3,,
344307639,Bokeler Straße,tertiary,50,False,False,40.521,"LINESTRING (7.9400783 52.553156, 7.9406032 52.5533319)",,,,
161858128,Bürgermeister-Kreke-Straße,residential,30,False,True,99.305,"LINESTRING (7.9480081 52.5548616, 7.9479677 52.554848, 7.9467229 52.5544292)",,,,
176165840,Bramscher Straße,residential,30,False,False,64.881,"LINESTRING (7.9480081 52.5548616, 7.9480277 52.554838, 7.9484418 52.5543411)",,,,
176165840,Bramscher Straße,residential,30,False,True,55.412,"LINESTRING (7.9480081 52.5548616, 7.9477911 52.555116, 7.9476726 52.555239, 7.9475889 52.5552859)",,,,
"[199005641, 100985163, 168478060, 50346038]",Gehrder Straße,primary,50,False,False,146.912,"LINESTRING (7.953705 52.5575676, 7.9536414 52.5575632, 7.95282 52.5575155, 7.9518674 52.5574777, 7.9517278 52.5574757, 7.9515381 52.5574729)",B 214,2,,yes
496924200,Am Holzplatz,residential,,False,True,22.642,"LINESTRING (7.9433861 52.5523826, 7.9432813 52.552576)",,,,
496924360,,residential,,False,True,25.503,"LINESTRING (7.9414773 52.5555801, 7.9415521 52.5553553)",,,,
