osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,width,junction
106641798,True,1,Franckestraße,primary_link,50,False,52.13399999999999,"LINESTRING (11.9753855 51.4786135, 11.9752679 51.4786506, 11.9751543 51.4786826, 11.9750158 51.4787123, 11.9748926 51.4787267, 11.9747824 51.4787299, 11.9746684 51.4787262)",,,
362278110,True,2,An der Waisenhausmauer,tertiary,50,False,10.98,"LINESTRING (11.9753855 51.4786135, 11.9753611 51.4785886, 11.9753371 51.4785587, 11.9753174 51.4785247)",,,
22888719,False,,Große Steinstraße,residential,50,False,98.33600000000001,"LINESTRING (11.9750833 51.4865275, 11.9751029 51.4865189, 11.9751613 51.4864933, 11.9753558 51.4864082, 11.9754357 51.4863972, 11.9757734 51.4864697, 11.9759418 51.4864979, 11.9763992 51.4865746)",,,
57018187,False,2,Große Steinstraße,tertiary,50,False,63.037,"LINESTRING (11.9750833 51.4865275, 11.9750561 51.4864971, 11.974689 51.4860166)",,,
12084648,False,3,Große Steinstraße,tertiary,50,False,45.378,"LINESTRING (11.9738479 51.4853124, 11.9737708 51.4852079, 11.9736106 51.4849973, 11.9735589 51.4849466)",,,
14476370,True,,Wilhelm-Külz-Straße,residential,30,False,216.09300000000002,"LINESTRING (11.9738479 51.4853124, 11.9738702 51.4852977, 11.9739559 51.4852412, 11.9741184 51.485134, 11.9742857 51.4850085, 11.9743278 51.4849672, 11.9744254 51.4848121, 11.9747701 51.4841201, 11.9750801 51.4836466, 11.9751181 51.4836149, 11.9751591 51.4835791)",,,
"[588421280, 1028995780]",False,2,Große Steinstraße,tertiary,50,True,97.68200000000002,"LINESTRING (11.9738479 51.4853124, 11.9739827 51.4854185, 11.9743128 51.4856836, 11.9744089 51.4857608, 11.9745516 51.4858764, 11.974689 51.4860166)",,,
"[1207707376, 1207707354, 1000661098]",False,2,Universitätsring,tertiary,50,False,179.06,"LINESTRING (11.9696411 51.4869696, 11.969768 51.4869036, 11.9700872 51.486737, 11.9701069 51.4867273, 11.9705433 51.4865126, 11.9707171 51.4864271, 11.9709963 51.4863436, 11.9714622 51.4862337, 11.9715485 51.4862147, 11.9716718 51.4861543, 11.9717536 51.4860797)",,,
1018800592,False,,Marthastraße,residential,30,False,9.309,"LINESTRING (11.9723262 51.486112, 11.9724085 51.4861782)",,,
"[1232131665, 724107561]",True,1,Joliot-Curie-Platz,tertiary,50,False,137.868,"LINESTRING (11.9723262 51.486112, 11.9725003 51.4860226, 11.9728662 51.4858304, 11.9732869 51.4856082, 11.9735649 51.4854613, 11.9737367 51.4853706, 11.9738374 51.4853179, 11.9738479 51.4853124)",,,
1034093035,False,1,Joliot-Curie-Platz,tertiary,50,True,10.614,"LINESTRING (11.9723262 51.486112, 11.9722618 51.4861348, 11.9721867 51.4861505)",,,
89312868,False,,Marthastraße,residential,30,False,13.319,"LINESTRING (11.972197 51.486642, 11.9722468 51.4865263)",,,
12090873,False,,Adam-Kuckhoff-Straße,residential,30,True,26.399,"LINESTRING (11.972197 51.486642, 11.9722695 51.4867765, 11.972356 51.4868554)",,,
1018800592,False,,Marthastraße,residential,30,True,9.309,"LINESTRING (11.9724085 51.4861782, 11.9723262 51.486112)",,,
"[1034093036, 11609717]",True,,Marthastraße,residential,30,False,40.525,"LINESTRING (11.9724085 51.4861782, 11.9723965 51.4862476, 11.9723936 51.4862645, 11.9723317 51.4863959, 11.9722468 51.4865263)",,,
"[1111525012, 11539271]",True,,Zinksgartenstraße,residential,30,False,100.995,"LINESTRING (11.974689 51.4860166, 11.9742746 51.4863321, 11.9742253 51.4864032, 11.9740499 51.4868121)",,,
19786853,False,,Schimmelstraße,residential,30,True,283.86899999999997,"LINESTRING (11.974689 51.4860166, 11.9747056 51.4859972, 11.9748149 51.4858695, 11.9750845 51.4855325, 11.9751599 51.4853971, 11.9753056 51.4851354, 11.9753689 51.4850279, 11.9755664 51.4846697, 11.9756343 51.4846087, 11.9758748 51.4843927, 11.9759284 51.4843477, 11.9761812 51.4841352, 11.9764698 51.4838886, 11.9764777 51.4837552)",,,
57018187,False,2,Große Steinstraße,tertiary,50,True,63.037,"LINESTRING (11.974689 51.4860166, 11.9750561 51.4864971, 11.9750833 51.4865275)",,,
"[588421280, 1028995780]",False,2,Große Steinstraße,tertiary,50,False,97.682,"LINESTRING (11.974689 51.4860166, 11.9745516 51.4858764, 11.9744089 51.4857608, 11.9743128 51.4856836, 11.9739827 51.4854185, 11.9738479 51.4853124)",,,
11539273,True,,Kindlebengasse,residential,30,False,128.829,"LINESTRING (11.9722468 51.4865263, 11.9740499 51.4868121)",,,
89312868,False,,Marthastraße,residential,30,True,13.319,"LINESTRING (11.9722468 51.4865263, 11.972197 51.486642)",,,
12090873,False,,Adam-Kuckhoff-Straße,residential,30,False,26.399,"LINESTRING (11.972356 51.4868554, 11.9722695 51.4867765, 11.972197 51.486642)",,,
12084648,False,3,Große Steinstraße,tertiary,50,True,45.378,"LINESTRING (11.9735589 51.4849466, 11.9736106 51.4849973, 11.9737708 51.4852079, 11.9738479 51.4853124)",,,
764275841,False,2,Joliot-Curie-Platz,tertiary,30,False,163.483,"LINESTRING (11.9735589 51.4849466, 11.9735454 51.4849626, 11.9734252 51.4850351, 11.9726985 51.4854267, 11.9723605 51.4856084, 11.9719317 51.4858468, 11.9718765 51.4859078, 11.9718591 51.4859499)",,,
"[1099405154, 1099405156, 12074261]",False,2,Hansering,tertiary,50,False,230.64200000000002,"LINESTRING (11.9735589 51.4849466, 11.973566 51.4849289, 11.9735879 51.4848005, 11.9735948 51.4847867, 11.9736052 51.4847659, 11.9737824 51.4844099, 11.9739189 51.4841357, 11.9741647 51.4836478, 11.9742801 51.4834865, 11.9743904 51.483266, 11.9744432 51.4831415, 11.9745342 51.4829673)",,,
"[12694826, 362278109]",False,"['2', '3']",Am Leipziger Turm,tertiary,50,False,114.505,"LINESTRING (11.975992 51.4802647, 11.9760449 51.4802259, 11.9761708 51.4801143, 11.9761965 51.4800834, 11.9762125 51.4800539, 11.976222 51.4800223, 11.9762242 51.4799931, 11.9762225 51.4799494, 11.9761709 51.4797117, 11.9761114 51.4794661, 11.9761051 51.4794379, 11.976078 51.4792841)",,,
"[812595987, 366535093]",False,"['2', '3']",Hansering,tertiary,50,True,251.454,"LINESTRING (11.975992 51.4802647, 11.9760092 51.4803805, 11.9760082 51.4804483, 11.9759849 51.4805137, 11.9759538 51.4805727, 11.9758101 51.4807991, 11.9755564 51.4811409, 11.9753396 51.4814571, 11.9752585 51.4816079, 11.9751928 51.4817432, 11.9750474 51.4820286, 11.9749246 51.482202, 11.9748244 51.4823868)",,,
"[369838600, 1207707889, 12074268, 1207707829]",False,2,Waisenhausring,tertiary,50,False,262.78,"LINESTRING (11.975992 51.4802647, 11.9758679 51.4801439, 11.9758307 51.4801077, 11.9757981 51.4800676, 11.9757738 51.4800304, 11.975756 51.4799861, 11.975745 51.4799467, 11.9757001 51.4797551, 11.9756749 51.4796307, 11.9756455 51.4794564, 11.9756273 51.479364, 11.9756048 51.4792921, 11.9755803 51.4792502, 11.9755489 51.4792171, 11.9755086 51.4791902, 11.9754553 51.4791679, 11.975392 51.4791482, 11.9753327 51.4791359, 11.974142 51.4789849, 11.973593 51.4789328)",,,
"[12074690, 1209984323, 816149747, 12580190, 12580191]",True,"['2', '1']",Robert-Franz-Ring,tertiary,30,False,111.532,"LINESTRING (11.964284 51.4828137, 11.9642705 51.4828259, 11.9640787 51.4829961, 11.9640355 51.4830345, 11.9638697 51.4831815, 11.9637759 51.4832691, 11.963672 51.4833804, 11.9635777 51.4835029, 11.9634584 51.4836711)",yes,,
"[12505218, 812600758, 181396815]",False,2,"['Hallorenring', 'Mansfelder Straße', 'Klausbrücke']",tertiary,30,True,31.578999999999997,"LINESTRING (11.964284 51.4828137, 11.9643552 51.4828579, 11.964435 51.4828975, 11.9644746 51.4829136, 11.9645164 51.4829262, 11.9645565 51.4829359, 11.9646001 51.4829422, 11.9646714 51.4829482)",yes,,
"[12505218, 812600758, 181396815]",False,2,"['Hallorenring', 'Mansfelder Straße', 'Klausbrücke']",tertiary,30,False,31.578999999999997,"LINESTRING (11.9646714 51.4829482, 11.9646001 51.4829422, 11.9645565 51.4829359, 11.9645164 51.4829262, 11.9644746 51.4829136, 11.964435 51.4828975, 11.9643552 51.4828579, 11.964284 51.4828137)",yes,,
1008752172,False,2,Hallorenring,tertiary,30,True,43.647,"LINESTRING (11.9646714 51.4829482, 11.9647491 51.4829443, 11.9648277 51.4829295, 11.9649222 51.4828986, 11.9649807 51.482872, 11.9650597 51.4828264, 11.9651136 51.482792, 11.9651475 51.4827675, 11.9651829 51.4827419)",,,
12095255,True,,Schulstraße,residential,20,False,105.931,"LINESTRING (11.9685107 51.4852065, 11.9685291 51.4852105, 11.9699544 51.4855217)",,,
181587328,True,,Große Ulrichstraße,residential,20,False,157.212,"LINESTRING (11.9685107 51.4852065, 11.9686644 51.4851036, 11.9687685 51.4850228, 11.9689313 51.484907, 11.9689891 51.4848737, 11.969144 51.4847824, 11.969245 51.4847026, 11.969323 51.4846227, 11.9693381 51.4846049, 11.9693842 51.4845324, 11.9694217 51.4844615, 11.9694527 51.4843697, 11.9694676 51.4842672, 11.9694761 51.484172, 11.9694808 51.4840274, 11.9694811 51.483998)",,,
141974064,False,,Große Nikolaistraße,living_street,,False,114.024,"LINESTRING (11.9694103 51.4837875, 11.9693899 51.4837906, 11.9693038 51.4838024, 11.9690937 51.4838378, 11.9687707 51.4838977, 11.9679678 51.4840706, 11.9678369 51.4840862)",,,
985109843,True,,Große Ulrichstraße,residential,20,False,30.206999999999997,"LINESTRING (11.9694103 51.4837875, 11.9693602 51.4836292, 11.9693573 51.4835747, 11.9693524 51.483519)",,,
12082257,True,,Große Steinstraße,residential,20,False,57.414,"LINESTRING (11.9693524 51.483519, 11.9693691 51.4835587, 11.9693851 51.4835858, 11.969412 51.4836158, 11.969441 51.4836409, 11.9694828 51.4836643, 11.969533 51.4836852, 11.9695805 51.4836986, 11.9696305 51.4837072, 11.9697833 51.4837322, 11.9698448 51.4837424, 11.9700085 51.4837705)",,,
12095259,True,,Barfüßerstraße,residential,20,False,190.793,"LINESTRING (11.9705133 51.4838568, 11.9705115 51.4838703, 11.9705069 51.4838928, 11.9704143 51.4845978, 11.9703502 51.4848004, 11.9702716 51.4850326, 11.9701476 51.4852669, 11.9699544 51.4855217)",,,
"[12082256, 395586403]",True,,Große Steinstraße,residential,20,False,119.29400000000001,"LINESTRING (11.9705133 51.4838568, 11.9707544 51.4838988, 11.9710069 51.4839516, 11.9715854 51.4840773, 11.9718718 51.4841516, 11.9721225 51.4842335)",,,
"[1099405154, 1099405156, 12074261]",False,2,Hansering,tertiary,50,True,230.642,"LINESTRING (11.9745342 51.4829673, 11.9744432 51.4831415, 11.9743904 51.483266, 11.9742801 51.4834865, 11.9741647 51.4836478, 11.9739189 51.4841357, 11.9737824 51.4844099, 11.9736052 51.4847659, 11.9735948 51.4847867, 11.9735879 51.4848005, 11.973566 51.4849289, 11.9735589 51.4849466)",,,
812595987,False,2,Hansering,tertiary,50,False,67.607,"LINESTRING (11.9745342 51.4829673, 11.9747378 51.482568, 11.9748244 51.4823868)",,,
"[1099405148, 12082791]",False,,Rathausstraße,residential,20,False,144.001,"LINESTRING (11.9745342 51.4829673, 11.9744651 51.4829626, 11.974432 51.4829603, 11.9740324 51.4829332, 11.9724623 51.4828576)",,,
"[1099405148, 12082791]",False,,Rathausstraße,residential,20,True,144.001,"LINESTRING (11.9724623 51.4828576, 11.9740324 51.4829332, 11.974432 51.4829603, 11.9744651 51.4829626, 11.9745342 51.4829673)",,,
12082792,True,,Kleine Steinstraße,residential,20,False,79.374,"LINESTRING (11.9724623 51.4828576, 11.9724436 51.4833151, 11.9723741 51.4835676)",,,
12082793,True,,Kleine Steinstraße,residential,20,False,76.114,"LINESTRING (11.9723741 51.4835676, 11.9722347 51.4839875, 11.9721287 51.4842198, 11.9721225 51.4842335)",,,
"[12082795, 12082796]",True,,"['Brüderstraße', 'Neunhäuser']",residential,20,False,185.11900000000003,"LINESTRING (11.9723741 51.4835676, 11.9713413 51.4834643, 11.9705574 51.4833371, 11.9703495 51.4838145, 11.9703435 51.4838283)",,,
985109111,True,,Große Steinstraße,residential,20,False,9.466,"LINESTRING (11.9721225 51.4842335, 11.9722369 51.4842801)",,,
668455854,True,,Große Steinstraße,residential,20,False,12.18,"LINESTRING (11.9703435 51.4838283, 11.9704078 51.4838401, 11.9705133 51.4838568)",,,
12169702,True,,Schulstraße,residential,20,False,79.446,"LINESTRING (11.9699544 51.4855217, 11.9700543 51.4855409, 11.970652 51.4856557, 11.9707072 51.4856707, 11.9710346 51.4857595)",,,
12095257,True,,Mittelstraße,residential,20,False,184.559,"LINESTRING (11.9710346 51.4857595, 11.971399 51.4853656, 11.9716455 51.4850026, 11.9719062 51.4846743, 11.9720308 51.4845174, 11.9722225 51.4842966, 11.9722369 51.4842801)",,,
12169702,True,,Schulstraße,residential,20,False,52.678,"LINESTRING (11.9710346 51.4857595, 11.9715517 51.4859088, 11.9717098 51.4859753)",,,
588421279,True,,Große Steinstraße,residential,20,False,117.893,"LINESTRING (11.9722369 51.4842801, 11.9724407 51.4843686, 11.9731305 51.4847129, 11.9731916 51.4847445, 11.9733548 51.484829, 11.9734792 51.4848949, 11.9735589 51.4849466)",,,
"[1119400472, 12095261]",False,,Kaulenberg,living_street,,False,26.14,"LINESTRING (11.9674172 51.4863311, 11.9674343 51.4863369, 11.967647 51.4864268, 11.9677463 51.4864382)",,,
181587328,True,,Große Ulrichstraße,residential,20,False,40.772000000000006,"LINESTRING (11.9674172 51.4863311, 11.9674836 51.4862841, 11.9675534 51.48622, 11.9675939 51.486164, 11.9676247 51.4860994, 11.9676504 51.4860029)",,,
12095264,True,,Spiegelstraße,residential,20,False,45.574,"LINESTRING (11.9677463 51.4864382, 11.9678543 51.4863783, 11.968084 51.4861108, 11.9680965 51.4860963)",,,
"[1119400472, 12095261]",False,,Kaulenberg,living_street,,True,26.14,"LINESTRING (11.9677463 51.4864382, 11.967647 51.4864268, 11.9674343 51.4863369, 11.9674172 51.4863311)",,,
12095266,True,,Universitätsplatz,residential,20,False,160.61200000000002,"LINESTRING (11.9680965 51.4860963, 11.9686365 51.4862235, 11.9686857 51.4862059, 11.9689057 51.4861185, 11.969261 51.485956, 11.9696048 51.4857313, 11.9699544 51.4855217)",,,
100959601,False,,Spiegelstraße,residential,20,False,73.594,"LINESTRING (11.9680965 51.4860963, 11.9681639 51.4858492, 11.9683761 51.4854598)",,,
100959601,False,,Spiegelstraße,residential,20,True,73.594,"LINESTRING (11.9683761 51.4854598, 11.9681639 51.4858492, 11.9680965 51.4860963)",,,
181587328,True,,Große Ulrichstraße,residential,20,False,22.585,"LINESTRING (11.9682451 51.4853242, 11.9683201 51.4852928, 11.9684067 51.4852567, 11.9685107 51.4852065)",,,
492377560,False,,Dachritzstraße,living_street,,True,66.447,"LINESTRING (11.9682451 51.4853242, 11.9682313 51.4853122, 11.9681506 51.4852488, 11.9680502 51.4852013, 11.9678671 51.4851191, 11.9674536 51.4850021)",,,
198099363,False,,Große Klausstraße,living_street,,False,50.984,"LINESTRING (11.968516 51.48308, 11.9682084 51.4831445, 11.9681296 51.4831576, 11.9679335 51.483323)",,,
12116798,False,,Oleariusstraße,residential,20,True,50.374,"LINESTRING (11.9667978 51.4839368, 11.9667362 51.4834854)",,,
12117277,False,,Kleine Klausstraße,living_street,,False,71.872,"LINESTRING (11.9667978 51.4839368, 11.9666387 51.4839354, 11.9663734 51.4839331, 11.9661023 51.4839307, 11.9657625 51.4839568)",,,
12260914,False,,Kleine Klausstraße,living_street,,True,128.896,"LINESTRING (11.9667978 51.4839368, 11.9670235 51.4839145, 11.9675006 51.4837426, 11.9680947 51.4835641, 11.9679944 51.4833803, 11.9679335 51.483323)",,5.6,
27271567,False,,Kleine Ulrichstraße,residential,20,True,97.92099999999999,"LINESTRING (11.9667978 51.4839368, 11.9667883 51.4840408, 11.9666761 51.484218, 11.9665413 51.4843781, 11.9664526 51.4845072, 11.9663933 51.4847694)",,,
164043864,False,,Große Nikolaistraße,residential,20,True,73.84700000000001,"LINESTRING (11.9667978 51.4839368, 11.9676309 51.4840583, 11.9678369 51.4840862)",,,
12111001,True,,Talamtstraße,residential,20,False,91.412,"LINESTRING (11.9658134 51.4821676, 11.9659059 51.4821904, 11.9659917 51.482207, 11.9660251 51.4822134, 11.9665711 51.4823509, 11.9669369 51.4824428, 11.9670412 51.4824689)",,6,
23121022,False,2,Hallorenring,tertiary,50,False,77.49000000000001,"LINESTRING (11.9658134 51.4821676, 11.9658092 51.4821717, 11.9657777 51.4821919, 11.965736 51.4822204, 11.9655737 51.4823573, 11.9651829 51.4827419)",,,
"[366535090, 366535092, 12074692]",False,"['2', '3']",Hallorenring,tertiary,50,True,47.562000000000005,"LINESTRING (11.9658134 51.4821676, 11.9658283 51.4821424, 11.9658396 51.4821195, 11.9658703 51.48193, 11.965878 51.4817436)",,,
