osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width
24913531,Schützenweg,residential,False,False,276.89799999999997,"LINESTRING (8.7507357 53.0297408, 8.7509951 53.0296811, 8.7513396 53.0295959, 8.7542708 53.0286279, 8.7544023 53.0285893)",,,,
29120145,Stuhrer Landstraße,secondary,False,False,153.23400000000004,"LINESTRING (8.7507357 53.0297408, 8.7507508 53.0297242, 8.7507636 53.0297048, 8.7507833 53.0296754, 8.7507902 53.0296523, 8.7508004 53.0296251, 8.7508061 53.029602, 8.7508249 53.029563, 8.7508248 53.0295206, 8.7508235 53.0294691, 8.7507836 53.0293588, 8.7507415 53.0292352, 8.750651 53.0290022, 8.7506041 53.028883, 8.7505365 53.0287431, 8.750499 53.0286738, 8.7504036 53.0285346, 8.7503875 53.0285052, 8.7503797 53.0284845, 8.7503738 53.0284468, 8.7503772 53.0284095)",2,L 337,50,
"[29120145, 801395769]",Stuhrer Landstraße,secondary,False,True,241.15499999999997,"LINESTRING (8.7507357 53.0297408, 8.7506351 53.0298249, 8.7505577 53.029866, 8.7504683 53.0298996, 8.7503383 53.0299469, 8.749996 53.0300597, 8.7496195 53.0301847, 8.7492161 53.030318, 8.7484369 53.030574, 8.7476413 53.0308331)",2,L 337,50,
69166649,Weidenstraße,residential,False,False,113.251,"LINESTRING (8.7507357 53.0297408, 8.7507995 53.0297935, 8.7512517 53.0303501, 8.7507746 53.0305207)",,,,
4536852,Blockener Straße,tertiary,False,False,48.748000000000005,"LINESTRING (8.7503772 53.0284095, 8.7501531 53.0283019, 8.750022 53.0281936, 8.7498995 53.0280841)",,K 111,50,
29120145,Stuhrer Landstraße,secondary,False,True,153.234,"LINESTRING (8.7503772 53.0284095, 8.7503738 53.0284468, 8.7503797 53.0284845, 8.7503875 53.0285052, 8.7504036 53.0285346, 8.750499 53.0286738, 8.7505365 53.0287431, 8.7506041 53.028883, 8.750651 53.0290022, 8.7507415 53.0292352, 8.7507836 53.0293588, 8.7508235 53.0294691, 8.7508248 53.0295206, 8.7508249 53.029563, 8.7508061 53.029602, 8.7508004 53.0296251, 8.7507902 53.0296523, 8.7507833 53.0296754, 8.7507636 53.0297048, 8.7507508 53.0297242, 8.7507357 53.0297408)",2,L 337,50,
"[227353296, 227343961, 972309235]",Stuhrer Landstraße,secondary,False,False,99.60600000000001,"LINESTRING (8.7503772 53.0284095, 8.7503881 53.0283856, 8.7504155 53.0283498, 8.7504536 53.0283089, 8.7506182 53.0282257, 8.7508757 53.0281246, 8.7509858 53.0280883, 8.7511971 53.0280315, 8.7515446 53.0279707, 8.7516054 53.0279601)",2,L 337,50,
"[227343961, 801376277]",Stuhrer Landstraße,secondary,False,True,86.037,"LINESTRING (8.7534381 53.027439, 8.75331 53.027488, 8.7532317 53.0275178, 8.7527814 53.0276889, 8.7525636 53.027778, 8.7524466 53.0278158, 8.7523404 53.0278393)","['2', '3']",L 337,50,
"[4532318, 801376279]",Stuhrer Landstraße,tertiary,False,False,231.723,"LINESTRING (8.7534381 53.027439, 8.7532743 53.0272632, 8.7532369 53.0272238, 8.7528194 53.026796, 8.7528005 53.0267767, 8.7524699 53.0264394, 8.7522616 53.0262159, 8.7521567 53.0260998, 8.751729 53.0256265)",3,,50,
"[801376280, 4536748]",Carl-Zeiss-Straße,secondary,False,False,75.079,"LINESTRING (8.7534381 53.027439, 8.7535916 53.0276066, 8.7537273 53.0277516, 8.7537802 53.0277905, 8.7538334 53.0278127, 8.7539021 53.0278314, 8.7539757 53.02785, 8.7540237 53.0278562, 8.7541946 53.0278794)","['4', '3']",L 337,50,
4532318,Stuhrer Landstraße,tertiary,False,True,96.95200000000001,"LINESTRING (8.7506281 53.0242238, 8.750625 53.0242889, 8.7506441 53.0243685, 8.7506967 53.0244583, 8.750754 53.024533, 8.7508245 53.0246122, 8.7509435 53.0247456, 8.751185 53.0250168)",,,50,
28188150,Tannenstraße,residential,False,True,16.961,"LINESTRING (8.7506281 53.0242238, 8.7505721 53.0242185, 8.7505197 53.0242085, 8.7504811 53.0241985, 8.750388 53.0241767)",,,,
"[801376280, 4536748]",Carl-Zeiss-Straße,secondary,False,True,75.079,"LINESTRING (8.7541946 53.0278794, 8.7540237 53.0278562, 8.7539757 53.02785, 8.7539021 53.0278314, 8.7538334 53.0278127, 8.7537802 53.0277905, 8.7537273 53.0277516, 8.7535916 53.0276066, 8.7534381 53.027439)","['4', '3']",L 337,50,
"[801376281, 815044127]",Kladdinger Straße,tertiary,False,False,81.71000000000001,"LINESTRING (8.7541946 53.0278794, 8.7541849 53.0279222, 8.754172 53.028019, 8.7541755 53.028123, 8.7541841 53.0282203, 8.7542161 53.0283098, 8.7542699 53.0284111, 8.7544023 53.0285893)","['2', '3']",,50,
13215856,Moselallee,residential,False,False,67.932,"LINESTRING (8.7487443 53.02724, 8.7486049 53.0273096, 8.7482285 53.0274243, 8.7480065 53.0274968, 8.7478661 53.027543)",,,30,
29120147,Blockener Straße,tertiary,False,False,185.333,"LINESTRING (8.7487443 53.02724, 8.7479243 53.0267723, 8.7477832 53.0266916, 8.7477088 53.0266491, 8.7475929 53.0265827, 8.7474298 53.0264899, 8.746733 53.0260934)",,K 111,50,
39106462,Am Rathaus,residential,False,False,102.72200000000001,"LINESTRING (8.7487443 53.02724, 8.7488341 53.0271951, 8.7496186 53.0269396, 8.7499046 53.0268464, 8.7500823 53.0267889)",,,30,
"[4536852, 289416223]",Blockener Straße,tertiary,False,True,122.44100000000002,"LINESTRING (8.7487443 53.02724, 8.7488715 53.0273129, 8.749113 53.0274514, 8.749348 53.0275862, 8.7494416 53.0276592, 8.7495367 53.0277263, 8.7496384 53.0278242, 8.7497627 53.0279448, 8.7498995 53.0280841)",,K 111,50,
13216479,Eichenstraße,residential,False,False,116.812,"LINESTRING (8.746733 53.0260934, 8.7464093 53.0262818, 8.7452675 53.0266508)",,,30,
29120147,Blockener Straße,tertiary,False,True,185.333,"LINESTRING (8.746733 53.0260934, 8.7474298 53.0264899, 8.7475929 53.0265827, 8.7477088 53.0266491, 8.7477832 53.0266916, 8.7479243 53.0267723, 8.7487443 53.02724)",,K 111,50,
227353295,Blockener Straße,tertiary,False,False,104.046,"LINESTRING (8.746733 53.0260934, 8.74598 53.0256624, 8.7456053 53.0254488)",,K 111,50,
13215851,Tannenstraße,residential,False,False,96.614,"LINESTRING (8.7456053 53.0254488, 8.7457402 53.0253607, 8.7460225 53.0252397, 8.7464363 53.0250925, 8.7467996 53.0249681)",,,30,
28180891,Blockener Straße,tertiary,False,False,97.955,"LINESTRING (8.7456053 53.0254488, 8.7455104 53.0253947, 8.7451416 53.0251891, 8.744532 53.0248494)",,K 111,50,
227353295,Blockener Straße,tertiary,False,True,104.046,"LINESTRING (8.7456053 53.0254488, 8.74598 53.0256624, 8.746733 53.0260934)",,K 111,50,
13216486,Erlenstraße,residential,False,False,80.33699999999999,"LINESTRING (8.744532 53.0248494, 8.7442466 53.0250135, 8.7435557 53.0252636)",,,30,4.2
28180890,Blockener Straße,tertiary,False,False,83.147,"LINESTRING (8.744532 53.0248494, 8.7442892 53.0247091, 8.7440901 53.0245915, 8.744056 53.0245713, 8.7438407 53.0244227, 8.7437405 53.0243418, 8.7437345 53.0243364, 8.7436937 53.0242997)",2,K 111,50,
28180891,Blockener Straße,tertiary,False,True,97.95500000000001,"LINESTRING (8.744532 53.0248494, 8.7451416 53.0251891, 8.7455104 53.0253947, 8.7456053 53.0254488)",,K 111,50,
13215859,Am Fesenfeld,residential,False,False,299.077,"LINESTRING (8.7436937 53.0242997, 8.7458564 53.0235337, 8.7475439 53.0229318)",,,,
28180890,Blockener Straße,tertiary,False,False,149.481,"LINESTRING (8.7436937 53.0242997, 8.743562 53.0241318, 8.7434687 53.0239798, 8.7432902 53.0236574, 8.7431508 53.0233853, 8.7429686 53.0230297)",2,K 111,50,
28180890,Blockener Straße,tertiary,False,True,83.147,"LINESTRING (8.7436937 53.0242997, 8.7437345 53.0243364, 8.7437405 53.0243418, 8.7438407 53.0244227, 8.744056 53.0245713, 8.7440901 53.0245915, 8.7442892 53.0247091, 8.744532 53.0248494)",2,K 111,50,
28180890,Blockener Straße,tertiary,False,True,149.481,"LINESTRING (8.7429686 53.0230297, 8.7431508 53.0233853, 8.7432902 53.0236574, 8.7434687 53.0239798, 8.743562 53.0241318, 8.7436937 53.0242997)",2,K 111,50,
24913531,Schützenweg,residential,False,True,276.898,"LINESTRING (8.7544023 53.0285893, 8.7542708 53.0286279, 8.7513396 53.0295959, 8.7509951 53.0296811, 8.7507357 53.0297408)",,,,
"[801376281, 815044127]",Kladdinger Straße,tertiary,False,True,81.71000000000001,"LINESTRING (8.7544023 53.0285893, 8.7542699 53.0284111, 8.7542161 53.0283098, 8.7541841 53.0282203, 8.7541755 53.028123, 8.754172 53.028019, 8.7541849 53.0279222, 8.7541946 53.0278794)","['2', '3']",,50,
13215851,Tannenstraße,residential,False,False,75.968,"LINESTRING (8.7467996 53.0249681, 8.7469818 53.0249082, 8.7473152 53.0248015, 8.7475587 53.0247184, 8.7477999 53.0246446)",,,30,
13215851,Tannenstraße,residential,False,True,96.61399999999999,"LINESTRING (8.7467996 53.0249681, 8.7464363 53.0250925, 8.7460225 53.0252397, 8.7457402 53.0253607, 8.7456053 53.0254488)",,,30,
13215852,Lärchenstraße,residential,False,False,192.17100000000002,"LINESTRING (8.7467996 53.0249681, 8.7475214 53.0257546, 8.7476178 53.0258237, 8.7477322 53.025871, 8.7479206 53.0258995, 8.7481288 53.0259033, 8.7485043 53.0258695, 8.7486487 53.0258394, 8.7487885 53.0257979)",,,30,
13215851,Tannenstraße,residential,False,False,71.719,"LINESTRING (8.7477999 53.0246446, 8.7480917 53.0245836, 8.7482054 53.0245673, 8.7483701 53.0245494, 8.7485049 53.0245414, 8.7486524 53.0245368, 8.7488482 53.0245423)",,,30,
13215851,Tannenstraße,residential,False,True,75.968,"LINESTRING (8.7477999 53.0246446, 8.7475587 53.0247184, 8.7473152 53.0248015, 8.7469818 53.0249082, 8.7467996 53.0249681)",,,30,
13215855,Fichtenstraße,residential,False,True,144.305,"LINESTRING (8.7477999 53.0246446, 8.7480269 53.0249311, 8.748275 53.0252129, 8.7487885 53.0257979)",,,30,
