osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge
8330369,Schöttlkarstraße,residential,False,False,19.165,"LINESTRING (11.2675016 47.4469452, 11.2673695 47.4467978)",,,
8330388,Schöttlkarstraße,residential,False,True,19.147,"LINESTRING (11.2675016 47.4469452, 11.2677173 47.4468537)",,,
8330363,Mühlfeldstraße,residential,False,True,45.781,"LINESTRING (11.2675016 47.4469452, 11.2674738 47.4470259, 11.2675021 47.4473542)",,,
27028064,Prinz-Eugen-Straße,residential,False,False,121.775,"LINESTRING (11.2645759 47.4443311, 11.2631107 47.4447974)",,,
41966685,Schöttlkarstraße,residential,False,False,105.436,"LINESTRING (11.2645759 47.4443311, 11.2645279 47.4442709, 11.2643402 47.4440355, 11.2641862 47.4438476, 11.2641061 47.44375, 11.2640876 47.4437332, 11.2639913 47.4436456, 11.2638538 47.4435206)",,,
171984350,Schöttlkarstraße,residential,False,True,58.138000000000005,"LINESTRING (11.2645759 47.4443311, 11.2646416 47.4444135, 11.2649678 47.4447817)",,,
27027977,Friedhofsweg,residential,False,False,23.089,"LINESTRING (11.2638538 47.4435206, 11.2641143 47.4434107)",,,
41966685,Schöttlkarstraße,residential,False,False,23.864,"LINESTRING (11.2638538 47.4435206, 11.2636569 47.4433523)",,,
41966685,Schöttlkarstraße,residential,False,True,105.436,"LINESTRING (11.2638538 47.4435206, 11.2639913 47.4436456, 11.2640876 47.4437332, 11.2641061 47.44375, 11.2641862 47.4438476, 11.2643402 47.4440355, 11.2645279 47.4442709, 11.2645759 47.4443311)",,,
44683590,Untermarkt,residential,True,False,50.969,"LINESTRING (11.2627358 47.4418684, 11.2628 47.4421297, 11.2628399 47.4423213)",20,,
8330378,Rathausgasse,residential,True,False,71.43,"LINESTRING (11.2636442 47.4416868, 11.2634986 47.4417343, 11.2627358 47.4418684)",20,,
439045547,Dammkarstraße,residential,False,False,14.857999999999999,"LINESTRING (11.2636442 47.4416868, 11.263693 47.4417115, 11.2638114 47.4417576)",20,,
439045547,Dammkarstraße,residential,False,True,88.907,"LINESTRING (11.2636442 47.4416868, 11.2635379 47.44163, 11.26342 47.4415591, 11.2633108 47.4415034, 11.2631824 47.441438, 11.2631269 47.4414097, 11.2628319 47.4411855, 11.2627738 47.4411501)",20,,
8330380,Viererspitzstraße,residential,False,False,109.914,"LINESTRING (11.2618114 47.4402165, 11.2625004 47.4399924, 11.2631279 47.4397873)",,,
"[564702496, 439045543]",Albert-Schott-Straße,residential,False,False,126.762,"LINESTRING (11.2618114 47.4402165, 11.2618779 47.4402821, 11.2622737 47.4406722, 11.2623409 47.4407385, 11.2625371 47.4409319, 11.2625855 47.4409796, 11.2626219 47.441019, 11.2627036 47.4411073, 11.2627738 47.4411501)","['20', '30']",6,
564702496,Albert-Schott-Straße,residential,False,True,156.669,"LINESTRING (11.2618114 47.4402165, 11.2616481 47.4400598, 11.2615734 47.4399634, 11.2615365 47.4398957, 11.2614726 47.4397781, 11.261446 47.439458, 11.2614325 47.4393518, 11.261436 47.4393109, 11.2615119 47.4392186, 11.2616322 47.4391695, 11.2619272 47.4390323)",30,6,
562537953,Arnspitzstraße,residential,False,True,74.503,"LINESTRING (11.2641734 47.4394458, 11.2644921 47.4400802)",30,,
8330380,Viererspitzstraße,residential,False,True,87.329,"LINESTRING (11.2641734 47.4394458, 11.2632417 47.4397541, 11.2631279 47.4397873)",,,
"[149616080, 73811468]",Bahnhofplatz,residential,False,"[False, True]",140.527,"LINESTRING (11.2641734 47.4394458, 11.2642709 47.439435, 11.2644189 47.4393957, 11.2646174 47.4393452, 11.2648082 47.4392999, 11.2651295 47.4399331, 11.2650387 47.4399526, 11.2649333 47.4399769)",,,
308214965,Bahnhofplatz,residential,False,False,23.291,"LINESTRING (11.2647831 47.4406438, 11.2650777 47.4405792)",,,
8330381,Arnspitzstraße,residential,False,False,66.384,"LINESTRING (11.2647831 47.4406438, 11.2647586 47.4405977, 11.2647058 47.4405001, 11.264517 47.4401251, 11.2644921 47.4400802)",30,,
"[439045546, 8470195]",Bahnhofstraße,unclassified,False,True,161.27200000000002,"LINESTRING (11.2647831 47.4406438, 11.2645419 47.4406985, 11.2642104 47.4407832, 11.2635037 47.4409637, 11.2628978 47.4411184, 11.2627738 47.4411501)",20,,
8330383,Bahnhofplatz,residential,False,True,120.702,"LINESTRING (11.2657626 47.4416652, 11.265569 47.4413244, 11.265434 47.4410867, 11.265406 47.4409556, 11.2652907 47.4406672, 11.2652618 47.4406387)",,,
482906662,Dammkarstraße,residential,False,True,28.06,"LINESTRING (11.2657626 47.4416652, 11.2656836 47.4416731, 11.2653949 47.4417079)",30,,
"[482906664, 1060321645, 1060321646]",Dammkarstraße,residential,False,False,105.154,"LINESTRING (11.2657626 47.4416652, 11.2662918 47.4416213, 11.2663879 47.4416182, 11.2664421 47.4416191, 11.2665002 47.4416185, 11.2666361 47.4416173, 11.2668083 47.4416161, 11.2669277 47.4416155, 11.2671567 47.4416143)",30,,
30173462,Mühlenweg,residential,False,True,340.46299999999997,"LINESTRING (11.2662261 47.4387418, 11.2661439 47.4387791, 11.2661237 47.4388298, 11.266125 47.4388942, 11.266159 47.4390245, 11.2664817 47.4398484, 11.2665418 47.4400388, 11.2666245 47.4403175, 11.2666789 47.4403745, 11.2667161 47.4404032, 11.2669042 47.4405206, 11.2670826 47.4407058, 11.2671538 47.440825, 11.2672708 47.4411542, 11.2673556 47.4415976)",,,
439045547,Dammkarstraße,residential,False,False,122.631,"LINESTRING (11.2638114 47.4417576, 11.2640561 47.4418367, 11.2642421 47.4418508, 11.2643881 47.4418379, 11.2646462 47.4418046, 11.2653949 47.4417079)",20,,
439045547,Dammkarstraße,residential,False,True,14.857999999999999,"LINESTRING (11.2638114 47.4417576, 11.263693 47.4417115, 11.2636442 47.4416868)",20,,
"[27756602, 439045548]",Feldernstraße,residential,False,True,168.575,"LINESTRING (11.2638114 47.4417576, 11.2638557 47.4418359, 11.2639987 47.4420062, 11.2644093 47.4424951, 11.2649314 47.4430693)",20,,
4493432,Bahnhofstraße,unclassified,False,False,49.223,"LINESTRING (11.2627738 47.4411501, 11.2626497 47.4411847, 11.2621611 47.4413056)",20,,
"[439045546, 8470195]",Bahnhofstraße,unclassified,False,False,161.27200000000002,"LINESTRING (11.2627738 47.4411501, 11.2628978 47.4411184, 11.2635037 47.4409637, 11.2642104 47.4407832, 11.2645419 47.4406985, 11.2647831 47.4406438)",20,,
"[564702496, 439045543]",Albert-Schott-Straße,residential,False,True,126.762,"LINESTRING (11.2627738 47.4411501, 11.2627036 47.4411073, 11.2626219 47.441019, 11.2625855 47.4409796, 11.2625371 47.4409319, 11.2623409 47.4407385, 11.2622737 47.4406722, 11.2618779 47.4402821, 11.2618114 47.4402165)","['20', '30']",6,
439045547,Dammkarstraße,residential,False,False,88.907,"LINESTRING (11.2627738 47.4411501, 11.2628319 47.4411855, 11.2631269 47.4414097, 11.2631824 47.441438, 11.2633108 47.4415034, 11.26342 47.4415591, 11.2635379 47.44163, 11.2636442 47.4416868)",20,,
4493432,Bahnhofstraße,unclassified,False,True,6.366,"LINESTRING (11.2620823 47.4413265, 11.2621611 47.4413056)",20,,
439045550,Karwendelstraße,tertiary,False,False,3.006,"LINESTRING (11.2620823 47.4413265, 11.2620648 47.4413022)",20,,
564702493,Partenkirchner Straße,tertiary,False,True,75.052,"LINESTRING (11.2620823 47.4413265, 11.2618665 47.4413918, 11.2617343 47.4415776, 11.2615335 47.4417317, 11.2614911 47.4418311)",20,8,
26733222,Dekan-Karl-Platz,residential,False,False,57.645,"LINESTRING (11.259674 47.4385676, 11.2597923 47.4390798)",,,
"[26736619, 360982508]",Matthias-Klotz-Straße,"['living_street', 'residential']",False,False,155.637,"LINESTRING (11.2593905 47.4422667, 11.2594903 47.442539, 11.2595618 47.442663, 11.2596794 47.4428669, 11.2596576 47.442894, 11.2593311 47.44307, 11.2593353 47.4431166, 11.2593035 47.4431771, 11.259475 47.4433888, 11.2593523 47.4434475)",,,
27794669,Matthias-Klotz-Straße,living_street,False,True,81.025,"LINESTRING (11.2593905 47.4422667, 11.2595532 47.4422264, 11.2596433 47.4422147, 11.2597995 47.4421688, 11.2600059 47.4421063, 11.2604085 47.4420357)",,4,
172270685,Matthias-Klotz-Straße,living_street,False,False,12.475,"LINESTRING (11.2593905 47.4422667, 11.2593237 47.4422338, 11.2592406 47.4422371)",,,
"[172270684, 255937582]","['Hochstraße', 'Ballenhausstraße']",living_street,False,"[False, True]",94.231,"LINESTRING (11.2614911 47.4418311, 11.2603806 47.4419509, 11.2604085 47.4420357)",,,
439045553,Partenkirchner Straße,tertiary,False,True,36.953,"LINESTRING (11.2614911 47.4418311, 11.2615141 47.4418792, 11.2615672 47.4419169, 11.2617071 47.4419763, 11.2617639 47.4420147, 11.2617966 47.4420744)",20,,
564702493,Partenkirchner Straße,tertiary,False,False,75.052,"LINESTRING (11.2614911 47.4418311, 11.2615335 47.4417317, 11.2617343 47.4415776, 11.2618665 47.4413918, 11.2620823 47.4413265)",20,8,
"[47329625, 91643948, 30548598]",Rehbergstraße,residential,False,True,89.40700000000001,"LINESTRING (11.270924 47.4424892, 11.2703742 47.4424907, 11.269937 47.4423564, 11.2697786 47.4423482)",30,,yes
484208440,Am Rain,residential,False,False,109.339,"LINESTRING (11.270924 47.4424892, 11.270896 47.4424457, 11.2708296 47.4423813, 11.2707003 47.4419187, 11.2705486 47.441546)",30,4,
41966686,Gebirgspionierstraße,residential,False,False,84.05199999999999,"LINESTRING (11.269673 47.4472663, 11.2698784 47.4472508, 11.2700672 47.4471406, 11.2703247 47.4467284)",,,
361673279,Tiefkarstraße,residential,False,True,107.853,"LINESTRING (11.269673 47.4472663, 11.2693582 47.4468836, 11.2688623 47.4464706)",,,
24839480,Gebirgspionierstraße,residential,False,False,49.271,"LINESTRING (11.2703247 47.4467284, 11.2709446 47.4468719)",,,
41966686,Gebirgspionierstraße,residential,False,False,339.829,"LINESTRING (11.2703247 47.4467284, 11.2704277 47.4463047, 11.2703977 47.4450333, 11.2702501 47.4446421, 11.2701099 47.4443081, 11.2699538 47.4439568, 11.2698116 47.4437397)",,,
41966686,Gebirgspionierstraße,residential,False,True,84.05199999999999,"LINESTRING (11.2703247 47.4467284, 11.2700672 47.4471406, 11.2698784 47.4472508, 11.269673 47.4472663)",,,
41966686,Gebirgspionierstraße,residential,False,False,69.516,"LINESTRING (11.2698116 47.4437397, 11.2706195 47.4434359)",,,
27756404,Gebirgspionierstraße,residential,False,False,96.68900000000001,"LINESTRING (11.2698116 47.4437397, 11.2695625 47.4434419, 11.2694521 47.4433345, 11.2692083 47.4432526, 11.2689108 47.4431843)",,,
