osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,lanes
41753233,residential,False,True,53.713,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.0817874 49.219406, 12.081068 49.219518)",,,
41753232,residential,False,False,56.599000000000004,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.0817874 49.219406, 12.081469 49.219538, 12.081068 49.219518)",,,
41753232,residential,False,True,79.66900000000001,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.0817874 49.219406, 12.0820373 49.2193159, 12.08283 49.2192025)",,,
41753233,residential,False,False,53.713,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.081068 49.219518, 12.0817874 49.219406)",,,
41753232,residential,False,True,56.599000000000004,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.081068 49.219518, 12.081469 49.219538, 12.0817874 49.219406)",,,
41753232,residential,False,False,67.458,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.081068 49.219518, 12.0808005 49.2195022, 12.0803261 49.2195693, 12.080179 49.219631)",,,
41753232,residential,False,True,67.458,Dr.-Wilhelm-Hoegner-Straße,"LINESTRING (12.080179 49.219631, 12.0803261 49.2195693, 12.0808005 49.2195022, 12.081068 49.219518)",,,
"[42373516, 42373517]",residential,False,"[False, True]",158.628,"['Am Moosgraben', 'Max-Reger-Straße']","LINESTRING (12.0803048 49.2220614, 12.0802081 49.2221258, 12.0801127 49.2221417, 12.0794742 49.2221323, 12.0794769 49.221952, 12.0794837 49.2217717, 12.0802401 49.2217873)",,,
42373519,residential,False,True,31.358000000000004,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0803048 49.2220614, 12.0802443 49.2219664, 12.0802401 49.2217873)",,,
42373519,residential,False,False,29.029000000000003,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0803048 49.2220614, 12.0803998 49.2220846, 12.0806171 49.2220899, 12.0806962 49.2221008)",,,
42373518,residential,False,False,97.78800000000001,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0806962 49.2221008, 12.0808317 49.2220338, 12.0808801 49.2220248, 12.0818717 49.2220337, 12.0820062 49.2220344)",,,
42373519,residential,False,False,161.845,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0806962 49.2221008, 12.0807362 49.222161, 12.0807386 49.2229865, 12.0807031 49.2235504)",,,
42373519,residential,False,True,29.029,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0806962 49.2221008, 12.0806171 49.2220899, 12.0803998 49.2220846, 12.0803048 49.2220614)",,,
42373518,residential,False,True,97.78800000000001,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0820062 49.2220344, 12.0818717 49.2220337, 12.0808801 49.2220248, 12.0808317 49.2220338, 12.0806962 49.2221008)",,,
42373523,residential,False,True,33.001999999999995,Im Schlossgarten,"LINESTRING (12.0819613 49.2205754, 12.0819444 49.2207083, 12.0819407 49.2208286, 12.0819393 49.2208717)",,30,
156670119,secondary,False,True,133.695,Regensburger Straße,"LINESTRING (12.0819613 49.2205754, 12.0825207 49.2206489, 12.0828596 49.2206788, 12.0828741 49.2206789, 12.0837878 49.2206863)",St 2397,50,2
"[550248120, 550248121]",secondary,False,False,53.113,Hauptstraße,"LINESTRING (12.0819613 49.2205754, 12.0817898 49.220546, 12.0815541 49.2205021, 12.0812519 49.2204603)",St 2397,50,2
44060680,residential,False,True,93.737,Schanzstraße,"LINESTRING (12.0862551 49.2169288, 12.0857641 49.2177084)",,,
44060680,residential,False,False,93.737,Schanzstraße,"LINESTRING (12.0857641 49.2177084, 12.0862551 49.2169288)",,,
44060679,residential,False,False,76.535,Schanzstraße,"LINESTRING (12.0857641 49.2177084, 12.0855439 49.2177695, 12.0851565 49.217838, 12.084933 49.217873, 12.0848618 49.217882, 12.0848271 49.2178847, 12.084753 49.2178741)",,,
53740668,residential,False,True,64.14099999999999,,"LINESTRING (12.0841081 49.2209046, 12.0844552 49.2209089, 12.0849851 49.2209616)",,,
53740677,living_street,False,False,19.331,Platz der Freiheit,"LINESTRING (12.0850518 49.2207933, 12.0849851 49.2209616)",,,
550248119,secondary,False,False,14.479,Regensburger Straße,"LINESTRING (12.0850518 49.2207933, 12.0848711 49.2207383)",St 2397,50,
"[972180570, 550248119]",secondary,False,True,42.32,Regensburger Straße,"LINESTRING (12.0850518 49.2207933, 12.0852896 49.2208995, 12.0855085 49.2210283)",St 2397,50,
210442152,living_street,False,True,32.911,,"LINESTRING (12.0850338 49.2212538, 12.0850104 49.221211, 12.0849879 49.2211151, 12.0849851 49.2209616)",,,
53740677,living_street,False,False,34.536,Platz der Freiheit,"LINESTRING (12.0849851 49.2209616, 12.0854015 49.2211116)",,,
53740677,living_street,False,True,19.331,Platz der Freiheit,"LINESTRING (12.0849851 49.2209616, 12.0850518 49.2207933)",,,
53740668,residential,False,False,64.14099999999999,,"LINESTRING (12.0849851 49.2209616, 12.0844552 49.2209089, 12.0841081 49.2209046)",,,
210442152,living_street,False,False,32.911,,"LINESTRING (12.0849851 49.2209616, 12.0849879 49.2211151, 12.0850104 49.221211, 12.0850338 49.2212538)",,,
53740677,living_street,False,False,24.493,Platz der Freiheit,"LINESTRING (12.0854015 49.2211116, 12.0855928 49.221293)",,,
53740677,living_street,False,True,34.536,Platz der Freiheit,"LINESTRING (12.0854015 49.2211116, 12.0849851 49.2209616)",,,
53740678,living_street,False,False,12.091,,"LINESTRING (12.0854015 49.2211116, 12.0855085 49.2210283)",,,
53738465,living_street,False,False,38.909,,"LINESTRING (12.0850693 49.2213538, 12.0852588 49.2213526, 12.0855928 49.221293)",,,
53740677,living_street,False,False,16.513,Platz der Freiheit,"LINESTRING (12.0855928 49.221293, 12.0858023 49.2212353)",,,
53740677,living_street,False,True,24.493,Platz der Freiheit,"LINESTRING (12.0855928 49.221293, 12.0854015 49.2211116)",,,
53738465,living_street,False,True,38.909,,"LINESTRING (12.0855928 49.221293, 12.0852588 49.2213526, 12.0850693 49.2213538)",,,
53740677,living_street,False,True,16.513,Platz der Freiheit,"LINESTRING (12.0858023 49.2212353, 12.0855928 49.221293)",,,
972180569,secondary,False,True,5.793,Regensburger Straße,"LINESTRING (12.0858023 49.2212353, 12.0858471 49.2212784)",St 2397,50,2
"[972180569, 372815756]",secondary,False,False,31.423000000000002,Regensburger Straße,"LINESTRING (12.0858023 49.2212353, 12.0856843 49.2211423, 12.0855085 49.2210283)",St 2397,50,2
77526862,residential,False,True,100.64500000000001,Triftweg,"LINESTRING (12.0891993 49.2169442, 12.0898841 49.2172231, 12.0903979 49.217397)",,,
29691754,residential,False,True,68.117,Birkenstraße,"LINESTRING (12.0904947 49.2172652, 12.0909117 49.2167165)",,,
210446550,residential,False,False,16.255,Trattweg,"LINESTRING (12.0904947 49.2172652, 12.0903979 49.217397)",,,
77526861,residential,False,True,219.98700000000002,Eichenstraße,"LINESTRING (12.0904947 49.2172652, 12.0918989 49.2171157, 12.0919408 49.2173043, 12.091925 49.2175226, 12.0916921 49.2181442)",,,
42373519,residential,False,True,157.99,Dr.-Friedrich-Flick-Straße,"LINESTRING (12.0802401 49.2217873, 12.0803537 49.2203684)",,,
